"hit_id","query_id","biosample_id","closest_ref","distance","SRM_present","single_closest_ref"
"UPMZ01.5950.1_6/3-237","UPMZ01","SAMEA2737808","['Gordonibacter_pamelaeae__GrdPame5']",0.00338522102966964,TRUE,"Gordonibacter_pamelaeae__GrdPame5"
"UPMZ01.79208.1_1/11-136","UPMZ01","SAMEA2737808","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"UPMZ01.44144.1_1/64-137","UPMZ01","SAMEA2737808","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORSC01.82376.1_1/1-172","ORSC01","SAMEA2338681","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"OYMM01.161.1_3/65-438","OYMM01","SAMN06165493","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.012229,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OYMM01.161.1_2/11-266","OYMM01","SAMN06165493","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0540423035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OYMM01.4356.1_1/53-210","OYMM01","SAMN06165493","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"OYMM01.4732.1_1/11-160","OYMM01","SAMN06165493","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"UEYD01.35306.1_1/33-281","UEYD01","SAMN06115506","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"OPSF01.12557.1_1/64-428","OPSF01","SAMEA2042111","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0586873035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"QWCE01.3417.1_7/64-437","QWCE01","SAMN09866716","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"QWCE01.34300.1_2/44-392","QWCE01","SAMN09866716","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.28961653982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"QWCE01.3417.1_6/11-266","QWCE01","SAMN09866716","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"QWCE01.148739.1_1/3-193","QWCE01","SAMN09866716","['Gordonibacter_pamelaeae__GrdPame5']",0.277752704393165,TRUE,"Gordonibacter_pamelaeae__GrdPame5"
"QWCE01.143185.1_1/1-188","QWCE01","SAMN09866716","['Gordonibacter_pamelaeae__GrdPame5']",0.380401704393165,TRUE,"Gordonibacter_pamelaeae__GrdPame5"
"QWCE01.34300.1_3/4-136","QWCE01","SAMN09866716","['QUERY___Thermodesulfobium_narugense_dsrA']",1.388301,TRUE,"QUERY___Thermodesulfobium_narugense_dsrA"
"OWCY01.6912.1_3/63-436","OWCY01","SAMEA3708620","['Desulfovibrio_piger__DslPige2']",0.0216275214698588,TRUE,"Desulfovibrio_piger__DslPige2"
"OWCY01.6912.1_2/11-266","OWCY01","SAMEA3708620","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.027837,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OWCY01.44532.1_1/11-266","OWCY01","SAMEA3708620","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORRJ01.13417.1_2/63-436","ORRJ01","SAMEA2338649","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.024574,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"ORRJ01.22585.1_1/1-245","ORRJ01","SAMEA2338649","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.03343,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"UERO01.20183.1_1/64-437","UERO01","SAMN06115397","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UERO01.11922.1_1/1-118","UERO01","SAMN06115397","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.022936,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"UERO01.20183.1_2/11-91","UERO01","SAMN06115397","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.185979,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"OPAP01.30399.1_1/1-90","OPAP01","SAMEA1967055","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"OURY01.49778.1_1/1-252","OURY01","SAMEA2338638","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.16743453982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"OYXC01.9658.1_1/11-266","OYXC01","SAMN06165016","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.037208,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OYXC01.9658.1_2/1-228","OYXC01","SAMN06165016","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"USZA01.13236.1_3/38-305","USZA01","SAMN06112073","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.047796,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"USZA01.18536.1_1/63-204","USZA01","SAMN06112073","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"USZA01.41154.1_2/6-173","USZA01","SAMN06112073","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.19125255633203,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"USZA01.16685.1_1/1-148","USZA01","SAMN06112073","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"USZA01.41154.1_1/3-156","USZA01","SAMN06112073","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"USZA01.130730.1_2/1-109","USZA01","SAMN06112073","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.04909253982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"UZLQ01.611.1_10/64-437","UZLQ01","SAMN00715227","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZLQ01.611.1_9/1-253","UZLQ01","SAMN00715227","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UPRH01.19723.1_1/11-266","UPRH01","SAMEA2737760","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UPMW01.3186.1_8/63-436","UPMW01","SAMEA2737879","['uncultured_bacterium__EF645667']",0.085775677392887,TRUE,"uncultured_bacterium__EF645667"
"UPMW01.3186.1_7/11-266","UPMW01","SAMEA2737879","['uncultured_bacterium__EF645667']",0.143520170607274,TRUE,"uncultured_bacterium__EF645667"
"OYQB01.459.1_1/46-393","OYQB01","SAMN06165467","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.11874053982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"OYQB01.459.1_2/7-240","OYQB01","SAMN06165467","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.909897556332035,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"OYQB01.5101.1_1/1-213","OYQB01","SAMN06165467","['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"CAAELL01.26.1_14/62-435","CAAELL01","SAMEA5280031","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.381506,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"CAAELL01.26.1_13/11-266","CAAELL01","SAMEA5280031","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.495686,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"UPMM01.15656.1_2/63-436","UPMM01","SAMEA2737839","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0639913035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UPMM01.15656.1_1/11-112","UPMM01","SAMEA2737839","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.027779,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"ORIF01.8853.1_1/63-390","ORIF01","SAMN04329858","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"ORIF01.8035.1_2/50-394","ORIF01","SAMN04329858","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.13300853982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"ORIF01.7405.1_1/8-243","ORIF01","SAMN04329858","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.956532556332035,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"OYKH01.90.1_2/39-412","OYKH01","SAMN06165444","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OYKH01.90.1_1/11-266","OYKH01","SAMN06165444","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OYKH01.3199.1_1/23-192","OYKH01","SAMN06165444","['Anaerobic_bacterium_sk.prop8__Bv2Prop2', 'QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"OYKH01.1193.1_1/1-93","OYKH01","SAMN06165444","['Desulfitibacter_alkalitolerans__DfiAlka2']",NA,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"OYKH01.1882.1_2/1-127","OYKH01","SAMN06165444","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"OYKH01.1882.1_1/6-125","OYKH01","SAMN06165444","['Desulfitibacter_alkalitolerans__DfiAlka2']",NA,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"ULQH01.22774.1_1/1-246","ULQH01","SAMEA4835653","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"UMCV01.52177.1_1/1-141","UMCV01","SAMEA4835976","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA', 'Desulfovibrio_piger__DslPige2']",NA,TRUE,"Desulfovibrio_piger__DslPige2"
"CABRAA01.133.1_7/53-398","CABRAA01","SAMEA5850570","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.38207953982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"CABRAA01.133.1_8/5-240","CABRAA01","SAMEA5850570","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.14445755633203,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"UPLS01.22663.1_4/63-190","UPLS01","SAMEA2737864","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OXJK01.30384.1_1/2-184","OXJK01","SAMN05826969","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"UPQN01.3.1_186/62-435","UPQN01","SAMEA2737804","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.375198,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"UPQN01.3.1_187/11-266","UPQN01","SAMEA2737804","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.507141,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"UPQN01.66372.1_1/8-172","UPQN01","SAMEA2737804","['Bilophila_sp._4_1_30__BilSpec3']",0.0131588334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"USWG01.18375.1_1/2-243","USWG01","SAMN06111996","['Bilophila_sp._4_1_30__BilSpec3']",0.0208788334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"USWG01.37789.1_1/64-205","USWG01","SAMN06111996","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZHZ01.1361.1_5/64-437","UZHZ01","SAMN00791913","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZHZ01.1361.1_6/11-266","UZHZ01","SAMN00791913","['Bilophila_sp._4_1_30__BilSpec3']",0.0016698334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"WGVM01.188.1_1/63-417","WGVM01","SAMN12905038","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.024733,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OZKV01.8779.1_1/64-430","OZKV01","SAMN06165244","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.051363,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OZZL01.7074.1_1/28-293","OZZL01","SAMN06165153","['QUERY___Moorella_thermoacetica_2_dsrA']",4.448387,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA"
"CAJLMI01.293.1_1/1-341","CAJLMI01","SAMEA7847400","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.16491153982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"CAJLMI01.293.1_2/7-240","CAJLMI01","SAMEA7847400","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.942981556332035,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"OYGB01.157.1_1/92-465","OYGB01","SAMN06165590","['uncultured_bacterium__EF645667']",0.085775677392887,TRUE,"uncultured_bacterium__EF645667"
"OYGB01.116.1_5/55-399","OYGB01","SAMN06165590","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.37477053982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"OYGB01.157.1_2/11-266","OYGB01","SAMN06165590","['uncultured_bacterium__EF645667']",0.143520170607274,TRUE,"uncultured_bacterium__EF645667"
"OYGB01.116.1_4/5-240","OYGB01","SAMN06165590","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.30452855633203,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"OYGB01.5309.1_2/1-128","OYGB01","SAMN06165590","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OQPZ01.68446.1_1/2-197","OQPZ01","SAMN02712189","['Bilophila_sp._4_1_30__BilSpec3']",0.0467368334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OWBQ01.8.1_53/62-435","OWBQ01","SAMEA3708561","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.372864,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"OWBQ01.8.1_52/11-266","OWBQ01","SAMEA3708561","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.507141,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"OPWH01.12327.1_1/62-157","OPWH01","SAMEA2043049","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.031302,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"OWQQ01.8304.1_2/63-436","OWQQ01","SAMEA4378285","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0557333035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OWQQ01.8304.1_3/11-266","OWQQ01","SAMEA4378285","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.018525,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OYKR01.283.1_2/97-470","OYKR01","SAMN06165504","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OYKR01.283.1_1/11-266","OYKR01","SAMN06165504","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORRD01.1201.1_14/52-400","ORRD01","SAMEA2338677","['Gordonibacter_pamelaeae__GrdPame5']",0.912804704393165,TRUE,"Gordonibacter_pamelaeae__GrdPame5"
"UZNL01.14334.1_1/62-250","UZNL01","SAMN00715143","['Candidatus_Desulfovibrio_trichonymphae']",0.338769307406043,TRUE,"Candidatus_Desulfovibrio_trichonymphae"
"ULSH01.35401.1_1/2-238","ULSH01","SAMEA4835702","['QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"UYDM01.8511.1_2/63-436","UYDM01","SAMEA2151439","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0709043035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UYDM01.8511.1_3/11-266","UYDM01","SAMEA2151439","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.057525,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"OQQY01.70848.1_1/1-202","OQQY01","SAMN02711295","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OQQY01.63187.1_2/11-158","OQQY01","SAMN02711295","['Bilophila_sp._4_1_30__BilSpec3']",0.0321688334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OQQY01.71910.1_1/1-113","OQQY01","SAMN02711295","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"OVYG01.1315.1_12/64-437","OVYG01","SAMEA3708462","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OVYG01.1315.1_13/11-266","OVYG01","SAMEA3708462","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UXRB01.19263.1_2/11-266","UXRB01","SAMEA2155512","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0724983035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UXRB01.19263.1_3/1-286","UXRB01","SAMEA2155512","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UXRB01.66584.1_2/63-175","UXRB01","SAMEA2155512","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OZZQ01.3100.1_3/27-294","OZZQ01","SAMN06165154","['QUERY___Moorella_thermoacetica_2_dsrA']",4.423812,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA"
"OZZQ01.2726.1_4/28-293","OZZQ01","SAMN06165154","['QUERY___Moorella_thermoacetica_2_dsrA']",4.448387,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA"
"UPMR01.3615.1_10/63-436","UPMR01","SAMEA2737866","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0770323035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UPMR01.3615.1_4/63-436","UPMR01","SAMEA2737866","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0770323035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UPMR01.3615.1_3/11-266","UPMR01","SAMEA2737866","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UPMR01.3615.1_9/11-266","UPMR01","SAMEA2737866","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UPMR01.66066.1_2/2-136","UPMR01","SAMEA2737866","['Bilophila_sp._4_1_30__BilSpec3']",0.0157768334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"UPMR01.66066.1_1/11-108","UPMR01","SAMEA2737866","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OWSK01.6388.1_2/63-436","OWSK01","SAMEA4378329","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.006134,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OWSK01.6388.1_1/11-264","OWSK01","SAMEA4378329","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.00925299999999999,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OWSK01.6388.1_6/1-82","OWSK01","SAMEA4378329","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"CAABUQ01.5070.1_1/1-247","CAABUQ01","SAMN00691554","['Desulfovibrio_desulfuricans__DslDes17']",NA,TRUE,"Desulfovibrio_desulfuricans__DslDes17"
"CAABUQ01.18604.1_1/2-161","CAABUQ01","SAMN00691554","['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",0.0310287921887412,TRUE,"Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358"
"OWEA01.6517.1_3/63-436","OWEA01","SAMEA3708617","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.018519,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OWEA01.6517.1_2/11-266","OWEA01","SAMEA3708617","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.084686,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"UZIE01.3608.1_5/64-437","UZIE01","SAMN00791944","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZIE01.3608.1_6/11-266","UZIE01","SAMN00791944","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORVI01.27023.1_1/64-438","ORVI01","SAMEA2338833","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.088722,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
