coassembly	sample	geneID	contig	start	stop	strand	length	mapped	RPKM	geneLoc	geneNum	Score
Capsule_12	K12_2	276453_25	k141_276453	24061	25113	-	1053	0	0	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	K12_2	218262_5	k141_218262	4068	5102	-	1035	0	0	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	K12_2	89197_2	k141_89197	305	1237	-	933	0	0	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	K12_2	63953_1	k141_63953	4	1050	-	1047	0	0	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	K12_2	277439_1	k141_277439	3	683	+	681	0	0	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	K12_2	89630_3	k141_89630	1366	2160	-	795	0	0	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	K12_2	93031_8	k141_93031	8105	8893	+	789	4	0.847518	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	K12_2	81666_6	k141_81666	3246	4034	+	789	0	0	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	K12_2	71385_2	k141_71385	240	1028	+	789	0	0	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	K12_2	43711_4	k141_43711	3003	3794	-	792	0	0	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	K12_2	276453_24	k141_276453	23265	24059	-	795	0	0	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	K12_2	218262_4	k141_218262	3260	4051	-	792	0	0	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	K12_2	94413_1	k141_94413	3	728	+	726	0	0	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	K12_2	276453_23	k141_276453	22290	23252	-	963	0	0	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	K12_2	89630_2	k141_89630	381	1352	-	972	0	0	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	K12_2	81666_7	k141_81666	4048	5013	+	966	4	0.692228	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	K12_2	93031_9	k141_93031	8909	9874	+	966	11	1.90363	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	K12_2	43711_3	k141_43711	2021	2989	-	969	0	0	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	K12_2	76077_2	k141_76077	376	1359	+	984	0	0	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	K12_2	218262_3	k141_218262	2186	3241	-	1056	0	0	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	K14_2	89630_4	k141_89630	2153	3169	-	1017	0	0	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	K14_2	43711_5	k141_43711	3795	4805	-	1011	0	0	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	K14_2	93031_7	k141_93031	7105	8103	+	999	0	0	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	K14_2	81666_5	k141_81666	2246	3244	+	999	30	2.03198	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	K14_2	276453_25	k141_276453	24061	25113	-	1053	0	0	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	K14_2	218262_5	k141_218262	4068	5102	-	1035	0	0	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	K14_2	89197_2	k141_89197	305	1237	-	933	0	0	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	K14_2	63953_1	k141_63953	4	1050	-	1047	0	0	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	K14_2	277439_1	k141_277439	3	683	+	681	0	0	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	K14_2	89630_3	k141_89630	1366	2160	-	795	0	0	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	K14_2	93031_8	k141_93031	8105	8893	+	789	4	0.343042	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	K14_2	81666_6	k141_81666	3246	4034	+	789	18	1.54369	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	K14_2	71385_2	k141_71385	240	1028	+	789	0	0	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	K14_2	43711_4	k141_43711	3003	3794	-	792	1	0.0854356	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	K14_2	276453_24	k141_276453	23265	24059	-	795	0	0	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	K14_2	218262_4	k141_218262	3260	4051	-	792	0	0	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	K14_2	94413_1	k141_94413	3	728	+	726	0	0	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	K14_2	276453_23	k141_276453	22290	23252	-	963	0	0	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	K14_2	89630_2	k141_89630	381	1352	-	972	0	0	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	K14_2	81666_7	k141_81666	4048	5013	+	966	24	1.68112	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	K14_2	93031_9	k141_93031	8909	9874	+	966	1	0.0700466	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	K14_2	43711_3	k141_43711	2021	2989	-	969	2	0.139659	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	K14_2	76077_2	k141_76077	376	1359	+	984	0	0	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	K14_2	218262_3	k141_218262	2186	3241	-	1056	0	0	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	K16_2	89630_4	k141_89630	2153	3169	-	1017	0	0	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	K16_2	43711_5	k141_43711	3795	4805	-	1011	1	0.0369502	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	K16_2	93031_7	k141_93031	7105	8103	+	999	4	0.149576	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	K16_2	81666_5	k141_81666	2246	3244	+	999	34	1.2714	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	K16_2	276453_25	k141_276453	24061	25113	-	1053	0	0	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	K16_2	218262_5	k141_218262	4068	5102	-	1035	0	0	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	K16_2	89197_2	k141_89197	305	1237	-	933	0	0	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	K16_2	63953_1	k141_63953	4	1050	-	1047	0	0	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	K16_2	277439_1	k141_277439	3	683	+	681	0	0	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	K16_2	89630_3	k141_89630	1366	2160	-	795	0	0	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	K16_2	93031_8	k141_93031	8105	8893	+	789	0	0	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	K16_2	81666_6	k141_81666	3246	4034	+	789	38	1.79918	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	K16_2	71385_2	k141_71385	240	1028	+	789	7	0.331428	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	K16_2	43711_4	k141_43711	3003	3794	-	792	0	0	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	K16_2	276453_24	k141_276453	23265	24059	-	795	1	0.0469896	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	K16_2	218262_4	k141_218262	3260	4051	-	792	0	0	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	K16_2	94413_1	k141_94413	3	728	+	726	0	0	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	K16_2	276453_23	k141_276453	22290	23252	-	963	0	0	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	K16_2	89630_2	k141_89630	381	1352	-	972	0	0	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	K16_2	81666_7	k141_81666	4048	5013	+	966	37	1.43085	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	K16_2	93031_9	k141_93031	8909	9874	+	966	0	0	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	K16_2	43711_3	k141_43711	2021	2989	-	969	1	0.0385518	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	K16_2	76077_2	k141_76077	376	1359	+	984	0	0	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	K16_2	218262_3	k141_218262	2186	3241	-	1056	0	0	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	K18_2	89630_4	k141_89630	2153	3169	-	1017	106	274.158	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	K18_2	43711_5	k141_43711	3795	4805	-	1011	0	0	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	K18_2	93031_7	k141_93031	7105	8103	+	999	0	0	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	K18_2	81666_5	k141_81666	2246	3244	+	999	0	0	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	K18_2	276453_25	k141_276453	24061	25113	-	1053	0	0	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	K18_2	218262_5	k141_218262	4068	5102	-	1035	0	0	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	K18_2	89197_2	k141_89197	305	1237	-	933	0	0	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	K18_2	63953_1	k141_63953	4	1050	-	1047	0	0	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	K18_2	277439_1	k141_277439	3	683	+	681	0	0	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	K18_2	89630_3	k141_89630	1366	2160	-	795	162	535.999	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	K18_2	93031_8	k141_93031	8105	8893	+	789	0	0	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	K18_2	81666_6	k141_81666	3246	4034	+	789	0	0	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	K18_2	71385_2	k141_71385	240	1028	+	789	0	0	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	K18_2	43711_4	k141_43711	3003	3794	-	792	0	0	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	K18_2	276453_24	k141_276453	23265	24059	-	795	0	0	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	K18_2	218262_4	k141_218262	3260	4051	-	792	0	0	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	K18_2	94413_1	k141_94413	3	728	+	726	0	0	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	K18_2	276453_23	k141_276453	22290	23252	-	963	0	0	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	K18_2	89630_2	k141_89630	381	1352	-	972	125	338.267	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	K18_2	81666_7	k141_81666	4048	5013	+	966	0	0	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	K18_2	93031_9	k141_93031	8909	9874	+	966	0	0	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	K18_2	43711_3	k141_43711	2021	2989	-	969	0	0	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	K18_2	76077_2	k141_76077	376	1359	+	984	0	0	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	K18_2	218262_3	k141_218262	2186	3241	-	1056	0	0	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	K20_2	89630_4	k141_89630	2153	3169	-	1017	0	0	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	K20_2	43711_5	k141_43711	3795	4805	-	1011	0	0	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	K20_2	93031_7	k141_93031	7105	8103	+	999	18	0.747973	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	K20_2	81666_5	k141_81666	2246	3244	+	999	91	3.78142	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	K20_2	276453_25	k141_276453	24061	25113	-	1053	0	0	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	K20_2	218262_5	k141_218262	4068	5102	-	1035	0	0	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	K20_2	89197_2	k141_89197	305	1237	-	933	0	0	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	K20_2	63953_1	k141_63953	4	1050	-	1047	0	0	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	K20_2	277439_1	k141_277439	3	683	+	681	0	0	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	K20_2	89630_3	k141_89630	1366	2160	-	795	0	0	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	K20_2	93031_8	k141_93031	8105	8893	+	789	22	1.15751	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	K20_2	81666_6	k141_81666	3246	4034	+	789	98	5.15618	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	K20_2	71385_2	k141_71385	240	1028	+	789	2	0.105228	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	K20_2	43711_4	k141_43711	3003	3794	-	792	0	0	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	K20_2	276453_24	k141_276453	23265	24059	-	795	0	0	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	K20_2	218262_4	k141_218262	3260	4051	-	792	0	0	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	K20_2	94413_1	k141_94413	3	728	+	726	1	0.0571798	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	K20_2	276453_23	k141_276453	22290	23252	-	963	0	0	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	K20_2	89630_2	k141_89630	381	1352	-	972	0	0	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	K20_2	81666_7	k141_81666	4048	5013	+	966	117	5.02791	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	K20_2	93031_9	k141_93031	8909	9874	+	966	24	1.03137	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	K20_2	43711_3	k141_43711	2021	2989	-	969	0	0	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	K20_2	76077_2	k141_76077	376	1359	+	984	2	0.084375	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	K20_2	218262_3	k141_218262	2186	3241	-	1056	6	0.235867	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	K22_2	89630_4	k141_89630	2153	3169	-	1017	0	0	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	K22_2	43711_5	k141_43711	3795	4805	-	1011	0	0	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	K22_2	93031_7	k141_93031	7105	8103	+	999	4	0.375986	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	K22_2	81666_5	k141_81666	2246	3244	+	999	31	2.91389	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	K22_2	276453_25	k141_276453	24061	25113	-	1053	1	0.0891761	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	K22_2	218262_5	k141_218262	4068	5102	-	1035	3	0.272181	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	K22_2	89197_2	k141_89197	305	1237	-	933	0	0	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	K22_2	63953_1	k141_63953	4	1050	-	1047	0	0	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	K22_2	277439_1	k141_277439	3	683	+	681	0	0	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	K22_2	89630_3	k141_89630	1366	2160	-	795	0	0	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	K22_2	93031_8	k141_93031	8105	8893	+	789	0	0	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	K22_2	81666_6	k141_81666	3246	4034	+	789	29	3.45142	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	K22_2	71385_2	k141_71385	240	1028	+	789	0	0	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	K22_2	43711_4	k141_43711	3003	3794	-	792	0	0	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	K22_2	276453_24	k141_276453	23265	24059	-	795	5	0.590581	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	K22_2	218262_4	k141_218262	3260	4051	-	792	4	0.474255	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	K22_2	94413_1	k141_94413	3	728	+	726	2	0.258684	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	K22_2	276453_23	k141_276453	22290	23252	-	963	4	0.390041	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	K22_2	89630_2	k141_89630	381	1352	-	972	0	0	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	K22_2	81666_7	k141_81666	4048	5013	+	966	33	3.20785	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	K22_2	93031_9	k141_93031	8909	9874	+	966	5	0.486037	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	K22_2	43711_3	k141_43711	2021	2989	-	969	0	0	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	K22_2	76077_2	k141_76077	376	1359	+	984	0	0	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	K22_2	218262_3	k141_218262	2186	3241	-	1056	9	0.800305	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	M10_2	89630_4	k141_89630	2153	3169	-	1017	0	0	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	M10_2	43711_5	k141_43711	3795	4805	-	1011	3	0.0955269	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	M10_2	93031_7	k141_93031	7105	8103	+	999	19	0.612271	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	M10_2	81666_5	k141_81666	2246	3244	+	999	42	1.35344	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	M10_2	276453_25	k141_276453	24061	25113	-	1053	42	1.28403	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
