"hit_id","query_id","biosample_id","closest_ref","distance","SRM_present","single_closest_ref"
"USZA01.18536.1_1/63-204","USZA01","SAMN06112073","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Desulfovibrio_piger__DslPige3"
"USZA01.41154.1_2/6-173","USZA01","SAMN06112073","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.12602988487643,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"USZA01.16685.1_1/1-148","USZA01","SAMN06112073","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Desulfovibrio_piger__DslPige3"
"USZA01.41154.1_1/3-156","USZA01","SAMN06112073","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.16623553982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"USZA01.130730.1_2/1-109","USZA01","SAMN06112073","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.05095653982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"UZLQ01.611.1_10/64-437","UZLQ01","SAMN00715227","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZLQ01.611.1_9/1-253","UZLQ01","SAMN00715227","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UPRH01.19723.1_1/11-266","UPRH01","SAMEA2737760","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UPMW01.3186.1_8/63-436","UPMW01","SAMEA2737879","['uncultured_bacterium__EF645667']",0.085775677392887,TRUE,"uncultured_bacterium__EF645667"
"UPMW01.3186.1_7/11-266","UPMW01","SAMEA2737879","['uncultured_bacterium__EF645667']",0.143520170607274,TRUE,"uncultured_bacterium__EF645667"
"UPMM01.15656.1_2/63-436","UPMM01","SAMEA2737839","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0658240912742298,TRUE,"Desulfovibrio_piger__DslPige3"
"UPMM01.15656.1_1/11-112","UPMM01","SAMEA2737839","['Bilophila_wadsworthia__BilWads6']",0.127144370502427,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORIF01.8853.1_1/63-390","ORIF01","SAMN04329858","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Desulfovibrio_piger__DslPige3"
"ORIF01.8035.1_2/50-394","ORIF01","SAMN04329858","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.13300853982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"ORIF01.7405.1_1/8-243","ORIF01","SAMN04329858","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.961880556332035,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"ULQH01.22774.1_1/1-246","ULQH01","SAMEA4835653","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"UMCV01.52177.1_1/1-141","UMCV01","SAMEA4835976","['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige2']",NA,TRUE,"uncultured_bacterium__EF645667"
"UPLS01.22663.1_4/63-190","UPLS01","SAMEA2737864","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Desulfovibrio_piger__DslPige3"
"OXJK01.30384.1_1/2-184","OXJK01","SAMN05826969","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"UPQN01.3.1_186/62-435","UPQN01","SAMEA2737804","['uncultured_bacterium__EF645667']",0.476920276190246,TRUE,"uncultured_bacterium__EF645667"
"UPQN01.3.1_187/11-266","UPQN01","SAMEA2737804","['uncultured_bacterium__EF645667']",0.608863276190246,TRUE,"uncultured_bacterium__EF645667"
"UPQN01.66372.1_1/8-172","UPQN01","SAMEA2737804","['Bilophila_sp._4_1_30__BilSpec3']",0.0131588334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"USWG01.18375.1_1/2-243","USWG01","SAMN06111996","['Bilophila_sp._4_1_30__BilSpec3']",0.0208788334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"USWG01.37789.1_1/64-205","USWG01","SAMN06111996","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZHZ01.1361.1_5/64-437","UZHZ01","SAMN00791913","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZHZ01.1361.1_6/11-266","UZHZ01","SAMN00791913","['Bilophila_sp._4_1_30__BilSpec3']",0.0016698334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OZKV01.8779.1_1/64-430","OZKV01","SAMN06165244","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0531957876807884,TRUE,"Desulfovibrio_piger__DslPige3"
"OZZL01.7074.1_1/28-293","OZZL01","SAMN06165153","['Moorella_thermoacetica_Y72_copy_2__MooTher5']",7.08102461945668,TRUE,"Moorella_thermoacetica_Y72_copy_2__MooTher5"
"OQPZ01.68446.1_1/2-197","OQPZ01","SAMN02712189","['Bilophila_sp._4_1_30__BilSpec3']",0.0467368334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OWBQ01.8.1_53/62-435","OWBQ01","SAMEA3708561","['uncultured_bacterium__EF645667']",0.474586276190246,TRUE,"uncultured_bacterium__EF645667"
"OWBQ01.8.1_52/11-266","OWBQ01","SAMEA3708561","['uncultured_bacterium__EF645667']",0.608863276190246,TRUE,"uncultured_bacterium__EF645667"
"OPWH01.12327.1_1/62-157","OPWH01","SAMEA2043049","['Bilophila_wadsworthia__BilWads6']",0.130667370502427,TRUE,"Bilophila_wadsworthia__BilWads6"
"OWQQ01.8304.1_2/63-436","OWQQ01","SAMEA4378285","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0575660912742298,TRUE,"Desulfovibrio_piger__DslPige3"
"OWQQ01.8304.1_3/11-266","OWQQ01","SAMEA4378285","['Desulfovibrio_piger__DslPige3']",0.0203577876807884,TRUE,"Desulfovibrio_piger__DslPige3"
"ORRD01.1201.1_14/52-400","ORRD01","SAMEA2338677","['Gordonibacter_pamelaeae__GrdPame5']",0.914608704393165,TRUE,"Gordonibacter_pamelaeae__GrdPame5"
"UZNL01.14334.1_1/62-250","UZNL01","SAMN00715143","['Candidatus_Desulfovibrio_trichonymphae']",0.338769307406043,TRUE,"Candidatus_Desulfovibrio_trichonymphae"
"ULSH01.35401.1_1/2-238","ULSH01","SAMEA4835702","['uncultured_bacterium__EF645667']",NA,TRUE,"uncultured_bacterium__EF645667"
"UYDM01.8511.1_2/63-436","UYDM01","SAMEA2151439","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0727370912742298,TRUE,"Desulfovibrio_piger__DslPige3"
"UYDM01.8511.1_3/11-266","UYDM01","SAMEA2151439","['uncultured_bacterium__EF645667']",0.159247276190246,TRUE,"uncultured_bacterium__EF645667"
"OQQY01.70848.1_1/1-202","OQQY01","SAMN02711295","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"OQQY01.63187.1_2/11-158","OQQY01","SAMN02711295","['Bilophila_sp._4_1_30__BilSpec3']",0.0321688334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OQQY01.71910.1_1/1-113","OQQY01","SAMN02711295","['Bilophila_wadsworthia__BilWads6', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"OVYG01.1315.1_12/64-437","OVYG01","SAMEA3708462","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OVYG01.1315.1_13/11-266","OVYG01","SAMEA3708462","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UXRB01.19263.1_2/11-266","UXRB01","SAMEA2155512","['Desulfovibrio_piger__DslPige3']",0.0743310912742298,TRUE,"Desulfovibrio_piger__DslPige3"
"UXRB01.19263.1_3/1-286","UXRB01","SAMEA2155512","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Desulfovibrio_piger__DslPige3"
"UXRB01.66584.1_2/63-175","UXRB01","SAMEA2155512","['Desulfovibrio_piger__DslPige3']",NA,TRUE,"Desulfovibrio_piger__DslPige3"
"OZZQ01.3100.1_3/27-294","OZZQ01","SAMN06165154","['Moorella_thermoacetica_Y72_copy_2__MooTher5']",7.00372561945668,TRUE,"Moorella_thermoacetica_Y72_copy_2__MooTher5"
"OZZQ01.2726.1_4/28-293","OZZQ01","SAMN06165154","['Moorella_thermoacetica_Y72_copy_2__MooTher5']",7.08102461945668,TRUE,"Moorella_thermoacetica_Y72_copy_2__MooTher5"
"UPMR01.3615.1_10/63-436","UPMR01","SAMEA2737866","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0788650912742298,TRUE,"Desulfovibrio_piger__DslPige3"
"UPMR01.3615.1_4/63-436","UPMR01","SAMEA2737866","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0788650912742298,TRUE,"Desulfovibrio_piger__DslPige3"
"UPMR01.3615.1_3/11-266","UPMR01","SAMEA2737866","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0018347876807884,TRUE,"Desulfovibrio_piger__DslPige3"
"UPMR01.3615.1_9/11-266","UPMR01","SAMEA2737866","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0018347876807884,TRUE,"Desulfovibrio_piger__DslPige3"
"UPMR01.66066.1_2/2-136","UPMR01","SAMEA2737866","['Bilophila_sp._4_1_30__BilSpec3']",0.0157768334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"UPMR01.66066.1_1/11-108","UPMR01","SAMEA2737866","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"OWSK01.6388.1_2/63-436","OWSK01","SAMEA4378329","['Desulfovibrio_piger__DslPige3']",0.0079667876807884,TRUE,"Desulfovibrio_piger__DslPige3"
"OWSK01.6388.1_1/11-264","OWSK01","SAMEA4378329","['Desulfovibrio_piger__DslPige4']",0.0110857876807884,TRUE,"Desulfovibrio_piger__DslPige4"
"OWSK01.6388.1_6/1-82","OWSK01","SAMEA4378329","['Bilophila_wadsworthia__BilWads6', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"OWEA01.6517.1_3/63-436","OWEA01","SAMEA3708617","['Desulfovibrio_piger__DslPige3']",0.0203517876807884,TRUE,"Desulfovibrio_piger__DslPige3"
"OWEA01.6517.1_2/11-266","OWEA01","SAMEA3708617","['uncultured_bacterium__EF645667']",0.186408276190246,TRUE,"uncultured_bacterium__EF645667"
"UZIE01.3608.1_5/64-437","UZIE01","SAMN00791944","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZIE01.3608.1_6/11-266","UZIE01","SAMN00791944","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORVI01.27023.1_1/64-438","ORVI01","SAMEA2338833","['Bilophila_sp._4_1_30__BilSpec3']",0.0849298334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"ORVI01.27023.1_2/11-108","ORVI01","SAMEA2338833","['Bilophila_sp._4_1_30__BilSpec3']",0.0241268334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"ULXL01.46695.1_1/1-339","ULXL01","SAMEA4835837","['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",0.0193417921887412,TRUE,"Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358"
"ULXL01.61062.1_1/1-115","ULXL01","SAMEA4835837","['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,TRUE,"Desulfovibrio_desulfuricans__DslDes17"
"ULXL01.46695.1_2/11-123","ULXL01","SAMEA4835837","['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,TRUE,"Desulfovibrio_desulfuricans__DslDes17"
"ULXL01.82817.1_2/27-294","ULXL01","SAMEA4835837","['Moorella_thermoacetica_Y72_copy_2__MooTher5']",7.00372561945668,TRUE,"Moorella_thermoacetica_Y72_copy_2__MooTher5"
"OWGR01.71931.1_2/11-87","OWGR01","SAMEA3708494","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"ULRD01.28831.1_1/1-232","ULRD01","SAMEA4835675","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Desulfovibrio_piger__DslPige3"
"ULRD01.52017.1_1/11-152","ULRD01","SAMEA4835675","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0470370912742298,TRUE,"Desulfovibrio_piger__DslPige3"
"ULRD01.35842.1_2/63-146","ULRD01","SAMEA4835675","['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'uncultured_bacterium__EF645667']",NA,TRUE,"Desulfovibrio_piger__DslPige4"
"UEYE01.11137.1_2/64-437","UEYE01","SAMN06115512","['uncultured_bacterium__EF645667']",0.474163276190246,TRUE,"uncultured_bacterium__EF645667"
"UEYE01.31469.1_1/1-298","UEYE01","SAMN06115512","['Bilophila_sp._4_1_30__BilSpec3']",0.0091928334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"UEYE01.14975.1_1/1-230","UEYE01","SAMN06115512","['Bilophila_wadsworthia__BilWads6']",0.197521370502427,TRUE,"Bilophila_wadsworthia__BilWads6"
"UEYE01.11137.1_1/11-212","UEYE01","SAMN06115512","['uncultured_bacterium__EF645667']",0.711750276190246,TRUE,"uncultured_bacterium__EF645667"
"UMHE01.11170.1_4/55-428","UMHE01","SAMEA4836090","['uncultured_bacterium__EF645667']",0.474586276190246,TRUE,"uncultured_bacterium__EF645667"
"UMHE01.11170.1_3/11-266","UMHE01","SAMEA4836090","['uncultured_bacterium__EF645667']",0.608863276190246,TRUE,"uncultured_bacterium__EF645667"
"OQXB01.18.1_117/53-401","OQXB01","SAMN04161035","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.29820453982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"OQXB01.18.1_116/4-240","OQXB01","SAMN04161035","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.28346255633203,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"ORCJ01.30263.1_1/1-206","ORCJ01","SAMN06115435","['Desulfovibrio_vulgaris__DQ826729']",0.375418911862788,TRUE,"Desulfovibrio_vulgaris__DQ826729"
"ORWY01.1258.1_16/64-437","ORWY01","SAMEA2338866","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORWY01.1258.1_15/11-266","ORWY01","SAMEA2338866","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORWY01.341.1_49/11-266","ORWY01","SAMEA2338866","['uncultured_bacterium__EF645667']",0.196136276190246,TRUE,"uncultured_bacterium__EF645667"
"ORWY01.95422.1_1/1-223","ORWY01","SAMEA2338866","['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3']",NA,TRUE,"Desulfovibrio_piger__DslPige4"
"ORWY01.114984.1_1/1-122","ORWY01","SAMEA2338866","['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3']",NA,TRUE,"Desulfovibrio_piger__DslPige4"
"ORWY01.1188.1_20/63-146","ORWY01","SAMEA2338866","['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'uncultured_bacterium__EF645667']",NA,TRUE,"Desulfovibrio_piger__DslPige4"
"ORWY01.113268.1_2/1-119","ORWY01","SAMEA2338866","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.02182153982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"ORWY01.341.1_50/1-101","ORWY01","SAMEA2338866","['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige2']",NA,TRUE,"Desulfovibrio_piger__DslPige4"
"OWSN01.3025.1_6/11-266","OWSN01","SAMEA4378267","['Bilophila_wadsworthia__BilWads6']",0.00918450000025001,TRUE,"Bilophila_wadsworthia__BilWads6"
"OWSN01.4779.1_1/64-165","OWSN01","SAMEA4378267","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"OZPB01.8102.1_2/2-283","OZPB01","SAMN06164804","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Desulfovibrio_piger__DslPige3"
"OZPB01.8102.1_1/11-266","OZPB01","SAMN06164804","['uncultured_bacterium__EF645667']",0.179042276190246,TRUE,"uncultured_bacterium__EF645667"
"UZPQ01.2536.1_3/64-437","UZPQ01","SAMN00791950","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZPQ01.2536.1_4/11-266","UZPQ01","SAMN00791950","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UMHG01.13160.1_5/64-437","UMHG01","SAMEA4836092","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UMHG01.13160.1_6/11-178","UMHG01","SAMEA4836092","['Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"UPPQ01.16932.1_2/1-246","UPPQ01","SAMEA2737763","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Desulfovibrio_piger__DslPige3"
"UPPQ01.49344.1_1/11-149","UPPQ01","SAMEA2737763","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZHX01.6273.1_1/64-252","UZHX01","SAMN00791942","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZHX01.36896.1_2/11-126","UZHX01","SAMN00791942","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"UYDJ01.9802.1_3/63-436","UYDJ01","SAMEA2144396","['Desulfovibrio_piger__DslPige3']",0.0205247876807884,TRUE,"Desulfovibrio_piger__DslPige3"
"UYDJ01.9802.1_4/11-266","UYDJ01","SAMEA2144396","['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0018347876807884,TRUE,"Desulfovibrio_piger__DslPige3"
"OQHC01.18290.1_4/11-121","OQHC01","SAMD00036207","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"OQHC01.18290.1_1/17-124","OQHC01","SAMD00036207","['Bilophila_sp._4_1_30__BilSpec3']",0.0411268334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OQHC01.18290.1_3/1-96","OQHC01","SAMD00036207","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZTU01.1044.1_16/64-437","UZTU01","SAMN00792072","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UZTU01.1044.1_15/11-266","UZTU01","SAMN00792072","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
