hit_id,query_id,biosample_id,closest_ref,distance,SRM_present
USZA01.41154.1_1/3-156,USZA01,SAMN06112073,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.1662355398282183,True
USZA01.130730.1_2/1-109,USZA01,SAMN06112073,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.0509565398282184,True
UZLQ01.611.1_10/64-437,UZLQ01,SAMN00715227,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UZLQ01.611.1_9/1-253,UZLQ01,SAMN00715227,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UPRH01.19723.1_1/11-266,UPRH01,SAMEA2737760,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UPMW01.3186.1_8/63-436,UPMW01,SAMEA2737879,['uncultured_bacterium__EF645667'],0.08577567739288705,True
UPMW01.3186.1_7/11-266,UPMW01,SAMEA2737879,['uncultured_bacterium__EF645667'],0.1435201706072744,True
UPMM01.15656.1_2/63-436,UPMM01,SAMEA2737839,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.06582409127422978,True
UPMM01.15656.1_1/11-112,UPMM01,SAMEA2737839,['Bilophila_wadsworthia__BilWads6'],0.12714437050242683,True
ORIF01.8853.1_1/63-390,ORIF01,SAMN04329858,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
ORIF01.8035.1_2/50-394,ORIF01,SAMN04329858,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.1330085398282184,True
ORIF01.7405.1_1/8-243,ORIF01,SAMN04329858,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.9618805563320347,True
ULQH01.22774.1_1/1-246,ULQH01,SAMEA4835653,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
UMCV01.52177.1_1/1-141,UMCV01,SAMEA4835976,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige2']",NA,True
UPLS01.22663.1_4/63-190,UPLS01,SAMEA2737864,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
OXJK01.30384.1_1/2-184,OXJK01,SAMN05826969,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
UPQN01.3.1_186/62-435,UPQN01,SAMEA2737804,['uncultured_bacterium__EF645667'],0.47692027619024635,True
UPQN01.3.1_187/11-266,UPQN01,SAMEA2737804,['uncultured_bacterium__EF645667'],0.6088632761902464,True
UPQN01.66372.1_1/8-172,UPQN01,SAMEA2737804,['Bilophila_sp._4_1_30__BilSpec3'],0.013158833430282303,True
USWG01.18375.1_1/2-243,USWG01,SAMN06111996,['Bilophila_sp._4_1_30__BilSpec3'],0.020878833430282302,True
USWG01.37789.1_1/64-205,USWG01,SAMN06111996,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
UZHZ01.1361.1_5/64-437,UZHZ01,SAMN00791913,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UZHZ01.1361.1_6/11-266,UZHZ01,SAMN00791913,['Bilophila_sp._4_1_30__BilSpec3'],0.0016698334302823019,True
OZKV01.8779.1_1/64-430,OZKV01,SAMN06165244,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.053195787680788406,True
OZZL01.7074.1_1/28-293,OZZL01,SAMN06165153,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.081024619456684,True
OQPZ01.68446.1_1/2-197,OQPZ01,SAMN02712189,['Bilophila_sp._4_1_30__BilSpec3'],0.0467368334302823,True
OWBQ01.8.1_53/62-435,OWBQ01,SAMEA3708561,['uncultured_bacterium__EF645667'],0.4745862761902463,True
OWBQ01.8.1_52/11-266,OWBQ01,SAMEA3708561,['uncultured_bacterium__EF645667'],0.6088632761902464,True
OPWH01.12327.1_1/62-157,OPWH01,SAMEA2043049,['Bilophila_wadsworthia__BilWads6'],0.13066737050242683,True
OWQQ01.8304.1_2/63-436,OWQQ01,SAMEA4378285,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.05756609127422978,True
OWQQ01.8304.1_3/11-266,OWQQ01,SAMEA4378285,['Desulfovibrio_piger__DslPige3'],0.020357787680788404,True
ORRD01.1201.1_14/52-400,ORRD01,SAMEA2338677,['Gordonibacter_pamelaeae__GrdPame5'],0.9146087043931652,True
UZNL01.14334.1_1/62-250,UZNL01,SAMN00715143,['Candidatus_Desulfovibrio_trichonymphae'],0.3387693074060427,True
ULSH01.35401.1_1/2-238,ULSH01,SAMEA4835702,['uncultured_bacterium__EF645667'],NA,True
UYDM01.8511.1_2/63-436,UYDM01,SAMEA2151439,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.07273709127422978,True
UYDM01.8511.1_3/11-266,UYDM01,SAMEA2151439,['uncultured_bacterium__EF645667'],0.15924727619024634,True
OQQY01.70848.1_1/1-202,OQQY01,SAMN02711295,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
OQQY01.63187.1_2/11-158,OQQY01,SAMN02711295,['Bilophila_sp._4_1_30__BilSpec3'],0.032168833430282304,True
OQQY01.71910.1_1/1-113,OQQY01,SAMN02711295,"['Bilophila_wadsworthia__BilWads6', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,True
OVYG01.1315.1_12/64-437,OVYG01,SAMEA3708462,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OVYG01.1315.1_13/11-266,OVYG01,SAMEA3708462,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UXRB01.19263.1_2/11-266,UXRB01,SAMEA2155512,['Desulfovibrio_piger__DslPige3'],0.07433109127422978,True
UXRB01.19263.1_3/1-286,UXRB01,SAMEA2155512,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
UXRB01.66584.1_2/63-175,UXRB01,SAMEA2155512,['Desulfovibrio_piger__DslPige3'],NA,True
OZZQ01.3100.1_3/27-294,OZZQ01,SAMN06165154,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.003725619456684,True
OZZQ01.2726.1_4/28-293,OZZQ01,SAMN06165154,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.081024619456684,True
UPMR01.3615.1_10/63-436,UPMR01,SAMEA2737866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.07886509127422979,True
UPMR01.3615.1_4/63-436,UPMR01,SAMEA2737866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.07886509127422979,True
UPMR01.3615.1_3/11-266,UPMR01,SAMEA2737866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0018347876807884042,True
UPMR01.3615.1_9/11-266,UPMR01,SAMEA2737866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0018347876807884042,True
UPMR01.66066.1_2/2-136,UPMR01,SAMEA2737866,['Bilophila_sp._4_1_30__BilSpec3'],0.015776833430282303,True
UPMR01.66066.1_1/11-108,UPMR01,SAMEA2737866,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
OWSK01.6388.1_2/63-436,OWSK01,SAMEA4378329,['Desulfovibrio_piger__DslPige3'],0.007966787680788404,True
OWSK01.6388.1_1/11-264,OWSK01,SAMEA4378329,['Desulfovibrio_piger__DslPige4'],0.011085787680788403,True
OWSK01.6388.1_6/1-82,OWSK01,SAMEA4378329,"['Bilophila_wadsworthia__BilWads6', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
OWEA01.6517.1_3/63-436,OWEA01,SAMEA3708617,['Desulfovibrio_piger__DslPige3'],0.020351787680788404,True
OWEA01.6517.1_2/11-266,OWEA01,SAMEA3708617,['uncultured_bacterium__EF645667'],0.18640827619024636,True
UZIE01.3608.1_5/64-437,UZIE01,SAMN00791944,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UZIE01.3608.1_6/11-266,UZIE01,SAMN00791944,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
ORVI01.27023.1_1/64-438,ORVI01,SAMEA2338833,['Bilophila_sp._4_1_30__BilSpec3'],0.0849298334302823,True
ORVI01.27023.1_2/11-108,ORVI01,SAMEA2338833,['Bilophila_sp._4_1_30__BilSpec3'],0.0241268334302823,True
ULXL01.46695.1_1/1-339,ULXL01,SAMEA4835837,['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358'],0.019341792188741217,True
ULXL01.61062.1_1/1-115,ULXL01,SAMEA4835837,"['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,True
ULXL01.46695.1_2/11-123,ULXL01,SAMEA4835837,"['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,True
ULXL01.82817.1_2/27-294,ULXL01,SAMEA4835837,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.003725619456684,True
OWGR01.71931.1_2/11-87,OWGR01,SAMEA3708494,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
ULRD01.28831.1_1/1-232,ULRD01,SAMEA4835675,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
ULRD01.52017.1_1/11-152,ULRD01,SAMEA4835675,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.04703709127422978,True
ULRD01.35842.1_2/63-146,ULRD01,SAMEA4835675,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'uncultured_bacterium__EF645667']",NA,True
UEYE01.11137.1_2/64-437,UEYE01,SAMN06115512,['uncultured_bacterium__EF645667'],0.47416327619024634,True
UEYE01.31469.1_1/1-298,UEYE01,SAMN06115512,['Bilophila_sp._4_1_30__BilSpec3'],0.009192833430282302,True
UEYE01.14975.1_1/1-230,UEYE01,SAMN06115512,['Bilophila_wadsworthia__BilWads6'],0.19752137050242682,True
UEYE01.11137.1_1/11-212,UEYE01,SAMN06115512,['uncultured_bacterium__EF645667'],0.7117502761902463,True
UMHE01.11170.1_4/55-428,UMHE01,SAMEA4836090,['uncultured_bacterium__EF645667'],0.4745862761902463,True
UMHE01.11170.1_3/11-266,UMHE01,SAMEA4836090,['uncultured_bacterium__EF645667'],0.6088632761902464,True
OQXB01.18.1_117/53-401,OQXB01,SAMN04161035,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.2982045398282185,True
OQXB01.18.1_116/4-240,OQXB01,SAMN04161035,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.2834625563320348,True
ORCJ01.30263.1_1/1-206,ORCJ01,SAMN06115435,['Desulfovibrio_vulgaris__DQ826729'],0.3754189118627884,True
ORWY01.1258.1_16/64-437,ORWY01,SAMEA2338866,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
ORWY01.1258.1_15/11-266,ORWY01,SAMEA2338866,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
ORWY01.341.1_49/11-266,ORWY01,SAMEA2338866,['uncultured_bacterium__EF645667'],0.19613627619024632,True
ORWY01.95422.1_1/1-223,ORWY01,SAMEA2338866,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3']",NA,True
ORWY01.114984.1_1/1-122,ORWY01,SAMEA2338866,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3']",NA,True
ORWY01.1188.1_20/63-146,ORWY01,SAMEA2338866,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'uncultured_bacterium__EF645667']",NA,True
ORWY01.113268.1_2/1-119,ORWY01,SAMEA2338866,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.0218215398282182,True
ORWY01.341.1_50/1-101,ORWY01,SAMEA2338866,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige2']",NA,True
OWSN01.3025.1_6/11-266,OWSN01,SAMEA4378267,['Bilophila_wadsworthia__BilWads6'],0.009184500000250014,True
OWSN01.4779.1_1/64-165,OWSN01,SAMEA4378267,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
OZPB01.8102.1_2/2-283,OZPB01,SAMN06164804,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
OZPB01.8102.1_1/11-266,OZPB01,SAMN06164804,['uncultured_bacterium__EF645667'],0.17904227619024632,True
UZPQ01.2536.1_3/64-437,UZPQ01,SAMN00791950,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UZPQ01.2536.1_4/11-266,UZPQ01,SAMN00791950,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UMHG01.13160.1_5/64-437,UMHG01,SAMEA4836092,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UMHG01.13160.1_6/11-178,UMHG01,SAMEA4836092,['Bilophila_wadsworthia__BilWads6'],NA,True
UPPQ01.16932.1_2/1-246,UPPQ01,SAMEA2737763,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
UPPQ01.49344.1_1/11-149,UPPQ01,SAMEA2737763,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
UZHX01.6273.1_1/64-252,UZHX01,SAMN00791942,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
UZHX01.36896.1_2/11-126,UZHX01,SAMN00791942,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
UYDJ01.9802.1_3/63-436,UYDJ01,SAMEA2144396,['Desulfovibrio_piger__DslPige3'],0.020524787680788404,True
UYDJ01.9802.1_4/11-266,UYDJ01,SAMEA2144396,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0018347876807884042,True
OQHC01.18290.1_4/11-121,OQHC01,SAMD00036207,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
OQHC01.18290.1_1/17-124,OQHC01,SAMD00036207,['Bilophila_sp._4_1_30__BilSpec3'],0.041126833430282304,True
OQHC01.18290.1_3/1-96,OQHC01,SAMD00036207,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA,True
UZTU01.1044.1_16/64-437,UZTU01,SAMN00792072,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UZTU01.1044.1_15/11-266,UZTU01,SAMN00792072,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
ORHZ01.1504.1_5/53-398,ORHZ01,SAMN04329852,['MSW_digester_clone__Unc01cxc'],1.610334806709522,True
ORHZ01.1504.1_4/5-240,ORHZ01,SAMN04329852,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.0922975563320347,True
ORHZ01.22362.1_1/18-219,ORHZ01,SAMN04329852,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.1484575398282182,True
ORHZ01.9796.1_5/7-91,ORHZ01,SAMN04329852,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],0.6187071405518012,True
OQDZ01.8857.1_2/2-188,OQDZ01,SAMD00036330,"['uncultured_bacterium__EF645667', 'uncultured_bacterium__EF645664', 'Desulfovibrio_desulfuricans__DQ092635']",NA,True
OQDZ01.8857.1_5/11-124,OQDZ01,SAMD00036330,['Bilophila_wadsworthia__BilWads6'],NA,True
OQDZ01.8857.1_4/1-96,OQDZ01,SAMD00036330,['Bilophila_wadsworthia__BilWads6'],NA,True
OQDZ01.8857.1_6/1-56,OQDZ01,SAMD00036330,['Bilophila_wadsworthia__BilWads6'],0.1755783705024268,True
ORPW01.19403.1_2/63-436,ORPW01,SAMEA2338703,['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358'],0.019341792188741217,True
ORPW01.41734.1_1/1-134,ORPW01,SAMEA2338703,"['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,True
ORPW01.19403.1_3/11-125,ORPW01,SAMEA2338703,"['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,True
ORPW01.3088.1_4/27-294,ORPW01,SAMEA2338703,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.003725619456684,True
ORJZ01.439.1_2/50-397,ORJZ01,SAMN04329869,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.1330085398282184,True
ORJZ01.439.1_3/7-240,ORJZ01,SAMN04329869,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.9230015563320347,True
ORJZ01.5073.1_1/63-299,ORJZ01,SAMN04329869,['uncultured_bacterium__EF645667'],0.04284708413954223,True
ORJZ01.3824.1_2/1-203,ORJZ01,SAMN04329869,['uncultured_bacterium__EF645667'],NA,True
ORJZ01.4803.1_1/23-242,ORJZ01,SAMN04329869,['Bilophila_wadsworthia__BilWads6'],0.13671537050242683,True
ORJZ01.17253.1_1/2-182,ORJZ01,SAMN04329869,['MSW_digester_clone__Unc01cxc'],1.3816318067095221,True
ORJZ01.16040.1_1/2-139,ORJZ01,SAMN04329869,['uncultured_bacterium__EF645667'],NA,True
UPSY01.5787.1_5/64-437,UPSY01,SAMN06111932,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UPSY01.8712.1_5/1-204,UPSY01,SAMN06111932,['Bilophila_wadsworthia__BilWads6'],NA,True
OWDJ01.5587.1_5/64-437,OWDJ01,SAMEA3708596,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OWDJ01.5587.1_6/11-266,OWDJ01,SAMEA3708596,['Bilophila_sp._4_1_30__BilSpec3'],0.0016698334302823019,True
OWDJ01.86815.1_2/1-127,OWDJ01,SAMEA3708596,"['Desulfovibrio_sp._3_1_syn3__DsvSp230', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,True
OQSJ01.28389.1_1/2-375,OQSJ01,SAMN05214696,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.18876609127422977,True
OUOT01.25188.1_1/1-370,OUOT01,SAMN05356872,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.07313609127422979,True
OUOT01.21243.1_2/10-265,OUOT01,SAMN05356872,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0018347876807884042,True
OUOT01.6296.1_6/3-237,OUOT01,SAMN05356872,['Gordonibacter_pamelaeae__GrdPame5'],0.003385221029669648,True
OUOT01.9751.1_1/1-182,OUOT01,SAMN05356872,"['Gordonibacter_pamelaeae_7-10-1-b__FP929047', 'Gordonibacter_pamelaeae__GrdPame5']",NA,True
OUOT01.9751.1_2/1-73,OUOT01,SAMN05356872,['Gordonibacter_pamelaeae__GrdPame5'],0.04454522102966965,True
OQMR01.18366.1_2/63-436,OQMR01,SAMD00036432,['uncultured_bacterium__EF645667'],0.07040167739288705,True
OQMR01.48524.1_2/1-75,OQMR01,SAMD00036432,['uncultured_bacterium__EF645667'],0.07202866182053126,True
ORTV01.8208.1_2/64-437,ORTV01,SAMEA2338810,['Bilophila_wadsworthia__BilWads6'],0.12832137050242684,True
ORTV01.18253.1_2/11-266,ORTV01,SAMEA2338810,['Bilophila_wadsworthia__BilWads6'],0.25251137050242684,True
ORTV01.8208.1_1/11-123,ORTV01,SAMEA2338810,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
USYV01.24307.1_2/1-126,USYV01,SAMN06112049,['Bilophila_wadsworthia__BilWads6'],0.14399637050242683,True
UEPT01.68.1_13/64-437,UEPT01,SAMN06115510,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UEPT01.33940.1_1/1-286,UEPT01,SAMN06115510,['uncultured_bacterium__EF645667'],NA,True
UEPT01.68.1_14/11-266,UEPT01,SAMN06115510,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UEPT01.39222.1_1/63-219,UEPT01,SAMN06115510,['Desulfovibrio_vulgaris__DQ826729'],0.31109791186278846,True
UEPT01.24653.1_1/100-231,UEPT01,SAMN06115510,['uncultured_bacterium__EF645667'],0.6496802761902463,True
OWRK01.2906.1_5/64-437,OWRK01,SAMEA4378258,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OWRK01.2906.1_6/11-266,OWRK01,SAMEA4378258,['Bilophila_sp._4_1_30__BilSpec3'],0.0016698334302823019,True
UPOY01.1248.1_25/63-436,UPOY01,SAMEA2737776,['uncultured_bacterium__EF645667'],0.021633084139542225,True
UPOY01.1248.1_26/11-266,UPOY01,SAMEA2737776,['uncultured_bacterium__EF645667'],0.003371066270320882,True
UERT01.182.1_12/64-437,UERT01,SAMN06115458,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UERT01.182.1_13/11-266,UERT01,SAMN06115458,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
ORCK01.92.1_13/64-437,ORCK01,SAMN06115433,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
ORCK01.92.1_14/11-266,ORCK01,SAMN06115433,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UYCC01.33328.1_1/2-231,UYCC01,SAMEA2143633,['MSW_digester_clone__Unc01cxc'],1.775757806709522,True
UYCC01.33328.1_2/4-89,UYCC01,SAMEA2143633,['Deep_sea_sediment_clone__JN798931'],1.853519337345387,True
