# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_2_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_2/E5_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_2/E5_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_2/E5_1.bam	RPKG
35_3	k141_7040	2506	3144	+	639	0	0
36_1	k141_84334	3	1520	-	1518	0	0
37_1	k141_105415	3	92	-	90	0	0
37_2	k141_105415	97	492	-	396	0	0
37_3	k141_105415	898	1032	+	135	0	0
38_1	k141_98383	3	302	+	300	0	0
38_2	k141_98383	385	1197	+	813	0	0
38_3	k141_98383	1244	3370	+	2127	0	0
38_4	k141_98383	3394	3768	+	375	0	0
38_5	k141_98383	3885	4160	+	276	0	0
39_1	k141_21090	3	1343	+	1341	0	0
40_1	k141_70281	1	843	-	843	2	0.0178659
40_2	k141_70281	960	2576	-	1617	8	0.0372565
41_1	k141_126493	1	1011	-	1011	0	0
42_1	k141_84336	1	1179	+	1179	0	0
43_1	k141_11	1	3357	-	3357	9	0.0201889
43_2	k141_11	3553	5280	-	1728	10	0.0435791
43_3	k141_11	5287	6447	-	1161	0	0
43_4	k141_11	6469	8082	-	1614	5	0.0233286
43_5	k141_11	8271	8732	+	462	1	0.0162997
44_1	k141_35158	90	242	+	153	0	0
44_2	k141_35158	229	603	+	375	0	0
44_3	k141_35158	640	1593	+	954	0	0
44_4	k141_35158	1635	1838	+	204	0	0
45_1	k141_98385	115	477	+	363	0	0
45_2	k141_98385	490	705	+	216	0	0
45_3	k141_98385	733	978	+	246	0	0
45_4	k141_98385	1245	1373	+	129	0	0
46_1	k141_119460	3	974	-	972	0	0
46_2	k141_119460	1140	2153	-	1014	0	0
47_1	k141_14066	2	691	-	690	0	0
47_2	k141_14066	830	1030	+	201	0	0
48_1	k141_28141	9	1244	-	1236	0	0
49_1	k141_77318	1	306	-	306	0	0
49_2	k141_77318	334	1146	-	813	0	0
49_3	k141_77318	1214	1588	-	375	0	0
50_1	k141_84339	105	647	-	543	0	0
50_2	k141_84339	1251	1925	+	675	0	0
50_3	k141_84339	2053	2760	-	708	0	0
51_1	k141_70287	2	856	+	855	0	0
52_1	k141_98387	2	994	+	993	0	0
52_2	k141_98387	997	1449	+	453	0	0
52_3	k141_98387	1712	2164	+	453	0	0
52_4	k141_98387	2208	2438	-	231	0	0
52_5	k141_98387	2529	2867	-	339	0	0
53_1	k141_126499	3	77	-	75	0	0
53_2	k141_126499	117	1277	-	1161	2	0.0129724
53_3	k141_126499	1292	2179	-	888	4	0.033921
53_4	k141_126499	2176	2913	-	738	6	0.0612233
54_1	k141_70288	1	1104	+	1104	0	0
55_1	k141_21096	2	112	+	111	0	0
55_2	k141_21096	177	1352	+	1176	27	0.172893
55_3	k141_21096	1447	2943	-	1497	11	0.055334
56_1	k141_14069	3	860	+	858	0	0
56_2	k141_14069	864	1346	-	483	0	0
56_3	k141_14069	1363	2172	-	810	0	0
56_4	k141_14069	2159	2458	-	300	0	0
57_1	k141_35168	3	218	-	216	0	0
57_2	k141_35168	494	1174	-	681	0	0
58_1	k141_24	3	938	+	936	0	0
59_1	k141_28150	3	197	+	195	0	0
59_2	k141_28150	149	556	-	408	0	0
59_3	k141_28150	581	1426	-	846	0	0
60_1	k141_56228	208	1158	-	951	0	0
60_2	k141_56228	1355	1939	-	585	0	0
60_3	k141_56228	2163	2465	-	303	0	0
60_4	k141_56228	2484	2990	-	507	0	0
60_5	k141_56228	2995	3435	-	441	0	0
60_6	k141_56228	3455	3856	-	402	0	0
60_7	k141_56228	3873	4235	-	363	0	0
60_8	k141_56228	4225	4536	-	312	0	0
60_9	k141_56228	4860	5840	-	981	0	0
60_10	k141_56228	6094	7179	-	1086	0	0
60_11	k141_56228	7799	8152	-	354	0	0
60_12	k141_56228	8112	8447	-	336	0	0
60_13	k141_56228	8454	9512	-	1059	0	0
60_14	k141_56228	9606	10205	-	600	0	0
60_15	k141_56228	10564	11178	-	615	0	0
61_1	k141_105416	2	760	-	759	20	0.198431
61_2	k141_105416	781	2034	-	1254	31	0.18616
61_3	k141_105416	2127	3239	-	1113	36	0.243573
61_4	k141_105416	3275	4501	-	1227	21	0.128883
61_5	k141_105416	4547	5569	-	1023	34	0.250279
61_6	k141_105416	5622	6152	-	531	6	0.08509
61_7	k141_105416	6183	8414	-	2232	56	0.188936
61_8	k141_105416	8540	8857	-	318	5	0.118403
62_1	k141_28151	2	1288	-	1287	0	0
63_1	k141_35169	1	954	-	954	0	0
63_2	k141_35169	1330	2913	+	1584	4	0.0190163
64_1	k141_98392	137	1282	+	1146	0	0
64_2	k141_98392	1368	1706	+	339	0	0
64_3	k141_98392	1757	2242	+	486	0	0
65_1	k141_98393	3	125	+	123	0	0
65_2	k141_98393	181	1044	-	864	0	0
66_1	k141_21105	1	603	-	603	0	0
66_2	k141_21105	596	1054	-	459	0	0
67_1	k141_126501	2	1609	-	1608	3	0.0140494
67_2	k141_126501	1625	1843	-	219	2	0.0687713
67_3	k141_126501	1857	3230	-	1374	0	0
67_4	k141_126501	3214	3381	-	168	0	0
67_5	k141_126501	3378	3641	-	264	3	0.0855734
67_6	k141_126501	3654	4829	-	1176	2	0.0128069
68_1	k141_7046	1	75	-	75	0	0
68_2	k141_7046	155	343	-	189	1	0.0398437
68_3	k141_7046	502	1770	-	1269	0	0
68_4	k141_7046	1951	2967	-	1017	0	0
68_5	k141_7046	3518	3715	-	198	0	0
68_6	k141_7046	3843	5219	-	1377	0	0
68_7	k141_7046	5222	5809	-	588	0	0
68_8	k141_7046	5806	6129	-	324	0	0
68_9	k141_7046	6343	6726	-	384	0	0
68_10	k141_7046	6812	8881	-	2070	0	0
68_11	k141_7046	9066	10415	-	1350	0	0
69_1	k141_84355	2	103	+	102	0	0
69_2	k141_84355	149	1156	+	1008	0	0
70_1	k141_14080	1	1494	+	1494	0	0
71_1	k141_98396	3	485	+	483	0	0
71_2	k141_98396	583	1245	+	663	0	0
72_1	k141_119467	2	499	+	498	12	0.181457
72_2	k141_119467	696	1004	+	309	5	0.121852
72_3	k141_119467	1025	1357	+	333	1	0.022614
72_4	k141_119467	1363	1644	+	282	3	0.0801113
72_5	k141_119467	1757	3046	+	1290	38	0.221828
72_6	k141_119467	3073	3363	+	291	8	0.207023
72_7	k141_119467	3420	4046	+	627	19	0.228196
72_8	k141_119467	4018	4599	+	582	14	0.181145
72_9	k141_119467	4702	5058	+	357	14	0.295312
72_10	k141_119467	5156	5926	+	771	28	0.27348
72_11	k141_119467	6295	6912	-	618	4	0.0487408
73_1	k141_84356	2	1021	-	1020	0	0
74_1	k141_14082	3	209	+	207	0	0
74_2	k141_14082	240	1079	-	840	0	0
75_1	k141_84357	3	710	+	708	0	0
75_2	k141_84357	845	1303	-	459	0	0
76_1	k141_28152	1	951	-	951	0	0
76_2	k141_28152	957	1469	-	513	0	0
76_3	k141_28152	1482	3338	-	1857	0	0
76_4	k141_28152	3338	4609	-	1272	0	0
76_5	k141_28152	4625	5452	-	828	0	0
77_1	k141_126502	2	1456	+	1455	0	0
77_2	k141_126502	1814	3421	+	1608	0	0
78_1	k141_119469	1	1890	-	1890	0	0
79_1	k141_7051	64	1890	+	1827	0	0
80_1	k141_126503	39	1265	+	1227	8	0.0490984
81_1	k141_21115	2	73	-	72	0	0
81_2	k141_21115	109	1416	-	1308	0	0
82_1	k141_105419	3	194	-	192	9	0.35299
82_2	k141_105419	505	1515	-	1011	47	0.350081
82_3	k141_105419	1532	1957	-	426	24	0.424251
82_4	k141_105419	1982	3649	-	1668	78	0.352144
82_5	k141_105419	3670	6699	-	3030	173	0.429957
82_6	k141_105419	6734	6817	-	84	0	0
83_1	k141_28153	3	824	+	822	0	0
83_2	k141_28153	921	2036	-	1116	0	0
83_3	k141_28153	2017	2304	-	288	0	0
84_1	k141_84358	2	322	+	321	0	0
84_2	k141_84358	315	1049	+	735	0	0
84_3	k141_84358	1189	1464	+	276	0	0
84_4	k141_84358	1447	2109	-	663	0	0
84_5	k141_84358	2280	2912	+	633	0	0
85_1	k141_14085	2	484	+	483	0	0
85_2	k141_14085	641	1552	+	912	0	0
85_3	k141_14085	1574	2035	-	462	0	0
86_1	k141_21116	3	413	-	411	0	0
86_2	k141_21116	427	1299	-	873	0	0
87_1	k141_98405	3	95	+	93	0	0
87_2	k141_98405	64	531	+	468	3	0.0482722
87_3	k141_98405	559	1719	-	1161	2	0.0129724
87_4	k141_98405	1773	2309	+	537	3	0.0420696
88_1	k141_119471	1	804	-	804	0	0
88_2	k141_119471	809	2356	-	1548	0	0
88_3	k141_119471	2480	2926	-	447	0	0
89_1	k141_7060	1	438	+	438	0	0
89_2	k141_7060	545	832	+	288	0	0
89_3	k141_7060	929	1045	-	117	0	0
90_1	k141_84361	215	1192	-	978	1	0.00769986
90_2	k141_84361	1195	1611	-	417	4	0.0722346
90_3	k141_84361	1760	2128	-	369	7	0.142854
91_1	k141_105420	2	319	+	318	0	0
91_2	k141_105420	459	866	+	408	0	0
91_3	k141_105420	1350	2273	+	924	0	0
91_4	k141_105420	2278	3279	+	1002	0	0
92_1	k141_126511	1	123	+	123	0	0
92_2	k141_126511	120	803	+	684	0	0
92_3	k141_126511	999	1793	+	795	0	0
93_1	k141_98410	2	889	-	888	0	0
93_2	k141_98410	971	1111	-	141	0	0
94_1	k141_21125	2	1042	-	1041	0	0
95_1	k141_126512	2	919	-	918	0	0
96_1	k141_105421	61	423	+	363	0	0
96_2	k141_105421	756	1841	+	1086	0	0
97_1	k141_63258	142	1884	-	1743	5	0.021602
97_2	k141_63258	1906	2295	+	390	0	0
97_3	k141_63258	2430	2732	+	303	0	0
97_4	k141_63258	2991	4109	-	1119	3	0.0201889
97_5	k141_63258	4093	5283	-	1191	0	0
97_6	k141_63258	5289	6218	-	930	0	0
97_7	k141_63258	6249	7496	-	1248	0	0
97_8	k141_63258	7552	9777	-	2226	0	0
97_9	k141_63258	9789	10535	-	747	0	0
97_10	k141_63258	10685	11896	-	1212	0	0
97_11	k141_63258	12023	13501	+	1479	0	0
97_12	k141_63258	13557	14729	+	1173	0	0
97_13	k141_63258	14743	15417	+	675	0	0
97_14	k141_63258	15439	16080	+	642	0	0
97_15	k141_63258	16111	16737	+	627	0	0
97_16	k141_63258	16763	18031	+	1269	0	0
97_17	k141_63258	18109	19488	+	1380	0	0
97_18	k141_63258	19675	19743	+	69	0	0
98_1	k141_98416	2	613	+	612	0	0
98_2	k141_98416	606	1346	-	741	0	0
99_1	k141_119475	2	1993	+	1992	0	0
99_2	k141_119475	2480	2815	+	336	0	0
99_3	k141_119475	2816	3808	+	993	0	0
100_1	k141_28169	1	180	-	180	0	0
100_2	k141_28169	209	1198	-	990	0	0
100_3	k141_28169	1214	2203	-	990	0	0
101_1	k141_77319	75	1568	-	1494	0	0
101_2	k141_77319	1513	2877	-	1365	0	0
101_3	k141_77319	2908	5301	-	2394	0	0
101_4	k141_77319	5387	5794	-	408	0	0
101_5	k141_77319	5891	6892	-	1002	0	0
101_6	k141_77319	6925	7548	-	624	0	0
101_7	k141_77319	7545	8846	-	1302	0	0
101_8	k141_77319	8849	11665	-	2817	0	0
101_9	k141_77319	11755	12546	-	792	0	0
101_10	k141_77319	12562	13173	-	612	0	0
101_11	k141_77319	13185	13919	-	735	0	0
101_12	k141_77319	13882	14496	-	615	0	0
101_13	k141_77319	14498	15478	-	981	0	0
101_14	k141_77319	15496	16815	-	1320	0	0
101_15	k141_77319	16976	18088	+	1113	0	0
101_16	k141_77319	18135	18917	-	783	0	0
101_17	k141_77319	18910	18996	-	87	0	0
102_1	k141_98417	3	281	-	279	3	0.0809727
102_2	k141_98417	288	1121	-	834	1	0.00902933
102_3	k141_98417	1118	1444	-	327	3	0.0690868
103_1	k141_105424	3	539	+	537	0	0
103_2	k141_105424	944	2353	+	1410	0	0
104_1	k141_63261	3	926	+	924	0	0
104_2	k141_63261	1080	1871	+	792	0	0
104_3	k141_63261	1941	2201	+	261	0	0
105_1	k141_28171	1	945	-	945	0	0
105_2	k141_28171	1458	1712	+	255	0	0
106_1	k141_21128	2	826	+	825	0	0
106_2	k141_21128	816	2744	+	1929	0	0
106_3	k141_21128	3137	3445	+	309	0	0
106_4	k141_21128	3450	3626	+	177	0	0
106_5	k141_21128	3703	3930	-	228	0	0
107_1	k141_7061	1	645	-	645	0	0
107_2	k141_7061	632	754	-	123	0	0
107_3	k141_7061	824	1057	-	234	0	0
107_4	k141_7061	1320	1508	-	189	0	0
107_5	k141_7061	1617	1898	+	282	0	0
107_6	k141_7061	1845	2069	-	225	0	0
107_7	k141_7061	2220	2498	-	279	0	0
107_8	k141_7061	2498	2698	-	201	0	0
107_9	k141_7061	2922	3305	+	384	0	0
107_10	k141_7061	3318	3743	+	426	0	0
107_11	k141_7061	3752	4393	+	642	0	0
107_12	k141_7061	4410	5114	+	705	0	0
107_13	k141_7061	5104	5367	+	264	0	0
107_14	k141_7061	5645	6727	+	1083	0	0
107_15	k141_7061	6762	7097	+	336	0	0
107_16	k141_7061	6943	7938	-	996	0	0
108_1	k141_28172	2	259	+	258	0	0
108_2	k141_28172	463	1065	-	603	0	0
108_3	k141_28172	1062	1202	-	141	0	0
109_1	k141_14093	3	491	+	489	0	0
109_2	k141_14093	509	1660	+	1152	3	0.0196106
109_3	k141_14093	1700	2422	+	723	0	0
109_4	k141_14093	2412	3194	+	783	0	0
109_5	k141_14093	3236	4906	+	1671	0	0
109_6	k141_14093	4915	6801	-	1887	0	0
110_1	k141_119481	1	600	+	600	15	0.188262
110_2	k141_119481	735	1856	+	1122	7	0.0469815
111_1	k141_56229	3	749	-	747	0	0
111_2	k141_56229	774	1469	-	696	0	0
111_3	k141_56229	1545	2777	-	1233	0	0
111_4	k141_56229	2790	3539	-	750	0	0
111_5	k141_56229	3643	4458	-	816	0	0
111_6	k141_56229	4452	5372	-	921	0	0
111_7	k141_56229	5389	6228	-	840	0	0
111_8	k141_56229	6338	7213	-	876	0	0
111_9	k141_56229	7230	8558	-	1329	0	0
111_10	k141_56229	8617	9672	-	1056	0	0
111_11	k141_56229	9676	10287	-	612	0	0
111_12	k141_56229	10402	10914	-	513	0	0
111_13	k141_56229	11150	11848	+	699	0	0
111_14	k141_56229	11848	13362	+	1515	0	0
111_15	k141_56229	13605	14255	+	651	1	0.0115675
111_16	k141_56229	14269	15273	+	1005	0	0
111_17	k141_56229	15270	15995	+	726	0	0
111_18	k141_56229	15992	16600	+	609	0	0
111_19	k141_56229	16627	17748	+	1122	0	0
111_20	k141_56229	17793	17981	+	189	0	0
112_1	k141_7063	1	1263	-	1263	7	0.0417365
113_1	k141_28176	259	651	+	393	0	0
113_2	k141_28176	623	1867	+	1245	0	0
114_1	k141_21136	113	586	+	474	21	0.333628
114_2	k141_21136	778	1173	-	396	0	0
115_1	k141_14100	1	93	+	93	0	0
115_2	k141_14100	90	356	+	267	0	0
115_3	k141_14100	455	865	+	411	0	0
115_4	k141_14100	874	1008	+	135	0	0
116_1	k141_56230	3	1709	-	1707	52	0.229399
117_1	k141_119482	2	1975	+	1974	30	0.114445
117_2	k141_119482	2016	2657	-	642	20	0.234594
117_3	k141_119482	2638	2994	-	357	5	0.105469
118_1	k141_98431	827	1420	+	594	0	0
118_2	k141_98431	1413	1562	+	150	0	0
119_1	k141_35170	1	1170	-	1170	0	0
119_2	k141_35170	1408	2973	-	1566	0	0
119_3	k141_35170	2985	4262	-	1278	0	0
119_4	k141_35170	4259	5113	-	855	0	0
119_5	k141_35170	5100	6110	-	1011	0	0
119_6	k141_35170	6114	7187	-	1074	0	0
119_7	k141_35170	7390	8523	-	1134	0	0
119_8	k141_35170	8842	10599	+	1758	0	0
119_9	k141_35170	10813	11277	+	465	1	0.0161945
119_10	k141_35170	11365	14670	-	3306	2	0.00455563
119_11	k141_35170	14708	15511	-	804	0	0
119_12	k141_35170	15629	16168	-	540	1	0.0139453
119_13	k141_35170	16328	17323	-	996	1	0.0075607
119_14	k141_35170	17337	18095	-	759	3	0.0297647
119_15	k141_35170	18354	19115	-	762	0	0
119_16	k141_35170	19289	19798	-	510	0	0
120_1	k141_84363	193	894	+	702	14	0.15018
120_2	k141_84363	1184	2293	+	1110	28	0.189958
120_3	k141_84363	2780	3049	+	270	0	0
120_4	k141_84363	3077	3493	+	417	0	0
120_5	k141_84363	3550	4308	+	759	2	0.0198431
120_6	k141_84363	4439	4717	+	279	1	0.0269909
120_7	k141_84363	4836	5339	+	504	1	0.0149414
120_8	k141_84363	5336	5875	+	540	6	0.0836718
120_9	k141_84363	6000	7529	+	1530	16	0.0787499
120_10	k141_84363	7550	8407	+	858	10	0.0877676
120_11	k141_84363	8426	9820	+	1395	5	0.0269909
120_12	k141_84363	9836	10237	+	402	1	0.0187325
121_1	k141_21138	1	1527	+	1527	0	0
122_1	k141_7069	2	154	-	153	0	0
122_2	k141_7069	342	728	-	387	0	0
122_3	k141_7069	796	1950	-	1155	0	0
122_4	k141_7069	1982	2266	-	285	0	0
123_1	k141_84366	19	1083	+	1065	0	0
124_1	k141_35174	1	1005	-	1005	0	0
125_1	k141_56232	3	644	+	642	0	0
125_2	k141_56232	663	2054	+	1392	0	0
125_3	k141_56232	2336	2566	-	231	0	0
126_1	k141_77325	3	1178	-	1176	23	0.147279
126_2	k141_77325	1257	2171	-	915	19	0.15637
126_3	k141_77325	2389	2652	+	264	4	0.114098
126_4	k141_77325	2775	3761	-	987	38	0.289927
126_5	k141_77325	3935	4852	-	918	18	0.147656
126_6	k141_77325	4872	5420	-	549	6	0.0823001
126_7	k141_77325	5495	5680	-	186	0	0
127_1	k141_14107	3	764	-	762	0	0
127_2	k141_14107	781	1188	-	408	0	0
128_1	k141_98432	2	751	+	750	10	0.100406
128_2	k141_98432	738	1913	+	1176	50	0.320173
128_3	k141_98432	1931	2923	+	993	41	0.310925
128_4	k141_98432	2916	3239	+	324	6	0.139453
129_1	k141_84367	2	796	-	795	0	0
129_2	k141_84367	793	2241	-	1449	0	0
130_1	k141_21148	3	788	-	786	0	0
131_1	k141_56236	58	435	-	378	0	0
131_2	k141_56236	690	2267	+	1578	0	0
132_1	k141_35177	2	67	+	66	0	0
132_2	k141_35177	111	344	+	234	1	0.0321815
132_3	k141_35177	575	1930	+	1356	14	0.0777481
132_4	k141_35177	1938	2159	+	222	3	0.101763
133_1	k141_14113	3	794	+	792	0	0
133_2	k141_14113	861	1853	+	993	19	0.144087
133_3	k141_14113	1884	2159	+	276	1	0.0272843
134_1	k141_77327	3	770	+	768	0	0
134_2	k141_77327	829	1719	+	891	0	0
134_3	k141_77327	1723	2433	+	711	0	0
134_4	k141_77327	2494	3486	-	993	0	0
135_1	k141_84372	1	1266	+	1266	0	0
135_2	k141_84372	1280	1654	+	375	0	0
136_1	k141_28185	33	254	+	222	0	0
136_2	k141_28185	256	1761	+	1506	6	0.0300018
136_3	k141_28185	1865	2839	+	975	1	0.00772355
136_4	k141_28185	2973	3590	+	618	0	0
137_1	k141_21153	3	692	+	690	0	0
137_2	k141_21153	692	1537	+	846	0	0
138_1	k141_28187	1	615	+	615	2	0.0244893
138_2	k141_28187	635	1132	+	498	0	0
139_1	k141_84374	1	81	+	81	0	0
139_2	k141_84374	181	396	+	216	0	0
139_3	k141_84374	469	855	+	387	0	0
139_4	k141_84374	869	2089	+	1221	0	0
140_1	k141_14114	3	1793	-	1791	0	0
140_2	k141_14114	1982	2638	+	657	0	0
140_3	k141_14114	2635	3234	+	600	0	0
141_1	k141_28190	1	1242	-	1242	0	0
142_1	k141_98435	98	451	+	354	1	0.0212725
142_2	k141_98435	1001	1921	-	921	4	0.0327056
142_3	k141_98435	1935	2972	-	1038	8	0.0580382
142_4	k141_98435	2993	3829	-	837	6	0.0539818
142_5	k141_98435	3856	4878	-	1023	9	0.0662504
142_6	k141_98435	4932	5906	-	975	4	0.0308942
142_7	k141_98435	5915	6718	-	804	4	0.037465
143_1	k141_84378	63	965	+	903	2	0.0166788
144_1	k141_21154	2	493	+	492	0	0
144_2	k141_21154	493	1035	+	543	5	0.0693413
144_3	k141_21154	1156	1917	+	762	2	0.019765
144_4	k141_21154	2328	2960	+	633	0	0
144_5	k141_21154	3010	3198	+	189	0	0
145_1	k141_126513	1	5610	-	5610	0	0
145_2	k141_126513	5887	6666	-	780	0	0
145_3	k141_126513	6638	7453	-	816	0	0
145_4	k141_126513	7564	8766	-	1203	0	0
145_5	k141_126513	8904	9530	-	627	0	0
145_6	k141_126513	10092	10184	+	93	0	0
145_7	k141_126513	10412	11443	-	1032	0	0
145_8	k141_126513	11440	12000	-	561	0	0
145_9	k141_126513	12389	13414	-	1026	0	0
145_10	k141_126513	13457	15901	-	2445	0	0
145_11	k141_126513	15930	16967	-	1038	0	0
145_12	k141_126513	17539	18006	-	468	0	0
145_13	k141_126513	18011	18427	-	417	0	0
145_14	k141_126513	18524	19042	-	519	0	0
145_15	k141_126513	19119	21068	-	1950	0	0
146_1	k141_35189	1	756	+	756	0	0
146_2	k141_35189	1055	2134	+	1080	0	0
147_1	k141_14115	270	926	-	657	26	0.298009
147_2	k141_14115	923	1771	-	849	20	0.177396
147_3	k141_14115	1777	2148	-	372	12	0.242918
147_4	k141_14115	2346	3017	-	672	21	0.235327
148_1	k141_21155	1	231	-	231	7	0.228196
148_2	k141_21155	265	780	-	516	8	0.116751
148_3	k141_21155	810	1025	-	216	0	0
149_1	k141_98436	408	737	-	330	0	0
149_2	k141_98436	889	1416	+	528	0	0
150_1	k141_7074	29	1723	+	1695	0	0
150_2	k141_7074	1885	3513	+	1629	0	0
150_3	k141_7074	3711	4919	+	1209	0	0
150_4	k141_7074	5058	6134	+	1077	0	0
150_5	k141_7074	6141	7142	+	1002	0	0
150_6	k141_7074	7281	7403	-	123	0	0
150_7	k141_7074	7464	8159	-	696	0	0
150_8	k141_7074	8224	8469	-	246	0	0
150_9	k141_7074	8583	8822	-	240	0	0
150_10	k141_7074	9549	9728	+	180	0	0
151_1	k141_98438	140	1123	+	984	0	0
151_2	k141_98438	1167	1388	-	222	0	0
151_3	k141_98438	1468	1572	-	105	0	0
152_1	k141_77338	3	149	-	147	8	0.409821
152_2	k141_77338	222	614	-	393	39	0.747298
152_3	k141_77338	660	1988	-	1329	61	0.345642
152_4	k141_77338	2015	4837	-	2823	131	0.349448
153_1	k141_14118	1	1176	+	1176	0	0
154_1	k141_28194	58	930	+	873	0	0
