# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_8_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_8/A16_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_8/A16_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_8/A16_2.bam	RPKG
22_3	k141_123247	3188	3439	+	252	0	0
22_4	k141_123247	3592	3765	+	174	0	0
23_1	k141_79229	2	250	+	249	56	0.120655
23_2	k141_79229	514	1281	+	768	217	0.151585
23_3	k141_79229	1302	1784	+	483	97	0.107741
23_4	k141_79229	1885	2424	-	540	139	0.138095
23_5	k141_79229	2580	3470	-	891	213	0.128251
23_6	k141_79229	4165	5037	-	873	222	0.136426
23_7	k141_79229	5560	5736	-	177	78	0.236417
23_8	k141_79229	6188	6499	+	312	123	0.211499
23_9	k141_79229	6575	7090	+	516	106	0.110208
24_1	k141_167254	2	379	-	378	3	0.00425781
24_2	k141_167254	392	1330	-	939	8	0.00457069
25_1	k141_149652	3	68	-	66	0	0
25_2	k141_149652	271	921	+	651	1	0.000824093
25_3	k141_149652	967	2649	+	1683	1	0.000318767
25_4	k141_149652	2716	4167	-	1452	5	0.0018474
26_1	k141_61634	1	1353	-	1353	9	0.00356863
26_2	k141_61634	1511	2308	+	798	5	0.00336143
27_1	k141_123248	1	366	+	366	45	0.0659612
27_2	k141_123248	387	1019	+	633	44	0.0372912
28_1	k141_167255	57	749	-	693	4	0.00309659
28_2	k141_167255	822	1073	-	252	4	0.00851563
29_1	k141_158457	3	1442	-	1440	141	0.0525308
29_2	k141_158457	1577	2812	+	1236	68	0.0295153
29_3	k141_158457	2953	3180	-	228	10	0.02353
29_4	k141_158457	3180	3452	-	273	10	0.0196515
30_1	k141_2	3	392	-	390	82	0.112799
30_2	k141_2	407	1075	-	669	220	0.176422
30_3	k141_2	1212	2765	-	1554	572	0.197471
30_4	k141_2	2762	3808	-	1047	361	0.184977
30_5	k141_2	3898	4110	-	213	62	0.15616
30_6	k141_2	4257	4940	-	684	199	0.156083
31_1	k141_105644	1	2247	-	2247	0	0
31_2	k141_105644	2280	3197	-	918	0	0
32_1	k141_132052	1	531	-	531	0	0
32_2	k141_132052	538	1152	-	615	0	0
32_3	k141_132052	1262	2752	-	1491	0	0
32_4	k141_132052	2802	3119	-	318	0	0
33_1	k141_167256	2	715	-	714	0	0
33_2	k141_167256	712	1713	-	1002	0	0
34_1	k141_149655	168	1331	-	1164	6	0.00276538
34_2	k141_149655	1346	1666	-	321	2	0.00334258
35_1	k141_17607	1	144	-	144	0	0
35_2	k141_17607	132	857	-	726	3	0.00221688
35_3	k141_17607	1185	3569	-	2385	14	0.00314918
35_4	k141_17607	3710	4387	-	678	1	0.000791275
35_5	k141_17607	4380	5138	-	759	8	0.00565465
36_1	k141_96846	93	2072	+	1980	2	0.000541904
36_2	k141_96846	2242	2988	+	747	0	0
37_1	k141_61640	1	1107	-	1107	10	0.00484629
38_1	k141_132054	24	1766	-	1743	0	0
39_1	k141_44031	2	547	-	546	1	0.000982573
39_2	k141_44031	711	1310	-	600	5	0.00447071
40_1	k141_8817	605	796	+	192	11	0.0307361
40_2	k141_8817	822	1676	+	855	4	0.00250987
40_3	k141_8817	1689	3710	+	2022	23	0.00610245
40_4	k141_8817	3707	4453	+	747	8	0.00574548
40_5	k141_8817	4504	5301	-	798	8	0.00537829
41_1	k141_17609	245	1933	+	1689	37	0.0117525
42_1	k141_88035	2	67	+	66	30	0.243857
42_2	k141_88035	300	1316	+	1017	290	0.15298
42_3	k141_88035	1421	2731	-	1311	417	0.170644
42_4	k141_88035	2931	3644	-	714	240	0.180331
42_5	k141_88035	3645	4835	-	1191	379	0.17072
42_6	k141_88035	5139	5609	+	471	90	0.102513
43_1	k141_105647	3	311	-	309	0	0
43_2	k141_105647	342	920	-	579	0	0
43_3	k141_105647	1077	1961	-	885	0	0
43_4	k141_105647	2055	2921	-	867	0	0
44_1	k141_79230	2	544	+	543	85	0.0839801
44_2	k141_79230	594	2060	+	1467	131	0.0479069
44_3	k141_79230	2205	3509	+	1305	76	0.0312435
44_4	k141_79230	3756	4418	+	663	72	0.0582608
44_5	k141_79230	5202	5624	+	423	48	0.0608777
45_1	k141_96847	3	89	-	87	0	0
45_2	k141_96847	146	1228	-	1083	0	0
45_3	k141_96847	1252	2658	-	1407	0	0
46_1	k141_70425	481	951	-	471	45	0.0512565
46_2	k141_70425	1367	1768	+	402	33	0.0440398
46_3	k141_70425	1772	3553	-	1782	222	0.0668348
46_4	k141_70425	3836	4990	+	1155	137	0.063635
46_5	k141_70425	5001	6041	+	1041	125	0.0644194
46_6	k141_70425	6056	7309	+	1254	176	0.0752961
46_7	k141_70425	7345	8253	+	909	92	0.0542977
46_8	k141_70425	8275	9264	+	990	111	0.0601513
46_9	k141_70425	9291	10622	+	1332	158	0.0636371
46_10	k141_70425	10813	11421	+	609	98	0.0863309
46_11	k141_70425	11506	12126	+	621	69	0.0596094
46_12	k141_70425	12395	12511	+	117	16	0.0733654
47_1	k141_26425	1	879	+	879	41	0.0250237
47_2	k141_26425	886	1794	+	909	43	0.0253783
47_3	k141_26425	1778	3367	+	1590	75	0.0253059
48_1	k141_18	3	1091	-	1089	196	0.0965574
49_1	k141_79235	66	1067	+	1002	0	0
50_1	k141_88038	3	185	-	183	0	0
50_2	k141_88038	304	966	-	663	0	0
50_3	k141_88038	1006	1083	-	78	0	0
51_1	k141_123250	2	664	+	663	3	0.00242753
51_2	k141_123250	992	2083	-	1092	7	0.003439
51_3	k141_123250	2161	4998	-	2838	15	0.00283554
51_4	k141_123250	5491	6501	-	1011	19	0.0100823
51_5	k141_123250	6544	6705	+	162	0	0
52_1	k141_96848	3	1058	-	1056	0	0
52_2	k141_96848	1150	2103	-	954	0	0
53_1	k141_26426	137	1162	+	1026	64	0.0334649
54_1	k141_114442	44	994	+	951	35	0.0197444
54_2	k141_114442	968	1591	-	624	9	0.00773776
54_3	k141_114442	1603	2115	-	513	16	0.0167325
54_4	k141_114442	2112	2588	-	477	15	0.0168706
54_5	k141_114442	2731	3132	-	402	11	0.0146799
54_6	k141_114442	3429	3650	+	222	7	0.0169162
54_7	k141_114442	3763	4281	-	519	15	0.0155053
54_8	k141_114442	4545	6599	-	2055	55	0.0143585
54_9	k141_114442	6618	8306	-	1689	36	0.0114348
54_10	k141_114442	8322	8678	-	357	15	0.0225414
54_11	k141_114442	8923	9108	+	186	6	0.017306
54_12	k141_114442	9655	10059	-	405	12	0.0158958
54_13	k141_114442	10063	11115	-	1053	16	0.00815171
55_1	k141_8821	1	1239	+	1239	0	0
55_2	k141_8821	1204	1944	-	741	0	0
56_1	k141_167260	1	153	+	153	0	0
56_2	k141_167260	659	952	+	294	0	0
56_3	k141_167260	1074	2615	+	1542	0	0
56_4	k141_167260	2772	4304	+	1533	0	0
56_5	k141_167260	4410	5174	+	765	0	0
57_1	k141_17617	64	1011	+	948	16	0.00905459
58_1	k141_105658	1	1176	+	1176	1	0.000456194
59_1	k141_26428	1	333	+	333	0	0
59_2	k141_26428	401	1228	-	828	0	0
60_1	k141_88040	2	520	+	519	8	0.00826951
60_2	k141_88040	658	1818	+	1161	12	0.00554506
61_1	k141_96852	2	151	+	150	5	0.0178828
61_2	k141_96852	455	1078	-	624	29	0.0249328
62_1	k141_8823	43	513	+	471	17	0.0193636
62_2	k141_8823	980	1231	-	252	7	0.0149024
63_1	k141_23	443	700	-	258	69	0.143478
63_2	k141_23	832	981	-	150	18	0.0643782
63_3	k141_23	1061	1552	-	492	55	0.0599729
64_1	k141_114448	2	535	+	534	4	0.00401861
64_2	k141_114448	696	818	-	123	2	0.00872333
64_3	k141_114448	948	1223	-	276	6	0.0116627
65_1	k141_26429	3	233	+	231	12	0.0278693
65_2	k141_26429	457	1974	-	1518	5	0.00176708
66_1	k141_167262	1	255	-	255	0	0
66_2	k141_167262	478	939	-	462	0	0
66_3	k141_167262	974	2833	-	1860	1	0.000288433
67_1	k141_123255	75	986	+	912	25	0.0147063
67_2	k141_123255	1126	1644	-	519	12	0.0124043
67_3	k141_123255	1930	2004	+	75	0	0
68_1	k141_105664	1	513	-	513	3	0.00313734
68_2	k141_105664	503	1006	-	504	0	0
69_1	k141_8825	1	537	-	537	1	0.00099904
69_2	k141_8825	603	1622	-	1020	1	0.000525965
70_1	k141_96857	1	195	-	195	0	0
70_2	k141_96857	233	1018	-	786	0	0
71_1	k141_25	191	616	+	426	76	0.0957109
71_2	k141_25	963	1274	+	312	10	0.017195
71_3	k141_25	1949	2449	+	501	10	0.0107083
72_1	k141_26430	2	736	+	735	6	0.00437947
72_2	k141_26430	794	1798	-	1005	0	0
73_1	k141_123258	1	474	-	474	142	0.160719
73_2	k141_123258	474	1049	-	576	142	0.132258
74_1	k141_96859	2	1198	+	1197	0	0
75_1	k141_17623	1	792	+	792	15	0.0101607
75_2	k141_17623	914	1297	+	384	14	0.0195593
75_3	k141_17623	1487	1720	+	234	9	0.020634
75_4	k141_17623	1846	2319	-	474	9	0.0101864
75_5	k141_17623	2319	3527	-	1209	21	0.00931859
76_1	k141_105665	2	2080	-	2079	50	0.0129025
77_1	k141_61666	3	1301	+	1299	8	0.00330399
78_1	k141_96861	2	151	+	150	6	0.0214594
78_2	k141_96861	456	1079	-	624	27	0.0232133
79_1	k141_114453	2	169	-	168	0	0
79_2	k141_114453	226	3642	+	3417	0	0
80_1	k141_123259	93	1190	-	1098	7	0.00342021
80_2	k141_123259	1183	2091	-	909	1	0.000590192
81_1	k141_61667	2	670	+	669	53	0.0425018
81_2	k141_61667	766	1110	-	345	69	0.107297
82_1	k141_26438	2	391	-	390	0	0
82_2	k141_26438	739	1140	-	402	0	0
83_1	k141_123261	2	1108	-	1107	0	0
84_1	k141_105674	243	971	-	729	0	0
85_1	k141_158462	1	405	+	405	22	0.0291424
85_2	k141_158462	452	1396	+	945	242	0.137385
85_3	k141_158462	1793	4453	+	2661	1068	0.21532
85_4	k141_158462	4552	6756	+	2205	837	0.203645
85_5	k141_158462	6743	8083	+	1341	502	0.200832
85_6	k141_158462	8076	8225	+	150	64	0.2289
85_7	k141_158462	8325	9689	+	1365	536	0.210664
85_8	k141_158462	9820	10131	+	312	145	0.249328
85_9	k141_158462	10133	10588	+	456	161	0.189417
85_10	k141_158462	10567	11280	+	714	237	0.178077
85_11	k141_158462	11393	11620	+	228	61	0.143533
85_12	k141_158462	11571	12245	+	675	309	0.245591
85_13	k141_158462	12205	12621	+	417	123	0.158244
85_14	k141_158462	12626	13087	+	462	159	0.184634
85_15	k141_158462	13122	14126	+	1005	483	0.257833
85_16	k141_158462	14155	14511	+	357	177	0.265988
85_17	k141_158462	14696	15559	-	864	356	0.221052
85_18	k141_158462	15768	15830	+	63	5	0.0425781
86_1	k141_61669	119	412	+	294	6	0.0109487
86_2	k141_61669	476	2140	-	1665	81	0.0260993
87_1	k141_123262	1	126	+	126	1	0.00425781
87_2	k141_123262	297	620	+	324	5	0.00827908
87_3	k141_123262	884	1384	-	501	2	0.00214166
87_4	k141_123262	1644	1988	+	345	2	0.00311006
88_1	k141_26444	1	813	-	813	0	0
88_2	k141_26444	1076	1216	-	141	0	0
89_1	k141_70427	210	1244	+	1035	205	0.10626
89_2	k141_70427	1253	1789	+	537	107	0.106897
89_3	k141_70427	2090	3091	+	1002	146	0.0781704
89_4	k141_70427	3094	5874	+	2781	657	0.126742
89_5	k141_70427	5829	6353	+	525	133	0.135909
89_6	k141_70427	6454	6831	+	378	101	0.143346
89_7	k141_70427	6979	7386	-	408	139	0.182773
89_8	k141_70427	7416	7604	-	189	99	0.281016
89_9	k141_70427	8102	8695	+	594	232	0.209536
89_10	k141_70427	8692	9684	+	993	286	0.154516
89_11	k141_70427	9681	10379	+	699	198	0.151966
89_12	k141_70427	10376	11572	+	1197	396	0.177484
89_13	k141_70427	11930	12772	+	843	236	0.15019
89_14	k141_70427	12776	13042	+	267	1	0.00200931
90_1	k141_167263	1	741	-	741	436	0.315664
90_2	k141_167263	728	2452	-	1725	1330	0.413637
90_3	k141_167263	2663	5371	-	2709	2337	0.462815
90_4	k141_167263	5385	7262	-	1878	1526	0.435929
90_5	k141_167263	7259	7741	-	483	397	0.440961
91_1	k141_79238	3	476	+	474	1	0.00113182
91_2	k141_79238	501	1532	+	1032	3	0.00155955
91_3	k141_79238	1526	2122	+	597	0	0
91_4	k141_79238	2187	3461	+	1275	0	0
91_5	k141_79238	3718	4404	+	687	0	0
91_6	k141_79238	4467	4691	+	225	0	0
91_7	k141_79238	4725	5216	+	492	0	0
91_8	k141_79238	5209	5721	+	513	0	0
91_9	k141_79238	5732	7270	+	1539	2	0.000697186
91_10	k141_79238	7237	8130	+	894	0	0
91_11	k141_79238	8154	9560	+	1407	1	0.000381297
91_12	k141_79238	9641	10069	+	429	0	0
91_13	k141_79238	10088	10990	-	903	0	0
91_14	k141_79238	11271	12656	+	1386	0	0
92_1	k141_70428	2	568	+	567	1	0.000946181
92_2	k141_70428	704	1078	+	375	0	0
93_1	k141_26446	1	654	-	654	3	0.00246094
93_2	k141_26446	811	1140	-	330	2	0.00325142
94_1	k141_123263	170	1453	+	1284	0	0
94_2	k141_123263	1500	1838	-	339	0	0
95_1	k141_140846	297	881	+	585	0	0
95_2	k141_140846	1063	2613	+	1551	0	0
95_3	k141_140846	2626	3207	+	582	0	0
95_4	k141_140846	3277	3663	+	387	0	0
95_5	k141_140846	3675	4676	+	1002	0	0
95_6	k141_140846	4818	6251	+	1434	0	0
95_7	k141_140846	6515	7663	+	1149	0	0
95_8	k141_140846	7666	8703	+	1038	0	0
95_9	k141_140846	8696	9922	+	1227	0	0
95_10	k141_140846	9922	11631	+	1710	0	0
95_11	k141_140846	11631	12104	+	474	0	0
95_12	k141_140846	12104	12637	+	534	0	0
95_13	k141_140846	12665	12940	+	276	0	0
95_14	k141_140846	13141	13968	-	828	0	0
95_15	k141_140846	14312	15322	+	1011	0	0
95_16	k141_140846	15617	18253	+	2637	0	0
95_17	k141_140846	18403	19020	-	618	0	0
95_18	k141_140846	19040	19651	-	612	0	0
95_19	k141_140846	19737	20120	+	384	0	0
95_20	k141_140846	20172	21272	-	1101	0	0
95_21	k141_140846	21265	21957	-	693	0	0
95_22	k141_140846	21957	22754	-	798	0	0
95_23	k141_140846	22776	23753	-	978	0	0
95_24	k141_140846	23979	24338	-	360	0	0
95_25	k141_140846	24483	24923	-	441	0	0
95_26	k141_140846	25284	25652	+	369	0	0
96_1	k141_70430	3	248	+	246	0	0
96_2	k141_70430	804	1409	-	606	0	0
97_1	k141_167266	1	159	+	159	23	0.0776047
97_2	k141_167266	486	959	+	474	136	0.153928
97_3	k141_167266	1538	1903	+	366	151	0.221337
97_4	k141_167266	1960	2226	+	267	81	0.162754
98_1	k141_44039	2	589	+	588	9	0.0082115
98_2	k141_44039	781	2085	-	1305	30	0.012333
98_3	k141_44039	2085	2876	-	792	9	0.00609642
98_4	k141_44039	2873	3418	-	546	7	0.00687801
98_5	k141_44039	3411	4469	-	1059	9	0.00455936
98_6	k141_44039	4456	4908	-	453	1	0.00118429
98_7	k141_44039	4927	6576	-	1650	14	0.00455199
98_8	k141_44039	6595	6858	-	264	2	0.00406428
98_9	k141_44039	6919	8778	-	1860	15	0.00432649
98_10	k141_44039	8791	9207	-	417	4	0.00514614
98_11	k141_44039	9221	11368	-	2148	9	0.00224784
98_12	k141_44039	11361	11546	-	186	0	0
98_13	k141_44039	11561	11959	-	399	4	0.00537829
98_14	k141_44039	11952	12380	-	429	4	0.00500219
98_15	k141_44039	12377	12829	-	453	2	0.00236859
98_16	k141_44039	12819	13175	-	357	0	0
98_17	k141_44039	13156	13470	-	315	1	0.00170313
98_18	k141_44039	13467	14210	-	744	6	0.00432649
98_19	k141_44039	14222	14650	-	429	1	0.00125055
98_20	k141_44039	14710	15909	-	1200	5	0.00223535
98_21	k141_44039	15948	16340	-	393	1	0.0013651
99_1	k141_96871	109	609	-	501	10	0.0107083
99_2	k141_96871	632	2065	-	1434	13	0.00486353
99_3	k141_96871	2079	2939	-	861	11	0.00685404
99_4	k141_96871	2893	3027	-	135	0	0
99_5	k141_96871	3039	4415	-	1377	19	0.00740247
99_6	k141_96871	4450	4947	-	498	4	0.00430911
100_1	k141_26451	1	405	-	405	1	0.00132465
100_2	k141_26451	641	1348	+	708	2	0.00151549
101_1	k141_123268	2	535	+	534	0	0
101_2	k141_123268	801	1304	+	504	0	0
102_1	k141_35224	149	307	+	159	1	0.00337412
102_2	k141_35224	311	898	+	588	12	0.0109487
102_3	k141_35224	885	1055	+	171	4	0.0125493
102_4	k141_35224	1086	3080	+	1995	39	0.0104877
102_5	k141_35224	3195	5363	+	2169	41	0.010141
102_6	k141_35224	5406	5834	+	429	14	0.0175077
102_7	k141_35224	5893	6321	+	429	1	0.00125055
102_8	k141_35224	6422	6895	+	474	13	0.0147137
102_9	k141_35224	6864	7430	+	567	7	0.00662327
102_10	k141_35224	7469	7966	+	498	3	0.00323184
102_11	k141_35224	7963	8805	+	843	17	0.0108188
102_12	k141_35224	8806	10455	+	1650	58	0.0188582
102_13	k141_35224	10490	12985	+	2496	45	0.0096722
102_14	k141_35224	12995	14311	+	1317	26	0.0105912
102_15	k141_35224	14308	15018	+	711	19	0.0143364
102_16	k141_35224	15030	15803	+	774	13	0.00901072
102_17	k141_35224	15832	16446	+	615	8	0.00697866
102_18	k141_35224	16464	17858	+	1395	19	0.00730696
102_19	k141_35224	17871	19271	+	1401	21	0.00804153
102_20	k141_35224	19293	20264	+	972	22	0.0121427
102_21	k141_35224	20261	20782	+	522	4	0.00411099
102_22	k141_35224	20783	21655	+	873	10	0.0061453
102_23	k141_35224	21668	25156	+	3489	85	0.01307
103_1	k141_140850	26	1231	+	1206	7	0.00311392
104_1	k141_8826	3	194	-	192	38	0.106179
104_2	k141_8826	323	541	-	219	23	0.0563431
104_3	k141_8826	638	2326	-	1689	6	0.00190581
104_4	k141_8826	2467	2646	-	180	0	0
104_5	k141_8826	2876	4363	+	1488	0	0
104_6	k141_8826	4671	5765	+	1095	0	0
104_7	k141_8826	5794	7218	+	1425	0	0
104_8	k141_8826	7202	8596	+	1395	0	0
104_9	k141_8826	8672	9352	+	681	0	0
104_10	k141_8826	9506	10738	-	1233	0	0
104_11	k141_8826	10754	11791	-	1038	0	0
105_1	k141_27	2	355	+	354	13	0.0197014
105_2	k141_27	423	1025	-	603	50	0.0444846
105_3	k141_27	1029	1538	-	510	34	0.0357656
105_4	k141_27	1551	2774	-	1224	91	0.0398857
105_5	k141_27	2804	2935	-	132	15	0.0609642
105_6	k141_27	3545	4948	-	1404	139	0.0531135
105_7	k141_27	5079	5921	-	843	92	0.0585487
105_8	k141_27	5921	6772	-	852	63	0.0396696
105_9	k141_27	6963	8282	-	1320	109	0.0443006
105_10	k141_27	8448	9785	-	1338	119	0.0477143
105_11	k141_27	9727	11508	-	1782	115	0.0346216
105_12	k141_27	11505	11702	-	198	2	0.00541904
106_1	k141_70433	1	1239	-	1239	36	0.0155879
107_1	k141_96873	2	1081	-	1080	13	0.00645769
107_2	k141_96873	1112	1558	-	447	6	0.00720114
108_1	k141_44043	2	439	-	438	9	0.0110237
108_2	k141_44043	451	1434	-	984	9	0.00490687
109_1	k141_88052	29	706	-	678	220	0.174081
109_2	k141_88052	1018	2187	+	1170	479	0.219638
109_3	k141_88052	2571	4109	-	1539	28	0.0097606
109_4	k141_88052	4106	4282	-	177	1	0.00303099
109_5	k141_88052	4248	4907	-	660	17	0.0138185
109_6	k141_88052	4941	5465	-	525	19	0.0194156
109_7	k141_88052	5472	5738	-	267	7	0.0140651
109_8	k141_88052	5754	6458	-	705	20	0.0152194
109_9	k141_88052	6451	7677	-	1227	59	0.0257967
109_10	k141_88052	7869	8033	-	165	4	0.0130057
109_11	k141_88052	8179	8472	-	294	16	0.0291964
109_12	k141_88052	8979	11096	+	2118	49	0.0124116
109_13	k141_88052	11093	12124	+	1032	23	0.0119565
109_14	k141_88052	12168	13046	-	879	16	0.00976536
109_15	k141_88052	13177	13308	-	132	4	0.0162571
109_16	k141_88052	13413	13517	-	105	13	0.0664219
110_1	k141_35228	2	91	+	90	0	0
110_2	k141_35228	75	1388	+	1314	1	0.000408284
111_1	k141_61672	2	100	+	99	0	0
111_2	k141_61672	258	461	+	204	0	0
111_3	k141_61672	489	1394	+	906	0	0
111_4	k141_61672	1405	2661	+	1257	0	0
111_5	k141_61672	2724	5381	-	2658	0	0
111_6	k141_61672	5394	8030	-	2637	0	0
112_1	k141_149659	2	268	+	267	3	0.00602792
112_2	k141_149659	383	1036	-	654	52	0.0426563
112_3	k141_149659	1189	3825	+	2637	212	0.0431304
112_4	k141_149659	3919	4851	-	933	49	0.0281755
112_5	k141_149659	4864	5793	-	930	75	0.0432649
112_6	k141_149659	5844	7697	-	1854	131	0.037907
112_7	k141_149659	7762	8463	-	702	67	0.0512029
112_8	k141_149659	8593	10566	-	1974	170	0.0462018
112_9	k141_149659	10750	12243	+	1494	108	0.038782
112_10	k141_149659	12309	13922	+	1614	131	0.0435437
112_11	k141_149659	14033	17194	-	3162	191	0.0324063
112_12	k141_149659	17195	18358	-	1164	51	0.0235058
112_13	k141_149659	18471	19163	+	693	48	0.0371591
112_14	k141_149659	19114	19263	+	150	50	0.178828
112_15	k141_149659	19776	20777	-	1002	263	0.140814
112_16	k141_149659	20940	21305	+	366	103	0.150978
112_17	k141_149659	21316	21807	+	492	118	0.128669
112_18	k141_149659	21818	22432	+	615	129	0.112531
112_19	k141_149659	22449	23450	+	1002	227	0.121539
112_20	k141_149659	23522	23929	+	408	68	0.0894141
113_1	k141_30	1	522	+	522	18	0.0184995
113_2	k141_30	525	1394	+	870	44	0.0271326
113_3	k141_30	1500	1808	+	309	7	0.0121534
113_4	k141_30	1796	2233	+	438	24	0.0293964
114_1	k141_140862	1	495	+	495	2	0.00216761
114_2	k141_140862	523	633	+	111	2	0.00966639
114_3	k141_140862	654	1202	-	549	4	0.00390881
115_1	k141_105677	3	119	-	117	0	0
115_2	k141_105677	186	1022	+	837	36	0.0230746
115_3	k141_105677	1184	2392	+	1209	86	0.0381619
115_4	k141_105677	2464	4380	-	1917	71	0.0198698
115_5	k141_105677	4537	5190	+	654	23	0.0188672
115_6	k141_105677	5300	6802	+	1503	72	0.0256999
115_7	k141_105677	6848	8014	+	1167	76	0.0349382
115_8	k141_105677	8094	8441	+	348	15	0.0231243
115_9	k141_105677	8533	9480	+	948	34	0.019241
115_10	k141_105677	9450	10193	+	744	36	0.0259589
116_1	k141_158477	87	1391	+	1305	0	0
116_2	k141_158477	1432	1914	-	483	0	0
116_3	k141_158477	1914	2978	-	1065	0	0
116_4	k141_158477	3065	4120	-	1056	0	0
116_5	k141_158477	4289	5203	-	915	0	0
117_1	k141_61675	6	995	+	990	0	0
118_1	k141_140863	3	290	+	288	3	0.00558838
118_2	k141_140863	290	586	+	297	3	0.00541904
118_3	k141_140863	604	1074	+	471	2	0.00227807
119_1	k141_123272	3	3638	+	3636	35	0.00516418
119_2	k141_123272	3825	4331	+	507	1	0.00105816
120_1	k141_26456	1	180	-	180	4	0.0119219
120_2	k141_26456	746	961	-	216	2	0.00496745
120_3	k141_26456	1057	1737	-	681	10	0.00787789
120_4	k141_26456	1892	2281	-	390	12	0.0165072
120_5	k141_26456	2361	2540	-	180	1	0.00298047
120_6	k141_26456	3243	3518	-	276	4	0.00777514
120_7	k141_26456	3616	3978	-	363	12	0.017735
120_8	k141_26456	4030	4653	-	624	1	0.000859751
121_1	k141_96877	3	719	-	717	0	0
121_2	k141_96877	721	1470	-	750	0	0
121_3	k141_96877	1467	1817	-	351	0	0
121_4	k141_96877	1808	2344	-	537	0	0
121_5	k141_96877	2472	3218	-	747	0	0
122_1	k141_61677	3	791	-	789	79	0.0537165
123_1	k141_149663	334	789	-	456	15	0.0176475
123_2	k141_149663	762	1271	-	510	6	0.00631158
124_1	k141_140864	2	1291	+	1290	32	0.0133081
125_1	k141_167267	2	355	-	354	12	0.0181859
125_2	k141_167267	416	7150	-	6735	479	0.0381553
126_1	k141_8828	3	2936	+	2934	36	0.00658263
126_2	k141_8828	3022	4128	+	1107	18	0.00872333
126_3	k141_8828	4571	5356	+	786	20	0.013651
