# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_4_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_4/F23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_4/F23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_4/F23_1.bam	RPKG
59_6	k141_207439	10388	10774	-	387	0	0
59_7	k141_207439	10940	12052	-	1113	0	0
59_8	k141_207439	12181	12534	-	354	0	0
59_9	k141_207439	12653	12796	-	144	0	0
59_10	k141_207439	12876	13067	-	192	0	0
60_1	k141_76434	1	345	-	345	0	0
60_2	k141_76434	482	1288	-	807	0	0
60_3	k141_76434	1285	2364	-	1080	1	0.000692617
60_4	k141_76434	2383	2826	-	444	6	0.0101085
60_5	k141_76434	2860	4041	-	1182	0	0
60_6	k141_76434	4062	4520	-	459	0	0
60_7	k141_76434	4656	6008	+	1353	0	0
60_8	k141_76434	6023	6562	-	540	0	0
60_9	k141_76434	6713	7252	-	540	0	0
60_10	k141_76434	7269	7568	-	300	0	0
60_11	k141_76434	7709	9262	-	1554	9	0.0043322
60_12	k141_76434	9385	10005	-	621	0	0
60_13	k141_76434	10009	11100	-	1092	2	0.00137001
60_14	k141_76434	11255	11491	-	237	0	0
61_1	k141_131036	2	154	+	153	1	0.00488906
61_2	k141_131036	155	1333	+	1179	2	0.00126892
61_3	k141_131036	1729	2409	+	681	1	0.00109842
61_4	k141_131036	2376	2615	+	240	0	0
61_5	k141_131036	2713	3306	-	594	2	0.00251861
61_6	k141_131036	3334	3528	-	195	0	0
61_7	k141_131036	3618	3899	-	282	16	0.0424412
61_8	k141_131036	3896	4168	-	273	28	0.0767206
62_1	k141_10939	1	273	-	273	4	0.0109601
62_2	k141_10939	577	1092	-	516	4	0.00579865
63_1	k141_87355	3	1067	-	1065	174	0.122213
64_1	k141_196545	1	471	+	471	3	0.0047645
64_2	k141_196545	578	1729	-	1152	6	0.00389597
65_1	k141_131038	2	319	+	318	0	0
65_2	k141_131038	337	1134	+	798	0	0
66_1	k141_207440	2	85	+	84	0	0
66_2	k141_207440	381	1115	-	735	1	0.00101772
66_3	k141_207440	1117	1497	-	381	0	0
67_1	k141_98283	3	785	+	783	78	0.074516
67_2	k141_98283	955	1218	-	264	4	0.0113337
67_3	k141_98283	1282	1482	-	201	3	0.0111646
68_1	k141_21872	2	1060	+	1059	3	0.00211905
68_2	k141_21872	1057	1506	+	450	5	0.0083114
68_3	k141_21872	1678	2133	+	456	0	0
69_1	k141_65530	3	653	-	651	0	0
69_2	k141_65530	657	1490	-	834	1	0.000896914
70_1	k141_174694	60	683	+	624	2	0.00239752
70_2	k141_174694	693	1685	+	993	7	0.00527309
70_3	k141_174694	1669	2226	+	558	2	0.0026811
70_4	k141_174694	2238	2771	+	534	5	0.00700399
70_5	k141_174694	2865	3854	+	990	4	0.00302233
71_1	k141_109197	1	837	+	837	0	0
71_2	k141_109197	900	1163	-	264	0	0
71_3	k141_109197	1169	1690	-	522	0	0
71_4	k141_109197	2271	2867	-	597	1	0.00125297
71_5	k141_109197	2939	4732	-	1794	6	0.00250176
71_6	k141_109197	4736	6253	-	1518	2	0.000985541
71_7	k141_109197	6344	7342	-	999	3	0.00224632
72_1	k141_87356	107	295	+	189	0	0
72_2	k141_87356	471	707	+	237	0	0
72_3	k141_87356	844	1290	-	447	4	0.00669374
72_4	k141_87356	1492	3111	+	1620	24	0.0110819
73_1	k141_131042	2	1504	+	1503	3	0.00149307
74_1	k141_54613	1	78	-	78	0	0
74_2	k141_54613	200	1324	-	1125	78	0.0518631
74_3	k141_54613	1669	3189	+	1521	96	0.0472127
74_4	k141_54613	3360	4667	-	1308	60	0.0343131
74_5	k141_54613	4821	4976	-	156	9	0.0431553
75_1	k141_196546	3	92	-	90	0	0
75_2	k141_196546	220	1068	-	849	12	0.0105728
75_3	k141_196546	1216	2388	-	1173	27	0.017218
75_4	k141_196546	2407	3798	-	1392	21	0.0112849
76_1	k141_174698	2	694	-	693	0	0
76_2	k141_174698	946	1092	+	147	0	0
77_1	k141_32785	2	415	+	414	0	0
77_2	k141_32785	565	1143	+	579	6	0.00775156
77_3	k141_32785	1089	1673	+	585	0	0
78_1	k141_21880	1	357	-	357	3	0.00628593
78_2	k141_21880	347	1183	-	837	2	0.0017874
78_3	k141_21880	1183	1584	-	402	0	0
79_1	k141_163789	1	1539	-	1539	2	0.000972093
79_2	k141_163789	1555	2304	-	750	0	0
79_3	k141_163789	2255	2419	-	165	0	0
79_4	k141_163789	2523	3458	-	936	2	0.00159835
79_5	k141_163789	3494	3985	-	492	4	0.00608151
79_6	k141_163789	4009	4776	-	768	0	0
80_1	k141_65540	64	765	+	702	1	0.00106556
80_2	k141_65540	904	1050	-	147	0	0
81_1	k141_152870	3	560	-	558	0	0
81_2	k141_152870	695	2908	+	2214	9	0.00304076
82_1	k141_32788	3	668	+	666	6	0.00673897
82_2	k141_32788	690	1088	-	399	2	0.0037495
83_1	k141_131045	66	1478	+	1413	1	0.000529388
83_2	k141_131045	2279	2380	-	102	0	0
84_1	k141_10956	162	737	-	576	0	0
84_2	k141_10956	819	1190	-	372	0	0
85_1	k141_87359	83	373	-	291	8	0.0205643
86_1	k141_207453	3	587	+	585	3	0.00383603
86_2	k141_207453	784	2097	+	1314	12	0.00683129
86_3	k141_207453	2097	3578	+	1482	9	0.00454267
86_4	k141_207453	3659	4210	+	552	4	0.00542048
87_1	k141_65542	1	1791	-	1791	0	0
87_2	k141_65542	1983	2444	-	462	0	0
88_1	k141_10959	3	683	-	681	8	0.00878738
88_2	k141_10959	664	1527	-	864	4	0.00346308
89_1	k141_109200	3	263	+	261	0	0
89_2	k141_109200	282	1112	+	831	0	0
89_3	k141_109200	1132	2379	+	1248	0	0
89_4	k141_109200	2376	3764	+	1389	0	0
89_5	k141_109200	3809	4189	-	381	0	0
89_6	k141_109200	4494	5435	-	942	0	0
89_7	k141_109200	5780	6553	-	774	0	0
90_1	k141_21894	97	1539	+	1443	0	0
90_2	k141_21894	1703	1990	+	288	0	0
91_1	k141_54620	2	439	-	438	1	0.00170782
91_2	k141_54620	704	2410	+	1707	17	0.00744958
91_3	k141_54620	2448	4628	+	2181	19	0.0065165
92_1	k141_196554	3	599	+	597	6	0.00751785
92_2	k141_196554	640	1641	+	1002	10	0.00746533
92_3	k141_196554	1799	2371	+	573	7	0.00913819
92_4	k141_196554	2375	3193	+	819	6	0.00548004
92_5	k141_196554	3347	4108	+	762	6	0.00588997
93_1	k141_87366	1	693	+	693	2	0.0021588
93_2	k141_87366	712	1380	+	669	1	0.00111813
93_3	k141_87366	1615	1989	+	375	2	0.00398947
94_1	k141_163790	3	185	-	183	39	0.159415
94_2	k141_163790	512	1348	-	837	288	0.257385
94_3	k141_163790	1332	2210	-	879	302	0.257001
94_4	k141_163790	2429	3718	-	1290	497	0.288193
94_5	k141_163790	3942	4058	+	117	1	0.00639338
94_6	k141_163790	4046	4555	-	510	95	0.139338
94_7	k141_163790	4563	5501	-	939	232	0.184816
95_1	k141_98288	254	1012	+	759	3	0.00295662
95_2	k141_98288	1032	1937	+	906	0	0
95_3	k141_98288	1941	2579	+	639	1	0.00117062
95_4	k141_98288	2598	3884	+	1287	8	0.00464973
95_5	k141_98288	3902	4777	+	876	0	0
95_6	k141_98288	4831	5238	-	408	4	0.00733359
95_7	k141_98288	5395	6327	+	933	10	0.00801743
95_8	k141_98288	6344	6787	+	444	4	0.00673897
95_9	k141_98288	6845	8029	+	1185	8	0.00504996
95_10	k141_98288	8052	8975	+	924	7	0.00566686
96_1	k141_120120	1	189	-	189	0	0
96_2	k141_120120	237	854	-	618	4	0.00484159
96_3	k141_120120	865	1188	-	324	0	0
96_4	k141_120120	1188	1607	-	420	4	0.00712406
96_5	k141_120120	1630	2700	-	1071	10	0.00698437
96_6	k141_120120	2719	3126	-	408	3	0.00550019
96_7	k141_120120	3126	4346	-	1221	23	0.0140906
96_8	k141_120120	4333	4791	-	459	2	0.00325937
96_9	k141_120120	4791	5984	-	1194	6	0.00375892
96_10	k141_120120	6066	6332	-	267	0	0
96_11	k141_120120	6348	8270	-	1923	22	0.00855776
96_12	k141_120120	8254	8829	-	576	2	0.00259731
96_13	k141_120120	9074	9712	-	639	3	0.00351186
96_14	k141_120120	9952	10449	-	498	6	0.00901236
97_1	k141_10962	1	510	-	510	1	0.00146672
98_1	k141_109201	5	1750	-	1746	16	0.00685476
98_2	k141_109201	1924	2343	+	420	1	0.00178101
99_1	k141_32789	1	1707	+	1707	27	0.0118317
99_2	k141_32789	1731	2927	+	1197	20	0.0124983
99_3	k141_32789	2924	4369	+	1446	34	0.0175884
99_4	k141_32789	4381	5685	+	1305	14	0.0080248
100_1	k141_87369	3	998	-	996	0	0
100_2	k141_87369	995	1156	-	162	0	0
101_1	k141_196558	144	1691	-	1548	107	0.0517046
102_1	k141_131056	3	1472	+	1470	50	0.0254431
102_2	k141_131056	1502	1753	+	252	7	0.0207785
102_3	k141_131056	1743	2369	+	627	2	0.00238605
103_1	k141_174700	1	267	-	267	0	0
103_2	k141_174700	279	995	-	717	3	0.00312982
103_3	k141_174700	1014	1316	-	303	1	0.00246873
103_4	k141_174700	1323	2918	-	1596	4	0.00187475
103_5	k141_174700	3069	4109	-	1041	6	0.00431139
103_6	k141_174700	4555	4806	-	252	1	0.00296836
103_7	k141_174700	4819	5133	-	315	0	0
103_8	k141_174700	5336	6223	+	888	5	0.00421186
103_9	k141_174700	6510	7871	+	1362	4	0.00219685
103_10	k141_174700	7868	8407	-	540	0	0
104_1	k141_21899	3	338	-	336	0	0
104_2	k141_21899	708	1217	-	510	0	0
104_3	k141_21899	1325	1603	-	279	0	0
104_4	k141_21899	1620	2069	-	450	0	0
105_1	k141_65543	2	4222	-	4221	0	0
105_2	k141_65543	4608	4820	+	213	0	0
105_3	k141_65543	4821	4940	+	120	0	0
106_1	k141_174702	2	817	-	816	4	0.00366679
106_2	k141_174702	822	1271	-	450	0	0
107_1	k141_131060	1	1089	+	1089	3	0.00206068
108_1	k141_98291	1	366	-	366	2	0.00408757
108_2	k141_98291	345	1703	-	1359	3	0.00165127
108_3	k141_98291	1890	2522	-	633	4	0.00472686
109_1	k141_120131	2	955	+	954	0	0
109_2	k141_120131	1107	1181	-	75	0	0
110_1	k141_87371	3	716	-	714	0	0
110_2	k141_87371	874	2238	-	1365	6	0.00328803
111_1	k141_174704	3	1406	-	1404	1	0.000532782
112_1	k141_21902	3	2009	+	2007	0	0
113_1	k141_10963	267	1586	-	1320	12	0.00680024
113_2	k141_10963	1807	2088	-	282	1	0.00265257
113_3	k141_10963	2222	2950	-	729	10	0.010261
113_4	k141_10963	2983	3726	-	744	5	0.00502706
113_5	k141_10963	3796	4053	-	258	1	0.00289933
113_6	k141_10963	4083	5135	-	1053	4	0.0028415
114_1	k141_141945	3	1439	-	1437	1	0.000520547
114_2	k141_141945	1441	3342	-	1902	0	0
114_3	k141_141945	3389	3523	-	135	0	0
114_4	k141_141945	3612	5276	+	1665	1	0.000449265
114_5	k141_141945	5318	5407	+	90	0	0
114_6	k141_141945	5367	5999	-	633	0	0
114_7	k141_141945	6052	8808	-	2757	0	0
114_8	k141_141945	8945	9454	+	510	0	0
114_9	k141_141945	9457	10494	+	1038	0	0
114_10	k141_141945	10496	11242	+	747	0	0
114_11	k141_141945	11251	11784	+	534	0	0
114_12	k141_141945	12069	12248	-	180	0	0
114_13	k141_141945	12381	13514	+	1134	0	0
114_14	k141_141945	13511	14527	+	1017	2	0.00147104
114_15	k141_141945	14524	15279	+	756	1	0.000989452
114_16	k141_141945	15380	15553	-	174	0	0
114_17	k141_141945	15783	17468	+	1686	0	0
114_18	k141_141945	17957	20020	+	2064	0	0
114_19	k141_141945	20017	21174	+	1158	0	0
114_20	k141_141945	21209	21457	+	249	0	0
115_1	k141_109203	3	776	-	774	32	0.0309261
115_2	k141_109203	1803	2498	-	696	9	0.00967275
115_3	k141_109203	2498	3844	-	1347	26	0.0144385
115_4	k141_109203	4145	4453	-	309	11	0.0266288
115_5	k141_109203	5001	5270	-	270	9	0.0249342
116_1	k141_141947	1	918	-	918	1	0.000814843
116_2	k141_141947	1008	1124	-	117	0	0
117_1	k141_87377	1	1785	+	1785	15	0.00628593
117_2	k141_87377	1871	2149	+	279	2	0.00536219
118_1	k141_98303	2	493	+	492	2	0.00304076
118_2	k141_98303	562	888	+	327	0	0
118_3	k141_98303	977	1036	+	60	0	0
119_1	k141_185620	2	943	+	942	37	0.0293811
119_2	k141_185620	1007	1663	+	657	33	0.0375721
119_3	k141_185620	1734	2174	+	441	24	0.0407089
119_4	k141_185620	2188	2421	+	234	7	0.0223768
119_5	k141_185620	2432	3106	+	675	26	0.0288128
119_6	k141_185620	3601	4974	+	1374	45	0.0244987
119_7	k141_185620	4971	5105	+	135	1	0.00554093
119_8	k141_185620	5434	6915	+	1482	88	0.0444172
119_9	k141_185620	6899	7750	+	852	43	0.0377525
119_10	k141_185620	7754	8608	+	855	37	0.0323707
119_11	k141_185620	8703	9962	+	1260	43	0.0255279
119_12	k141_185620	9968	11176	+	1209	66	0.0408352
119_13	k141_185620	11222	11488	+	267	24	0.0672383
119_14	k141_185620	11807	12229	+	423	16	0.0282941
119_15	k141_185620	12232	13491	+	1260	83	0.0492747
119_16	k141_185620	13870	14256	+	387	2	0.00386577
119_17	k141_185620	14454	14744	+	291	19	0.0488402
119_18	k141_185620	14741	14878	+	138	5	0.0271024
119_19	k141_185620	15038	15505	+	468	23	0.036762
119_20	k141_185620	15565	17697	+	2133	130	0.04559
119_21	k141_185620	17694	19025	+	1332	37	0.0207785
119_22	k141_185620	19118	20347	-	1230	44	0.0267587
119_23	k141_185620	20529	21902	+	1374	80	0.0435532
119_24	k141_185620	22046	22870	+	825	77	0.0698158
120_1	k141_21908	1	345	+	345	1	0.00216819
120_2	k141_21908	360	578	+	219	0	0
120_3	k141_21908	660	893	+	234	1	0.00319669
120_4	k141_21908	890	1069	+	180	0	0
120_5	k141_21908	1069	1824	+	756	0	0
120_6	k141_21908	1868	1990	-	123	1	0.00608151
121_1	k141_109210	1	156	-	156	0	0
121_2	k141_109210	341	679	-	339	0	0
121_3	k141_109210	903	1022	+	120	0	0
122_1	k141_32794	215	1042	-	828	0	0
122_2	k141_32794	1158	4334	-	3177	1	0.00023545
122_3	k141_32794	4844	5149	+	306	0	0
122_4	k141_32794	5139	5879	+	741	0	0
122_5	k141_32794	5906	6745	+	840	0	0
122_6	k141_32794	6831	7283	-	453	0	0
122_7	k141_32794	7300	7644	-	345	0	0
123_1	k141_174711	1	264	+	264	4	0.0113337
123_2	k141_174711	269	1312	+	1044	23	0.0164795
123_3	k141_174711	1315	2547	+	1233	41	0.0248735
124_1	k141_65555	2	778	+	777	74	0.0712406
124_2	k141_65555	950	1210	+	261	7	0.020062
124_3	k141_65555	1722	2108	+	387	15	0.0289933
124_4	k141_65555	2121	3419	+	1299	31	0.0178513
124_5	k141_65555	3828	4307	+	480	47	0.0732442
125_1	k141_76436	2	334	+	333	3	0.00673897
125_2	k141_76436	630	2105	+	1476	0	0
125_3	k141_76436	2102	3484	+	1383	2	0.00108174
125_4	k141_76436	3503	4594	+	1092	5	0.00342503
125_5	k141_76436	4607	5455	+	849	0	0
125_6	k141_76436	5505	5834	+	330	0	0
125_7	k141_76436	5840	6601	+	762	0	0
125_8	k141_76436	6632	9064	+	2433	9	0.00276705
125_9	k141_76436	9074	10099	+	1026	1	0.00072907
125_10	k141_76436	10142	10519	+	378	0	0
125_11	k141_76436	10566	11267	+	702	2	0.00213113
125_12	k141_76436	11282	11557	+	276	0	0
125_13	k141_76436	11520	12575	+	1056	0	0
125_14	k141_76436	12587	13546	+	960	5	0.00389597
125_15	k141_76436	13559	14311	+	753	0	0
125_16	k141_76436	14327	18760	+	4434	16	0.00269924
125_17	k141_76436	18774	19487	+	714	3	0.00314297
125_18	k141_76436	19653	20132	+	480	0	0
125_19	k141_76436	20200	21132	+	933	0	0
125_20	k141_76436	21129	21269	+	141	0	0
125_21	k141_76436	21298	21474	+	177	0	0
126_1	k141_87382	1	237	+	237	0	0
126_2	k141_87382	425	1150	+	726	0	0
127_1	k141_131076	1	363	-	363	1	0.00206068
127_2	k141_131076	373	1068	-	696	0	0
127_3	k141_131076	1233	1439	-	207	2	0.0072273
128_1	k141_98306	1	678	+	678	4	0.00441313
128_2	k141_98306	698	1087	+	390	12	0.0230162
129_1	k141_10973	1	759	-	759	8	0.00788433
129_2	k141_10973	818	1582	-	765	0	0
129_3	k141_10973	1668	2216	-	549	3	0.00408757
129_4	k141_10973	2233	2709	-	477	3	0.00470457
130_1	k141_11	1	204	-	204	2	0.00733359
130_2	k141_11	240	671	-	432	14	0.0242416
130_3	k141_11	975	4019	-	3045	88	0.0216178
130_4	k141_11	4160	4966	+	807	34	0.0315153
130_5	k141_11	5161	6279	-	1119	25	0.0167119
130_6	k141_11	6336	7433	-	1098	36	0.0245254
130_7	k141_11	7579	8253	-	675	16	0.017731
130_8	k141_11	8256	8930	-	675	6	0.00664912
130_9	k141_11	8934	9812	-	879	23	0.0195729
130_10	k141_11	9815	12040	-	2226	105	0.0352842
130_11	k141_11	12034	12780	-	747	24	0.024033
130_12	k141_11	12782	13822	-	1041	28	0.0201198
130_13	k141_11	13829	15184	-	1356	48	0.0264788
