# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_7_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_7/E20_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_7/E20_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_7/E20_2.bam	RPKG
59_1	k141_63887	3	896	+	894	0	0
59_2	k141_63887	1161	1385	-	225	0	0
60_1	k141_114985	1	999	+	999	25	0.0316785
60_2	k141_114985	1013	1336	+	324	11	0.0429771
61_1	k141_242709	1	1032	-	1032	0	0
62_1	k141_38340	2	1168	-	1167	0	0
63_1	k141_127769	83	1048	-	966	5	0.00655213
63_2	k141_127769	1058	1201	-	144	0	0
64_1	k141_166081	2	883	+	882	0	0
64_2	k141_166081	889	1524	+	636	0	0
65_1	k141_114986	2	1300	-	1299	0	0
66_1	k141_51115	35	388	-	354	0	0
66_2	k141_51115	413	3145	-	2733	0	0
66_3	k141_51115	3311	3631	+	321	0	0
66_4	k141_51115	3628	3825	+	198	0	0
67_1	k141_89441	2	271	+	270	0	0
67_2	k141_89441	348	1922	+	1575	0	0
67_3	k141_89441	1934	3148	+	1215	0	0
67_4	k141_89441	3378	3854	+	477	0	0
67_5	k141_89441	3905	4405	+	501	0	0
67_6	k141_89441	4402	5157	+	756	0	0
67_7	k141_89441	5154	5591	+	438	0	0
67_8	k141_89441	5679	5918	+	240	0	0
67_9	k141_89441	5861	6874	+	1014	0	0
67_10	k141_89441	6883	7488	+	606	0	0
67_11	k141_89441	7507	7668	+	162	0	0
68_1	k141_204395	50	295	-	246	10	0.0514582
68_2	k141_204395	295	519	-	225	3	0.0168783
68_3	k141_204395	828	1310	-	483	12	0.0314502
68_4	k141_204395	1310	1606	-	297	0	0
69_1	k141_89442	1	987	+	987	0	0
69_2	k141_89442	1016	1129	+	114	0	0
70_1	k141_63890	1	1182	+	1182	2	0.00214192
70_2	k141_63890	1308	1730	+	423	1	0.00299261
70_3	k141_63890	1764	2483	+	720	6	0.0105489
71_1	k141_191622	1	288	+	288	0	0
71_2	k141_191622	309	1310	+	1002	0	0
71_3	k141_191622	1396	1983	+	588	0	0
71_4	k141_191622	2050	2577	-	528	0	0
71_5	k141_191622	2611	2712	-	102	0	0
71_6	k141_191622	2740	3621	-	882	0	0
72_1	k141_242713	1276	1497	+	222	0	0
73_1	k141_178838	978	1187	-	210	8	0.0482237
73_2	k141_178838	1184	1825	-	642	48	0.0946446
73_3	k141_178838	1825	2655	-	831	37	0.0563625
73_4	k141_178838	2749	3075	-	327	20	0.0774234
73_5	k141_178838	3075	3950	-	876	29	0.0419067
73_6	k141_178838	3934	5076	-	1143	44	0.04873
73_7	k141_178838	5079	5465	-	387	10	0.0327099
73_8	k141_178838	5650	6054	-	405	46	0.143778
73_9	k141_178838	6063	7466	-	1404	164	0.147865
73_10	k141_178838	7499	8359	-	861	82	0.120559
73_11	k141_178838	8371	9879	-	1509	165	0.138415
73_12	k141_178838	9901	10446	-	546	43	0.0996932
73_13	k141_178838	10431	10952	-	522	54	0.130952
73_14	k141_178838	10980	11243	-	264	25	0.119874
73_15	k141_178838	11286	12017	-	732	100	0.172933
73_16	k141_178838	12101	12505	-	405	40	0.125024
73_17	k141_178838	12495	12833	-	339	36	0.134429
73_18	k141_178838	12920	13447	-	528	64	0.153439
74_1	k141_51116	1	882	-	882	0	0
74_2	k141_51116	875	1612	-	738	0	0
75_1	k141_140528	3	68	+	66	0	0
75_2	k141_140528	635	2053	-	1419	0	0
76_1	k141_166086	79	1449	+	1371	0	0
77_1	k141_41	1	954	-	954	7	0.00928837
77_2	k141_41	1314	1646	+	333	3	0.0114043
77_3	k141_41	1710	1781	-	72	0	0
78_1	k141_204397	2	556	+	555	6	0.0136851
78_2	k141_204397	553	1413	+	861	2	0.00294047
78_3	k141_204397	1413	2117	+	705	13	0.0233423
78_4	k141_204397	2249	2806	-	558	4	0.00907435
79_1	k141_166087	2	562	-	561	0	0
79_2	k141_166087	609	1136	-	528	0	0
80_1	k141_229933	130	1002	-	873	0	0
80_2	k141_229933	1307	2668	+	1362	8	0.00743537
80_3	k141_229933	2755	3693	+	939	4	0.00539243
80_4	k141_229933	3813	4691	+	879	5	0.00720064
80_5	k141_229933	5108	5332	+	225	2	0.0112522
80_6	k141_229933	5349	5864	+	516	0	0
80_7	k141_229933	5953	6378	+	426	4	0.0118861
80_8	k141_229933	6472	7164	+	693	2	0.00365331
80_9	k141_229933	7374	8627	+	1254	0	0
81_1	k141_51117	3	1535	-	1533	0	0
82_1	k141_153303	1	231	-	231	3	0.0164399
82_2	k141_153303	267	1358	-	1092	8	0.00927379
82_3	k141_153303	1351	2721	-	1371	21	0.0193897
82_4	k141_153303	2732	3547	-	816	9	0.0139618
83_1	k141_114992	3	113	-	111	0	0
83_2	k141_114992	302	550	-	249	0	0
83_3	k141_114992	543	1490	-	948	0	0
83_4	k141_114992	1516	2181	+	666	0	0
84_1	k141_127770	1	4725	+	4725	0	0
85_1	k141_38345	2	2032	+	2031	0	0
85_2	k141_38345	2254	2823	+	570	0	0
86_1	k141_127771	2	1282	+	1281	0	0
87_1	k141_51119	328	939	-	612	0	0
87_2	k141_51119	1372	2115	-	744	0	0
88_1	k141_166091	1	207	-	207	0	0
88_2	k141_166091	307	537	-	231	1	0.00547997
88_3	k141_166091	554	799	-	246	1	0.00514582
88_4	k141_166091	832	1137	-	306	8	0.0330947
89_1	k141_140534	3	533	-	531	0	0
90_1	k141_127772	1	405	-	405	0	0
90_2	k141_127772	408	857	-	450	0	0
91_1	k141_204399	2	1921	+	1920	2	0.00131862
91_2	k141_204399	1918	2637	+	720	3	0.00527447
92_1	k141_89453	18	1559	-	1542	0	0
93_1	k141_217158	1	171	-	171	0	0
93_2	k141_217158	234	776	-	543	0	0
93_3	k141_217158	916	1158	+	243	0	0
93_4	k141_217158	1189	1431	+	243	0	0
93_5	k141_217158	1469	2008	-	540	0	0
93_6	k141_217158	2029	3198	-	1170	0	0
93_7	k141_217158	3195	3542	-	348	0	0
93_8	k141_217158	3625	4803	-	1179	0	0
93_9	k141_217158	4815	5084	-	270	0	0
93_10	k141_217158	5081	5497	-	417	0	0
93_11	k141_217158	5543	5860	-	318	0	0
93_12	k141_217158	6141	6362	-	222	0	0
93_13	k141_217158	6386	7627	-	1242	0	0
93_14	k141_217158	7884	8738	+	855	0	0
93_15	k141_217158	8823	9119	+	297	0	0
93_16	k141_217158	9122	9538	+	417	0	0
93_17	k141_217158	9572	10153	+	582	0	0
93_18	k141_217158	10553	10891	-	339	0	0
93_19	k141_217158	10973	12226	-	1254	0	0
93_20	k141_217158	12314	12892	-	579	0	0
94_1	k141_153308	1	654	+	654	0	0
94_2	k141_153308	663	1250	+	588	0	0
95_1	k141_49	2	643	+	642	18	0.0354917
95_2	k141_49	685	1338	+	654	36	0.069681
96_1	k141_102214	1	2691	+	2691	8	0.00376328
96_2	k141_102214	2694	3335	+	642	4	0.00788705
96_3	k141_102214	3448	4248	-	801	2	0.00316073
96_4	k141_102214	4513	6108	+	1596	9	0.00713838
96_5	k141_102214	6445	7164	+	720	1	0.00175816
96_6	k141_102214	7409	8338	-	930	10	0.0136115
96_7	k141_102214	8347	8997	-	651	4	0.00777802
96_8	k141_102214	9248	9349	-	102	3	0.0372315
97_1	k141_51121	130	1308	+	1179	13	0.0139579
98_1	k141_115000	3	1028	+	1026	0	0
99_1	k141_191623	3	113	+	111	0	0
99_2	k141_191623	646	1545	+	900	2	0.00281305
99_3	k141_191623	1940	4201	+	2262	5	0.00279813
99_4	k141_191623	4203	4712	+	510	0	0
99_5	k141_191623	4778	5845	+	1068	3	0.00355582
99_6	k141_191623	5907	6338	+	432	7	0.0205118
100_1	k141_89456	1	1110	+	1110	0	0
101_1	k141_127776	2	817	+	816	2	0.00310263
101_2	k141_127776	831	1583	+	753	1	0.0016811
101_3	k141_127776	1576	1731	+	156	0	0
102_1	k141_217161	400	1086	-	687	12	0.0221113
103_1	k141_178849	3	758	+	756	2	0.00334887
103_2	k141_178849	764	1483	+	720	0	0
103_3	k141_178849	1514	1993	-	480	0	0
103_4	k141_178849	2073	2564	-	492	0	0
103_5	k141_178849	2564	2689	-	126	0	0
104_1	k141_63898	55	1860	+	1806	80	0.0560741
104_2	k141_63898	1857	2957	+	1101	31	0.0356422
104_3	k141_63898	2961	3758	+	798	21	0.0333124
104_4	k141_63898	3772	4788	+	1017	61	0.0759274
104_5	k141_63898	4761	5324	+	564	23	0.0516224
105_1	k141_102217	810	1481	-	672	11	0.0207211
106_1	k141_54	3	254	+	252	0	0
106_2	k141_54	276	1016	+	741	0	0
107_1	k141_153313	3	731	-	729	0	0
107_2	k141_153313	965	1210	-	246	0	0
108_1	k141_51124	2	484	-	483	8	0.0209668
108_2	k141_51124	684	1457	+	774	7	0.0114485
108_3	k141_51124	1573	2019	+	447	8	0.0226554
109_1	k141_76656	3	1583	-	1581	44	0.0352298
109_2	k141_76656	1570	1959	-	390	40	0.129833
109_3	k141_76656	2073	2576	-	504	22	0.0552563
109_4	k141_76656	2593	2988	-	396	17	0.054343
109_5	k141_76656	3004	3495	-	492	18	0.0463124
109_6	k141_76656	3579	4106	-	528	3	0.00719245
109_7	k141_76656	4186	4392	-	207	0	0
109_8	k141_76656	4389	5240	-	852	3	0.0044573
109_9	k141_76656	5655	7904	-	2250	12	0.00675132
109_10	k141_76656	8023	9279	-	1257	10	0.0100706
109_11	k141_76656	9266	9970	-	705	5	0.00897782
109_12	k141_76656	10171	11217	-	1047	7	0.00846333
109_13	k141_76656	11214	11525	-	312	0	0
109_14	k141_76656	11841	12014	-	174	1	0.00727513
109_15	k141_76656	12183	12374	-	192	11	0.0725239
109_16	k141_76656	12668	12868	+	201	1	0.00629787
109_17	k141_76656	13022	14404	-	1383	5	0.00457654
109_18	k141_76656	14410	15087	-	678	9	0.0168036
109_19	k141_76656	15087	15683	-	597	0	0
109_20	k141_76656	15699	17459	-	1761	3	0.00215651
109_21	k141_76656	17444	19258	-	1815	6	0.0041847
109_22	k141_76656	19245	20258	-	1014	0	0
109_23	k141_76656	20421	21074	-	654	1	0.00193558
109_24	k141_76656	21115	21702	-	588	19	0.040904
110_1	k141_153314	3	767	+	765	0	0
110_2	k141_153314	843	1079	-	237	0	0
111_1	k141_63903	2	298	-	297	0	0
111_2	k141_63903	304	1404	-	1101	1	0.00114975
112_1	k141_191631	2	412	-	411	0	0
112_2	k141_191631	422	1723	-	1302	0	0
113_1	k141_178855	3	164	+	162	0	0
113_2	k141_178855	199	1179	+	981	0	0
113_3	k141_178855	1167	1466	-	300	0	0
114_1	k141_51131	2	592	-	591	0	0
114_2	k141_51131	624	1037	-	414	0	0
115_1	k141_140547	3	395	+	393	0	0
115_2	k141_140547	465	2318	+	1854	0	0
115_3	k141_140547	2453	2692	+	240	0	0
116_1	k141_12786	1	354	-	354	0	0
116_2	k141_12786	438	749	-	312	0	0
116_3	k141_12786	835	1467	-	633	0	0
116_4	k141_12786	1457	1735	-	279	0	0
116_5	k141_12786	1757	2503	-	747	0	0
116_6	k141_12786	2505	5039	-	2535	1	0.000499358
116_7	k141_12786	5055	5852	-	798	0	0
116_8	k141_12786	6048	7067	-	1020	0	0
116_9	k141_12786	7060	9498	-	2439	9	0.00467111
116_10	k141_12786	9879	10748	-	870	1	0.00145503
116_11	k141_12786	10748	10963	-	216	0	0
116_12	k141_12786	10984	12753	-	1770	5	0.00357591
116_13	k141_12786	12750	13223	-	474	0	0
116_14	k141_12786	13269	13391	-	123	0	0
116_15	k141_12786	13419	13604	-	186	0	0
116_16	k141_12786	13685	18910	-	5226	18	0.00436006
116_17	k141_12786	19002	19883	-	882	1	0.00143523
117_1	k141_178857	1	993	+	993	1	0.0012748
117_2	k141_178857	1015	1140	+	126	0	0
118_1	k141_56	103	960	-	858	0	0
118_2	k141_56	960	1430	-	471	0	0
118_3	k141_56	1441	3633	-	2193	3	0.0017317
118_4	k141_56	3633	4817	-	1185	0	0
118_5	k141_56	4837	5067	-	231	0	0
119_1	k141_102233	2	1222	-	1221	0	0
120_1	k141_178858	3	950	+	948	0	0
120_2	k141_178858	1009	1458	-	450	0	0
121_1	k141_217175	2	115	+	114	0	0
121_2	k141_217175	537	1463	+	927	0	0
122_1	k141_242715	1	735	+	735	0	0
122_2	k141_242715	858	1229	-	372	0	0
122_3	k141_242715	1231	2493	-	1263	0	0
122_4	k141_242715	2496	3932	-	1437	0	0
122_5	k141_242715	4159	5352	+	1194	0	0
122_6	k141_242715	5411	6118	-	708	0	0
122_7	k141_242715	6132	6965	-	834	0	0
122_8	k141_242715	7344	7589	+	246	0	0
122_9	k141_242715	7686	8147	+	462	0	0
122_10	k141_242715	8208	8909	+	702	0	0
122_11	k141_242715	8906	10825	+	1920	0	0
122_12	k141_242715	10831	11949	+	1119	0	0
122_13	k141_242715	12002	12433	-	432	0	0
122_14	k141_242715	12508	13221	+	714	0	0
122_15	k141_242715	13218	13922	-	705	0	0
123_1	k141_140553	1	252	-	252	0	0
123_2	k141_140553	249	1286	-	1038	0	0
124_1	k141_63907	1	2589	+	2589	97	0.0474274
125_1	k141_191636	1	186	+	186	0	0
125_2	k141_191636	256	1605	+	1350	0	0
125_3	k141_191636	1658	2521	+	864	0	0
126_1	k141_153321	2	676	+	675	4	0.00750146
126_2	k141_153321	630	1862	+	1233	11	0.0112933
126_3	k141_153321	1885	2679	+	795	10	0.0159229
126_4	k141_153321	2683	3684	+	1002	10	0.0126335
126_5	k141_153321	3773	3976	-	204	1	0.00620525
126_6	k141_153321	4194	4328	+	135	1	0.00937683
127_1	k141_140554	1	462	-	462	0	0
127_2	k141_140554	545	1171	-	627	0	0
128_1	k141_63909	2	718	-	717	0	0
128_2	k141_63909	838	1176	-	339	0	0
129_1	k141_242716	347	793	-	447	0	0
129_2	k141_242716	790	1233	-	444	0	0
130_1	k141_60	264	1445	+	1182	0	0
131_1	k141_153322	706	1428	-	723	0	0
132_1	k141_51133	2	130	+	129	3	0.0294389
132_2	k141_51133	137	1171	+	1035	61	0.0746069
132_3	k141_51133	1209	1496	+	288	9	0.0395585
132_4	k141_51133	1493	2095	+	603	30	0.0629787
132_5	k141_51133	2360	2713	+	354	14	0.0500627
132_6	k141_51133	2838	3968	-	1131	39	0.0436508
132_7	k141_51133	4010	4378	-	369	15	0.0514582
132_8	k141_51133	4515	4712	-	198	8	0.0511463
132_9	k141_51133	4719	4787	-	69	0	0
133_1	k141_76658	290	943	-	654	0	0
133_2	k141_76658	1141	1659	+	519	0	0
133_3	k141_76658	2083	3261	+	1179	0	0
133_4	k141_76658	3812	4129	+	318	0	0
133_5	k141_76658	4030	4347	-	318	0	0
133_6	k141_76658	4373	4822	-	450	0	0
133_7	k141_76658	4898	6076	-	1179	0	0
133_8	k141_76658	6309	6440	-	132	0	0
133_9	k141_76658	6500	7018	-	519	0	0
133_10	k141_76658	7216	7869	+	654	0	0
134_1	k141_217182	1	810	+	810	3	0.00468841
134_2	k141_217182	894	1265	+	372	0	0
135_1	k141_61	3	107	-	105	0	0
135_2	k141_61	622	1188	+	567	0	0
136_1	k141_229934	54	1301	-	1248	6	0.00608592
136_2	k141_229934	1391	1840	+	450	1	0.00281305
136_3	k141_229934	1922	2851	-	930	10	0.0136115
136_4	k141_229934	2873	4423	-	1551	13	0.0106101
136_5	k141_229934	4453	4953	-	501	7	0.0176868
136_6	k141_229934	4989	5273	-	285	1	0.00444166
136_7	k141_229934	5279	5701	-	423	1	0.00299261
136_8	k141_229934	5703	6806	-	1104	17	0.0194926
136_9	k141_229934	6836	7489	-	654	4	0.00774234
136_10	k141_229934	7521	8237	-	717	2	0.00353102
136_11	k141_229934	8260	9048	-	789	5	0.008022
136_12	k141_229934	9082	9897	-	816	9	0.0139618
136_13	k141_229934	9897	10586	-	690	4	0.00733839
136_14	k141_229934	10738	12108	-	1371	17	0.0156964
136_15	k141_229934	12271	12774	-	504	0	0
136_16	k141_229934	12901	13359	-	459	0	0
136_17	k141_229934	13433	13990	-	558	3	0.00680576
136_18	k141_229934	14123	14629	+	507	0	0
136_19	k141_229934	14622	15833	+	1212	0	0
136_20	k141_229934	16088	16315	-	228	1	0.00555207
137_1	k141_89466	1	1329	-	1329	0	0
137_2	k141_89466	1375	3477	-	2103	2	0.00120387
137_3	k141_89466	3857	5605	-	1749	6	0.00434261
137_4	k141_89466	5693	6217	-	525	0	0
137_5	k141_89466	6238	7731	-	1494	0	0
137_6	k141_89466	7787	8476	-	690	0	0
138_1	k141_102245	2	214	+	213	4	0.0237722
138_2	k141_102245	214	1119	+	906	17	0.0237526
139_1	k141_191638	1	750	-	750	0	0
139_2	k141_191638	911	1207	-	297	0	0
139_3	k141_191638	1410	2954	+	1545	0	0
140_1	k141_63	2	151	+	150	0	0
140_2	k141_63	158	1039	+	882	0	0
140_3	k141_63	1098	1481	+	384	0	0
141_1	k141_51139	3	152	-	150	0	0
141_2	k141_51139	197	1237	-	1041	0	0
142_1	k141_178870	1	606	-	606	1	0.0020889
142_2	k141_178870	681	1178	-	498	0	0
142_3	k141_178870	1434	1814	+	381	0	0
142_4	k141_178870	1801	2703	+	903	0	0
142_5	k141_178870	2678	3235	+	558	0	0
143_1	k141_89471	3	266	+	264	0	0
143_2	k141_89471	268	1050	+	783	0	0
144_1	k141_64	2	724	+	723	0	0
144_2	k141_64	780	1010	+	231	0	0
145_1	k141_76660	1	567	+	567	1	0.00223258
145_2	k141_76660	664	2334	-	1671	2	0.00151511
145_3	k141_76660	2336	2401	-	66	0	0
146_1	k141_191639	3	1970	-	1968	80	0.0514582
147_1	k141_89473	1	1053	-	1053	0	0
148_1	k141_140568	3	257	-	255	0	0
148_2	k141_140568	445	1227	+	783	0	0
149_1	k141_153323	2	3193	-	3192	0	0
149_2	k141_153323	3266	4252	-	987	0	0
149_3	k141_153323	4863	5243	+	381	0	0
150_1	k141_66	1	60	-	60	0	0
150_2	k141_66	79	1410	-	1332	6	0.00570213
151_1	k141_76663	1	1185	+	1185	0	0
152_1	k141_229943	1	1749	-	1749	0	0
153_1	k141_51140	3	398	-	396	5	0.0159832
153_2	k141_51140	355	546	-	192	0	0
153_3	k141_51140	588	1934	-	1347	9	0.00845794
153_4	k141_51140	1969	3054	-	1086	14	0.0163188
153_5	k141_51140	3097	3480	-	384	2	0.00659308
154_1	k141_12787	1	423	-	423	30	0.0897782
154_2	k141_12787	546	2132	-	1587	56	0.0446685
154_3	k141_12787	2132	3931	-	1800	79	0.0555577
154_4	k141_12787	4125	5387	+	1263	64	0.0641455
154_5	k141_12787	5428	6303	+	876	20	0.0289012
154_6	k141_12787	6327	7166	+	840	18	0.0271258
