# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_7_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_7/E14_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_7/E14_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_7/E14_2.bam	RPKG
63_2	k141_127769	1058	1201	-	144	0	0
64_1	k141_166081	2	883	+	882	0	0
64_2	k141_166081	889	1524	+	636	0	0
65_1	k141_114986	2	1300	-	1299	0	0
66_1	k141_51115	35	388	-	354	3	0.407813
66_2	k141_51115	413	3145	-	2733	0	0
66_3	k141_51115	3311	3631	+	321	0	0
66_4	k141_51115	3628	3825	+	198	0	0
67_1	k141_89441	2	271	+	270	0	0
67_2	k141_89441	348	1922	+	1575	0	0
67_3	k141_89441	1934	3148	+	1215	0	0
67_4	k141_89441	3378	3854	+	477	0	0
67_5	k141_89441	3905	4405	+	501	0	0
67_6	k141_89441	4402	5157	+	756	0	0
67_7	k141_89441	5154	5591	+	438	0	0
67_8	k141_89441	5679	5918	+	240	0	0
67_9	k141_89441	5861	6874	+	1014	0	0
67_10	k141_89441	6883	7488	+	606	0	0
67_11	k141_89441	7507	7668	+	162	0	0
68_1	k141_204395	50	295	-	246	1	0.195618
68_2	k141_204395	295	519	-	225	0	0
68_3	k141_204395	828	1310	-	483	2	0.199263
68_4	k141_204395	1310	1606	-	297	0	0
69_1	k141_89442	1	987	+	987	0	0
69_2	k141_89442	1016	1129	+	114	0	0
70_1	k141_63890	1	1182	+	1182	0	0
70_2	k141_63890	1308	1730	+	423	0	0
70_3	k141_63890	1764	2483	+	720	0	0
71_1	k141_191622	1	288	+	288	0	0
71_2	k141_191622	309	1310	+	1002	0	0
71_3	k141_191622	1396	1983	+	588	0	0
71_4	k141_191622	2050	2577	-	528	0	0
71_5	k141_191622	2611	2712	-	102	0	0
71_6	k141_191622	2740	3621	-	882	0	0
72_1	k141_242713	1276	1497	+	222	0	0
73_1	k141_178838	978	1187	-	210	0	0
73_2	k141_178838	1184	1825	-	642	0	0
73_3	k141_178838	1825	2655	-	831	0	0
73_4	k141_178838	2749	3075	-	327	0	0
73_5	k141_178838	3075	3950	-	876	0	0
73_6	k141_178838	3934	5076	-	1143	0	0
73_7	k141_178838	5079	5465	-	387	0	0
73_8	k141_178838	5650	6054	-	405	0	0
73_9	k141_178838	6063	7466	-	1404	0	0
73_10	k141_178838	7499	8359	-	861	0	0
73_11	k141_178838	8371	9879	-	1509	0	0
73_12	k141_178838	9901	10446	-	546	0	0
73_13	k141_178838	10431	10952	-	522	1	0.0921876
73_14	k141_178838	10980	11243	-	264	0	0
73_15	k141_178838	11286	12017	-	732	0	0
73_16	k141_178838	12101	12505	-	405	0	0
73_17	k141_178838	12495	12833	-	339	0	0
73_18	k141_178838	12920	13447	-	528	0	0
74_1	k141_51116	1	882	-	882	0	0
74_2	k141_51116	875	1612	-	738	0	0
75_1	k141_140528	3	68	+	66	0	0
75_2	k141_140528	635	2053	-	1419	0	0
76_1	k141_166086	79	1449	+	1371	0	0
77_1	k141_41	1	954	-	954	0	0
77_2	k141_41	1314	1646	+	333	0	0
77_3	k141_41	1710	1781	-	72	0	0
78_1	k141_204397	2	556	+	555	0	0
78_2	k141_204397	553	1413	+	861	0	0
78_3	k141_204397	1413	2117	+	705	0	0
78_4	k141_204397	2249	2806	-	558	0	0
79_1	k141_166087	2	562	-	561	0	0
79_2	k141_166087	609	1136	-	528	0	0
80_1	k141_229933	130	1002	-	873	0	0
80_2	k141_229933	1307	2668	+	1362	0	0
80_3	k141_229933	2755	3693	+	939	0	0
80_4	k141_229933	3813	4691	+	879	0	0
80_5	k141_229933	5108	5332	+	225	0	0
80_6	k141_229933	5349	5864	+	516	0	0
80_7	k141_229933	5953	6378	+	426	0	0
80_8	k141_229933	6472	7164	+	693	0	0
80_9	k141_229933	7374	8627	+	1254	0	0
81_1	k141_51117	3	1535	-	1533	11	0.345298
82_1	k141_153303	1	231	-	231	0	0
82_2	k141_153303	267	1358	-	1092	0	0
82_3	k141_153303	1351	2721	-	1371	0	0
82_4	k141_153303	2732	3547	-	816	0	0
83_1	k141_114992	3	113	-	111	0	0
83_2	k141_114992	302	550	-	249	0	0
83_3	k141_114992	543	1490	-	948	0	0
83_4	k141_114992	1516	2181	+	666	0	0
84_1	k141_127770	1	4725	+	4725	0	0
85_1	k141_38345	2	2032	+	2031	0	0
85_2	k141_38345	2254	2823	+	570	0	0
86_1	k141_127771	2	1282	+	1281	0	0
87_1	k141_51119	328	939	-	612	0	0
87_2	k141_51119	1372	2115	-	744	0	0
88_1	k141_166091	1	207	-	207	0	0
88_2	k141_166091	307	537	-	231	0	0
88_3	k141_166091	554	799	-	246	0	0
88_4	k141_166091	832	1137	-	306	0	0
89_1	k141_140534	3	533	-	531	0	0
90_1	k141_127772	1	405	-	405	0	0
90_2	k141_127772	408	857	-	450	0	0
91_1	k141_204399	2	1921	+	1920	0	0
91_2	k141_204399	1918	2637	+	720	4	0.267344
92_1	k141_89453	18	1559	-	1542	0	0
93_1	k141_217158	1	171	-	171	0	0
93_2	k141_217158	234	776	-	543	3	0.265867
93_3	k141_217158	916	1158	+	243	0	0
93_4	k141_217158	1189	1431	+	243	0	0
93_5	k141_217158	1469	2008	-	540	0	0
93_6	k141_217158	2029	3198	-	1170	0	0
93_7	k141_217158	3195	3542	-	348	0	0
93_8	k141_217158	3625	4803	-	1179	0	0
93_9	k141_217158	4815	5084	-	270	0	0
93_10	k141_217158	5081	5497	-	417	0	0
93_11	k141_217158	5543	5860	-	318	0	0
93_12	k141_217158	6141	6362	-	222	0	0
93_13	k141_217158	6386	7627	-	1242	0	0
93_14	k141_217158	7884	8738	+	855	0	0
93_15	k141_217158	8823	9119	+	297	0	0
93_16	k141_217158	9122	9538	+	417	0	0
93_17	k141_217158	9572	10153	+	582	0	0
93_18	k141_217158	10553	10891	-	339	0	0
93_19	k141_217158	10973	12226	-	1254	0	0
93_20	k141_217158	12314	12892	-	579	0	0
94_1	k141_153308	1	654	+	654	0	0
94_2	k141_153308	663	1250	+	588	0	0
95_1	k141_49	2	643	+	642	0	0
95_2	k141_49	685	1338	+	654	0	0
96_1	k141_102214	1	2691	+	2691	0	0
96_2	k141_102214	2694	3335	+	642	0	0
96_3	k141_102214	3448	4248	-	801	0	0
96_4	k141_102214	4513	6108	+	1596	0	0
96_5	k141_102214	6445	7164	+	720	0	0
96_6	k141_102214	7409	8338	-	930	0	0
96_7	k141_102214	8347	8997	-	651	0	0
96_8	k141_102214	9248	9349	-	102	0	0
97_1	k141_51121	130	1308	+	1179	0	0
98_1	k141_115000	3	1028	+	1026	7	0.328317
99_1	k141_191623	3	113	+	111	0	0
99_2	k141_191623	646	1545	+	900	0	0
99_3	k141_191623	1940	4201	+	2262	0	0
99_4	k141_191623	4203	4712	+	510	0	0
99_5	k141_191623	4778	5845	+	1068	0	0
99_6	k141_191623	5907	6338	+	432	0	0
100_1	k141_89456	1	1110	+	1110	0	0
101_1	k141_127776	2	817	+	816	1	0.058973
101_2	k141_127776	831	1583	+	753	0	0
101_3	k141_127776	1576	1731	+	156	0	0
102_1	k141_217161	400	1086	-	687	0	0
103_1	k141_178849	3	758	+	756	0	0
103_2	k141_178849	764	1483	+	720	0	0
103_3	k141_178849	1514	1993	-	480	0	0
103_4	k141_178849	2073	2564	-	492	0	0
103_5	k141_178849	2564	2689	-	126	0	0
104_1	k141_63898	55	1860	+	1806	0	0
104_2	k141_63898	1857	2957	+	1101	0	0
104_3	k141_63898	2961	3758	+	798	0	0
104_4	k141_63898	3772	4788	+	1017	0	0
104_5	k141_63898	4761	5324	+	564	0	0
105_1	k141_102217	810	1481	-	672	0	0
106_1	k141_54	3	254	+	252	0	0
106_2	k141_54	276	1016	+	741	0	0
107_1	k141_153313	3	731	-	729	0	0
107_2	k141_153313	965	1210	-	246	0	0
108_1	k141_51124	2	484	-	483	0	0
108_2	k141_51124	684	1457	+	774	0	0
108_3	k141_51124	1573	2019	+	447	0	0
109_1	k141_76656	3	1583	-	1581	0	0
109_2	k141_76656	1570	1959	-	390	0	0
109_3	k141_76656	2073	2576	-	504	0	0
109_4	k141_76656	2593	2988	-	396	0	0
109_5	k141_76656	3004	3495	-	492	0	0
109_6	k141_76656	3579	4106	-	528	0	0
109_7	k141_76656	4186	4392	-	207	0	0
109_8	k141_76656	4389	5240	-	852	5	0.282406
109_9	k141_76656	5655	7904	-	2250	6	0.128325
109_10	k141_76656	8023	9279	-	1257	16	0.612531
109_11	k141_76656	9266	9970	-	705	1	0.0682581
109_12	k141_76656	10171	11217	-	1047	1	0.0459617
109_13	k141_76656	11214	11525	-	312	0	0
109_14	k141_76656	11841	12014	-	174	3	0.829689
109_15	k141_76656	12183	12374	-	192	3	0.751905
109_16	k141_76656	12668	12868	+	201	0	0
109_17	k141_76656	13022	14404	-	1383	0	0
109_18	k141_76656	14410	15087	-	678	1	0.0709763
109_19	k141_76656	15087	15683	-	597	0	0
109_20	k141_76656	15699	17459	-	1761	3	0.0819795
109_21	k141_76656	17444	19258	-	1815	2	0.0530269
109_22	k141_76656	19245	20258	-	1014	1	0.0474575
109_23	k141_76656	20421	21074	-	654	3	0.220743
109_24	k141_76656	21115	21702	-	588	2	0.16368
110_1	k141_153314	3	767	+	765	0	0
110_2	k141_153314	843	1079	-	237	0	0
111_1	k141_63903	2	298	-	297	0	0
111_2	k141_63903	304	1404	-	1101	0	0
112_1	k141_191631	2	412	-	411	0	0
112_2	k141_191631	422	1723	-	1302	0	0
113_1	k141_178855	3	164	+	162	0	0
113_2	k141_178855	199	1179	+	981	0	0
113_3	k141_178855	1167	1466	-	300	0	0
114_1	k141_51131	2	592	-	591	0	0
114_2	k141_51131	624	1037	-	414	0	0
115_1	k141_140547	3	395	+	393	0	0
115_2	k141_140547	465	2318	+	1854	0	0
115_3	k141_140547	2453	2692	+	240	0	0
116_1	k141_12786	1	354	-	354	0	0
116_2	k141_12786	438	749	-	312	0	0
116_3	k141_12786	835	1467	-	633	0	0
116_4	k141_12786	1457	1735	-	279	0	0
116_5	k141_12786	1757	2503	-	747	0	0
116_6	k141_12786	2505	5039	-	2535	0	0
116_7	k141_12786	5055	5852	-	798	0	0
116_8	k141_12786	6048	7067	-	1020	0	0
116_9	k141_12786	7060	9498	-	2439	0	0
116_10	k141_12786	9879	10748	-	870	0	0
116_11	k141_12786	10748	10963	-	216	0	0
116_12	k141_12786	10984	12753	-	1770	0	0
116_13	k141_12786	12750	13223	-	474	0	0
116_14	k141_12786	13269	13391	-	123	0	0
116_15	k141_12786	13419	13604	-	186	0	0
116_16	k141_12786	13685	18910	-	5226	2	0.0184164
116_17	k141_12786	19002	19883	-	882	0	0
117_1	k141_178857	1	993	+	993	0	0
117_2	k141_178857	1015	1140	+	126	0	0
118_1	k141_56	103	960	-	858	0	0
118_2	k141_56	960	1430	-	471	0	0
118_3	k141_56	1441	3633	-	2193	0	0
118_4	k141_56	3633	4817	-	1185	0	0
118_5	k141_56	4837	5067	-	231	0	0
119_1	k141_102233	2	1222	-	1221	0	0
120_1	k141_178858	3	950	+	948	0	0
120_2	k141_178858	1009	1458	-	450	0	0
121_1	k141_217175	2	115	+	114	0	0
121_2	k141_217175	537	1463	+	927	0	0
122_1	k141_242715	1	735	+	735	0	0
122_2	k141_242715	858	1229	-	372	0	0
122_3	k141_242715	1231	2493	-	1263	0	0
122_4	k141_242715	2496	3932	-	1437	3	0.100463
122_5	k141_242715	4159	5352	+	1194	4	0.161213
122_6	k141_242715	5411	6118	-	708	2	0.135938
122_7	k141_242715	6132	6965	-	834	0	0
122_8	k141_242715	7344	7589	+	246	0	0
122_9	k141_242715	7686	8147	+	462	0	0
122_10	k141_242715	8208	8909	+	702	0	0
122_11	k141_242715	8906	10825	+	1920	0	0
122_12	k141_242715	10831	11949	+	1119	0	0
122_13	k141_242715	12002	12433	-	432	0	0
122_14	k141_242715	12508	13221	+	714	0	0
122_15	k141_242715	13218	13922	-	705	0	0
123_1	k141_140553	1	252	-	252	0	0
123_2	k141_140553	249	1286	-	1038	0	0
124_1	k141_63907	1	2589	+	2589	7	0.13011
125_1	k141_191636	1	186	+	186	0	0
125_2	k141_191636	256	1605	+	1350	0	0
125_3	k141_191636	1658	2521	+	864	0	0
126_1	k141_153321	2	676	+	675	0	0
126_2	k141_153321	630	1862	+	1233	0	0
126_3	k141_153321	1885	2679	+	795	0	0
126_4	k141_153321	2683	3684	+	1002	0	0
126_5	k141_153321	3773	3976	-	204	0	0
126_6	k141_153321	4194	4328	+	135	0	0
127_1	k141_140554	1	462	-	462	0	0
127_2	k141_140554	545	1171	-	627	0	0
128_1	k141_63909	2	718	-	717	0	0
128_2	k141_63909	838	1176	-	339	0	0
129_1	k141_242716	347	793	-	447	0	0
129_2	k141_242716	790	1233	-	444	0	0
130_1	k141_60	264	1445	+	1182	0	0
131_1	k141_153322	706	1428	-	723	0	0
132_1	k141_51133	2	130	+	129	0	0
132_2	k141_51133	137	1171	+	1035	0	0
132_3	k141_51133	1209	1496	+	288	0	0
132_4	k141_51133	1493	2095	+	603	0	0
132_5	k141_51133	2360	2713	+	354	0	0
132_6	k141_51133	2838	3968	-	1131	0	0
132_7	k141_51133	4010	4378	-	369	0	0
132_8	k141_51133	4515	4712	-	198	0	0
132_9	k141_51133	4719	4787	-	69	0	0
133_1	k141_76658	290	943	-	654	0	0
133_2	k141_76658	1141	1659	+	519	0	0
133_3	k141_76658	2083	3261	+	1179	0	0
133_4	k141_76658	3812	4129	+	318	0	0
133_5	k141_76658	4030	4347	-	318	0	0
133_6	k141_76658	4373	4822	-	450	0	0
133_7	k141_76658	4898	6076	-	1179	0	0
133_8	k141_76658	6309	6440	-	132	0	0
133_9	k141_76658	6500	7018	-	519	0	0
133_10	k141_76658	7216	7869	+	654	0	0
134_1	k141_217182	1	810	+	810	0	0
134_2	k141_217182	894	1265	+	372	0	0
135_1	k141_61	3	107	-	105	0	0
135_2	k141_61	622	1188	+	567	0	0
136_1	k141_229934	54	1301	-	1248	0	0
136_2	k141_229934	1391	1840	+	450	0	0
136_3	k141_229934	1922	2851	-	930	0	0
136_4	k141_229934	2873	4423	-	1551	0	0
136_5	k141_229934	4453	4953	-	501	0	0
136_6	k141_229934	4989	5273	-	285	0	0
136_7	k141_229934	5279	5701	-	423	0	0
136_8	k141_229934	5703	6806	-	1104	0	0
136_9	k141_229934	6836	7489	-	654	0	0
136_10	k141_229934	7521	8237	-	717	0	0
136_11	k141_229934	8260	9048	-	789	0	0
136_12	k141_229934	9082	9897	-	816	0	0
136_13	k141_229934	9897	10586	-	690	0	0
136_14	k141_229934	10738	12108	-	1371	0	0
136_15	k141_229934	12271	12774	-	504	0	0
136_16	k141_229934	12901	13359	-	459	0	0
136_17	k141_229934	13433	13990	-	558	0	0
136_18	k141_229934	14123	14629	+	507	0	0
136_19	k141_229934	14622	15833	+	1212	0	0
136_20	k141_229934	16088	16315	-	228	0	0
137_1	k141_89466	1	1329	-	1329	0	0
137_2	k141_89466	1375	3477	-	2103	0	0
137_3	k141_89466	3857	5605	-	1749	0	0
137_4	k141_89466	5693	6217	-	525	0	0
137_5	k141_89466	6238	7731	-	1494	0	0
137_6	k141_89466	7787	8476	-	690	0	0
138_1	k141_102245	2	214	+	213	0	0
138_2	k141_102245	214	1119	+	906	0	0
139_1	k141_191638	1	750	-	750	0	0
139_2	k141_191638	911	1207	-	297	0	0
139_3	k141_191638	1410	2954	+	1545	0	0
140_1	k141_63	2	151	+	150	0	0
140_2	k141_63	158	1039	+	882	0	0
140_3	k141_63	1098	1481	+	384	0	0
141_1	k141_51139	3	152	-	150	0	0
141_2	k141_51139	197	1237	-	1041	0	0
142_1	k141_178870	1	606	-	606	0	0
142_2	k141_178870	681	1178	-	498	0	0
142_3	k141_178870	1434	1814	+	381	0	0
142_4	k141_178870	1801	2703	+	903	0	0
142_5	k141_178870	2678	3235	+	558	0	0
143_1	k141_89471	3	266	+	264	0	0
143_2	k141_89471	268	1050	+	783	0	0
144_1	k141_64	2	724	+	723	0	0
144_2	k141_64	780	1010	+	231	0	0
145_1	k141_76660	1	567	+	567	0	0
145_2	k141_76660	664	2334	-	1671	0	0
145_3	k141_76660	2336	2401	-	66	0	0
146_1	k141_191639	3	1970	-	1968	0	0
147_1	k141_89473	1	1053	-	1053	0	0
148_1	k141_140568	3	257	-	255	0	0
148_2	k141_140568	445	1227	+	783	0	0
149_1	k141_153323	2	3193	-	3192	0	0
149_2	k141_153323	3266	4252	-	987	0	0
149_3	k141_153323	4863	5243	+	381	0	0
150_1	k141_66	1	60	-	60	0	0
150_2	k141_66	79	1410	-	1332	0	0
151_1	k141_76663	1	1185	+	1185	0	0
152_1	k141_229943	1	1749	-	1749	0	0
153_1	k141_51140	3	398	-	396	0	0
153_2	k141_51140	355	546	-	192	0	0
153_3	k141_51140	588	1934	-	1347	0	0
153_4	k141_51140	1969	3054	-	1086	0	0
153_5	k141_51140	3097	3480	-	384	0	0
154_1	k141_12787	1	423	-	423	11	1.2514
154_2	k141_12787	546	2132	-	1587	9	0.272903
154_3	k141_12787	2132	3931	-	1800	29	0.775298
154_4	k141_12787	4125	5387	+	1263	6	0.228608
154_5	k141_12787	5428	6303	+	876	5	0.274669
154_6	k141_12787	6327	7166	+	840	5	0.28644
154_7	k141_12787	7182	8267	+	1086	12	0.531734
154_8	k141_12787	8457	11042	+	2586	2	0.0372173
155_1	k141_67	95	1198	+	1104	0	0
156_1	k141_153326	2	280	+	279	0	0
156_2	k141_153326	285	872	+	588	0	0
156_3	k141_153326	949	1326	+	378	0	0
157_1	k141_178877	136	1356	+	1221	0	0
157_2	k141_178877	1353	1679	+	327	0	0
158_1	k141_204400	269	811	-	543	1	0.0886224
158_2	k141_204400	850	1782	-	933	0	0
158_3	k141_204400	1977	2429	+	453	0	0
158_4	k141_204400	2419	3762	+	1344	1	0.035805
158_5	k141_204400	3837	5114	+	1278	0	0
158_6	k141_204400	5549	6175	+	627	0	0
158_7	k141_204400	6177	7034	+	858	0	0
158_8	k141_204400	7113	7307	+	195	0	0
158_9	k141_204400	7570	10950	+	3381	2	0.0284661
158_10	k141_204400	11076	12062	+	987	0	0
158_11	k141_204400	12364	13752	+	1389	0	0
158_12	k141_204400	13779	14009	+	231	0	0
158_13	k141_204400	14113	15657	+	1545	6	0.186881
158_14	k141_204400	15667	16245	-	579	0	0
158_15	k141_204400	16487	16765	+	279	0	0
158_16	k141_204400	16752	17882	+	1131	1	0.0425481
158_17	k141_204400	17926	18402	+	477	0	0
158_18	k141_204400	18563	19147	-	585	2	0.164519
