coassembly	sample	geneID	contig	start	stop	strand	length	mapped	RPKG	geneLoc	geneNum	Score
Stool_12	C9_2	304901_1	k141_304901	3	1094	+	1092	1	0.000459555	Stool_12.k141_304901_1/19-336	Stool_12.k141_304901_1	224.0
Stool_12	C9_2	103584_12	k141_103584	11923	13374	+	1452	10	0.00345616	Stool_12.k141_103584_12/21-362	Stool_12.k141_103584_12	238.2
Stool_12	C9_2	103584_11	k141_103584	10588	11904	+	1317	17	0.00647774	Stool_12.k141_103584_11/63-344	Stool_12.k141_103584_11	169.0
Stool_12	C9_2	28767_4	k141_28767	2542	3855	+	1314	5	0.00190957	Stool_12.k141_28767_4/4-418	Stool_12.k141_28767_4	206.6
Stool_12	C9_2	28767_5	k141_28767	3874	4683	+	810	16	0.00991277	Stool_12.k141_28767_5/20-268	Stool_12.k141_28767_5	138.6
Stool_12	C9_2	28767_4	k141_28767	2542	3855	+	1314	5	0.00190957	Stool_12.k141_28767_4/63-436	Stool_12.k141_28767_4	645.1
Stool_12	C9_2	103584_11	k141_103584	10588	11904	+	1317	17	0.00647774	Stool_12.k141_103584_11/64-437	Stool_12.k141_103584_11	641.7
Stool_12	C9_2	304901_1	k141_304901	3	1094	+	1092	1	0.000459555	Stool_12.k141_304901_1/18-362	Stool_12.k141_304901_1	605.3
Stool_12	C9_2	103584_12	k141_103584	11923	13374	+	1452	10	0.00345616	Stool_12.k141_103584_12/11-266	Stool_12.k141_103584_12	447.1
Stool_12	C9_2	28767_5	k141_28767	3874	4683	+	810	16	0.00991277	Stool_12.k141_28767_5/11-266	Stool_12.k141_28767_5	445.5
Stool_12	C9_2	304901_2	k141_304901	1146	2201	+	1056	0	0	Stool_12.k141_304901_2/3-237	Stool_12.k141_304901_2	397.6
Stool_12	I1_2	28767_4	k141_28767	2542	3855	+	1314	45	0.0107464	Stool_12.k141_28767_4/63-436	Stool_12.k141_28767_4	645.1
Stool_12	I1_2	103584_11	k141_103584	10588	11904	+	1317	12	0.00285918	Stool_12.k141_103584_11/64-437	Stool_12.k141_103584_11	641.7
Stool_12	I1_2	304901_1	k141_304901	3	1094	+	1092	10	0.00287358	Stool_12.k141_304901_1/18-362	Stool_12.k141_304901_1	605.3
Stool_12	I1_2	103584_12	k141_103584	11923	13374	+	1452	13	0.00280946	Stool_12.k141_103584_12/11-266	Stool_12.k141_103584_12	447.1
Stool_12	I1_2	28767_5	k141_28767	3874	4683	+	810	30	0.011622	Stool_12.k141_28767_5/11-266	Stool_12.k141_28767_5	445.5
Stool_12	I1_2	304901_2	k141_304901	1146	2201	+	1056	9	0.00267439	Stool_12.k141_304901_2/3-237	Stool_12.k141_304901_2	397.6
Stool_12	I1_2	304901_2	k141_304901	1146	2201	+	1056	9	0.00267439	Stool_12.k141_304901_2/8-336	Stool_12.k141_304901_2	264.6
Stool_12	I1_2	304901_1	k141_304901	3	1094	+	1092	10	0.00287358	Stool_12.k141_304901_1/19-336	Stool_12.k141_304901_1	224.0
Stool_12	I1_2	103584_12	k141_103584	11923	13374	+	1452	13	0.00280946	Stool_12.k141_103584_12/21-362	Stool_12.k141_103584_12	238.2
Stool_12	I1_2	103584_11	k141_103584	10588	11904	+	1317	12	0.00285918	Stool_12.k141_103584_11/63-344	Stool_12.k141_103584_11	169.0
Stool_12	I1_2	28767_4	k141_28767	2542	3855	+	1314	45	0.0107464	Stool_12.k141_28767_4/4-418	Stool_12.k141_28767_4	206.6
Stool_12	I1_2	28767_5	k141_28767	3874	4683	+	810	30	0.011622	Stool_12.k141_28767_5/20-268	Stool_12.k141_28767_5	138.6
Stool_11	C11_2	174147_11	k141_174147	11273	12589	-	1317	8	0.00297784	Stool_11.k141_174147_11/64-437	Stool_11.k141_174147_11	641.7
Stool_11	C11_2	174147_10	k141_174147	9803	11254	-	1452	6	0.00202573	Stool_11.k141_174147_10/11-266	Stool_11.k141_174147_10	446.9
Stool_11	C11_2	164495_1	k141_164495	12	1004	+	993	2	0.000987366	Stool_11.k141_164495_1/7-240	Stool_11.k141_164495_1	396.1
Stool_11	C11_2	164495_1	k141_164495	12	1004	+	993	2	0.000987366	Stool_11.k141_164495_1/12-330	Stool_11.k141_164495_1	276.7
Stool_11	C11_2	174147_10	k141_174147	9803	11254	-	1452	6	0.00202573	Stool_11.k141_174147_10/21-362	Stool_11.k141_174147_10	238.8
Stool_11	C11_2	174147_11	k141_174147	11273	12589	-	1317	8	0.00297784	Stool_11.k141_174147_11/63-344	Stool_11.k141_174147_11	169.0
Stool_11	C13_2	164495_1	k141_164495	12	1004	+	993	4	0.00184431	Stool_11.k141_164495_1/12-330	Stool_11.k141_164495_1	276.7
Stool_11	C13_2	174147_10	k141_174147	9803	11254	-	1452	6	0.00189194	Stool_11.k141_174147_10/21-362	Stool_11.k141_174147_10	238.8
Stool_11	C13_2	174147_11	k141_174147	11273	12589	-	1317	19	0.00660527	Stool_11.k141_174147_11/63-344	Stool_11.k141_174147_11	169.0
Stool_11	C13_2	174147_11	k141_174147	11273	12589	-	1317	19	0.00660527	Stool_11.k141_174147_11/64-437	Stool_11.k141_174147_11	641.7
Stool_11	C13_2	174147_10	k141_174147	9803	11254	-	1452	6	0.00189194	Stool_11.k141_174147_10/11-266	Stool_11.k141_174147_10	446.9
Stool_11	C13_2	164495_1	k141_164495	12	1004	+	993	4	0.00184431	Stool_11.k141_164495_1/7-240	Stool_11.k141_164495_1	396.1
Stool_11	C15_2	164495_1	k141_164495	12	1004	+	993	1	0.00044922	Stool_11.k141_164495_1/12-330	Stool_11.k141_164495_1	276.7
Stool_11	C15_2	174147_10	k141_174147	9803	11254	-	1452	18	0.00552986	Stool_11.k141_174147_10/21-362	Stool_11.k141_174147_10	238.8
Stool_11	C15_2	174147_11	k141_174147	11273	12589	-	1317	16	0.00541929	Stool_11.k141_174147_11/63-344	Stool_11.k141_174147_11	169.0
Stool_11	C15_2	174147_11	k141_174147	11273	12589	-	1317	16	0.00541929	Stool_11.k141_174147_11/64-437	Stool_11.k141_174147_11	641.7
Stool_11	C15_2	174147_10	k141_174147	9803	11254	-	1452	18	0.00552986	Stool_11.k141_174147_10/11-266	Stool_11.k141_174147_10	446.9
Stool_11	C15_2	164495_1	k141_164495	12	1004	+	993	1	0.00044922	Stool_11.k141_164495_1/7-240	Stool_11.k141_164495_1	396.1
Stool_11	C17_2	164495_1	k141_164495	12	1004	+	993	14	0.00532747	Stool_11.k141_164495_1/12-330	Stool_11.k141_164495_1	276.7
Stool_11	C17_2	174147_10	k141_174147	9803	11254	-	1452	14	0.00364337	Stool_11.k141_174147_10/21-362	Stool_11.k141_174147_10	238.8
Stool_11	C17_2	174147_11	k141_174147	11273	12589	-	1317	16	0.00459067	Stool_11.k141_174147_11/63-344	Stool_11.k141_174147_11	169.0
Stool_11	C17_2	174147_11	k141_174147	11273	12589	-	1317	16	0.00459067	Stool_11.k141_174147_11/64-437	Stool_11.k141_174147_11	641.7
Stool_11	C17_2	174147_10	k141_174147	9803	11254	-	1452	14	0.00364337	Stool_11.k141_174147_10/11-266	Stool_11.k141_174147_10	446.9
Stool_11	C17_2	164495_1	k141_164495	12	1004	+	993	14	0.00532747	Stool_11.k141_164495_1/7-240	Stool_11.k141_164495_1	396.1
Stool_11	C19_2	164495_1	k141_164495	12	1004	+	993	10	0.00426149	Stool_11.k141_164495_1/12-330	Stool_11.k141_164495_1	276.7
Stool_11	C19_2	174147_10	k141_174147	9803	11254	-	1452	20	0.00582873	Stool_11.k141_174147_10/21-362	Stool_11.k141_174147_10	238.8
Stool_11	C19_2	174147_11	k141_174147	11273	12589	-	1317	27	0.00867538	Stool_11.k141_174147_11/63-344	Stool_11.k141_174147_11	169.0
Stool_11	C19_2	174147_11	k141_174147	11273	12589	-	1317	27	0.00867538	Stool_11.k141_174147_11/64-437	Stool_11.k141_174147_11	641.7
Stool_11	C19_2	174147_10	k141_174147	9803	11254	-	1452	20	0.00582873	Stool_11.k141_174147_10/11-266	Stool_11.k141_174147_10	446.9
Stool_11	C19_2	164495_1	k141_164495	12	1004	+	993	10	0.00426149	Stool_11.k141_164495_1/7-240	Stool_11.k141_164495_1	396.1
Stool_7	G17_2	215370_50	k141_215370	51016	52230	+	1215	99	0.0730921	Stool_7.k141_215370_50/55-399	Stool_7.k141_215370_50	572.3
Stool_7	G17_2	215370_51	k141_215370	52230	53318	+	1089	117	0.0963761	Stool_7.k141_215370_51/5-240	Stool_7.k141_215370_51	375.3
Stool_7	G17_2	215370_51	k141_215370	52230	53318	+	1089	117	0.0963761	Stool_7.k141_215370_51/12-350	Stool_7.k141_215370_51	276.6
Stool_7	G17_2	215370_50	k141_215370	51016	52230	+	1215	99	0.0730921	Stool_7.k141_215370_50/7-374	Stool_7.k141_215370_50	238.5
Stool_7	G19_2	215370_50	k141_215370	51016	52230	+	1215	153	0.0771649	Stool_7.k141_215370_50/55-399	Stool_7.k141_215370_50	572.3
Stool_7	G19_2	215370_51	k141_215370	52230	53318	+	1089	122	0.0686494	Stool_7.k141_215370_51/5-240	Stool_7.k141_215370_51	375.3
Stool_7	G19_2	215370_51	k141_215370	52230	53318	+	1089	122	0.0686494	Stool_7.k141_215370_51/12-350	Stool_7.k141_215370_51	276.6
Stool_7	G19_2	215370_50	k141_215370	51016	52230	+	1215	153	0.0771649	Stool_7.k141_215370_50/7-374	Stool_7.k141_215370_50	238.5
Stool_2	C7_1	180868_3	k141_180868	1527	2840	+	1314	25	0.0271056	Stool_2.k141_180868_3/63-436	Stool_2.k141_180868_3	642.3
Stool_2	C7_1	117145_1	k141_117145	1	708	+	708	6	0.0120735	Stool_2.k141_117145_1/1-120	Stool_2.k141_117145_1	201.5
Stool_2	C7_1	180868_4	k141_180868	2859	3299	+	441	4	0.0129222	Stool_2.k141_180868_4/11-147	Stool_2.k141_180868_4	216.9
Stool_2	C7_1	180868_3	k141_180868	1527	2840	+	1314	25	0.0271056	Stool_2.k141_180868_3/4-418	Stool_2.k141_180868_3	204.4
Stool_2	C7_1	117145_1	k141_117145	1	708	+	708	6	0.0120735	Stool_2.k141_117145_1/2-215	Stool_2.k141_117145_1	145.1
Stool_2	C9_1	180868_3	k141_180868	1527	2840	+	1314	32	0.0201012	Stool_2.k141_180868_3/4-418	Stool_2.k141_180868_3	204.4
Stool_2	C9_1	117145_1	k141_117145	1	708	+	708	13	0.0151558	Stool_2.k141_117145_1/2-215	Stool_2.k141_117145_1	145.1
Stool_2	C9_1	180868_3	k141_180868	1527	2840	+	1314	32	0.0201012	Stool_2.k141_180868_3/63-436	Stool_2.k141_180868_3	642.3
Stool_2	C9_1	117145_1	k141_117145	1	708	+	708	13	0.0151558	Stool_2.k141_117145_1/1-120	Stool_2.k141_117145_1	201.5
Stool_2	C9_1	180868_4	k141_180868	2859	3299	+	441	12	0.0224601	Stool_2.k141_180868_4/11-147	Stool_2.k141_180868_4	216.9
Stool_3	C13_1	310723_2	k141_310723	104	1249	+	1146	13	0.00730961	Stool_3.k141_310723_2/21-361	Stool_3.k141_310723_2	224.1
Stool_3	C13_1	295308_1	k141_295308	3	1238	-	1236	29	0.0151187	Stool_3.k141_295308_1/4-394	Stool_3.k141_295308_1	206.0
Stool_3	C13_1	295308_1	k141_295308	3	1238	-	1236	29	0.0151187	Stool_3.k141_295308_1/63-412	Stool_3.k141_295308_1	612.1
Stool_3	C13_1	310723_2	k141_310723	104	1249	+	1146	13	0.00730961	Stool_3.k141_310723_2/11-266	Stool_3.k141_310723_2	439.5
Stool_3	C15_1	310723_2	k141_310723	104	1249	+	1146	14	0.00612971	Stool_3.k141_310723_2/21-361	Stool_3.k141_310723_2	224.1
Stool_3	C15_1	295308_1	k141_295308	3	1238	-	1236	30	0.0121787	Stool_3.k141_295308_1/4-394	Stool_3.k141_295308_1	206.0
Stool_3	C15_1	295308_1	k141_295308	3	1238	-	1236	30	0.0121787	Stool_3.k141_295308_1/63-412	Stool_3.k141_295308_1	612.1
Stool_3	C15_1	310723_2	k141_310723	104	1249	+	1146	14	0.00612971	Stool_3.k141_310723_2/11-266	Stool_3.k141_310723_2	439.5
Stool_14	C21_2	186679_4	k141_186679	2850	4166	-	1317	13	0.00369722	Stool_14.k141_186679_4/64-437	Stool_14.k141_186679_4	641.1
Stool_14	C21_2	27652_2	k141_27652	104	1549	+	1446	14	0.00362642	Stool_14.k141_27652_2/11-266	Stool_14.k141_27652_2	449.5
Stool_14	C21_2	186679_3	k141_186679	1380	2831	-	1452	4	0.00103184	Stool_14.k141_186679_3/11-266	Stool_14.k141_186679_3	445.0
Stool_14	C21_2	240512_2	k141_240512	656	1801	+	1146	49	0.0160151	Stool_14.k141_240512_2/11-266	Stool_14.k141_240512_2	446.5
Stool_14	C21_2	240693_2	k141_240693	655	1800	+	1146	36	0.0117662	Stool_14.k141_240693_2/11-266	Stool_14.k141_240693_2	446.0
Stool_14	C21_2	240693_1	k141_240693	2	637	+	636	36	0.0212013	Stool_14.k141_240693_1/2-210	Stool_14.k141_240693_1	300.5
Stool_14	C21_2	240512_1	k141_240512	2	637	+	636	21	0.0123674	Stool_14.k141_240512_1/2-210	Stool_14.k141_240512_1	298.0
Stool_14	C21_2	220955_5	k141_220955	2672	3199	+	528	20	0.0141878	Stool_14.k141_220955_5/63-175	Stool_14.k141_220955_5	207.6
Stool_14	C21_2	240512_5	k141_240512	4767	5294	+	528	14	0.00993144	Stool_14.k141_240512_5/63-175	Stool_14.k141_240512_5	207.3
Stool_14	C21_2	240693_2	k141_240693	655	1800	+	1146	36	0.0117662	Stool_14.k141_240693_2/20-361	Stool_14.k141_240693_2	241.4
Stool_14	C21_2	186679_3	k141_186679	1380	2831	-	1452	4	0.00103184	Stool_14.k141_186679_3/21-362	Stool_14.k141_186679_3	239.5
Stool_14	C21_2	240512_2	k141_240512	656	1801	+	1146	49	0.0160151	Stool_14.k141_240512_2/20-361	Stool_14.k141_240512_2	238.9
Stool_14	C21_2	27652_2	k141_27652	104	1549	+	1446	14	0.00362642	Stool_14.k141_27652_2/21-364	Stool_14.k141_27652_2	231.2
Stool_14	C21_2	186679_4	k141_186679	2850	4166	-	1317	13	0.00369722	Stool_14.k141_186679_4/62-342	Stool_14.k141_186679_4	168.1
Stool_14	C23_2	186679_4	k141_186679	2850	4166	-	1317	17	0.00740035	Stool_14.k141_186679_4/64-437	Stool_14.k141_186679_4	641.1
Stool_14	C23_2	27652_2	k141_27652	104	1549	+	1446	9	0.00356832	Stool_14.k141_27652_2/11-266	Stool_14.k141_27652_2	449.5
Stool_14	C23_2	186679_3	k141_186679	1380	2831	-	1452	7	0.00276389	Stool_14.k141_186679_3/11-266	Stool_14.k141_186679_3	445.0
Stool_14	C23_2	240512_2	k141_240512	656	1801	+	1146	33	0.0165089	Stool_14.k141_240512_2/11-266	Stool_14.k141_240512_2	446.5
Stool_14	C23_2	240693_2	k141_240693	655	1800	+	1146	18	0.00900487	Stool_14.k141_240693_2/11-266	Stool_14.k141_240693_2	446.0
Stool_14	C23_2	240693_1	k141_240693	2	637	+	636	23	0.0207329	Stool_14.k141_240693_1/2-210	Stool_14.k141_240693_1	300.5
Stool_14	C23_2	240512_1	k141_240512	2	637	+	636	15	0.0135215	Stool_14.k141_240512_1/2-210	Stool_14.k141_240512_1	298.0
Stool_14	C23_2	220955_5	k141_220955	2672	3199	+	528	13	0.0141156	Stool_14.k141_220955_5/63-175	Stool_14.k141_220955_5	207.6
Stool_14	C23_2	240512_5	k141_240512	4767	5294	+	528	24	0.0260595	Stool_14.k141_240512_5/63-175	Stool_14.k141_240512_5	207.3
Stool_14	C23_2	240693_2	k141_240693	655	1800	+	1146	18	0.00900487	Stool_14.k141_240693_2/20-361	Stool_14.k141_240693_2	241.4
Stool_14	C23_2	186679_3	k141_186679	1380	2831	-	1452	7	0.00276389	Stool_14.k141_186679_3/21-362	Stool_14.k141_186679_3	239.5
Stool_14	C23_2	240512_2	k141_240512	656	1801	+	1146	33	0.0165089	Stool_14.k141_240512_2/20-361	Stool_14.k141_240512_2	238.9
Stool_14	C23_2	27652_2	k141_27652	104	1549	+	1446	9	0.00356832	Stool_14.k141_27652_2/21-364	Stool_14.k141_27652_2	231.2
Stool_14	C23_2	186679_4	k141_186679	2850	4166	-	1317	17	0.00740035	Stool_14.k141_186679_4/62-342	Stool_14.k141_186679_4	168.1
Stool_14	E11_2	186679_4	k141_186679	2850	4166	-	1317	6	0.00226696	Stool_14.k141_186679_4/64-437	Stool_14.k141_186679_4	641.1
Stool_14	E11_2	27652_2	k141_27652	104	1549	+	1446	1	0.00034412	Stool_14.k141_27652_2/11-266	Stool_14.k141_27652_2	449.5
Stool_14	E11_2	186679_3	k141_186679	1380	2831	-	1452	9	0.00308428	Stool_14.k141_186679_3/11-266	Stool_14.k141_186679_3	445.0
Stool_14	E11_2	240512_2	k141_240512	656	1801	+	1146	1	0.000434204	Stool_14.k141_240512_2/11-266	Stool_14.k141_240512_2	446.5
Stool_14	E11_2	240693_2	k141_240693	655	1800	+	1146	8	0.00347363	Stool_14.k141_240693_2/11-266	Stool_14.k141_240693_2	446.0
Stool_14	E11_2	240693_1	k141_240693	2	637	+	636	1	0.000782386	Stool_14.k141_240693_1/2-210	Stool_14.k141_240693_1	300.5
Stool_14	E11_2	240512_1	k141_240512	2	637	+	636	3	0.00234716	Stool_14.k141_240512_1/2-210	Stool_14.k141_240512_1	298.0
Stool_14	E11_2	220955_5	k141_220955	2672	3199	+	528	3	0.00282726	Stool_14.k141_220955_5/63-175	Stool_14.k141_220955_5	207.6
Stool_14	E11_2	240512_5	k141_240512	4767	5294	+	528	1	0.00094242	Stool_14.k141_240512_5/63-175	Stool_14.k141_240512_5	207.3
Stool_14	E11_2	240693_2	k141_240693	655	1800	+	1146	8	0.00347363	Stool_14.k141_240693_2/20-361	Stool_14.k141_240693_2	241.4
Stool_14	E11_2	186679_3	k141_186679	1380	2831	-	1452	9	0.00308428	Stool_14.k141_186679_3/21-362	Stool_14.k141_186679_3	239.5
Stool_14	E11_2	240512_2	k141_240512	656	1801	+	1146	1	0.000434204	Stool_14.k141_240512_2/20-361	Stool_14.k141_240512_2	238.9
Stool_14	E11_2	27652_2	k141_27652	104	1549	+	1446	1	0.00034412	Stool_14.k141_27652_2/21-364	Stool_14.k141_27652_2	231.2
Stool_14	E11_2	186679_4	k141_186679	2850	4166	-	1317	6	0.00226696	Stool_14.k141_186679_4/62-342	Stool_14.k141_186679_4	168.1
Stool_14	E1_2	186679_4	k141_186679	2850	4166	-	1317	14	0.00506289	Stool_14.k141_186679_4/64-437	Stool_14.k141_186679_4	641.1
Stool_14	E1_2	27652_2	k141_27652	104	1549	+	1446	6	0.00197624	Stool_14.k141_27652_2/11-266	Stool_14.k141_27652_2	449.5
Stool_14	E1_2	186679_3	k141_186679	1380	2831	-	1452	6	0.00196807	Stool_14.k141_186679_3/11-266	Stool_14.k141_186679_3	445.0
Stool_14	E1_2	240512_2	k141_240512	656	1801	+	1146	37	0.0153771	Stool_14.k141_240512_2/11-266	Stool_14.k141_240512_2	446.5
Stool_14	E1_2	240693_2	k141_240693	655	1800	+	1146	60	0.0249358	Stool_14.k141_240693_2/11-266	Stool_14.k141_240693_2	446.0
Stool_14	E1_2	240693_1	k141_240693	2	637	+	636	20	0.0149771	Stool_14.k141_240693_1/2-210	Stool_14.k141_240693_1	300.5
Stool_14	E1_2	240512_1	k141_240512	2	637	+	636	26	0.0194703	Stool_14.k141_240512_1/2-210	Stool_14.k141_240512_1	298.0
Stool_14	E1_2	220955_5	k141_220955	2672	3199	+	528	15	0.0135305	Stool_14.k141_220955_5/63-175	Stool_14.k141_220955_5	207.6
Stool_14	E1_2	240512_5	k141_240512	4767	5294	+	528	27	0.0243549	Stool_14.k141_240512_5/63-175	Stool_14.k141_240512_5	207.3
Stool_14	E1_2	240693_2	k141_240693	655	1800	+	1146	60	0.0249358	Stool_14.k141_240693_2/20-361	Stool_14.k141_240693_2	241.4
Stool_14	E1_2	186679_3	k141_186679	1380	2831	-	1452	6	0.00196807	Stool_14.k141_186679_3/21-362	Stool_14.k141_186679_3	239.5
Stool_14	E1_2	240512_2	k141_240512	656	1801	+	1146	37	0.0153771	Stool_14.k141_240512_2/20-361	Stool_14.k141_240512_2	238.9
