coassembly	sample	geneID	contig	start	stop	strand	length	mapped	RPKM	geneLoc	geneNum	Score
Stool_12	C7_2	103584_12	k141_103584	11923	13374	+	1452	23	0.799997	Stool_12.k141_103584_12/21-362	Stool_12.k141_103584_12	238.2
Stool_12	C7_2	103584_11	k141_103584	10588	11904	+	1317	31	1.18878	Stool_12.k141_103584_11/63-344	Stool_12.k141_103584_11	169.0
Stool_12	C7_2	28767_4	k141_28767	2542	3855	+	1314	23	0.884015	Stool_12.k141_28767_4/4-418	Stool_12.k141_28767_4	206.6
Stool_12	C7_2	28767_5	k141_28767	3874	4683	+	810	14	0.872912	Stool_12.k141_28767_5/20-268	Stool_12.k141_28767_5	138.6
Stool_12	C7_2	28767_4	k141_28767	2542	3855	+	1314	23	0.884015	Stool_12.k141_28767_4/63-436	Stool_12.k141_28767_4	645.1
Stool_12	C7_2	103584_11	k141_103584	10588	11904	+	1317	31	1.18878	Stool_12.k141_103584_11/64-437	Stool_12.k141_103584_11	641.7
Stool_12	C7_2	304901_1	k141_304901	3	1094	+	1092	9	0.416243	Stool_12.k141_304901_1/18-362	Stool_12.k141_304901_1	605.3
Stool_12	C7_2	103584_12	k141_103584	11923	13374	+	1452	23	0.799997	Stool_12.k141_103584_12/11-266	Stool_12.k141_103584_12	447.1
Stool_12	C7_2	28767_5	k141_28767	3874	4683	+	810	14	0.872912	Stool_12.k141_28767_5/11-266	Stool_12.k141_28767_5	445.5
Stool_12	C7_2	304901_2	k141_304901	1146	2201	+	1056	17	0.813041	Stool_12.k141_304901_2/3-237	Stool_12.k141_304901_2	397.6
Stool_12	C9_2	304901_2	k141_304901	1146	2201	+	1056	0	0	Stool_12.k141_304901_2/8-336	Stool_12.k141_304901_2	264.6
Stool_12	C9_2	304901_1	k141_304901	3	1094	+	1092	1	0.0472003	Stool_12.k141_304901_1/19-336	Stool_12.k141_304901_1	224.0
Stool_12	C9_2	103584_12	k141_103584	11923	13374	+	1452	10	0.354978	Stool_12.k141_103584_12/21-362	Stool_12.k141_103584_12	238.2
Stool_12	C9_2	103584_11	k141_103584	10588	11904	+	1317	17	0.665321	Stool_12.k141_103584_11/63-344	Stool_12.k141_103584_11	169.0
Stool_12	C9_2	28767_4	k141_28767	2542	3855	+	1314	5	0.196129	Stool_12.k141_28767_4/4-418	Stool_12.k141_28767_4	206.6
Stool_12	C9_2	28767_5	k141_28767	3874	4683	+	810	16	1.01813	Stool_12.k141_28767_5/20-268	Stool_12.k141_28767_5	138.6
Stool_12	C9_2	28767_4	k141_28767	2542	3855	+	1314	5	0.196129	Stool_12.k141_28767_4/63-436	Stool_12.k141_28767_4	645.1
Stool_12	C9_2	103584_11	k141_103584	10588	11904	+	1317	17	0.665321	Stool_12.k141_103584_11/64-437	Stool_12.k141_103584_11	641.7
Stool_12	C9_2	304901_1	k141_304901	3	1094	+	1092	1	0.0472003	Stool_12.k141_304901_1/18-362	Stool_12.k141_304901_1	605.3
Stool_12	C9_2	103584_12	k141_103584	11923	13374	+	1452	10	0.354978	Stool_12.k141_103584_12/11-266	Stool_12.k141_103584_12	447.1
Stool_12	C9_2	28767_5	k141_28767	3874	4683	+	810	16	1.01813	Stool_12.k141_28767_5/11-266	Stool_12.k141_28767_5	445.5
Stool_12	C9_2	304901_2	k141_304901	1146	2201	+	1056	0	0	Stool_12.k141_304901_2/3-237	Stool_12.k141_304901_2	397.6
Stool_12	I1_2	304901_2	k141_304901	1146	2201	+	1056	9	0.305774	Stool_12.k141_304901_2/8-336	Stool_12.k141_304901_2	264.6
Stool_12	I1_2	304901_1	k141_304901	3	1094	+	1092	10	0.328548	Stool_12.k141_304901_1/19-336	Stool_12.k141_304901_1	224.0
Stool_12	I1_2	103584_12	k141_103584	11923	13374	+	1452	13	0.321217	Stool_12.k141_103584_12/21-362	Stool_12.k141_103584_12	238.2
Stool_12	I1_2	103584_11	k141_103584	10588	11904	+	1317	12	0.326902	Stool_12.k141_103584_11/63-344	Stool_12.k141_103584_11	169.0
Stool_12	I1_2	28767_4	k141_28767	2542	3855	+	1314	45	1.22868	Stool_12.k141_28767_4/4-418	Stool_12.k141_28767_4	206.6
Stool_12	I1_2	28767_5	k141_28767	3874	4683	+	810	30	1.3288	Stool_12.k141_28767_5/20-268	Stool_12.k141_28767_5	138.6
Stool_12	I1_2	28767_4	k141_28767	2542	3855	+	1314	45	1.22868	Stool_12.k141_28767_4/63-436	Stool_12.k141_28767_4	645.1
Stool_12	I1_2	103584_11	k141_103584	10588	11904	+	1317	12	0.326902	Stool_12.k141_103584_11/64-437	Stool_12.k141_103584_11	641.7
Stool_12	I1_2	304901_1	k141_304901	3	1094	+	1092	10	0.328548	Stool_12.k141_304901_1/18-362	Stool_12.k141_304901_1	605.3
Stool_12	I1_2	103584_12	k141_103584	11923	13374	+	1452	13	0.321217	Stool_12.k141_103584_12/11-266	Stool_12.k141_103584_12	447.1
Stool_12	I1_2	28767_5	k141_28767	3874	4683	+	810	30	1.3288	Stool_12.k141_28767_5/11-266	Stool_12.k141_28767_5	445.5
Stool_12	I1_2	304901_2	k141_304901	1146	2201	+	1056	9	0.305774	Stool_12.k141_304901_2/3-237	Stool_12.k141_304901_2	397.6
Stool_9	A11_2	270672_2	k141_270672	655	1800	+	1146	46	1.8418	Stool_9.k141_270672_2/20-361	Stool_9.k141_270672_2	241.4
Stool_9	A11_2	270673_2	k141_270673	656	1801	+	1146	39	1.56153	Stool_9.k141_270673_2/20-361	Stool_9.k141_270673_2	238.9
Stool_9	A11_2	311318_4	k141_311318	2540	3292	+	753	33	2.01089	Stool_9.k141_311318_4/61-250	Stool_9.k141_311318_4	125.6
Stool_9	A11_2	270673_5	k141_270673	4763	5515	+	753	21	1.27966	Stool_9.k141_270673_5/61-250	Stool_9.k141_270673_5	124.9
Stool_9	A11_2	270673_2	k141_270673	656	1801	+	1146	39	1.56153	Stool_9.k141_270673_2/11-266	Stool_9.k141_270673_2	446.5
Stool_9	A11_2	270672_2	k141_270672	655	1800	+	1146	46	1.8418	Stool_9.k141_270672_2/11-266	Stool_9.k141_270672_2	446.0
Stool_9	A11_2	311318_4	k141_311318	2540	3292	+	753	33	2.01089	Stool_9.k141_311318_4/63-251	Stool_9.k141_311318_4	373.7
Stool_9	A11_2	270673_5	k141_270673	4763	5515	+	753	21	1.27966	Stool_9.k141_270673_5/63-251	Stool_9.k141_270673_5	371.6
Stool_9	A11_2	270673_1	k141_270673	2	637	+	636	21	1.51506	Stool_9.k141_270673_1/2-210	Stool_9.k141_270673_1	300.2
Stool_9	A11_2	270672_1	k141_270672	2	637	+	636	24	1.7315	Stool_9.k141_270672_1/2-210	Stool_9.k141_270672_1	298.3
Stool_9	A1_2	270673_2	k141_270673	656	1801	+	1146	26	2.10325	Stool_9.k141_270673_2/11-266	Stool_9.k141_270673_2	446.5
Stool_9	A1_2	270672_2	k141_270672	655	1800	+	1146	24	1.94146	Stool_9.k141_270672_2/11-266	Stool_9.k141_270672_2	446.0
Stool_9	A1_2	311318_4	k141_311318	2540	3292	+	753	31	3.81654	Stool_9.k141_311318_4/63-251	Stool_9.k141_311318_4	373.7
Stool_9	A1_2	270673_5	k141_270673	4763	5515	+	753	11	1.35426	Stool_9.k141_270673_5/63-251	Stool_9.k141_270673_5	371.6
Stool_9	A1_2	270673_1	k141_270673	2	637	+	636	19	2.76949	Stool_9.k141_270673_1/2-210	Stool_9.k141_270673_1	300.2
Stool_9	A1_2	270672_1	k141_270672	2	637	+	636	11	1.60339	Stool_9.k141_270672_1/2-210	Stool_9.k141_270672_1	298.3
Stool_9	A1_2	270672_2	k141_270672	655	1800	+	1146	24	1.94146	Stool_9.k141_270672_2/20-361	Stool_9.k141_270672_2	241.4
Stool_9	A1_2	270673_2	k141_270673	656	1801	+	1146	26	2.10325	Stool_9.k141_270673_2/20-361	Stool_9.k141_270673_2	238.9
Stool_9	A1_2	311318_4	k141_311318	2540	3292	+	753	31	3.81654	Stool_9.k141_311318_4/61-250	Stool_9.k141_311318_4	125.6
Stool_9	A1_2	270673_5	k141_270673	4763	5515	+	753	11	1.35426	Stool_9.k141_270673_5/61-250	Stool_9.k141_270673_5	124.9
Stool_9	A3_2	270673_2	k141_270673	656	1801	+	1146	17	0.625497	Stool_9.k141_270673_2/11-266	Stool_9.k141_270673_2	446.5
Stool_9	A3_2	270672_2	k141_270672	655	1800	+	1146	14	0.515116	Stool_9.k141_270672_2/11-266	Stool_9.k141_270672_2	446.0
Stool_9	A3_2	311318_4	k141_311318	2540	3292	+	753	17	0.951952	Stool_9.k141_311318_4/63-251	Stool_9.k141_311318_4	373.7
Stool_9	A3_2	270673_5	k141_270673	4763	5515	+	753	3	0.167992	Stool_9.k141_270673_5/63-251	Stool_9.k141_270673_5	371.6
Stool_9	A3_2	270673_1	k141_270673	2	637	+	636	22	1.45857	Stool_9.k141_270673_1/2-210	Stool_9.k141_270673_1	300.2
Stool_9	A3_2	270672_1	k141_270672	2	637	+	636	12	0.795583	Stool_9.k141_270672_1/2-210	Stool_9.k141_270672_1	298.3
Stool_9	A3_2	270672_2	k141_270672	655	1800	+	1146	14	0.515116	Stool_9.k141_270672_2/20-361	Stool_9.k141_270672_2	241.4
Stool_9	A3_2	270673_2	k141_270673	656	1801	+	1146	17	0.625497	Stool_9.k141_270673_2/20-361	Stool_9.k141_270673_2	238.9
Stool_9	A3_2	311318_4	k141_311318	2540	3292	+	753	17	0.951952	Stool_9.k141_311318_4/61-250	Stool_9.k141_311318_4	125.6
Stool_9	A3_2	270673_5	k141_270673	4763	5515	+	753	3	0.167992	Stool_9.k141_270673_5/61-250	Stool_9.k141_270673_5	124.9
Stool_9	A5_2	270673_2	k141_270673	656	1801	+	1146	23	0.972671	Stool_9.k141_270673_2/11-266	Stool_9.k141_270673_2	446.5
Stool_9	A5_2	270672_2	k141_270672	655	1800	+	1146	31	1.31099	Stool_9.k141_270672_2/11-266	Stool_9.k141_270672_2	446.0
Stool_9	A5_2	311318_4	k141_311318	2540	3292	+	753	23	1.48032	Stool_9.k141_311318_4/63-251	Stool_9.k141_311318_4	373.7
Stool_9	A5_2	270673_5	k141_270673	4763	5515	+	753	23	1.48032	Stool_9.k141_270673_5/63-251	Stool_9.k141_270673_5	371.6
Stool_9	A5_2	270673_1	k141_270673	2	637	+	636	28	2.13365	Stool_9.k141_270673_1/2-210	Stool_9.k141_270673_1	300.2
Stool_9	A5_2	270672_1	k141_270672	2	637	+	636	6	0.457211	Stool_9.k141_270672_1/2-210	Stool_9.k141_270672_1	298.3
Stool_9	A5_2	270672_2	k141_270672	655	1800	+	1146	31	1.31099	Stool_9.k141_270672_2/20-361	Stool_9.k141_270672_2	241.4
Stool_9	A5_2	270673_2	k141_270673	656	1801	+	1146	23	0.972671	Stool_9.k141_270673_2/20-361	Stool_9.k141_270673_2	238.9
Stool_9	A5_2	311318_4	k141_311318	2540	3292	+	753	23	1.48032	Stool_9.k141_311318_4/61-250	Stool_9.k141_311318_4	125.6
Stool_9	A5_2	270673_5	k141_270673	4763	5515	+	753	23	1.48032	Stool_9.k141_270673_5/61-250	Stool_9.k141_270673_5	124.9
Stool_9	A7_2	270672_2	k141_270672	655	1800	+	1146	46	1.38853	Stool_9.k141_270672_2/20-361	Stool_9.k141_270672_2	241.4
Stool_9	A7_2	270673_2	k141_270673	656	1801	+	1146	20	0.603707	Stool_9.k141_270673_2/20-361	Stool_9.k141_270673_2	238.9
Stool_9	A7_2	311318_4	k141_311318	2540	3292	+	753	6	0.275637	Stool_9.k141_311318_4/61-250	Stool_9.k141_311318_4	125.6
Stool_9	A7_2	270673_5	k141_270673	4763	5515	+	753	19	0.87285	Stool_9.k141_270673_5/61-250	Stool_9.k141_270673_5	124.9
Stool_9	A7_2	270673_2	k141_270673	656	1801	+	1146	20	0.603707	Stool_9.k141_270673_2/11-266	Stool_9.k141_270673_2	446.5
Stool_9	A7_2	270672_2	k141_270672	655	1800	+	1146	46	1.38853	Stool_9.k141_270672_2/11-266	Stool_9.k141_270672_2	446.0
Stool_9	A7_2	311318_4	k141_311318	2540	3292	+	753	6	0.275637	Stool_9.k141_311318_4/63-251	Stool_9.k141_311318_4	373.7
Stool_9	A7_2	270673_5	k141_270673	4763	5515	+	753	19	0.87285	Stool_9.k141_270673_5/63-251	Stool_9.k141_270673_5	371.6
Stool_9	A7_2	270673_1	k141_270673	2	637	+	636	5	0.271953	Stool_9.k141_270673_1/2-210	Stool_9.k141_270673_1	300.2
Stool_9	A7_2	270672_1	k141_270672	2	637	+	636	16	0.870249	Stool_9.k141_270672_1/2-210	Stool_9.k141_270672_1	298.3
Stool_9	A9_2	270672_2	k141_270672	655	1800	+	1146	39	1.27604	Stool_9.k141_270672_2/20-361	Stool_9.k141_270672_2	241.4
Stool_9	A9_2	270673_2	k141_270673	656	1801	+	1146	23	0.752537	Stool_9.k141_270673_2/20-361	Stool_9.k141_270673_2	238.9
Stool_9	A9_2	311318_4	k141_311318	2540	3292	+	753	17	0.846522	Stool_9.k141_311318_4/61-250	Stool_9.k141_311318_4	125.6
Stool_9	A9_2	270673_5	k141_270673	4763	5515	+	753	43	2.1412	Stool_9.k141_270673_5/61-250	Stool_9.k141_270673_5	124.9
Stool_9	A9_2	270673_2	k141_270673	656	1801	+	1146	23	0.752537	Stool_9.k141_270673_2/11-266	Stool_9.k141_270673_2	446.5
Stool_9	A9_2	270672_2	k141_270672	655	1800	+	1146	39	1.27604	Stool_9.k141_270672_2/11-266	Stool_9.k141_270672_2	446.0
Stool_9	A9_2	311318_4	k141_311318	2540	3292	+	753	17	0.846522	Stool_9.k141_311318_4/63-251	Stool_9.k141_311318_4	373.7
Stool_9	A9_2	270673_5	k141_270673	4763	5515	+	753	43	2.1412	Stool_9.k141_270673_5/63-251	Stool_9.k141_270673_5	371.6
Stool_9	A9_2	270673_1	k141_270673	2	637	+	636	9	0.530603	Stool_9.k141_270673_1/2-210	Stool_9.k141_270673_1	300.2
Stool_9	A9_2	270672_1	k141_270672	2	637	+	636	25	1.4739	Stool_9.k141_270672_1/2-210	Stool_9.k141_270672_1	298.3
Stool_3	C13_1	310723_2	k141_310723	104	1249	+	1146	13	1.07232	Stool_3.k141_310723_2/21-361	Stool_3.k141_310723_2	224.1
Stool_3	C13_1	295308_1	k141_295308	3	1238	-	1236	29	2.21791	Stool_3.k141_295308_1/4-394	Stool_3.k141_295308_1	206.0
Stool_3	C13_1	295308_1	k141_295308	3	1238	-	1236	29	2.21791	Stool_3.k141_295308_1/63-412	Stool_3.k141_295308_1	612.1
Stool_3	C13_1	310723_2	k141_310723	104	1249	+	1146	13	1.07232	Stool_3.k141_310723_2/11-266	Stool_3.k141_310723_2	439.5
Stool_3	C15_1	295308_1	k141_295308	3	1238	-	1236	30	1.85566	Stool_3.k141_295308_1/63-412	Stool_3.k141_295308_1	612.1
Stool_3	C15_1	310723_2	k141_310723	104	1249	+	1146	14	0.933984	Stool_3.k141_310723_2/11-266	Stool_3.k141_310723_2	439.5
Stool_3	C15_1	310723_2	k141_310723	104	1249	+	1146	14	0.933984	Stool_3.k141_310723_2/21-361	Stool_3.k141_310723_2	224.1
Stool_3	C15_1	295308_1	k141_295308	3	1238	-	1236	30	1.85566	Stool_3.k141_295308_1/4-394	Stool_3.k141_295308_1	206.0
Stool_6	G13_2	148921_1	k141_148921	285	1601	+	1317	29	1.46992	Stool_6.k141_148921_1/64-437	Stool_6.k141_148921_1	641.7
Stool_6	G13_2	148921_2	k141_148921	1620	2570	+	951	19	1.33369	Stool_6.k141_148921_2/11-266	Stool_6.k141_148921_2	448.9
Stool_6	G13_2	148921_1	k141_148921	285	1601	+	1317	29	1.46992	Stool_6.k141_148921_1/63-344	Stool_6.k141_148921_1	169.0
Stool_6	G13_2	148921_2	k141_148921	1620	2570	+	951	19	1.33369	Stool_6.k141_148921_2/21-316	Stool_6.k141_148921_2	178.1
Stool_6	G15_2	148921_1	k141_148921	285	1601	+	1317	20	0.978317	Stool_6.k141_148921_1/64-437	Stool_6.k141_148921_1	641.7
Stool_6	G15_2	148921_2	k141_148921	1620	2570	+	951	15	1.01612	Stool_6.k141_148921_2/11-266	Stool_6.k141_148921_2	448.9
Stool_6	G15_2	148921_1	k141_148921	285	1601	+	1317	20	0.978317	Stool_6.k141_148921_1/63-344	Stool_6.k141_148921_1	169.0
Stool_6	G15_2	148921_2	k141_148921	1620	2570	+	951	15	1.01612	Stool_6.k141_148921_2/21-316	Stool_6.k141_148921_2	178.1
Stool_7	G17_2	215370_50	k141_215370	51016	52230	+	1215	99	10.5148	Stool_7.k141_215370_50/55-399	Stool_7.k141_215370_50	572.3
Stool_7	G17_2	215370_51	k141_215370	52230	53318	+	1089	117	13.8644	Stool_7.k141_215370_51/5-240	Stool_7.k141_215370_51	375.3
Stool_7	G17_2	215370_51	k141_215370	52230	53318	+	1089	117	13.8644	Stool_7.k141_215370_51/12-350	Stool_7.k141_215370_51	276.6
Stool_7	G17_2	215370_50	k141_215370	51016	52230	+	1215	99	10.5148	Stool_7.k141_215370_50/7-374	Stool_7.k141_215370_50	238.5
Stool_7	G19_2	215370_51	k141_215370	52230	53318	+	1089	122	9.20118	Stool_7.k141_215370_51/12-350	Stool_7.k141_215370_51	276.6
Stool_7	G19_2	215370_50	k141_215370	51016	52230	+	1215	153	10.3425	Stool_7.k141_215370_50/7-374	Stool_7.k141_215370_50	238.5
Stool_7	G19_2	215370_50	k141_215370	51016	52230	+	1215	153	10.3425	Stool_7.k141_215370_50/55-399	Stool_7.k141_215370_50	572.3
Stool_7	G19_2	215370_51	k141_215370	52230	53318	+	1089	122	9.20118	Stool_7.k141_215370_51/5-240	Stool_7.k141_215370_51	375.3
Stool_14	C21_2	186679_4	k141_186679	2850	4166	-	1317	13	0.415397	Stool_14.k141_186679_4/64-437	Stool_14.k141_186679_4	641.1
Stool_14	C21_2	27652_2	k141_27652	104	1549	+	1446	14	0.407442	Stool_14.k141_27652_2/11-266	Stool_14.k141_27652_2	449.5
Stool_14	C21_2	186679_3	k141_186679	1380	2831	-	1452	4	0.115931	Stool_14.k141_186679_3/11-266	Stool_14.k141_186679_3	445.0
Stool_14	C21_2	240512_2	k141_240512	656	1801	+	1146	49	1.79936	Stool_14.k141_240512_2/11-266	Stool_14.k141_240512_2	446.5
Stool_14	C21_2	240693_2	k141_240693	655	1800	+	1146	36	1.32198	Stool_14.k141_240693_2/11-266	Stool_14.k141_240693_2	446.0
Stool_14	C21_2	240693_1	k141_240693	2	637	+	636	36	2.38205	Stool_14.k141_240693_1/2-210	Stool_14.k141_240693_1	300.5
Stool_14	C21_2	240512_1	k141_240512	2	637	+	636	21	1.38953	Stool_14.k141_240512_1/2-210	Stool_14.k141_240512_1	298.0
Stool_14	C21_2	220955_5	k141_220955	2672	3199	+	528	20	1.59405	Stool_14.k141_220955_5/63-175	Stool_14.k141_220955_5	207.6
Stool_14	C21_2	240512_5	k141_240512	4767	5294	+	528	14	1.11584	Stool_14.k141_240512_5/63-175	Stool_14.k141_240512_5	207.3
Stool_14	C21_2	240693_2	k141_240693	655	1800	+	1146	36	1.32198	Stool_14.k141_240693_2/20-361	Stool_14.k141_240693_2	241.4
Stool_14	C21_2	186679_3	k141_186679	1380	2831	-	1452	4	0.115931	Stool_14.k141_186679_3/21-362	Stool_14.k141_186679_3	239.5
Stool_14	C21_2	240512_2	k141_240512	656	1801	+	1146	49	1.79936	Stool_14.k141_240512_2/20-361	Stool_14.k141_240512_2	238.9
Stool_14	C21_2	27652_2	k141_27652	104	1549	+	1446	14	0.407442	Stool_14.k141_27652_2/21-364	Stool_14.k141_27652_2	231.2
Stool_14	C21_2	186679_4	k141_186679	2850	4166	-	1317	13	0.415397	Stool_14.k141_186679_4/62-342	Stool_14.k141_186679_4	168.1
Stool_14	C23_2	186679_4	k141_186679	2850	4166	-	1317	17	0.672665	Stool_14.k141_186679_4/64-437	Stool_14.k141_186679_4	641.1
Stool_14	C23_2	27652_2	k141_27652	104	1549	+	1446	9	0.324347	Stool_14.k141_27652_2/11-266	Stool_14.k141_27652_2	449.5
Stool_14	C23_2	186679_3	k141_186679	1380	2831	-	1452	7	0.251228	Stool_14.k141_186679_3/11-266	Stool_14.k141_186679_3	445.0
Stool_14	C23_2	240512_2	k141_240512	656	1801	+	1146	33	1.5006	Stool_14.k141_240512_2/11-266	Stool_14.k141_240512_2	446.5
Stool_14	C23_2	240693_2	k141_240693	655	1800	+	1146	18	0.81851	Stool_14.k141_240693_2/11-266	Stool_14.k141_240693_2	446.0
