# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_8_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_8/G23_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_8/G23_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_8/G23_2.bam	RPKG
28_9	k141_139199	4116	5453	+	1338	74	0.0300741
28_10	k141_139199	5594	5794	+	201	11	0.0297586
29_1	k141_16386	2	424	-	423	5	0.00642756
29_2	k141_16386	459	1856	-	1398	15	0.00583446
29_3	k141_16386	1837	1917	-	81	0	0
30_1	k141_40956	1	390	+	390	2	0.00278857
30_2	k141_40956	621	1310	-	690	17	0.0133973
30_3	k141_40956	1444	1650	-	207	3	0.00788075
31_1	k141_131019	229	1443	+	1215	0	0
32_1	k141_24585	3	479	+	477	6	0.00683989
32_2	k141_24585	490	1110	+	621	4	0.00350255
33_1	k141_114650	697	2670	+	1974	462	0.127266
34_1	k141_139200	2	829	+	828	5	0.00328364
34_2	k141_139200	820	1341	+	522	4	0.00416683
34_3	k141_139200	1350	1544	+	195	0	0
34_4	k141_139200	1560	1940	+	381	3	0.00428167
34_5	k141_139200	2025	2195	+	171	0	0
35_1	k141_32767	1	1092	+	1092	11	0.00547755
35_2	k141_32767	1199	1924	+	726	2	0.00149799
36_1	k141_24587	3	1745	-	1743	9	0.00280777
37_1	k141_49148	1	1365	+	1365	0	0
38_1	k141_114651	231	827	-	597	60	0.0546504
38_2	k141_114651	956	1981	-	1026	116	0.061479
39_1	k141_131021	335	961	+	627	11	0.00953985
39_2	k141_131021	993	1463	-	471	1	0.0011545
39_3	k141_131021	1555	2226	-	672	11	0.00890102
39_4	k141_131021	2579	2971	-	393	4	0.00553457
40_1	k141_16392	1	1257	-	1257	23	0.00994968
40_2	k141_16392	1281	2156	-	876	9	0.00558669
41_1	k141_8196	131	1123	-	993	4	0.00219042
41_2	k141_8196	1257	2039	-	783	0	0
41_3	k141_8196	2083	3222	-	1140	0	0
41_4	k141_8196	3231	4334	-	1104	1	0.000492547
41_5	k141_8196	5295	5885	-	591	4	0.00368035
41_6	k141_8196	6040	6570	-	531	3	0.00307216
42_1	k141_73729	2	403	-	402	1	0.00135267
42_2	k141_73729	475	780	+	306	3	0.00533109
42_3	k141_73729	781	1110	+	330	1	0.00164779
43_1	k141_81887	3	293	+	291	0	0
43_2	k141_81887	274	1356	+	1083	21	0.010544
43_3	k141_81887	1847	2161	+	315	8	0.0138101
43_4	k141_81887	2175	2996	+	822	21	0.013892
43_5	k141_81887	3009	3269	+	261	12	0.025001
43_6	k141_81887	3324	3518	+	195	5	0.0139429
43_7	k141_81887	3635	4699	-	1065	24	0.012254
43_8	k141_81887	4900	6216	-	1317	20	0.00825773
43_9	k141_81887	6232	6660	-	429	10	0.0126753
44_1	k141_139204	3	137	+	135	3	0.0120838
44_2	k141_139204	142	777	+	636	28	0.0239396
44_3	k141_139204	1400	1597	+	198	13	0.0357022
44_4	k141_139204	1567	1704	+	138	2	0.00788075
45_1	k141_32770	2	601	-	600	16	0.0145006
45_2	k141_32770	561	974	-	414	11	0.014448
45_3	k141_32770	1039	2754	-	1716	46	0.0145766
46_1	k141_25	206	637	+	432	81	0.101957
46_2	k141_25	673	1608	+	936	49	0.0284667
46_3	k141_25	1623	2183	+	561	6	0.00581574
46_4	k141_25	2375	4387	+	2013	53	0.0143169
47_1	k141_8198	3	560	-	558	10	0.00974501
47_2	k141_8198	659	820	-	162	3	0.0100698
47_3	k141_8198	873	1457	-	585	23	0.0213791
47_4	k141_8198	1450	1665	-	216	7	0.0176222
48_1	k141_26	3	113	+	111	0	0
48_2	k141_26	342	1064	+	723	10	0.00752104
49_1	k141_81889	3	1394	-	1392	2	0.000781281
49_2	k141_81889	1631	1789	-	159	0	0
50_1	k141_122831	391	1395	-	1005	213	0.115247
50_2	k141_122831	1415	3691	-	2277	587	0.140182
50_3	k141_122831	4102	4398	-	297	124	0.227029
50_4	k141_122831	5070	5585	-	516	124	0.130674
50_5	k141_122831	5674	6102	-	429	94	0.119148
50_6	k141_122831	6114	6479	-	366	90	0.133714
50_7	k141_122831	6882	8318	-	1437	386	0.146065
51_1	k141_16400	2	454	+	453	2	0.00240076
51_2	k141_16400	637	1806	+	1170	55	0.0255619
52_1	k141_32774	3	572	-	570	0	0
52_2	k141_32774	581	1066	-	486	2	0.00223774
53_1	k141_114654	206	835	-	630	0	0
53_2	k141_114654	1013	2947	-	1935	2	0.000562038
53_3	k141_114654	3057	3821	-	765	1	0.000710812
53_4	k141_114654	3846	4406	-	561	0	0
54_1	k141_24602	3	890	+	888	16	0.00979768
55_1	k141_122832	383	1372	+	990	23	0.0126331
56_1	k141_16402	3	1214	-	1212	5	0.00224328
57_1	k141_73731	3	1883	+	1881	12	0.00346904
57_2	k141_73731	1905	2069	+	165	2	0.00659117
57_3	k141_73731	2066	2434	+	369	3	0.00442091
57_4	k141_73731	2623	2943	+	321	5	0.00846996
57_5	k141_73731	3061	3843	+	783	1	0.000694472
58_1	k141_32775	94	1257	+	1164	29	0.0135476
58_2	k141_32775	1310	1465	+	156	0	0
59_1	k141_57325	570	2900	+	2331	103	0.0240277
59_2	k141_57325	3009	3458	+	450	21	0.025376
59_3	k141_57325	3531	3647	+	117	7	0.0325333
59_4	k141_57325	3863	4243	+	381	33	0.0470983
59_5	k141_57325	4319	4774	+	456	22	0.0262346
59_6	k141_57325	4776	5894	+	1119	75	0.0364458
59_7	k141_57325	5937	7418	+	1482	83	0.0304541
59_8	k141_57325	7576	9396	-	1821	151	0.0450903
59_9	k141_57325	9699	10247	-	549	53	0.0524952
59_10	k141_57325	10244	11119	-	876	39	0.024209
59_11	k141_57325	11265	12476	-	1212	63	0.0282654
59_12	k141_57325	12585	13157	-	573	25	0.0237248
59_13	k141_57325	13224	13529	-	306	11	0.0195473
59_14	k141_57325	13575	13964	-	390	12	0.0167314
60_1	k141_65520	1	177	-	177	3	0.00921647
60_2	k141_65520	684	887	+	204	4	0.0106622
60_3	k141_65520	887	1264	+	378	10	0.0143855
60_4	k141_65520	1254	2009	+	756	10	0.00719274
60_5	k141_65520	2002	3282	+	1281	29	0.0123102
60_6	k141_65520	3292	3528	+	237	1	0.00229439
60_7	k141_65520	3506	3718	+	213	5	0.0127646
60_8	k141_65520	3742	4608	+	867	22	0.0137981
60_9	k141_65520	5206	5397	-	192	8	0.0226571
60_10	k141_65520	5685	5900	+	216	7	0.0176222
60_11	k141_65520	5970	6293	+	324	10	0.0167831
60_12	k141_65520	6406	6543	+	138	3	0.0118211
60_13	k141_65520	6724	7713	+	990	23	0.0126331
61_1	k141_81891	360	1109	-	750	26	0.0188507
61_2	k141_81891	1241	1945	-	705	23	0.0177401
62_1	k141_49153	3	515	+	513	8	0.00847987
62_2	k141_49153	602	1540	+	939	21	0.012161
62_3	k141_49153	1607	2197	-	591	12	0.011041
62_4	k141_49153	2207	4306	-	2100	68	0.0176078
62_5	k141_49153	4521	5585	+	1065	22	0.0112328
63_1	k141_139205	2	1036	+	1035	14	0.00735536
63_2	k141_139205	1072	2274	+	1203	19	0.00858824
63_3	k141_139205	2769	4115	-	1347	36	0.0145329
63_4	k141_139205	4193	4876	-	684	16	0.0127198
63_5	k141_139205	5105	5389	+	285	6	0.0114478
64_1	k141_57326	213	968	-	756	4	0.0028771
64_2	k141_57326	965	1885	-	921	8	0.00472331
65_1	k141_65523	2	370	-	369	5	0.00736818
65_2	k141_65523	521	1312	-	792	15	0.0102987
66_1	k141_8206	1	504	-	504	14	0.0151048
66_2	k141_8206	975	2018	+	1044	20	0.0104171
66_3	k141_8206	2050	2661	+	612	20	0.0177703
66_4	k141_8206	2806	2937	+	132	0	0
67_1	k141_114656	1	885	+	885	8	0.00491545
67_2	k141_114656	860	2041	+	1182	2	0.000920087
67_3	k141_114656	2134	3195	+	1062	0	0
68_1	k141_131031	3	965	+	963	19	0.0107286
68_2	k141_131031	958	1659	+	702	16	0.0123937
68_3	k141_131031	1756	2643	+	888	39	0.0238819
68_4	k141_131031	2891	3400	-	510	9	0.00959597
68_5	k141_131031	3550	3729	+	180	7	0.0211467
68_6	k141_131031	4228	5502	+	1275	29	0.0123681
68_7	k141_131031	5627	6001	+	375	7	0.0101504
68_8	k141_131031	6012	6107	+	96	0	0
69_1	k141_40986	570	1424	-	855	16	0.0101758
69_2	k141_40986	1437	1700	-	264	2	0.00411948
70_1	k141_32782	3	452	-	450	13	0.015709
70_2	k141_32782	522	1337	-	816	18	0.011995
71_1	k141_122836	2	262	+	261	76	0.15834
71_2	k141_122836	416	1306	+	891	308	0.18797
71_3	k141_122836	1319	2203	+	885	307	0.18863
71_4	k141_122836	2224	3933	+	1710	568	0.180621
71_5	k141_122836	3990	4334	+	345	43	0.0677744
72_1	k141_139212	2	124	+	123	0	0
72_2	k141_139212	239	703	+	465	0	0
72_3	k141_139212	827	1609	+	783	1	0.000694472
73_1	k141_73745	27	1019	-	993	9	0.00492844
74_1	k141_81901	2	544	-	543	6	0.00600852
74_2	k141_81901	544	1323	-	780	2	0.00139429
74_3	k141_81901	1336	1956	-	621	13	0.0113833
75_1	k141_57334	1	507	+	507	2	0.00214506
75_2	k141_57334	513	1055	+	543	12	0.012017
75_3	k141_57334	1110	1388	-	279	0	0
76_1	k141_8212	52	1194	+	1143	23	0.010942
76_2	k141_8212	1292	1567	+	276	19	0.0374335
77_1	k141_114664	64	534	-	471	11	0.0126995
77_2	k141_114664	576	743	-	168	2	0.00647347
77_3	k141_114664	908	1084	-	177	3	0.00921647
78_1	k141_32785	1	171	+	171	3	0.00953985
78_2	k141_32785	356	1426	-	1071	18	0.00913902
78_3	k141_32785	1633	1806	+	174	1	0.00312512
79_1	k141_131039	1	315	-	315	1	0.00172626
79_2	k141_131039	312	1499	-	1188	10	0.0045772
80_1	k141_49162	1	471	+	471	6	0.00692703
80_2	k141_49162	472	1443	+	972	27	0.0151048
80_3	k141_49162	1516	2382	-	867	7	0.00439031
80_4	k141_49162	2597	2800	+	204	2	0.00533109
80_5	k141_49162	2924	3475	-	552	11	0.010836
81_1	k141_16414	1	1176	+	1176	4	0.00184956
81_2	k141_16414	1188	1295	+	108	0	0
82_1	k141_65524	1	1503	-	1503	194	0.0701874
82_2	k141_65524	1516	2610	-	1095	102	0.0506527
82_3	k141_65524	2614	3060	-	447	13	0.0158144
82_4	k141_65524	3060	3602	-	543	69	0.069098
82_5	k141_65524	3694	4137	+	444	20	0.0244942
82_6	k141_65524	4140	4832	+	693	50	0.0392332
82_7	k141_65524	4829	5281	-	453	22	0.0264083
83_1	k141_57335	1	519	+	519	9	0.00942956
83_2	k141_57335	730	2040	+	1311	60	0.0248866
84_1	k141_139216	2	703	+	702	10	0.00774603
84_2	k141_139216	1326	2048	+	723	28	0.0210589
85_1	k141_44	1	792	+	792	96	0.0659117
85_2	k141_44	829	1257	+	429	51	0.0646442
85_3	k141_44	1872	2792	+	921	136	0.0802963
86_1	k141_49164	45	1682	+	1638	2	0.000663946
87_1	k141_73754	2	1042	-	1041	8	0.00417884
87_2	k141_73754	1064	1333	-	270	0	0
88_1	k141_40999	1	477	+	477	3	0.00341995
88_2	k141_40999	479	1486	+	1008	8	0.00431565
88_3	k141_40999	1509	2036	+	528	2	0.00205974
89_1	k141_65527	1	465	+	465	1	0.0011694
89_2	k141_65527	496	2136	+	1641	19	0.00629595
90_1	k141_73755	1	402	-	402	2	0.00270533
90_2	k141_73755	409	852	-	444	11	0.0134718
90_3	k141_73755	1081	1269	-	189	1	0.0028771
91_1	k141_8213	93	707	-	615	21	0.0185678
91_2	k141_8213	718	819	-	102	2	0.0106622
91_3	k141_8213	812	2548	-	1737	53	0.0165918
91_4	k141_8213	2722	3402	+	681	16	0.0127758
91_5	k141_8213	3405	3704	-	300	9	0.0163131
91_6	k141_8213	3803	4711	-	909	19	0.011366
92_1	k141_139225	2	925	-	924	3	0.00176549
92_2	k141_139225	996	1262	-	267	1	0.0020366
93_1	k141_32797	3	941	-	939	20	0.0115819
93_2	k141_32797	1201	1629	-	429	8	0.0101403
94_1	k141_65529	1	1308	+	1308	6	0.00249436
94_2	k141_65529	1384	1668	+	285	0	0
95_1	k141_81906	2	298	+	297	11	0.0201397
95_2	k141_81906	342	599	+	258	6	0.0126458
95_3	k141_81906	618	1664	+	1047	69	0.0358359
95_4	k141_81906	1793	3256	+	1464	91	0.0338
95_5	k141_81906	3354	4559	+	1206	69	0.0311113
95_6	k141_81906	5070	5348	+	279	13	0.025337
96_1	k141_50	1	711	-	711	9	0.00688318
96_2	k141_50	795	1226	+	432	5	0.00629365
97_1	k141_57345	3	212	-	210	2	0.00517878
97_2	k141_57345	209	1624	-	1416	44	0.0168969
98_1	k141_114669	2	88	-	87	1	0.00625025
98_2	k141_114669	284	778	-	495	4	0.00439411
98_3	k141_114669	848	2014	-	1167	7	0.0032617
98_4	k141_114669	2014	2496	-	483	14	0.0157615
98_5	k141_114669	2512	3471	-	960	22	0.0124614
98_6	k141_114669	3491	4957	-	1467	30	0.0111201
98_7	k141_114669	5240	5347	-	108	1	0.00503492
99_1	k141_122837	2	298	+	297	8	0.014647
99_2	k141_122837	760	1530	-	771	22	0.0155162
99_3	k141_122837	1820	2416	+	597	6	0.00546504
99_4	k141_122837	2441	3277	+	837	21	0.013643
99_5	k141_122837	3265	4206	+	942	23	0.0132768
99_6	k141_122837	4383	5825	+	1443	24	0.00904402
99_7	k141_122837	5925	7121	+	1197	17	0.00772274
99_8	k141_122837	7131	7904	+	774	14	0.00983566
100_1	k141_81907	3	1172	+	1170	2	0.000929524
101_1	k141_41006	25	1545	+	1521	20	0.00715018
102_1	k141_73762	3	806	-	804	8	0.00541066
102_2	k141_73762	934	1653	+	720	4	0.00302095
103_1	k141_8217	1	381	-	381	6	0.00856333
103_2	k141_8217	467	1690	-	1224	38	0.0168818
103_3	k141_8217	2207	2623	+	417	15	0.0195601
104_1	k141_16415	1	1773	-	1773	195	0.0598057
104_2	k141_16415	1906	3333	+	1428	179	0.0681618
104_3	k141_16415	3335	4009	+	675	103	0.0829755
104_4	k141_16415	4058	4372	+	315	34	0.0586928
104_5	k141_16415	4365	4622	+	258	52	0.109597
104_6	k141_16415	5057	5392	-	336	106	0.171547
104_7	k141_16415	5903	6361	-	459	59	0.0698966
104_8	k141_16415	6511	7521	+	1011	122	0.0656183
105_1	k141_139226	3	620	+	618	13	0.0114386
105_2	k141_139226	624	1574	+	951	25	0.0142947
105_3	k141_139226	1602	2390	+	789	21	0.014473
105_4	k141_139226	2400	3161	+	762	19	0.0135586
106_1	k141_122838	2	520	+	519	31	0.0324796
106_2	k141_122838	507	1043	+	537	14	0.0141765
106_3	k141_122838	1040	1174	+	135	0	0
107_1	k141_51	170	1699	+	1530	51	0.0181257
107_2	k141_51	2490	2714	+	225	7	0.0169173
108_1	k141_65531	110	475	+	366	12	0.0178286
108_2	k141_65531	767	3460	+	2694	39	0.00787197
109_1	k141_53	1	321	-	321	7	0.0118579
109_2	k141_53	785	1039	+	255	5	0.0106622
110_1	k141_49166	3	74	-	72	0	0
110_2	k141_49166	104	745	-	642	17	0.0143989
110_3	k141_49166	786	2765	-	1980	52	0.0142809
110_4	k141_49166	2772	3632	-	861	29	0.0183152
110_5	k141_49166	3625	4545	-	921	27	0.0159412
110_6	k141_49166	4607	5935	-	1329	33	0.0135022
110_7	k141_49166	6070	6450	-	381	13	0.0185539
111_1	k141_114673	31	870	-	840	30	0.0194204
111_2	k141_114673	883	1557	-	675	11	0.00886146
111_3	k141_114673	1723	1941	-	219	7	0.0173808
112_1	k141_32808	3	419	-	417	0	0
112_2	k141_32808	416	574	-	159	0	0
112_3	k141_32808	571	1152	-	582	7	0.00654021
113_1	k141_81911	3	1310	-	1308	322	0.133864
113_2	k141_81911	1584	1916	-	333	17	0.0277601
114_1	k141_57351	2	391	+	390	8	0.0111543
114_2	k141_57351	421	726	+	306	1	0.00177703
114_3	k141_57351	810	1235	+	426	15	0.0191469
114_4	k141_57351	1275	2906	-	1632	42	0.0139941
115_1	k141_139230	3	71	-	69	6	0.0472845
115_2	k141_139230	165	1163	+	999	208	0.113218
115_3	k141_139230	1626	1976	-	351	110	0.170413
116_1	k141_98262	3	152	-	150	8	0.0290011
116_2	k141_98262	329	1282	+	954	137	0.0780888
116_3	k141_98262	1320	1895	-	576	64	0.0604191
116_4	k141_98262	2281	3855	+	1575	196	0.0676693
116_5	k141_98262	4037	4366	+	330	67	0.110402
116_6	k141_98262	4411	5241	+	831	161	0.105352
116_7	k141_98262	5337	8006	+	2670	403	0.0820749
116_8	k141_98262	7981	8739	+	759	90	0.0644788
116_9	k141_98262	9000	9998	+	999	99	0.0538873
116_10	k141_98262	10070	10423	+	354	35	0.0537627
116_11	k141_98262	10751	11644	-	894	144	0.0875874
116_12	k141_98262	11741	12163	-	423	40	0.0514205
116_13	k141_98262	12262	12930	+	669	78	0.0633994
116_14	k141_98262	12931	13092	-	162	16	0.0537058
116_15	k141_98262	13380	14633	+	1254	129	0.0559382
116_16	k141_98262	14647	15753	+	1107	87	0.0427354
116_17	k141_98262	15897	17840	-	1944	143	0.0399997
116_18	k141_98262	17976	18614	+	639	43	0.0365918
116_19	k141_98262	18625	19770	+	1146	76	0.0360616
116_20	k141_98262	19792	20949	+	1158	90	0.042262
116_21	k141_98262	20951	22006	+	1056	82	0.0422247
116_22	k141_98262	22077	24047	+	1971	172	0.0474524
116_23	k141_98262	24065	24955	+	891	88	0.0537058
116_24	k141_98262	25167	25406	+	240	19	0.0430486
116_25	k141_98262	25417	26706	+	1290	127	0.0535341
116_26	k141_98262	26719	27156	+	438	22	0.0273127
116_27	k141_98262	27192	28202	+	1011	96	0.0516341
116_28	k141_98262	28159	28794	-	636	49	0.0418943
116_29	k141_98262	28906	29706	+	801	68	0.0461629
116_30	k141_98262	29815	31371	+	1557	116	0.0405122
117_1	k141_65532	137	580	-	444	11	0.0134718
117_2	k141_65532	617	1345	-	729	3	0.00223774
117_3	k141_65532	1681	1941	-	261	2	0.00416683
118_1	k141_81913	2	604	+	603	39	0.0351693
118_2	k141_81913	802	1095	+	294	41	0.0758321
119_1	k141_49169	2	145	-	144	0	0
119_2	k141_49169	156	704	-	549	1	0.000990476
119_3	k141_49169	784	1512	+	729	0	0
119_4	k141_49169	1516	2094	+	579	0	0
120_1	k141_139232	3	452	-	450	11	0.0132922
120_2	k141_139232	514	1095	-	582	23	0.0214893
120_3	k141_139232	1099	1299	-	201	0	0
121_1	k141_57355	98	1084	-	987	12	0.0066112
122_1	k141_8224	2	106	-	105	0	0
122_2	k141_8224	465	860	+	396	2	0.00274632
122_3	k141_8224	956	2944	+	1989	11	0.00300728
122_4	k141_8224	2946	3410	+	465	4	0.0046776
123_1	k141_58	3	2354	-	2352	28	0.00647347
123_2	k141_58	2344	2493	-	150	3	0.0108754
124_1	k141_32816	1	663	+	663	11	0.00902185
124_2	k141_32816	657	1175	+	519	4	0.00419092
124_3	k141_32816	1196	1390	+	195	0	0
125_1	k141_41009	1	516	-	516	230	0.242379
125_2	k141_41009	829	2391	+	1563	190	0.0661015
125_3	k141_41009	2475	3455	+	981	136	0.0753852
125_4	k141_41009	3448	4281	+	834	116	0.0756325
125_5	k141_41009	4301	5275	+	975	118	0.0658103
125_6	k141_41009	5275	6240	+	966	158	0.0889399
126_1	k141_65533	3	158	-	156	1	0.00348571
126_2	k141_65533	291	500	-	210	0	0
126_3	k141_65533	1030	2499	-	1470	10	0.00369913
126_4	k141_65533	2499	3089	-	591	2	0.00184017
127_1	k141_98270	1	996	+	996	14	0.00764337
128_1	k141_8226	249	626	-	378	17	0.0244553
128_2	k141_8226	647	1213	+	567	12	0.0115084
129_1	k141_16416	2	958	+	957	1	0.000568204
129_2	k141_16416	955	1821	+	867	3	0.00188156
129_3	k141_16416	2140	2448	+	309	0	0
129_4	k141_16416	2463	2825	+	363	0	0
129_5	k141_16416	2865	5537	+	2673	10	0.00203431
129_6	k141_16416	6204	7676	+	1473	3	0.00110748
129_7	k141_16416	7692	8258	+	567	4	0.00383613
129_8	k141_16416	8258	8545	+	288	0	0
130_1	k141_65538	1	291	+	291	129	0.241053
130_2	k141_65538	580	882	+	303	90	0.161516
130_3	k141_65538	877	1200	-	324	46	0.0772021
131_1	k141_49181	1	963	+	963	39	0.0220219
131_2	k141_49181	1054	1461	+	408	8	0.0106622
132_1	k141_41012	3	1208	+	1206	29	0.0130758
132_2	k141_41012	1281	1805	+	525	5	0.00517878
133_1	k141_114683	130	489	+	360	0	0
133_2	k141_114683	495	857	+	363	0	0
133_3	k141_114683	862	1635	+	774	0	0
133_4	k141_114683	1785	2348	-	564	0	0
133_5	k141_114683	2416	3987	-	1572	1	0.000345911
134_1	k141_16417	24	416	-	393	14	0.019371
134_2	k141_16417	469	837	-	369	13	0.0191573
135_1	k141_98271	3	1670	+	1668	272	0.0886726
135_2	k141_98271	1730	2092	+	363	27	0.0404458
135_3	k141_98271	2148	2630	-	483	43	0.0484103
136_1	k141_73764	1	405	+	405	11	0.0147691
136_2	k141_73764	544	1521	-	978	14	0.00778405
136_3	k141_73764	1655	4420	-	2766	88	0.0173
136_4	k141_73764	4455	5351	-	897	17	0.0103056
136_5	k141_73764	5360	7597	-	2238	64	0.0155502
136_6	k141_73764	7617	8642	-	1026	22	0.0116598
136_7	k141_73764	8660	9508	-	849	10	0.00640485
136_8	k141_73764	9525	10424	-	900	21	0.012688
136_9	k141_73764	10492	10815	-	324	8	0.0134265
137_1	k141_139233	39	455	+	417	27	0.0352082
137_2	k141_139233	910	1584	+	675	34	0.02739
137_3	k141_139233	1572	2753	+	1182	59	0.0271426
137_4	k141_139233	2837	3901	+	1065	49	0.0250186
137_5	k141_139233	3902	4561	+	660	36	0.0296603
137_6	k141_139233	4566	5441	+	876	30	0.0186223
137_7	k141_139233	5314	5571	-	258	9	0.0189688
137_8	k141_139233	5907	6020	+	114	61	0.290965
138_1	k141_49186	10	1179	-	1170	7	0.00325333
139_1	k141_98272	3	773	+	771	10	0.00705281
139_2	k141_98272	757	1191	+	435	10	0.0125005
140_1	k141_114687	1	675	+	675	9	0.00725029
140_2	k141_114687	689	1564	+	876	5	0.00310372
141_1	k141_139234	1	1302	+	1302	2	0.000835286
142_1	k141_155583	459	935	+	477	27	0.0307795
142_2	k141_155583	935	2815	+	1881	135	0.0390267
142_3	k141_155583	2827	4515	+	1689	126	0.0405655
142_4	k141_155583	4567	6036	+	1470	121	0.0447594
142_5	k141_155583	6443	7873	+	1431	101	0.0383794
142_6	k141_155583	8041	9321	+	1281	84	0.0356571
142_7	k141_155583	9333	10001	+	669	54	0.0438919
142_8	k141_155583	10190	11617	+	1428	121	0.0460759
142_9	k141_155583	11869	12918	+	1050	73	0.0378051
142_10	k141_155583	12932	13444	+	513	50	0.0529992
142_11	k141_155583	13499	14266	+	768	52	0.0368179
142_12	k141_155583	14351	14731	+	381	24	0.0342533
142_13	k141_155583	14728	15441	+	714	29	0.022086
142_14	k141_155583	15480	16082	+	603	49	0.0441871
142_15	k141_155583	16175	17179	+	1005	73	0.0394978
142_16	k141_155583	17241	17678	+	438	43	0.053384
142_17	k141_155583	17804	20194	+	2391	189	0.0429832
142_18	k141_155583	20203	21555	+	1353	103	0.0413958
142_19	k141_155583	21512	23083	+	1572	139	0.0480816
142_20	k141_155583	23177	23629	+	453	44	0.0528167
142_21	k141_155583	23785	25794	+	2010	167	0.045179
142_22	k141_155583	25825	26460	+	636	48	0.0410394
142_23	k141_155583	26529	26867	+	339	26	0.0417052
142_24	k141_155583	26937	27881	+	945	64	0.0368269
142_25	k141_155583	27883	28281	+	399	28	0.0381594
142_26	k141_155583	28549	29265	-	717	53	0.0401951
