# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_1_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_1/C5_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_1/C5_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_1/C5_1.bam	RPKG
46_2	k141_108807	1070	1828	-	759	1	0.00319343
47_1	k141_206713	971	1279	+	309	7	0.0549083
48_1	k141_87052	114	260	-	147	3	0.0494655
48_2	k141_87052	400	1197	-	798	2	0.00607471
48_3	k141_87052	1200	2261	-	1062	7	0.0159762
49_1	k141_97914	1	894	+	894	0	0
49_2	k141_97914	1059	1883	-	825	0	0
50_1	k141_32654	3	644	+	642	2	0.00755081
50_2	k141_32654	727	2886	-	2160	85	0.0953814
50_3	k141_32654	2990	3940	-	951	28	0.0713635
50_4	k141_32654	3951	4358	-	408	13	0.0772293
51_1	k141_65290	1	402	-	402	15	0.0904407
51_2	k141_65290	425	1468	-	1044	25	0.0580414
52_1	k141_43538	3	299	-	297	0	0
52_2	k141_43538	436	1218	+	783	0	0
53_1	k141_163198	2	2545	-	2544	33	0.0314409
54_1	k141_184943	1	327	+	327	0	0
54_2	k141_184943	324	536	+	213	0	0
54_3	k141_184943	526	813	+	288	5	0.04208
54_4	k141_184943	806	1090	+	285	1	0.0085046
54_5	k141_184943	1087	1176	+	90	0	0
55_1	k141_130560	3	347	+	345	5	0.0351277
55_2	k141_130560	388	1440	+	1053	14	0.0322254
56_1	k141_152319	1	1155	-	1155	12	0.0251824
57_1	k141_108809	1	1020	+	1020	0	0
58_1	k141_76179	248	1033	+	786	26	0.0801769
58_2	k141_76179	1052	1345	+	294	5	0.0412213
58_3	k141_76179	1326	1730	+	405	3	0.0179542
59_1	k141_32656	2	505	+	504	9	0.0432823
59_2	k141_32656	521	1909	+	1389	20	0.0349001
60_1	k141_10890	3	1067	+	1065	17	0.0386899
60_2	k141_10890	1054	1440	+	387	3	0.0187892
60_3	k141_10890	1458	1682	-	225	1	0.0107725
60_4	k141_10890	1750	2121	-	372	9	0.0586406
60_5	k141_10890	2105	2407	-	303	11	0.0879931
60_6	k141_10890	2634	3941	+	1308	21	0.0389144
60_7	k141_10890	3976	7446	+	3471	56	0.039105
60_8	k141_10890	7567	8277	-	711	31	0.105679
60_9	k141_10890	8291	9106	-	816	20	0.0594071
60_10	k141_10890	9252	9872	-	621	13	0.05074
61_1	k141_152321	3	734	-	732	1	0.00331122
61_2	k141_152321	1132	1437	-	306	4	0.0316838
62_1	k141_97916	2	127	+	126	0	0
62_2	k141_97916	215	1654	+	1440	0	0
62_3	k141_97916	1684	2421	+	738	0	0
62_4	k141_97916	2527	3195	+	669	0	0
63_1	k141_141438	1	69	+	69	0	0
63_2	k141_141438	74	2134	+	2061	0	0
63_3	k141_141438	2175	3398	-	1224	2	0.00396047
63_4	k141_141438	3527	4786	+	1260	5	0.0096183
63_5	k141_141438	5015	5221	+	207	1	0.0117092
64_1	k141_21769	3	1031	-	1029	4	0.009422
64_2	k141_21769	1232	1426	+	195	1	0.0124298
64_3	k141_21769	1502	1876	-	375	0	0
64_4	k141_21769	1907	2746	-	840	2	0.00577098
64_5	k141_21769	2754	3461	-	708	2	0.00684692
64_6	k141_21769	3677	4315	-	639	1	0.00379313
64_7	k141_21769	4336	6981	-	2646	9	0.00824425
64_8	k141_21769	7166	8113	-	948	3	0.00767029
65_1	k141_174099	2	760	+	759	6	0.0191606
65_2	k141_174099	793	1050	+	258	0	0
66_1	k141_0	332	1111	-	780	51	0.15848
66_2	k141_0	1644	3533	+	1890	121	0.155175
66_3	k141_0	3865	6696	+	2832	100	0.0855865
66_4	k141_0	6716	8386	+	1671	55	0.0797783
66_5	k141_0	8395	9234	+	840	22	0.0634807
66_6	k141_0	9263	10564	+	1302	57	0.106112
66_7	k141_0	10621	11613	-	993	37	0.0903132
66_8	k141_0	11754	12884	+	1131	52	0.11144
66_9	k141_0	13176	13568	+	393	14	0.0863444
66_10	k141_0	13601	13921	+	321	5	0.0377541
66_11	k141_0	13914	14189	+	276	2	0.0175638
66_12	k141_0	14249	14992	+	744	28	0.0912187
66_13	k141_0	14985	16250	+	1266	33	0.0631799
66_14	k141_0	16252	16410	+	159	5	0.0762205
66_15	k141_0	16410	16574	+	165	0	0
66_16	k141_0	16571	17179	+	609	23	0.0915396
66_17	k141_0	17196	17606	+	411	7	0.0412814
66_18	k141_0	17603	18004	+	402	2	0.0120588
66_19	k141_0	18055	18153	+	99	0	0
67_1	k141_97919	163	1104	+	942	8	0.0205844
68_1	k141_184948	2	3313	-	3312	431	0.315417
69_1	k141_32663	196	1293	+	1098	0	0
70_1	k141_119681	2	124	-	123	0	0
70_2	k141_119681	264	650	-	387	2	0.0125262
70_3	k141_119681	840	1613	-	774	7	0.0219208
70_4	k141_119681	1712	2296	-	585	9	0.0372894
70_5	k141_119681	2293	2493	-	201	1	0.0120588
70_6	k141_119681	2613	3020	-	408	0	0
70_7	k141_119681	3031	3951	-	921	3	0.00789515
70_8	k141_119681	4086	4745	+	660	9	0.033052
70_9	k141_119681	4864	6495	-	1632	20	0.0297036
71_1	k141_206716	1	168	+	168	0	0
71_2	k141_206716	168	2780	+	2613	0	0
71_3	k141_206716	2896	3819	-	924	7	0.0183622
71_4	k141_206716	4094	5065	+	972	6	0.0149618
72_1	k141_141442	1	342	+	342	1	0.00708716
72_2	k141_141442	370	774	+	405	0	0
72_3	k141_141442	788	1105	+	318	1	0.00762205
73_1	k141_152327	2	130	+	129	0	0
73_2	k141_152327	143	1168	+	1026	0	0
74_1	k141_10896	3	248	+	246	19	0.187205
74_2	k141_10896	376	636	+	261	44	0.408612
74_3	k141_10896	854	2074	+	1221	119	0.236227
75_1	k141_43553	3	890	+	888	0	0
75_2	k141_43553	934	1077	+	144	0	0
76_1	k141_32666	3	200	-	198	0	0
76_2	k141_32666	342	1040	-	699	0	0
77_1	k141_206720	1	717	+	717	1	0.00338049
77_2	k141_206720	1051	1476	+	426	0	0
78_1	k141_141445	1	1257	-	1257	62	0.119552
79_1	k141_97923	302	1261	-	960	0	0
80_1	k141_152332	3	485	+	483	0	0
80_2	k141_152332	529	1143	+	615	11	0.0433527
80_3	k141_152332	1158	1220	+	63	0	0
81_1	k141_87065	3	89	-	87	0	0
81_2	k141_87065	89	733	-	645	4	0.0150314
81_3	k141_87065	734	1429	-	696	1	0.00348249
81_4	k141_87065	1404	2345	-	942	0	0
81_5	k141_87065	2330	2809	-	480	0	0
81_6	k141_87065	2811	3221	-	411	0	0
82_1	k141_10897	2	85	-	84	0	0
82_2	k141_10897	155	1657	-	1503	38	0.0612806
82_3	k141_10897	1860	2450	-	591	9	0.0369108
83_1	k141_32667	3	437	-	435	1	0.00557198
83_2	k141_32667	486	1619	-	1134	7	0.0149618
84_1	k141_174106	2	178	-	177	0	0
84_2	k141_174106	413	559	-	147	0	0
84_3	k141_174106	581	892	-	312	0	0
84_4	k141_174106	889	2085	-	1197	0	0
84_5	k141_174106	2272	2481	-	210	0	0
84_6	k141_174106	2558	2821	-	264	0	0
85_1	k141_65296	120	1121	-	1002	1	0.00241897
85_2	k141_65296	1114	1221	-	108	0	0
85_3	k141_65296	1276	1590	-	315	8	0.0615571
85_4	k141_65296	1587	1895	-	309	9	0.0705964
85_5	k141_65296	1909	2274	-	366	10	0.0662243
85_6	k141_65296	2332	2463	-	132	1	0.0183622
85_7	k141_65296	2520	2684	-	165	6	0.0881386
85_8	k141_65296	2681	2851	-	171	1	0.0141743
85_9	k141_65296	2848	4476	-	1629	33	0.0491011
85_10	k141_65296	4466	5689	-	1224	12	0.0237628
85_11	k141_65296	5861	6013	-	153	0	0
85_12	k141_65296	6010	6408	-	399	8	0.0485977
85_13	k141_65296	6422	6679	-	258	1	0.00939461
85_14	k141_65296	6679	6897	-	219	0	0
85_15	k141_65296	6910	7506	-	597	3	0.01218
86_1	k141_87069	1	1026	-	1026	3	0.00708716
86_2	k141_87069	1023	1088	-	66	0	0
87_1	k141_184957	2	85	+	84	16	0.461678
88_1	k141_174108	2	577	-	576	5	0.02104
88_2	k141_174108	943	1182	-	240	1	0.0100992
89_1	k141_195817	52	567	-	516	27	0.126827
89_2	k141_195817	592	2970	-	2379	105	0.106978
89_3	k141_195817	2967	4076	-	1110	47	0.10263
89_4	k141_195817	4294	4524	-	231	17	0.178376
89_5	k141_195817	4546	4791	-	246	14	0.13794
89_6	k141_195817	4827	6182	-	1356	104	0.185897
89_7	k141_195817	6203	6547	-	345	12	0.0843064
89_8	k141_195817	6742	8727	-	1986	151	0.184288
89_9	k141_195817	8928	10145	-	1218	99	0.197009
89_10	k141_195817	10262	11197	-	936	62	0.160552
89_11	k141_195817	11199	14777	-	3579	116	0.0785588
89_12	k141_195817	14794	15504	-	711	46	0.156815
89_13	k141_195817	15740	15973	-	234	11	0.11394
89_14	k141_195817	16171	17187	-	1017	66	0.157297
89_15	k141_195817	17480	17659	-	180	11	0.148122
89_16	k141_195817	17664	18188	-	525	40	0.184671
89_17	k141_195817	18367	19566	-	1200	74	0.149468
89_18	k141_195817	19816	20817	-	1002	92	0.222545
89_19	k141_195817	20983	21066	-	84	1	0.0288549
90_1	k141_141453	1	243	+	243	0	0
90_2	k141_141453	376	1323	-	948	5	0.0127838
90_3	k141_141453	1320	1694	-	375	3	0.0193905
91_1	k141_206731	3	839	-	837	24	0.0694999
92_1	k141_10900	3	461	+	459	0	0
92_2	k141_10900	600	1589	+	990	6	0.0146898
92_3	k141_10900	1876	2751	-	876	0	0
92_4	k141_10900	2754	3440	-	687	0	0
93_1	k141_130561	2	865	-	864	24	0.0673281
93_2	k141_130561	1449	2387	-	939	55	0.14197
93_3	k141_130561	2384	2707	-	324	8	0.0598472
93_4	k141_130561	2731	3033	-	303	9	0.0719944
93_5	k141_130561	3179	3919	-	741	28	0.091588
93_6	k141_130561	3916	4335	-	420	0	0
93_7	k141_130561	4377	4799	-	423	11	0.0630305
93_8	k141_130561	4806	5558	-	753	35	0.112661
93_9	k141_130561	6262	6684	+	423	18	0.103141
93_10	k141_130561	6678	7823	+	1146	64	0.135361
93_11	k141_130561	7861	9870	+	2010	65	0.0783819
93_12	k141_130561	10025	10306	+	282	15	0.128926
93_13	k141_130561	10311	10706	+	396	17	0.104052
93_14	k141_130561	10703	11089	+	387	12	0.0751569
93_15	k141_130561	11118	11651	-	534	13	0.0590066
94_1	k141_32676	44	658	+	615	0	0
94_2	k141_32676	655	1653	+	999	8	0.0194099
94_3	k141_32676	1822	2019	-	198	1	0.0122415
95_1	k141_195818	2	1228	+	1227	17	0.0335817
95_2	k141_195818	1357	2097	+	741	13	0.042523
96_1	k141_21770	2	787	+	786	3	0.00925118
96_2	k141_21770	882	2924	+	2043	0	0
96_3	k141_21770	2944	3984	+	1041	0	0
96_4	k141_21770	4062	4307	+	246	0	0
96_5	k141_21770	4399	5091	+	693	0	0
96_6	k141_21770	5108	8650	+	3543	0	0
96_7	k141_21770	8670	9002	+	333	0	0
97_1	k141_65308	354	1319	+	966	0	0
98_1	k141_32677	3	716	-	714	0	0
98_2	k141_32677	722	1171	-	450	0	0
99_1	k141_141457	2	295	+	294	2	0.0164885
99_2	k141_141457	309	1661	+	1353	33	0.0591173
99_3	k141_141457	1674	1778	+	105	0	0
100_1	k141_195820	1	564	+	564	0	0
100_2	k141_195820	849	1181	+	333	10	0.0727871
101_1	k141_21773	36	491	-	456	0	0
101_2	k141_21773	505	1269	-	765	10	0.0316838
102_1	k141_87084	3	947	+	945	6	0.0153893
102_2	k141_87084	971	1174	+	204	0	0
102_3	k141_87084	1193	1306	+	114	0	0
103_1	k141_43572	242	1219	+	978	1	0.00247833
104_1	k141_119700	2	1558	+	1557	2	0.00311344
105_1	k141_65312	2	358	+	357	0	0
105_2	k141_65312	329	739	-	411	0	0
105_3	k141_65312	906	1130	+	225	0	0
106_1	k141_32680	105	1478	-	1374	0	0
107_1	k141_87086	2	658	+	657	0	0
107_2	k141_87086	782	1339	+	558	4	0.017375
108_1	k141_141459	3	566	+	564	0	0
108_2	k141_141459	625	1929	-	1305	0	0
108_3	k141_141459	2048	2203	-	156	0	0
109_1	k141_206740	1	207	-	207	0	0
109_2	k141_206740	204	1616	-	1413	24	0.0411688
110_1	k141_87088	2	139	-	138	3	0.0526915
110_2	k141_87088	175	1113	+	939	14	0.0361377
111_1	k141_32682	3	152	+	150	0	0
111_2	k141_32682	383	1495	+	1113	2	0.00435545
112_1	k141_141462	3	905	-	903	13	0.0348943
112_2	k141_141462	1014	1238	-	225	10	0.107725
113_1	k141_10914	3	743	+	741	16	0.052336
113_2	k141_10914	740	1354	+	615	4	0.0157646
114_1	k141_65319	2	286	-	285	3	0.0255138
114_2	k141_65319	450	1295	-	846	8	0.0229202
115_1	k141_87089	1	498	+	498	21	0.102209
115_2	k141_87089	541	858	+	318	6	0.0457323
115_3	k141_87089	957	1091	+	135	0	0
116_1	k141_130566	1	2490	-	2490	41	0.0399101
116_2	k141_130566	2528	2908	-	381	0	0
116_3	k141_130566	2926	4344	-	1419	26	0.0444109
117_1	k141_163206	1	78	+	78	0	0
117_2	k141_163206	916	2373	+	1458	25	0.0415605
117_3	k141_163206	2376	3236	+	861	8	0.0225209
117_4	k141_163206	3233	4513	+	1281	11	0.0208134
117_5	k141_163206	4503	5624	+	1122	14	0.0302436
117_6	k141_163206	5572	6762	+	1191	2	0.00407021
117_7	k141_163206	6865	7743	+	879	0	0
117_8	k141_163206	7971	8432	+	462	0	0
117_9	k141_163206	8634	13331	+	4698	22	0.0113503
117_10	k141_163206	13328	14215	+	888	3	0.00818855
117_11	k141_163206	14407	15498	+	1092	2	0.00443921
117_12	k141_163206	15542	17041	+	1500	6	0.00969524
118_1	k141_32683	147	350	+	204	0	0
119_1	k141_206746	1	408	+	408	0	0
119_2	k141_206746	418	1089	+	672	4	0.0144274
120_1	k141_174131	1	201	+	201	0	0
120_2	k141_174131	214	1713	+	1500	10	0.0161587
121_1	k141_65321	1	1086	+	1086	2	0.00446374
122_1	k141_184958	2	118	-	117	0	0
122_2	k141_184958	498	4256	-	3759	24	0.0154752
122_3	k141_184958	4472	4615	-	144	0	0
122_4	k141_184958	4746	8345	-	3600	16	0.0107725
122_5	k141_184958	8725	9717	-	993	1	0.0024409
122_6	k141_184958	9931	10080	-	150	0	0
123_1	k141_97934	2	190	+	189	4	0.0512976
123_2	k141_97934	253	459	-	207	2	0.0234185
123_3	k141_97934	466	840	-	375	2	0.012927
123_4	k141_97934	840	3611	-	2772	33	0.0288549
123_5	k141_97934	3755	4144	-	390	3	0.0186447
123_6	k141_97934	4120	4422	-	303	6	0.0479962
123_7	k141_97934	4648	6945	-	2298	82	0.0864893
123_8	k141_97934	7085	7642	+	558	18	0.0781874
123_9	k141_97934	7800	8087	-	288	5	0.04208
123_10	k141_97934	8116	8367	+	252	0	0
124_1	k141_43576	1	933	-	933	4	0.0103915
124_2	k141_43576	992	1915	+	924	2	0.00524634
124_3	k141_43576	2091	3539	-	1449	0	0
124_4	k141_43576	3536	3958	-	423	0	0
125_1	k141_163209	2	901	+	900	15	0.0403968
125_2	k141_163209	936	1151	+	216	3	0.033664
126_1	k141_65324	142	1020	-	879	0	0
127_1	k141_97936	3	338	+	336	4	0.0288549
127_2	k141_97936	406	1170	-	765	0	0
128_1	k141_32689	3	596	+	594	0	0
128_2	k141_32689	751	1587	+	837	1	0.00289583
129_1	k141_152335	3	1190	-	1188	38	0.0775293
129_2	k141_152335	1405	2103	-	699	8	0.0277403
129_3	k141_152335	2115	2777	-	663	4	0.0146233
129_4	k141_152335	3021	4238	-	1218	26	0.0517398
129_5	k141_152335	4235	5932	-	1698	43	0.0613804
129_6	k141_152335	5951	6862	-	912	30	0.0797306
129_7	k141_152335	6859	7977	-	1119	23	0.0498192
129_8	k141_152335	8143	8943	-	801	26	0.0786755
129_9	k141_152335	8940	9728	-	789	21	0.0645121
129_10	k141_152335	9732	10661	-	930	46	0.119887
129_11	k141_152335	10909	11547	-	639	14	0.0531038
129_12	k141_152335	11544	12311	-	768	26	0.0820561
129_13	k141_152335	12480	13748	-	1269	26	0.0496604
130_1	k141_174133	3	896	-	894	4	0.0108448
130_2	k141_174133	908	1177	-	270	0	0
130_3	k141_174133	1508	2212	-	705	1	0.00343803
130_4	k141_174133	2281	2532	-	252	0	0
131_1	k141_163210	2	1372	+	1371	0	0
131_2	k141_163210	1376	1582	+	207	0	0
132_1	k141_206751	3	656	-	654	8	0.0296491
132_2	k141_206751	1027	1485	-	459	0	0
132_3	k141_206751	1576	1665	+	90	0	0
133_1	k141_130570	173	2263	+	2091	22	0.0255016
133_2	k141_130570	2379	2765	+	387	1	0.00626308
134_1	k141_184962	3	848	+	846	5	0.0143251
134_2	k141_184962	1205	2695	+	1491	2	0.00325125
135_1	k141_45	2	352	-	351	9	0.062149
135_2	k141_45	352	1752	-	1401	63	0.108994
135_3	k141_45	2152	2598	+	447	9	0.0488016
136_1	k141_108814	1	162	+	162	0	0
136_2	k141_108814	244	1470	+	1227	16	0.0316063
136_3	k141_108814	1560	2312	-	753	9	0.0289698
136_4	k141_108814	2797	3189	-	393	2	0.0123349
136_5	k141_108814	3161	4294	-	1134	12	0.0256488
136_6	k141_108814	4309	5409	-	1101	8	0.0176117
136_7	k141_108814	5515	5835	+	321	1	0.00755081
136_8	k141_108814	5832	6524	+	693	8	0.0279805
136_9	k141_108814	6517	7527	+	1011	1	0.00239744
136_10	k141_108814	7675	9804	+	2130	12	0.0136553
136_11	k141_108814	9976	10908	+	933	10	0.0259787
136_12	k141_108814	11431	11865	+	435	4	0.0222879
136_13	k141_108814	12021	12884	+	864	8	0.0224427
136_14	k141_108814	13032	13865	+	834	14	0.0406875
136_15	k141_108814	13855	14769	+	915	16	0.0423836
136_16	k141_108814	14779	15537	+	759	2	0.00638685
136_17	k141_108814	15530	16225	+	696	11	0.0383073
136_18	k141_108814	16222	17913	+	1692	15	0.0214877
136_19	k141_108814	18101	19504	+	1404	18	0.0310745
136_20	k141_108814	19660	20211	+	552	6	0.0263458
136_21	k141_108814	20421	20975	+	555	3	0.0131017
136_22	k141_108814	21032	22021	+	990	13	0.0318278
137_1	k141_152336	3	281	+	279	13	0.112937
137_2	k141_152336	469	1857	+	1389	36	0.0628201
137_3	k141_152336	1863	2213	+	351	0	0
137_4	k141_152336	2247	2357	-	111	0	0
138_1	k141_163214	3	1046	-	1044	21	0.0487548
139_1	k141_47	2	1087	-	1086	7	0.0156231
140_1	k141_87099	3	1772	+	1770	6	0.00821631
140_2	k141_87099	1861	2547	+	687	5	0.0176405
140_3	k141_87099	2544	3548	+	1005	5	0.0120588
140_4	k141_87099	3714	4157	+	444	0	0
141_1	k141_49	2	1018	-	1017	12	0.0285995
142_1	k141_65330	16	1482	+	1467	49	0.0809589
142_2	k141_65330	1690	2817	+	1128	27	0.0580167
142_3	k141_65330	2814	3329	+	516	4	0.0187892
143_1	k141_174137	3	803	+	801	7	0.0211819
143_2	k141_174137	990	1169	+	180	0	0
143_3	k141_174137	1282	2679	+	1398	19	0.0329416
143_4	k141_174137	3198	3290	-	93	4	0.10425
144_1	k141_130578	3	1592	-	1590	28	0.0426835
144_2	k141_130578	1589	1672	-	84	0	0
145_1	k141_163215	3	2612	+	2610	16	0.0148586
146_1	k141_32697	1	258	-	258	0	0
146_2	k141_32697	258	1445	-	1188	3	0.00612073
146_3	k141_32697	1611	1865	-	255	0	0
146_4	k141_32697	1888	2853	-	966	2	0.00501824
147_1	k141_152343	1	627	-	627	2	0.00773145
147_2	k141_152343	643	1152	-	510	0	0
147_3	k141_152343	1139	1684	-	546	0	0
148_1	k141_184971	2	103	-	102	0	0
148_2	k141_184971	300	1487	-	1188	11	0.0224427
148_3	k141_184971	1768	1980	-	213	0	0
149_1	k141_130579	299	721	+	423	2	0.0114601
149_2	k141_130579	718	957	+	240	0	0
149_3	k141_130579	1532	1726	+	195	0	0
149_4	k141_130579	1763	1978	+	216	0	0
150_1	k141_87106	2	1039	-	1038	1	0.00233508
151_1	k141_32699	3	1262	+	1260	1	0.00192366
151_2	k141_32699	1246	1494	-	249	0	0
152_1	k141_76185	1	156	+	156	1	0.0155372
152_2	k141_76185	319	753	+	435	5	0.0278599
