# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_1_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_1/C11_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_1/C11_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_1/C11_1.bam	RPKG
17_2	k141_184934	1183	2559	+	1377	221	0.0983249
17_3	k141_184934	2872	3603	+	732	94	0.0786723
17_4	k141_184934	3784	4116	-	333	30	0.0551928
17_5	k141_184934	4106	4732	-	627	38	0.0371297
18_1	k141_65284	2	118	+	117	0	0
18_2	k141_65284	137	964	+	828	16	0.0118385
18_3	k141_65284	984	1349	+	366	5	0.0083694
18_4	k141_65284	1369	1788	+	420	3	0.004376
19_1	k141_32646	2	1012	+	1011	23	0.0139374
19_2	k141_32646	1136	1819	+	684	20	0.0179134
20_1	k141_108799	3	1085	+	1083	11	0.00622257
21_1	k141_54399	154	690	-	537	26	0.0296623
21_2	k141_54399	837	1796	-	960	46	0.0293557
21_3	k141_54399	1943	2536	-	594	35	0.0360983
21_4	k141_54399	2563	2958	-	396	20	0.0309414
21_5	k141_54399	2999	3367	-	369	42	0.0697314
21_6	k141_54399	3484	3645	-	162	11	0.041599
21_7	k141_54399	3821	4012	-	192	15	0.0478625
21_8	k141_54399	4054	4272	-	219	11	0.0307719
21_9	k141_54399	4273	4533	-	261	13	0.0305146
21_10	k141_54399	4553	4879	-	327	5	0.00936758
22_1	k141_174072	211	1989	+	1779	65	0.0223843
23_1	k141_65285	1	657	-	657	5	0.0046624
23_2	k141_65285	696	1034	-	339	9	0.0162648
24_1	k141_141429	2	748	-	747	17	0.0139423
24_2	k141_141429	867	1301	-	435	14	0.0197171
25_1	k141_21767	2	652	-	651	3	0.00282323
25_2	k141_21767	667	1332	-	666	17	0.015638
25_3	k141_21767	1484	1816	-	333	24	0.0441542
26_1	k141_108803	3	74	-	72	7	0.0595622
26_2	k141_108803	540	1001	+	462	12	0.0159127
27_1	k141_152312	2	130	-	129	0	0
27_2	k141_152312	234	1604	+	1371	20	0.00893712
27_3	k141_152312	1604	1798	+	195	1	0.00314174
28_1	k141_130548	3	185	-	183	4	0.013391
28_2	k141_130548	193	450	-	258	40	0.0949829
28_3	k141_130548	1011	1895	+	885	46	0.0318434
28_4	k141_130548	1921	2823	+	903	30	0.0203535
28_5	k141_130548	2824	3888	+	1065	57	0.0327892
28_6	k141_130548	4204	5139	+	936	43	0.0281448
29_1	k141_206703	594	1343	+	750	57	0.0465606
30_1	k141_141432	1	834	-	834	20	0.0146916
30_2	k141_141432	983	1171	+	189	11	0.0356563
31_1	k141_97911	130	408	-	279	14	0.0307418
31_2	k141_97911	430	735	-	306	3	0.00600627
31_3	k141_97911	748	972	-	225	10	0.0272284
31_4	k141_97911	1078	1563	-	486	21	0.0264721
31_5	k141_97911	1578	2045	-	468	13	0.0170178
31_6	k141_97911	2059	3174	-	1116	63	0.0345845
31_7	k141_97911	3294	5150	-	1857	103	0.0339806
31_8	k141_97911	5155	6696	-	1542	42	0.0166867
31_9	k141_97911	6693	7466	-	774	17	0.0134559
32_1	k141_108804	1	318	+	318	4	0.00770616
32_2	k141_108804	334	828	+	495	18	0.0222778
32_3	k141_108804	839	1657	+	819	5	0.00374017
33_1	k141_184937	41	1717	-	1677	64	0.0233804
33_2	k141_184937	1767	2678	-	912	28	0.0188091
34_1	k141_163195	2	445	-	444	10	0.0137982
34_2	k141_163195	547	873	+	327	13	0.0243557
34_3	k141_163195	1022	1141	+	120	2	0.0102107
35_1	k141_119677	147	851	+	705	13	0.0112969
35_2	k141_119677	1147	2196	+	1050	23	0.0134197
35_3	k141_119677	2199	3632	+	1434	22	0.00939894
36_1	k141_87049	3	302	-	300	6	0.0122528
36_2	k141_87049	711	1118	-	408	5	0.00750784
37_1	k141_65286	1	156	+	156	1	0.00392718
37_2	k141_65286	159	449	+	291	4	0.00842117
37_3	k141_65286	442	744	+	303	8	0.0161753
37_4	k141_65286	1027	2271	-	1245	39	0.0191911
37_5	k141_65286	2425	2730	+	306	9	0.0180188
37_6	k141_65286	2798	3049	+	252	5	0.0121556
38_1	k141_76172	2	1528	-	1527	50	0.0200602
39_1	k141_43535	1	105	-	105	0	0
39_2	k141_43535	109	510	-	402	21	0.0320036
39_3	k141_43535	556	1218	+	663	29	0.0267972
40_1	k141_97913	3	479	-	477	3	0.00385308
40_2	k141_97913	541	1359	-	819	14	0.0104725
40_3	k141_97913	1356	1502	-	147	5	0.0208381
41_1	k141_54400	3	638	-	636	25	0.0240818
41_2	k141_54400	610	1230	-	621	26	0.02565
41_3	k141_54400	1227	1928	-	702	33	0.0287993
41_4	k141_54400	2321	3175	-	855	22	0.0157638
41_5	k141_54400	3311	3658	-	348	14	0.0246464
41_6	k141_54400	3744	4388	-	645	27	0.0256454
42_1	k141_184939	2	178	+	177	1	0.00346124
42_2	k141_184939	338	1006	+	669	24	0.0219781
42_3	k141_184939	1021	1131	+	111	0	0
43_1	k141_119679	3	854	-	852	22	0.0158193
43_2	k141_119679	1128	1481	-	354	6	0.0103837
44_1	k141_65289	1	333	-	333	8	0.0147181
44_2	k141_65289	411	836	-	426	5	0.00719061
44_3	k141_65289	830	1087	-	258	2	0.00474915
45_1	k141_152317	3	1004	-	1002	10	0.00611417
45_2	k141_152317	1170	1517	-	348	2	0.00352092
46_1	k141_108807	3	995	-	993	32	0.0197427
46_2	k141_108807	1070	1828	-	759	21	0.0169505
47_1	k141_206713	971	1279	+	309	0	0
48_1	k141_87052	114	260	-	147	2	0.00833524
48_2	k141_87052	400	1197	-	798	20	0.0153544
48_3	k141_87052	1200	2261	-	1062	32	0.01846
49_1	k141_97914	1	894	+	894	60	0.0411168
49_2	k141_97914	1059	1883	-	825	28	0.0207926
50_1	k141_32654	3	644	+	642	11	0.0104969
50_2	k141_32654	727	2886	-	2160	41	0.0116288
50_3	k141_32654	2990	3940	-	951	30	0.0193262
50_4	k141_32654	3951	4358	-	408	11	0.0165173
51_1	k141_65290	1	402	-	402	0	0
51_2	k141_65290	425	1468	-	1044	9	0.00528138
52_1	k141_43538	3	299	-	297	7	0.0144393
52_2	k141_43538	436	1218	+	783	31	0.0242552
53_1	k141_163198	2	2545	-	2544	87	0.0209511
54_1	k141_184943	1	327	+	327	11	0.0206087
54_2	k141_184943	324	536	+	213	2	0.00575249
54_3	k141_184943	526	813	+	288	11	0.0233994
54_4	k141_184943	806	1090	+	285	9	0.0193465
54_5	k141_184943	1087	1176	+	90	0	0
55_1	k141_130560	3	347	+	345	2	0.00355154
55_2	k141_130560	388	1440	+	1053	14	0.00814526
56_1	k141_152319	1	1155	-	1155	8	0.00424339
57_1	k141_108809	1	1020	+	1020	34	0.0204213
58_1	k141_76179	248	1033	+	786	0	0
58_2	k141_76179	1052	1345	+	294	6	0.0125029
58_3	k141_76179	1326	1730	+	405	5	0.00756345
59_1	k141_32656	2	505	+	504	11	0.0133711
59_2	k141_32656	521	1909	+	1389	39	0.0172016
60_1	k141_10890	3	1067	+	1065	31	0.0178327
60_2	k141_10890	1054	1440	+	387	9	0.0142474
60_3	k141_10890	1458	1682	-	225	10	0.0272284
60_4	k141_10890	1750	2121	-	372	9	0.0148219
60_5	k141_10890	2105	2407	-	303	9	0.0181972
60_6	k141_10890	2634	3941	+	1308	47	0.0220138
60_7	k141_10890	3976	7446	+	3471	179	0.0315939
60_8	k141_10890	7567	8277	-	711	36	0.0310197
60_9	k141_10890	8291	9106	-	816	36	0.0270282
60_10	k141_10890	9252	9872	-	621	13	0.012825
61_1	k141_152321	3	734	-	732	29	0.0242713
61_2	k141_152321	1132	1437	-	306	21	0.0420439
62_1	k141_97916	2	127	+	126	0	0
62_2	k141_97916	215	1654	+	1440	82	0.0348864
62_3	k141_97916	1684	2421	+	738	41	0.0340355
62_4	k141_97916	2527	3195	+	669	36	0.0329672
63_1	k141_141438	1	69	+	69	0	0
63_2	k141_141438	74	2134	+	2061	87	0.0258611
63_3	k141_141438	2175	3398	-	1224	34	0.0170178
63_4	k141_141438	3527	4786	+	1260	66	0.0320907
63_5	k141_141438	5015	5221	+	207	13	0.038475
64_1	k141_21769	3	1031	-	1029	46	0.0273872
64_2	k141_21769	1232	1426	+	195	5	0.0157087
64_3	k141_21769	1502	1876	-	375	24	0.039209
64_4	k141_21769	1907	2746	-	840	47	0.0342787
64_5	k141_21769	2754	3461	-	708	27	0.0233634
64_6	k141_21769	3677	4315	-	639	42	0.0402674
64_7	k141_21769	4336	6981	-	2646	142	0.0328779
64_8	k141_21769	7166	8113	-	948	47	0.0303735
65_1	k141_174099	2	760	+	759	7	0.00565017
65_2	k141_174099	793	1050	+	258	2	0.00474915
66_1	k141_0	332	1111	-	780	201	0.157873
66_2	k141_0	1644	3533	+	1890	410	0.132901
66_3	k141_0	3865	6696	+	2832	575	0.124388
66_4	k141_0	6716	8386	+	1671	297	0.108889
66_5	k141_0	8395	9234	+	840	147	0.107212
66_6	k141_0	9263	10564	+	1302	215	0.101166
66_7	k141_0	10621	11613	-	993	131	0.0808216
66_8	k141_0	11754	12884	+	1131	232	0.12567
66_9	k141_0	13176	13568	+	393	48	0.0748262
66_10	k141_0	13601	13921	+	321	49	0.0935182
66_11	k141_0	13914	14189	+	276	14	0.0310759
66_12	k141_0	14249	14992	+	744	79	0.0650518
66_13	k141_0	14985	16250	+	1266	151	0.0730716
66_14	k141_0	16252	16410	+	159	7	0.0269716
66_15	k141_0	16410	16574	+	165	6	0.0222778
66_16	k141_0	16571	17179	+	609	66	0.0663945
66_17	k141_0	17196	17606	+	411	42	0.0626055
66_18	k141_0	17603	18004	+	402	21	0.0320036
66_19	k141_0	18055	18153	+	99	0	0
67_1	k141_97919	163	1104	+	942	53	0.0344691
68_1	k141_184948	2	3313	-	3312	672	0.124304
69_1	k141_32663	196	1293	+	1098	32	0.0178547
70_1	k141_119681	2	124	-	123	5	0.0249041
70_2	k141_119681	264	650	-	387	83	0.131393
70_3	k141_119681	840	1613	-	774	132	0.104481
70_4	k141_119681	1712	2296	-	585	104	0.108914
70_5	k141_119681	2293	2493	-	201	9	0.0274316
70_6	k141_119681	2613	3020	-	408	35	0.0525549
70_7	k141_119681	3031	3951	-	921	95	0.063193
70_8	k141_119681	4086	4745	+	660	130	0.120671
70_9	k141_119681	4864	6495	-	1632	163	0.0611889
71_1	k141_206716	1	168	+	168	0	0
71_2	k141_206716	168	2780	+	2613	75	0.0175844
71_3	k141_206716	2896	3819	-	924	30	0.0198909
71_4	k141_206716	4094	5065	+	972	11	0.00693317
72_1	k141_141442	1	342	+	342	3	0.00537403
72_2	k141_141442	370	774	+	405	11	0.0166396
72_3	k141_141442	788	1105	+	318	2	0.00385308
73_1	k141_152327	2	130	+	129	0	0
73_2	k141_152327	143	1168	+	1026	32	0.0191077
74_1	k141_10896	3	248	+	246	23	0.0572793
74_2	k141_10896	376	636	+	261	58	0.136142
74_3	k141_10896	854	2074	+	1221	139	0.0697436
75_1	k141_43553	3	890	+	888	21	0.0144881
75_2	k141_43553	934	1077	+	144	0	0
76_1	k141_32666	3	200	-	198	3	0.00928242
76_2	k141_32666	342	1040	-	699	25	0.0219113
77_1	k141_206720	1	717	+	717	42	0.0358869
77_2	k141_206720	1051	1476	+	426	13	0.0186956
78_1	k141_141445	1	1257	-	1257	46	0.0224196
79_1	k141_97923	302	1261	-	960	25	0.0159542
80_1	k141_152332	3	485	+	483	12	0.0152209
80_2	k141_152332	529	1143	+	615	14	0.0139463
80_3	k141_152332	1158	1220	+	63	0	0
81_1	k141_87065	3	89	-	87	0	0
81_2	k141_87065	89	733	-	645	7	0.0066488
81_3	k141_87065	734	1429	-	696	8	0.00704184
81_4	k141_87065	1404	2345	-	942	25	0.016259
81_5	k141_87065	2330	2809	-	480	15	0.019145
81_6	k141_87065	2811	3221	-	411	2	0.00298122
82_1	k141_10897	2	85	-	84	0	0
82_2	k141_10897	155	1657	-	1503	61	0.0248643
82_3	k141_10897	1860	2450	-	591	5	0.00518308
83_1	k141_32667	3	437	-	435	2	0.00281673
83_2	k141_32667	486	1619	-	1134	24	0.0129659
84_1	k141_174106	2	178	-	177	7	0.0242287
84_2	k141_174106	413	559	-	147	4	0.0166705
84_3	k141_174106	581	892	-	312	5	0.00981795
84_4	k141_174106	889	2085	-	1197	38	0.0194489
84_5	k141_174106	2272	2481	-	210	11	0.0320907
84_6	k141_174106	2558	2821	-	264	2	0.00464121
85_1	k141_65296	120	1121	-	1002	27	0.0165083
85_2	k141_65296	1114	1221	-	108	1	0.00567259
85_3	k141_65296	1276	1590	-	315	19	0.0369529
85_4	k141_65296	1587	1895	-	309	9	0.0178439
85_5	k141_65296	1909	2274	-	366	22	0.0368253
85_6	k141_65296	2332	2463	-	132	3	0.0139236
85_7	k141_65296	2520	2684	-	165	14	0.0519816
85_8	k141_65296	2681	2851	-	171	4	0.0143308
85_9	k141_65296	2848	4476	-	1629	82	0.0308388
85_10	k141_65296	4466	5689	-	1224	84	0.0420439
85_11	k141_65296	5861	6013	-	153	12	0.0480502
85_12	k141_65296	6010	6408	-	399	22	0.0337796
85_13	k141_65296	6422	6679	-	258	7	0.016622
85_14	k141_65296	6679	6897	-	219	3	0.00839233
85_15	k141_65296	6910	7506	-	597	8	0.00820958
86_1	k141_87069	1	1026	-	1026	32	0.0191077
86_2	k141_87069	1023	1088	-	66	0	0
87_1	k141_184957	2	85	+	84	6	0.04376
88_1	k141_174108	2	577	-	576	12	0.0127633
88_2	k141_174108	943	1182	-	240	7	0.0178687
89_1	k141_195817	52	567	-	516	15	0.0178093
89_2	k141_195817	592	2970	-	2379	30	0.0077256
89_3	k141_195817	2967	4076	-	1110	18	0.0099347
89_4	k141_195817	4294	4524	-	231	7	0.0185648
89_5	k141_195817	4546	4791	-	246	4	0.00996162
89_6	k141_195817	4827	6182	-	1356	18	0.00813239
89_7	k141_195817	6203	6547	-	345	2	0.00355154
89_8	k141_195817	6742	8727	-	1986	42	0.0129561
89_9	k141_195817	8928	10145	-	1218	17	0.0085508
89_10	k141_195817	10262	11197	-	936	17	0.011127
89_11	k141_195817	11199	14777	-	3579	46	0.00787411
89_12	k141_195817	14794	15504	-	711	14	0.0120632
89_13	k141_195817	15740	15973	-	234	4	0.0104725
89_14	k141_195817	16171	17187	-	1017	13	0.00783119
89_15	k141_195817	17480	17659	-	180	2	0.00680711
89_16	k141_195817	17664	18188	-	525	24	0.0280064
89_17	k141_195817	18367	19566	-	1200	25	0.0127633
89_18	k141_195817	19816	20817	-	1002	35	0.0213996
89_19	k141_195817	20983	21066	-	84	0	0
90_1	k141_141453	1	243	+	243	1	0.00252115
90_2	k141_141453	376	1323	-	948	44	0.0284348
90_3	k141_141453	1320	1694	-	375	9	0.0147034
91_1	k141_206731	3	839	-	837	127	0.0929573
92_1	k141_10900	3	461	+	459	8	0.0106778
92_2	k141_10900	600	1589	+	990	46	0.0284661
92_3	k141_10900	1876	2751	-	876	34	0.0237783
92_4	k141_10900	2754	3440	-	687	20	0.0178352
93_1	k141_130561	2	865	-	864	24	0.0170178
93_2	k141_130561	1449	2387	-	939	63	0.0411036
93_3	k141_130561	2384	2707	-	324	18	0.0340355
93_4	k141_130561	2731	3033	-	303	21	0.0424602
93_5	k141_130561	3179	3919	-	741	36	0.0297639
93_6	k141_130561	3916	4335	-	420	29	0.0423013
93_7	k141_130561	4377	4799	-	423	20	0.0289664
93_8	k141_130561	4806	5558	-	753	50	0.0406799
93_9	k141_130561	6262	6684	+	423	40	0.0579328
93_10	k141_130561	6678	7823	+	1146	72	0.0384905
93_11	k141_130561	7861	9870	+	2010	109	0.0332228
93_12	k141_130561	10025	10306	+	282	22	0.0477946
93_13	k141_130561	10311	10706	+	396	55	0.0850889
93_14	k141_130561	10703	11089	+	387	29	0.0459084
93_15	k141_130561	11118	11651	-	534	48	0.0550688
94_1	k141_32676	44	658	+	615	18	0.0179309
94_2	k141_32676	655	1653	+	999	44	0.0269831
94_3	k141_32676	1822	2019	-	198	16	0.0495063
95_1	k141_195818	2	1228	+	1227	11	0.00549229
95_2	k141_195818	1357	2097	+	741	16	0.0132284
96_1	k141_21770	2	787	+	786	20	0.0155888
96_2	k141_21770	882	2924	+	2043	124	0.0371842
96_3	k141_21770	2944	3984	+	1041	63	0.0370762
96_4	k141_21770	4062	4307	+	246	2	0.00498081
96_5	k141_21770	4399	5091	+	693	35	0.0309414
96_6	k141_21770	5108	8650	+	3543	164	0.0283582
96_7	k141_21770	8670	9002	+	333	7	0.0128783
97_1	k141_65308	354	1319	+	966	36	0.0228313
98_1	k141_32677	3	716	-	714	33	0.0283153
98_2	k141_32677	722	1171	-	450	15	0.0204213
99_1	k141_141457	2	295	+	294	3	0.00625143
99_2	k141_141457	309	1661	+	1353	21	0.00950882
99_3	k141_141457	1674	1778	+	105	0	0
100_1	k141_195820	1	564	+	564	32	0.0347597
100_2	k141_195820	849	1181	+	333	24	0.0441542
101_1	k141_21773	36	491	-	456	11	0.0147786
101_2	k141_21773	505	1269	-	765	12	0.00961004
102_1	k141_87084	3	947	+	945	18	0.0116693
102_2	k141_87084	971	1174	+	204	4	0.0120125
102_3	k141_87084	1193	1306	+	114	0	0
103_1	k141_43572	242	1219	+	978	60	0.0375853
104_1	k141_119700	2	1558	+	1557	47	0.0184933
105_1	k141_65312	2	358	+	357	7	0.0120125
105_2	k141_65312	329	739	-	411	10	0.0149061
105_3	k141_65312	906	1130	+	225	5	0.0136142
106_1	k141_32680	105	1478	-	1374	29	0.0129305
107_1	k141_87086	2	658	+	657	13	0.0121222
107_2	k141_87086	782	1339	+	558	7	0.00768545
108_1	k141_141459	3	566	+	564	7	0.00760369
108_2	k141_141459	625	1929	-	1305	47	0.0220644
108_3	k141_141459	2048	2203	-	156	3	0.0117815
109_1	k141_206740	1	207	-	207	12	0.0355154
109_2	k141_206740	204	1616	-	1413	208	0.0901834
110_1	k141_87088	2	139	-	138	0	0
110_2	k141_87088	175	1113	+	939	13	0.0084817
111_1	k141_32682	3	152	+	150	11	0.0449269
111_2	k141_32682	383	1495	+	1113	45	0.0247698
112_1	k141_141462	3	905	-	903	21	0.0142474
112_2	k141_141462	1014	1238	-	225	2	0.00544569
113_1	k141_10914	3	743	+	741	10	0.00826774
113_2	k141_10914	740	1354	+	615	14	0.0139463
114_1	k141_65319	2	286	-	285	1	0.00214961
114_2	k141_65319	450	1295	-	846	29	0.0210007
115_1	k141_87089	1	498	+	498	57	0.0701214
115_2	k141_87089	541	858	+	318	21	0.0404573
115_3	k141_87089	957	1091	+	135	5	0.0226904
116_1	k141_130566	1	2490	-	2490	76	0.018699
116_2	k141_130566	2528	2908	-	381	4	0.00643191
116_3	k141_130566	2926	4344	-	1419	41	0.0177014
117_1	k141_163206	1	78	+	78	5	0.0392718
117_2	k141_163206	916	2373	+	1458	128	0.0537846
117_3	k141_163206	2376	3236	+	861	54	0.0384234
117_4	k141_163206	3233	4513	+	1281	59	0.0282168
117_5	k141_163206	4503	5624	+	1122	86	0.0469581
117_6	k141_163206	5572	6762	+	1191	64	0.032921
117_7	k141_163206	6865	7743	+	879	66	0.0460003
117_8	k141_163206	7971	8432	+	462	19	0.0251951
117_9	k141_163206	8634	13331	+	4698	319	0.041599
117_10	k141_163206	13328	14215	+	888	44	0.030356
117_11	k141_163206	14407	15498	+	1092	61	0.0342226
117_12	k141_163206	15542	17041	+	1500	121	0.0494196
118_1	k141_32683	147	350	+	204	40	0.120125
119_1	k141_206746	1	408	+	408	11	0.0165173
119_2	k141_206746	418	1089	+	672	19	0.0173217
120_1	k141_174131	1	201	+	201	5	0.0152398
120_2	k141_174131	214	1713	+	1500	67	0.0273646
121_1	k141_65321	1	1086	+	1086	23	0.0129749
122_1	k141_184958	2	118	-	117	0	0
122_2	k141_184958	498	4256	-	3759	174	0.0283584
122_3	k141_184958	4472	4615	-	144	7	0.0297811
122_4	k141_184958	4746	8345	-	3600	157	0.0267179
122_5	k141_184958	8725	9717	-	993	37	0.0228275
122_6	k141_184958	9931	10080	-	150	3	0.0122528
123_1	k141_97934	2	190	+	189	16	0.0518637
123_2	k141_97934	253	459	-	207	3	0.00887884
123_3	k141_97934	466	840	-	375	31	0.0506449
123_4	k141_97934	840	3611	-	2772	183	0.0404448
123_5	k141_97934	3755	4144	-	390	34	0.0534096
123_6	k141_97934	4120	4422	-	303	33	0.0667232
123_7	k141_97934	4648	6945	-	2298	172	0.0458547
123_8	k141_97934	7085	7642	+	558	47	0.0516023
123_9	k141_97934	7800	8087	-	288	26	0.0553078
123_10	k141_97934	8116	8367	+	252	2	0.00486222
124_1	k141_43576	1	933	-	933	22	0.014446
124_2	k141_43576	992	1915	+	924	34	0.022543
124_3	k141_43576	2091	3539	-	1449	34	0.0143753
124_4	k141_43576	3536	3958	-	423	8	0.0115866
125_1	k141_163209	2	901	+	900	17	0.0115721
125_2	k141_163209	936	1151	+	216	2	0.00567259
126_1	k141_65324	142	1020	-	879	20	0.0139395
127_1	k141_97936	3	338	+	336	2	0.00364667
127_2	k141_97936	406	1170	-	765	19	0.0152159
128_1	k141_32689	3	596	+	594	29	0.02991
128_2	k141_32689	751	1587	+	837	34	0.0248862
129_1	k141_152335	3	1190	-	1188	119	0.0613671
129_2	k141_152335	1405	2103	-	699	70	0.0613516
129_3	k141_152335	2115	2777	-	663	65	0.0600627
129_4	k141_152335	3021	4238	-	1218	140	0.0704184
129_5	k141_152335	4235	5932	-	1698	153	0.0552025
129_6	k141_152335	5951	6862	-	912	64	0.0429923
129_7	k141_152335	6859	7977	-	1119	102	0.0558438
129_8	k141_152335	8143	8943	-	801	58	0.0443609
129_9	k141_152335	8940	9728	-	789	64	0.0496945
129_10	k141_152335	9732	10661	-	930	52	0.0342551
129_11	k141_152335	10909	11547	-	639	45	0.0431437
129_12	k141_152335	11544	12311	-	768	27	0.0215381
129_13	k141_152335	12480	13748	-	1269	61	0.0294492
130_1	k141_174133	3	896	-	894	30	0.0205584
130_2	k141_174133	908	1177	-	270	29	0.0658021
130_3	k141_174133	1508	2212	-	705	40	0.0347597
130_4	k141_174133	2281	2532	-	252	7	0.0170178
131_1	k141_163210	2	1372	+	1371	29	0.0129588
131_2	k141_163210	1376	1582	+	207	0	0
132_1	k141_206751	3	656	-	654	7	0.00655731
132_2	k141_206751	1027	1485	-	459	15	0.0200209
132_3	k141_206751	1576	1665	+	90	0	0
133_1	k141_130570	173	2263	+	2091	211	0.0618207
133_2	k141_130570	2379	2765	+	387	25	0.0395762
134_1	k141_184962	3	848	+	846	47	0.0340355
134_2	k141_184962	1205	2695	+	1491	84	0.0345149
135_1	k141_45	2	352	-	351	23	0.0401445
135_2	k141_45	352	1752	-	1401	118	0.0515999
135_3	k141_45	2152	2598	+	447	25	0.034264
136_1	k141_108814	1	162	+	162	7	0.0264721
136_2	k141_108814	244	1470	+	1227	236	0.117835
136_3	k141_108814	1560	2312	-	753	156	0.126921
136_4	k141_108814	2797	3189	-	393	61	0.0950917
136_5	k141_108814	3161	4294	-	1134	173	0.0934627
136_6	k141_108814	4309	5409	-	1101	182	0.101272
136_7	k141_108814	5515	5835	+	321	38	0.0725243
136_8	k141_108814	5832	6524	+	693	129	0.114041
136_9	k141_108814	6517	7527	+	1011	159	0.0963499
136_10	k141_108814	7675	9804	+	2130	402	0.115625
136_11	k141_108814	9976	10908	+	933	224	0.147086
136_12	k141_108814	11431	11865	+	435	138	0.194355
136_13	k141_108814	12021	12884	+	864	235	0.166632
136_14	k141_108814	13032	13865	+	834	202	0.148385
136_15	k141_108814	13855	14769	+	915	228	0.152658
136_16	k141_108814	14779	15537	+	759	159	0.12834
136_17	k141_108814	15530	16225	+	696	137	0.120591
136_18	k141_108814	16222	17913	+	1692	256	0.0926926
136_19	k141_108814	18101	19504	+	1404	280	0.122179
136_20	k141_108814	19660	20211	+	552	148	0.164259
136_21	k141_108814	20421	20975	+	555	95	0.104866
136_22	k141_108814	21032	22021	+	990	196	0.12129
137_1	k141_152336	3	281	+	279	2	0.00439168
137_2	k141_152336	469	1857	+	1389	31	0.013673
137_3	k141_152336	1863	2213	+	351	5	0.00872706
137_4	k141_152336	2247	2357	-	111	0	0
138_1	k141_163214	3	1046	-	1044	5	0.0029341
139_1	k141_47	2	1087	-	1086	12	0.0067695
140_1	k141_87099	3	1772	+	1770	52	0.0179985
140_2	k141_87099	1861	2547	+	687	17	0.0151599
140_3	k141_87099	2544	3548	+	1005	36	0.0219453
140_4	k141_87099	3714	4157	+	444	15	0.0206973
141_1	k141_49	2	1018	-	1017	3	0.0018072
142_1	k141_65330	16	1482	+	1467	78	0.0325739
142_2	k141_65330	1690	2817	+	1128	61	0.0331303
142_3	k141_65330	2814	3329	+	516	17	0.0201839
143_1	k141_174137	3	803	+	801	45	0.034418
143_2	k141_174137	990	1169	+	180	37	0.125932
143_3	k141_174137	1282	2679	+	1398	87	0.0381257
143_4	k141_174137	3198	3290	-	93	6	0.0395252
144_1	k141_130578	3	1592	-	1590	16	0.00616493
144_2	k141_130578	1589	1672	-	84	0	0
145_1	k141_163215	3	2612	+	2610	118	0.0276979
146_1	k141_32697	1	258	-	258	1	0.00237457
