# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_4_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_4/C19_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_4/C19_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_4/C19_1.bam	RPKG
17_3	k141_63442	784	1686	-	903	5	0.00584692
17_4	k141_63442	1830	2162	+	333	1	0.00317103
18_1	k141_111016	1	999	-	999	93	0.098302
18_2	k141_111016	1409	2398	-	990	24	0.0255989
19_1	k141_7	585	1109	+	525	369	0.742184
20_1	k141_134800	79	222	-	144	11	0.0806631
20_2	k141_134800	295	2010	-	1716	106	0.0652279
20_3	k141_134800	2307	3272	-	966	53	0.0579353
20_4	k141_134800	3412	5208	-	1797	150	0.088143
21_1	k141_15867	3	236	+	234	0	0
21_2	k141_15867	237	1373	+	1137	14	0.0130021
22_1	k141_39657	216	551	+	336	0	0
22_2	k141_39657	641	1429	+	789	4	0.00535338
22_3	k141_39657	1438	1623	+	186	0	0
22_4	k141_39657	1665	1919	+	255	0	0
22_5	k141_39657	1943	2221	+	279	0	0
23_1	k141_118950	1	468	+	468	5	0.0112816
23_2	k141_118950	524	1141	+	618	7	0.0119606
24_1	k141_39660	1	285	-	285	64	0.237126
24_2	k141_39660	360	848	-	489	26	0.0561448
24_3	k141_39660	916	1152	-	237	11	0.0490105
25_1	k141_13	2	310	+	309	75	0.256299
25_2	k141_13	315	611	+	297	81	0.287987
25_3	k141_13	589	1710	+	1122	524	0.493155
26_1	k141_63446	2	1009	-	1008	38	0.0398078
26_2	k141_63446	1387	1521	+	135	17	0.132972
26_3	k141_63446	1797	2192	+	396	41	0.109328
26_4	k141_63446	2189	2479	+	291	16	0.0580593
26_5	k141_63446	2685	3002	+	318	20	0.0664122
27_1	k141_150656	1	537	+	537	20	0.0393279
27_2	k141_150656	552	2087	+	1536	36	0.0247489
27_3	k141_150656	2065	2544	+	480	5	0.0109995
27_4	k141_150656	2546	4003	-	1458	46	0.0333154
27_5	k141_150656	3984	5846	-	1863	72	0.0408098
27_6	k141_150656	5849	6346	-	498	12	0.0254447
27_7	k141_150656	6346	7188	-	843	45	0.0563676
27_8	k141_150656	7208	8230	-	1023	26	0.0268375
27_9	k141_150656	8338	8853	-	516	34	0.0695783
28_1	k141_134801	2	1981	+	1980	13	0.00693303
28_2	k141_134801	2434	2865	-	432	8	0.0195547
28_3	k141_134801	3461	3748	+	288	1	0.0036665
29_1	k141_142728	435	1310	+	876	42	0.0506279
29_2	k141_142728	1336	1638	+	303	4	0.01394
29_3	k141_142728	1693	2001	-	309	7	0.0239213
29_4	k141_142728	2282	3319	+	1038	25	0.0254324
29_5	k141_142728	3396	3680	+	285	9	0.0333459
29_6	k141_142728	3734	4081	+	348	10	0.0303435
29_7	k141_142728	4152	4670	+	519	15	0.0305189
29_8	k141_142728	4931	5398	+	468	8	0.0180505
29_9	k141_142728	5398	5637	+	240	2	0.00879961
29_10	k141_142728	5897	6118	-	222	4	0.0190262
30_1	k141_63447	6	422	-	417	4	0.010129
31_1	k141_71370	3	3791	-	3789	30	0.00836067
31_2	k141_71370	4238	5179	-	942	9	0.0100887
31_3	k141_71370	5167	6006	-	840	15	0.0188563
31_4	k141_71370	6090	6743	-	654	3	0.00484382
31_5	k141_71370	6727	6951	-	225	0	0
31_6	k141_71370	6995	7114	-	120	0	0
31_7	k141_71370	7236	7661	-	426	10	0.0247876
31_8	k141_71370	7651	8838	-	1188	15	0.0133327
32_1	k141_150657	3	152	-	150	2	0.0140794
32_2	k141_150657	286	411	-	126	2	0.0167612
32_3	k141_150657	449	1006	-	558	3	0.00567717
32_4	k141_150657	1099	1356	+	258	0	0
33_1	k141_95158	219	1358	-	1140	18	0.0166729
33_2	k141_95158	1598	3214	+	1617	33	0.0215501
33_3	k141_95158	3288	4646	+	1359	36	0.0279723
33_4	k141_95158	4658	5875	+	1218	19	0.0164722
33_5	k141_95158	5877	6269	+	393	18	0.0483643
33_6	k141_95158	6643	7317	+	675	27	0.0422381
34_1	k141_39667	1	339	-	339	0	0
34_2	k141_39667	344	1030	-	687	11	0.0169075
34_3	k141_39667	1048	1176	-	129	0	0
35_1	k141_19	3	926	-	924	69	0.0788536
35_2	k141_19	923	1321	-	399	32	0.084688
36_1	k141_126880	3	866	-	864	5	0.00611084
36_2	k141_126880	885	1487	-	603	2	0.00350233
36_3	k141_126880	1502	2236	-	735	4	0.00574668
36_4	k141_126880	2247	3050	-	804	4	0.0052535
36_5	k141_126880	3122	5104	-	1983	15	0.00798754
36_6	k141_126880	5392	6210	-	819	1	0.00128932
36_7	k141_126880	6203	6337	-	135	0	0
37_1	k141_47607	2	715	+	714	11	0.0162682
37_2	k141_47607	731	1117	+	387	0	0
38_1	k141_95159	81	905	+	825	3	0.00383983
38_2	k141_95159	895	1158	+	264	0	0
39_1	k141_87228	3	674	-	672	44	0.0691398
39_2	k141_87228	678	1289	-	612	63	0.108701
39_3	k141_87228	1313	1981	-	669	90	0.142056
39_4	k141_87228	2036	3328	-	1293	210	0.171501
39_5	k141_87228	3507	4151	+	645	59	0.0965911
39_6	k141_87228	4234	5427	+	1194	130	0.11497
39_7	k141_87228	5473	6237	-	765	118	0.162879
39_8	k141_87228	6397	7542	-	1146	136	0.125314
39_9	k141_87228	7546	8466	-	921	129	0.147902
40_1	k141_111020	3	161	+	159	2	0.0132824
40_2	k141_111020	197	1153	+	957	12	0.0132408
41_1	k141_31731	213	1142	-	930	51	0.0579071
41_2	k141_31731	1308	1991	+	684	31	0.0478575
41_3	k141_31731	2194	3384	-	1191	40	0.0354644
41_4	k141_31731	3403	3837	-	435	4	0.00970991
41_5	k141_31731	4343	6067	+	1725	81	0.0495839
41_6	k141_31731	6198	6728	-	531	29	0.0576698
41_7	k141_31731	6915	7172	+	258	0	0
42_1	k141_7940	2	694	+	693	6	0.00914245
42_2	k141_7940	848	2404	+	1557	17	0.0115294
42_3	k141_7940	2383	4074	+	1692	19	0.0118576
43_1	k141_71374	3	218	-	216	0	0
43_2	k141_71374	310	717	-	408	4	0.0103525
43_3	k141_71374	840	1478	-	639	0	0
44_1	k141_39668	1	2715	+	2715	22	0.00855653
45_1	k141_23797	3	143	-	141	0	0
45_2	k141_23797	148	672	-	525	5	0.0100567
45_3	k141_23797	669	1760	-	1092	16	0.0154718
45_4	k141_23797	1788	2540	-	753	3	0.00420698
45_5	k141_23797	2547	3206	-	660	1	0.00159993
45_6	k141_23797	3226	3927	-	702	10	0.0150421
45_7	k141_23797	3943	5394	-	1452	14	0.0101814
45_8	k141_23797	5766	6386	+	621	7	0.0119029
45_9	k141_23797	6796	7155	-	360	11	0.0322652
45_10	k141_23797	7328	7918	-	591	16	0.0285876
45_11	k141_23797	7926	8561	-	636	1	0.0016603
45_12	k141_23797	8575	8871	-	297	1	0.0035554
45_13	k141_23797	8945	10240	-	1296	1	0.000814779
46_1	k141_118965	164	1150	+	987	2	0.00213972
46_2	k141_118965	1202	1519	+	318	2	0.00664122
46_3	k141_118965	1552	2091	+	540	5	0.00977734
47_1	k141_150659	238	1599	-	1362	18	0.0139553
47_2	k141_150659	1918	3384	+	1467	20	0.0143961
48_1	k141_55509	2	376	+	375	15	0.0422381
48_2	k141_55509	452	1966	+	1515	71	0.0494869
48_3	k141_55509	2057	2554	-	498	24	0.0508893
48_4	k141_55509	2722	3048	+	327	18	0.0581259
48_5	k141_55509	3070	4164	+	1095	26	0.0250729
48_6	k141_55509	4318	5316	+	999	39	0.0412234
48_7	k141_55509	5336	5845	+	510	12	0.024846
48_8	k141_55509	5950	6654	+	705	34	0.0509254
48_9	k141_55509	6800	8899	-	2100	72	0.0362041
48_10	k141_55509	8947	10278	-	1332	29	0.02299
48_11	k141_55509	10364	11026	-	663	38	0.0605222
49_1	k141_111025	2	91	-	90	0	0
49_2	k141_111025	198	1277	-	1080	7	0.00684414
50_1	k141_87232	1	369	+	369	5	0.0143083
50_2	k141_87232	386	1282	+	897	12	0.0141265
50_3	k141_87232	1284	1676	+	393	19	0.0510512
50_4	k141_87232	1636	1929	+	294	25	0.0897919
51_1	k141_31737	2	1030	+	1029	6	0.00615716
52_1	k141_7945	144	1076	+	933	9	0.010186
53_1	k141_142731	279	980	+	702	35	0.0526472
53_2	k141_142731	984	1820	+	837	109	0.137514
53_3	k141_142731	1871	2620	-	750	70	0.0985556
53_4	k141_142731	3789	5051	-	1263	167	0.139623
54_1	k141_126881	70	2619	-	2550	23	0.00952428
55_1	k141_111027	17	991	+	975	16	0.0173285
56_1	k141_71376	50	1468	-	1419	34	0.0253012
56_2	k141_71376	1511	2689	-	1179	48	0.0429905
57_1	k141_39674	2	1042	-	1041	15	0.0152155
58_1	k141_150664	3	455	+	453	2	0.00466205
58_2	k141_150664	574	1047	+	474	4	0.008911
59_1	k141_87234	3	515	+	513	12	0.0247007
59_2	k141_87234	537	1115	+	579	9	0.0164138
60_1	k141_7946	1	237	+	237	2	0.008911
60_2	k141_7946	577	1242	+	666	0	0
61_1	k141_126884	3	1058	+	1056	29	0.0289987
62_1	k141_36	2	973	+	972	10	0.0108637
62_2	k141_36	974	1336	+	363	3	0.00872689
63_1	k141_39675	3	443	-	441	13	0.0311279
63_2	k141_39675	467	1366	-	900	37	0.0434114
63_3	k141_39675	1400	1756	-	357	15	0.0443678
64_1	k141_95165	1	249	-	249	16	0.0678524
64_2	k141_95165	412	1845	-	1434	80	0.0589095
64_3	k141_95165	1880	3481	-	1602	82	0.05405
64_4	k141_95165	3580	4410	-	831	36	0.0457453
64_5	k141_95165	4697	5017	-	321	26	0.0855289
65_1	k141_71382	1	1050	+	1050	27	0.0271531
66_1	k141_87235	2	424	+	423	0	0
66_2	k141_87235	440	922	+	483	2	0.00437248
66_3	k141_87235	1120	2382	-	1263	0	0
67_1	k141_55515	165	608	+	444	5	0.0118914
67_2	k141_55515	1390	1662	-	273	17	0.0657553
68_1	k141_150665	2	2557	-	2556	20	0.00826254
69_1	k141_47621	1	165	-	165	0	0
69_2	k141_47621	162	494	-	333	10	0.0317103
69_3	k141_47621	974	1216	+	243	1	0.00434549
69_4	k141_47621	1203	1811	+	609	6	0.0104035
70_1	k141_118975	63	878	+	816	69	0.0892902
70_2	k141_118975	930	1400	+	471	20	0.0448388
70_3	k141_118975	1397	1921	+	525	31	0.0623515
71_1	k141_150666	1	102	-	102	3	0.0310574
71_2	k141_150666	153	878	-	726	9	0.0130903
71_3	k141_150666	1046	1156	-	111	6	0.0570786
72_1	k141_63459	238	1830	+	1593	279	0.184941
72_2	k141_63459	1845	2018	+	174	14	0.0849618
72_3	k141_63459	2034	2504	+	471	92	0.206258
72_4	k141_63459	2597	4444	+	1848	383	0.218847
72_5	k141_63459	4441	4827	+	387	40	0.109142
72_6	k141_63459	4841	5128	+	288	16	0.0586641
73_1	k141_126887	75	929	-	855	8	0.00988026
73_2	k141_126887	926	1687	-	762	5	0.00692883
73_3	k141_126887	1793	2119	-	327	0	0
74_1	k141_118977	15	614	+	600	37	0.0651171
74_2	k141_118977	779	1735	-	957	37	0.0408258
75_1	k141_103082	3	503	+	501	16	0.0337231
75_2	k141_103082	505	942	+	438	15	0.0361628
75_3	k141_103082	1371	2660	-	1290	94	0.0769454
75_4	k141_103082	2653	3378	-	726	23	0.0334531
75_5	k141_103082	3437	4807	-	1371	83	0.0639271
75_6	k141_103082	5175	6002	-	828	60	0.0765183
75_7	k141_103082	6200	6607	-	408	34	0.0879961
75_8	k141_103082	6725	7399	-	675	40	0.062575
75_9	k141_103082	7403	7939	-	537	23	0.045227
75_10	k141_103082	7936	8649	-	714	26	0.0384521
75_11	k141_103082	8653	9324	-	672	27	0.0424267
75_12	k141_103082	9411	9704	+	294	16	0.0574668
75_13	k141_103082	9774	9950	+	177	11	0.0656242
75_14	k141_103082	10032	10793	+	762	27	0.0374157
75_15	k141_103082	10946	11326	+	381	18	0.0498876
75_16	k141_103082	11367	13934	+	2568	140	0.0575675
75_17	k141_103082	14010	15599	-	1590	47	0.0312137
75_18	k141_103082	15596	16315	-	720	34	0.0498645
75_19	k141_103082	16515	16997	+	483	23	0.0502835
75_20	k141_103082	17763	18362	-	600	34	0.0598373
75_21	k141_103082	18382	18720	-	339	11	0.034264
75_22	k141_103082	18775	20634	-	1860	106	0.060178
75_23	k141_103082	20991	21662	-	672	44	0.0691398
76_1	k141_111039	221	1120	-	900	8	0.00938625
76_2	k141_111039	1344	1511	+	168	0	0
76_3	k141_111039	1517	2251	+	735	10	0.0143667
77_1	k141_7949	93	884	-	792	2	0.00266655
77_2	k141_7949	898	1473	-	576	3	0.00549976
77_3	k141_7949	1488	2207	-	720	5	0.00733301
77_4	k141_7949	2225	2806	-	582	6	0.0108861
77_5	k141_7949	2806	2967	-	162	0	0
78_1	k141_47	2	1012	+	1011	8	0.00835571
79_1	k141_87239	1	639	-	639	3	0.00495753
79_2	k141_87239	651	1895	-	1245	9	0.0076334
79_3	k141_87239	1913	2404	-	492	12	0.025755
79_4	k141_87239	2438	2902	-	465	14	0.0317921
80_1	k141_31744	3	329	-	327	13	0.0419798
80_2	k141_31744	450	1322	-	873	55	0.0665263
80_3	k141_31744	1462	3078	-	1617	59	0.0385289
80_4	k141_31744	3188	3811	-	624	15	0.0253835
80_5	k141_31744	4371	5951	-	1581	57	0.0380704
81_1	k141_150670	2	379	-	378	0	0
81_2	k141_150670	564	2684	-	2121	4	0.00199143
82_1	k141_142738	74	2641	-	2568	6	0.00246718
82_2	k141_142738	2649	4526	-	1878	7	0.00393593
82_3	k141_142738	4614	4754	-	141	0	0
83_1	k141_47629	374	1303	+	930	2	0.00227087
83_2	k141_47629	1366	1746	+	381	3	0.00831459
84_1	k141_111040	3	293	-	291	1	0.00362871
84_2	k141_111040	315	860	-	546	20	0.0386796
84_3	k141_111040	845	1366	-	522	7	0.0141603
85_1	k141_55518	2	496	+	495	1	0.00213324
85_2	k141_55518	511	2016	+	1506	5	0.00350582
86_1	k141_51	1	669	+	669	8	0.0126272
86_2	k141_51	842	1069	+	228	0	0
87_1	k141_111041	312	848	-	537	8	0.0157311
87_2	k141_111041	986	1489	+	504	13	0.0272369
88_1	k141_71391	2	709	+	708	18	0.0268463
88_2	k141_71391	836	1573	-	738	15	0.0214625
89_1	k141_103094	231	443	+	213	4	0.0198301
89_2	k141_103094	447	902	+	456	30	0.0694706
89_3	k141_103094	902	1642	+	741	25	0.035626
90_1	k141_142740	3	260	-	258	64	0.261942
90_2	k141_142740	265	1014	-	750	231	0.325234
90_3	k141_142740	1016	1942	-	927	259	0.295029
90_4	k141_142740	2108	2827	+	720	133	0.195058
90_5	k141_142740	2824	3291	+	468	36	0.0812272
91_1	k141_118985	3	95	+	93	0	0
91_2	k141_118985	170	1093	+	924	1	0.00114281
91_3	k141_118985	1110	1574	-	465	0	0
92_1	k141_39676	3	632	-	630	5	0.00838058
92_2	k141_39676	669	1583	-	915	8	0.00923238
92_3	k141_39676	1586	2608	-	1023	23	0.0237409
92_4	k141_39676	2917	5688	+	2772	46	0.017523
92_5	k141_39676	5792	6934	+	1143	9	0.00831459
92_6	k141_39676	7042	7584	+	543	5	0.00972333
92_7	k141_39676	7665	8900	+	1236	9	0.00768898
93_1	k141_47635	240	572	-	333	0	0
93_2	k141_47635	594	1187	-	594	0	0
93_3	k141_47635	1270	1476	+	207	0	0
93_4	k141_47635	1491	1934	+	444	0	0
94_1	k141_71395	2	190	+	189	3	0.0167612
94_2	k141_71395	294	620	+	327	53	0.171148
94_3	k141_71395	634	915	+	282	69	0.258372
94_4	k141_71395	1037	1657	-	621	109	0.185344
95_1	k141_103096	1	1344	+	1344	263	0.206634
96_1	k141_142742	520	834	-	315	0	0
96_2	k141_142742	860	1603	-	744	5	0.00709646
97_1	k141_39680	179	817	-	639	0	0
97_2	k141_39680	876	1451	-	576	0	0
98_1	k141_87246	3	4871	-	4869	23	0.00498807
99_1	k141_63464	608	1087	-	480	10	0.021999
99_2	k141_63464	1077	1826	-	750	9	0.0126714
99_3	k141_63464	1868	2071	-	204	0	0
99_4	k141_63464	2171	3436	-	1266	13	0.0108431
99_5	k141_63464	3557	4423	-	867	22	0.0267947
99_6	k141_63464	4503	5672	-	1170	2	0.00180505
99_7	k141_63464	5684	6421	-	738	1	0.00143083
99_8	k141_63464	6411	6677	-	267	0	0
99_9	k141_63464	6776	7051	+	276	3	0.0114778
100_1	k141_103097	295	1011	+	717	16	0.0235638
100_2	k141_103097	1312	1440	+	129	2	0.0163714
101_1	k141_150684	3	485	-	483	0	0
101_2	k141_150684	931	2214	+	1284	8	0.00657915
101_3	k141_150684	2232	2363	+	132	0	0
102_1	k141_47636	2	2341	+	2340	51	0.0230144
102_2	k141_47636	2499	3332	+	834	11	0.0139274
103_1	k141_87247	2	934	+	933	0	0
103_2	k141_87247	1072	1683	-	612	3	0.00517624
104_1	k141_71400	2	1489	+	1488	42	0.0298051
104_2	k141_71400	1687	1818	+	132	5	0.0399982
105_1	k141_134809	861	2798	-	1938	43	0.0234293
105_2	k141_134809	2979	3620	+	642	11	0.0180927
105_3	k141_134809	3639	5195	+	1557	26	0.0176331
105_4	k141_134809	5196	6359	+	1164	20	0.0181435
105_5	k141_134809	6454	6798	+	345	5	0.0153037
105_6	k141_134809	6929	7660	+	732	15	0.0216384
105_7	k141_134809	7743	9020	+	1278	21	0.0173513
105_8	k141_134809	9216	9965	+	750	2	0.00281588
105_9	k141_134809	10007	12598	+	2592	28	0.0114069
105_10	k141_134809	12669	14339	+	1671	27	0.0170621
105_11	k141_134809	14495	15334	+	840	18	0.0226276
105_12	k141_134809	15348	16661	+	1314	20	0.0160723
105_13	k141_134809	16826	18007	+	1182	17	0.0151871
105_14	k141_134809	18149	18793	+	645	6	0.00982282
106_1	k141_103098	1	1191	-	1191	230	0.20392
106_2	k141_103098	1188	1910	-	723	73	0.106618
106_3	k141_103098	1900	2151	-	252	25	0.104757
107_1	k141_47639	1	534	-	534	5	0.0098872
107_2	k141_47639	631	1029	-	399	5	0.0132325
108_1	k141_39685	2	1270	+	1269	6	0.00499269
109_1	k141_118989	3	791	+	789	26	0.0347969
109_2	k141_118989	834	1511	+	678	16	0.0249193
109_3	k141_118989	1594	2526	-	933	14	0.015845
109_4	k141_118989	2542	3282	-	741	7	0.00997527
109_5	k141_118989	3339	4625	-	1287	21	0.01723
110_1	k141_71401	2	1468	-	1467	49	0.0352704
111_1	k141_31755	104	1600	-	1497	14	0.00987531
111_2	k141_31755	1924	6174	-	4251	46	0.0114265
111_3	k141_31755	6420	7547	-	1128	10	0.00936129
112_1	k141_7957	67	936	+	870	8	0.00970991
112_2	k141_7957	1005	1871	+	867	6	0.00730763
112_3	k141_7957	1948	2631	+	684	7	0.0108065
112_4	k141_7957	2641	3651	+	1011	2	0.00208893
112_5	k141_7957	3915	4445	+	531	0	0
112_6	k141_7957	4561	5988	+	1428	3	0.00221839
112_7	k141_7957	6394	6651	+	258	0	0
112_8	k141_7957	6785	7468	+	684	5	0.00771896
113_1	k141_95175	1	621	-	621	10	0.0170041
113_2	k141_95175	886	1014	-	129	1	0.00818568
113_3	k141_95175	1030	1512	-	483	10	0.0218624
113_4	k141_95175	1775	3448	-	1674	60	0.0378478
113_5	k141_95175	3462	5030	-	1569	31	0.0208633
113_6	k141_95175	5508	6248	+	741	25	0.035626
113_7	k141_95175	6202	6330	+	129	5	0.0409284
113_8	k141_95175	6346	6528	+	183	1	0.00577024
113_9	k141_95175	6543	6719	-	177	5	0.0298292
113_10	k141_95175	6945	8273	-	1329	48	0.0381383
113_11	k141_95175	8822	10717	-	1896	80	0.044555
113_12	k141_95175	10710	11642	-	933	25	0.0282946
113_13	k141_95175	11646	12335	-	690	7	0.0107126
114_1	k141_134810	1	1569	-	1569	22	0.0148062
114_2	k141_134810	1592	1813	-	222	2	0.00951309
114_3	k141_134810	1848	2270	-	423	1	0.00249634
115_1	k141_87252	99	1040	-	942	1	0.00112097
116_1	k141_23799	132	518	+	387	12	0.0327427
116_2	k141_23799	732	3296	-	2565	26	0.0107036
116_3	k141_23799	3577	5487	+	1911	22	0.0121564
116_4	k141_23799	5546	6688	+	1143	10	0.00923844
116_5	k141_23799	6681	7877	+	1197	14	0.0123503
116_6	k141_23799	7897	8463	+	567	3	0.00558705
116_7	k141_23799	8549	9220	+	672	4	0.00628544
116_8	k141_23799	9246	9455	+	210	5	0.0251417
116_9	k141_23799	9459	10517	+	1059	5	0.00498561
116_10	k141_23799	10519	11274	+	756	3	0.00419029
116_11	k141_23799	11274	11810	+	537	6	0.0117984
116_12	k141_23799	11836	12132	+	297	1	0.0035554
116_13	k141_23799	12209	13378	+	1170	9	0.00812272
116_14	k141_23799	13527	14639	+	1113	7	0.00664122
116_15	k141_23799	14657	17716	+	3060	14	0.00483116
116_16	k141_23799	18074	19441	-	1368	6	0.00463137
117_1	k141_118991	186	884	+	699	1	0.00151066
117_2	k141_118991	884	1156	+	273	0	0
118_1	k141_111043	3	623	+	621	6	0.0102024
118_2	k141_111043	649	1527	+	879	24	0.0288315
118_3	k141_111043	1653	2531	-	879	12	0.0144157
118_4	k141_111043	2531	3439	-	909	8	0.00929332
118_5	k141_111043	3518	4846	-	1329	22	0.01748
118_6	k141_111043	4933	5937	-	1005	6	0.0063042
119_1	k141_71406	1	522	-	522	1	0.0020229
119_2	k141_71406	820	1119	+	300	0	0
120_1	k141_23800	1	72	-	72	4	0.0586641
120_2	k141_23800	559	1278	-	720	17	0.0249322
121_1	k141_103099	1	423	+	423	3	0.00748903
121_2	k141_103099	552	800	+	249	5	0.0212039
121_3	k141_103099	870	1319	+	450	8	0.0187725
121_4	k141_103099	1465	2961	+	1497	14	0.00987531
121_5	k141_103099	2951	3613	+	663	6	0.00955614
122_1	k141_7960	1	387	+	387	0	0
122_2	k141_7960	533	955	-	423	5	0.0124817
122_3	k141_7960	1053	1517	+	465	0	0
122_4	k141_7960	1526	1942	+	417	2	0.00506452
123_1	k141_39686	1	1368	-	1368	25	0.0192974
123_2	k141_39686	1571	3001	-	1431	20	0.0147583
124_1	k141_142745	151	843	-	693	24	0.0365698
124_2	k141_142745	851	1300	-	450	11	0.0258122
124_3	k141_142745	1425	1535	-	111	6	0.0570786
124_4	k141_142745	1638	2069	-	432	9	0.021999
124_5	k141_142745	2112	4127	-	2016	60	0.0314272
124_6	k141_142745	4402	5121	+	720	15	0.021999
124_7	k141_142745	5417	6154	-	738	17	0.0243241
125_1	k141_63476	195	1271	+	1077	8	0.00784366
125_2	k141_63476	1255	1959	+	705	0	0
125_3	k141_63476	2066	2899	+	834	1	0.00126613
125_4	k141_63476	2868	3542	+	675	0	0
126_1	k141_55533	2	220	-	219	2	0.00964341
126_2	k141_55533	211	435	-	225	0	0
126_3	k141_55533	449	1624	-	1176	6	0.00538752
127_1	k141_111046	3	1067	+	1065	10	0.00991505
128_1	k141_71409	3	425	-	423	7	0.0174744
128_2	k141_71409	442	714	-	273	1	0.00386796
128_3	k141_71409	790	1242	-	453	11	0.0256412
129_1	k141_52	7	1401	+	1395	115	0.0870499
129_2	k141_52	1405	1803	+	399	29	0.0767485
129_3	k141_52	1911	2228	-	318	40	0.132824
129_4	k141_52	2247	2540	-	294	17	0.0610585
129_5	k141_52	2765	4381	+	1617	93	0.060732
129_6	k141_52	4500	4790	-	291	20	0.0725741
129_7	k141_52	5079	6275	-	1197	93	0.0820415
129_8	k141_52	6544	7749	+	1206	82	0.0717978
129_9	k141_52	7889	9205	+	1317	117	0.0938091
129_10	k141_52	9506	11008	+	1503	260	0.182667
129_11	k141_52	11121	11258	-	138	20	0.153037
129_12	k141_52	11248	11529	-	282	68	0.254627
129_13	k141_52	12089	12478	-	390	96	0.259927
130_1	k141_95183	102	1277	-	1176	439	0.394187
131_1	k141_39690	2	514	-	513	7	0.0144087
131_2	k141_39690	554	1042	-	489	11	0.0237535
132_1	k141_126896	3	356	-	354	1	0.00298292
132_2	k141_126896	356	1792	-	1437	22	0.0161663
132_3	k141_126896	1925	3658	-	1734	25	0.0152242
132_4	k141_126896	3808	5415	-	1608	17	0.0111637
132_5	k141_126896	5759	7039	-	1281	21	0.0173107
132_6	k141_126896	7317	8792	+	1476	23	0.0164546
132_7	k141_126896	8881	11334	+	2454	52	0.0223755
132_8	k141_126896	11353	11889	+	537	14	0.0275295
132_9	k141_126896	12211	13131	+	921	20	0.0229306
132_10	k141_126896	13128	14528	+	1401	25	0.0188428
133_1	k141_111049	3	161	-	159	3	0.0199236
133_2	k141_111049	321	1076	-	756	24	0.0335223
134_1	k141_23805	3	590	+	588	12	0.0215501
134_2	k141_23805	799	1983	+	1185	22	0.0196042
135_1	k141_7965	116	1351	-	1236	2	0.00170866
