# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_4_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_4/C17_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_4/C17_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_4/C17_1.bam	RPKG
19_1	k141_7	585	1109	+	525	385	0.570647
20_1	k141_134800	79	222	-	144	15	0.0810579
20_2	k141_134800	295	2010	-	1716	86	0.0389985
20_3	k141_134800	2307	3272	-	966	56	0.0451105
20_4	k141_134800	3412	5208	-	1797	184	0.0796776
21_1	k141_15867	3	236	+	234	2	0.0066509
21_2	k141_15867	237	1373	+	1137	13	0.00889712
22_1	k141_39657	216	551	+	336	8	0.0185275
22_2	k141_39657	641	1429	+	789	47	0.046354
22_3	k141_39657	1438	1623	+	186	2	0.00836726
22_4	k141_39657	1665	1919	+	255	10	0.0305159
22_5	k141_39657	1943	2221	+	279	12	0.0334691
23_1	k141_118950	1	468	+	468	4	0.0066509
23_2	k141_118950	524	1141	+	618	0	0
24_1	k141_39660	1	285	-	285	56	0.152901
24_2	k141_39660	360	848	-	489	17	0.0270524
24_3	k141_39660	916	1152	-	237	1	0.00328336
25_1	k141_13	2	310	+	309	51	0.128433
25_2	k141_13	315	611	+	297	80	0.209604
25_3	k141_13	589	1710	+	1122	451	0.312788
26_1	k141_63446	2	1009	-	1008	21	0.0162116
26_2	k141_63446	1387	1521	+	135	4	0.0230565
26_3	k141_63446	1797	2192	+	396	18	0.0353707
26_4	k141_63446	2189	2479	+	291	7	0.0187185
26_5	k141_63446	2685	3002	+	318	3	0.00734109
27_1	k141_150656	1	537	+	537	4	0.00579632
27_2	k141_150656	552	2087	+	1536	22	0.0111455
27_3	k141_150656	2065	2544	+	480	9	0.0145904
27_4	k141_150656	2546	4003	-	1458	46	0.0245509
27_5	k141_150656	3984	5846	-	1863	25	0.0104422
27_6	k141_150656	5849	6346	-	498	8	0.0125005
27_7	k141_150656	6346	7188	-	843	5	0.00461539
27_8	k141_150656	7208	8230	-	1023	13	0.00988858
27_9	k141_150656	8338	8853	-	516	6	0.00904832
28_1	k141_134801	2	1981	+	1980	33	0.0129693
28_2	k141_134801	2434	2865	-	432	15	0.0270193
28_3	k141_134801	3461	3748	+	288	13	0.0351251
29_1	k141_142728	435	1310	+	876	70	0.0621814
29_2	k141_142728	1336	1638	+	303	8	0.0205454
29_3	k141_142728	1693	2001	-	309	12	0.0302196
29_4	k141_142728	2282	3319	+	1038	73	0.0547258
29_5	k141_142728	3396	3680	+	285	18	0.0491467
29_6	k141_142728	3734	4081	+	348	17	0.0380133
29_7	k141_142728	4152	4670	+	519	56	0.0839628
29_8	k141_142728	4931	5398	+	468	30	0.0498818
29_9	k141_142728	5398	5637	+	240	6	0.0194539
29_10	k141_142728	5897	6118	-	222	5	0.017526
30_1	k141_63447	6	422	-	417	18	0.0335894
31_1	k141_71370	3	3791	-	3789	218	0.0447712
31_2	k141_71370	4238	5179	-	942	43	0.0355209
31_3	k141_71370	5167	6006	-	840	51	0.0472452
31_4	k141_71370	6090	6743	-	654	33	0.0392647
31_5	k141_71370	6727	6951	-	225	1	0.00345847
31_6	k141_71370	6995	7114	-	120	8	0.051877
31_7	k141_71370	7236	7661	-	426	11	0.0200932
31_8	k141_71370	7651	8838	-	1188	60	0.0393008
32_1	k141_150657	3	152	-	150	3	0.0155631
32_2	k141_150657	286	411	-	126	4	0.0247033
32_3	k141_150657	449	1006	-	558	16	0.0223127
32_4	k141_150657	1099	1356	+	258	7	0.0211127
33_1	k141_95158	219	1358	-	1140	81	0.05529
33_2	k141_95158	1598	3214	+	1617	86	0.0413861
33_3	k141_95158	3288	4646	+	1359	82	0.0469527
33_4	k141_95158	4658	5875	+	1218	80	0.0511104
33_5	k141_95158	5877	6269	+	393	16	0.0316806
33_6	k141_95158	6643	7317	+	675	91	0.104907
34_1	k141_39667	1	339	-	339	0	0
34_2	k141_39667	344	1030	-	687	22	0.0249191
34_3	k141_39667	1048	1176	-	129	0	0
35_1	k141_19	3	926	-	924	73	0.0614777
35_2	k141_19	923	1321	-	399	22	0.0429058
36_1	k141_126880	3	866	-	864	17	0.0153109
36_2	k141_126880	885	1487	-	603	16	0.0206476
36_3	k141_126880	1502	2236	-	735	15	0.0158807
36_4	k141_126880	2247	3050	-	804	27	0.0261321
36_5	k141_126880	3122	5104	-	1983	81	0.0317855
36_6	k141_126880	5392	6210	-	819	20	0.0190026
36_7	k141_126880	6203	6337	-	135	0	0
37_1	k141_47607	2	715	+	714	11	0.0119884
37_2	k141_47607	731	1117	+	387	5	0.0100537
38_1	k141_95159	81	905	+	825	10	0.00943219
38_2	k141_95159	895	1158	+	264	4	0.0117902
39_1	k141_87228	3	674	-	672	77	0.0891636
39_2	k141_87228	678	1289	-	612	95	0.120792
39_3	k141_87228	1313	1981	-	669	128	0.148885
39_4	k141_87228	2036	3328	-	1293	308	0.185361
39_5	k141_87228	3507	4151	+	645	136	0.164076
39_6	k141_87228	4234	5427	+	1194	245	0.159672
39_7	k141_87228	5473	6237	-	765	165	0.167837
39_8	k141_87228	6397	7542	-	1146	226	0.153458
39_9	k141_87228	7546	8466	-	921	173	0.146168
40_1	k141_111020	3	161	+	159	2	0.00978812
40_2	k141_111020	197	1153	+	957	2	0.00162624
41_1	k141_31731	213	1142	-	930	83	0.0694483
41_2	k141_31731	1308	1991	+	684	52	0.059158
41_3	k141_31731	2194	3384	-	1191	79	0.0516157
41_4	k141_31731	3403	3837	-	435	35	0.0626102
41_5	k141_31731	4343	6067	+	1725	164	0.0739812
41_6	k141_31731	6198	6728	-	531	55	0.0805999
41_7	k141_31731	6915	7172	+	258	9	0.027145
42_1	k141_7940	2	694	+	693	11	0.0123517
42_2	k141_7940	848	2404	+	1557	20	0.00999557
42_3	k141_7940	2383	4074	+	1692	27	0.0124174
43_1	k141_71374	3	218	-	216	8	0.0288206
43_2	k141_71374	310	717	-	408	11	0.0209797
43_3	k141_71374	840	1478	-	639	19	0.0231376
44_1	k141_39668	1	2715	+	2715	64	0.0183433
45_1	k141_23797	3	143	-	141	1	0.00551883
45_2	k141_23797	148	672	-	525	6	0.00889321
45_3	k141_23797	669	1760	-	1092	33	0.0235157
45_4	k141_23797	1788	2540	-	753	29	0.0299688
45_5	k141_23797	2547	3206	-	660	21	0.0247595
45_6	k141_23797	3226	3927	-	702	48	0.0532072
45_7	k141_23797	3943	5394	-	1452	47	0.0251882
45_8	k141_23797	5766	6386	+	621	22	0.0275675
45_9	k141_23797	6796	7155	-	360	12	0.0259385
45_10	k141_23797	7328	7918	-	591	26	0.0342336
45_11	k141_23797	7926	8561	-	636	25	0.0305879
45_12	k141_23797	8575	8871	-	297	12	0.0314406
45_13	k141_23797	8945	10240	-	1296	55	0.0330236
46_1	k141_118965	164	1150	+	987	22	0.0173449
46_2	k141_118965	1202	1519	+	318	0	0
46_3	k141_118965	1552	2091	+	540	6	0.00864617
47_1	k141_150659	238	1599	-	1362	80	0.0457066
47_2	k141_150659	1918	3384	+	1467	97	0.0514527
48_1	k141_55509	2	376	+	375	5	0.0103754
48_2	k141_55509	452	1966	+	1515	27	0.0138681
48_3	k141_55509	2057	2554	-	498	8	0.0125005
48_4	k141_55509	2722	3048	+	327	9	0.0214171
48_5	k141_55509	3070	4164	+	1095	9	0.0063958
48_6	k141_55509	4318	5316	+	999	20	0.0155787
48_7	k141_55509	5336	5845	+	510	5	0.00762898
48_8	k141_55509	5950	6654	+	705	17	0.018764
48_9	k141_55509	6800	8899	-	2100	39	0.0144515
48_10	k141_55509	8947	10278	-	1332	19	0.0110998
48_11	k141_55509	10364	11026	-	663	18	0.0211264
49_1	k141_111025	2	91	-	90	0	0
49_2	k141_111025	198	1277	-	1080	35	0.025218
50_1	k141_87232	1	369	+	369	18	0.0379588
50_2	k141_87232	386	1282	+	897	57	0.049448
50_3	k141_87232	1284	1676	+	393	59	0.116822
50_4	k141_87232	1636	1929	+	294	30	0.0794036
51_1	k141_31737	2	1030	+	1029	31	0.023443
52_1	k141_7945	144	1076	+	933	9	0.00750632
53_1	k141_142731	279	980	+	702	90	0.0997635
53_2	k141_142731	984	1820	+	837	108	0.100407
53_3	k141_142731	1871	2620	-	750	124	0.128655
53_4	k141_142731	3789	5051	-	1263	251	0.154645
54_1	k141_126881	70	2619	-	2550	49	0.0149528
55_1	k141_111027	17	991	+	975	0	0
56_1	k141_71376	50	1468	-	1419	6	0.0032903
56_2	k141_71376	1511	2689	-	1179	6	0.00396008
57_1	k141_39674	2	1042	-	1041	4	0.00299003
58_1	k141_150664	3	455	+	453	0	0
58_2	k141_150664	574	1047	+	474	7	0.0114917
59_1	k141_87234	3	515	+	513	4	0.00606749
59_2	k141_87234	537	1115	+	579	0	0
60_1	k141_7946	1	237	+	237	2	0.00656671
60_2	k141_7946	577	1242	+	666	15	0.017526
61_1	k141_126884	3	1058	+	1056	43	0.0316863
62_1	k141_36	2	973	+	972	8	0.00640457
62_2	k141_36	974	1336	+	363	6	0.0128621
63_1	k141_39675	3	443	-	441	13	0.0229388
63_2	k141_39675	467	1366	-	900	23	0.0198862
63_3	k141_39675	1400	1756	-	357	5	0.0108985
64_1	k141_95165	1	249	-	249	17	0.0531271
64_2	k141_95165	412	1845	-	1434	109	0.0591485
64_3	k141_95165	1880	3481	-	1602	59	0.0286587
64_4	k141_95165	3580	4410	-	831	52	0.0486932
64_5	k141_95165	4697	5017	-	321	25	0.060604
65_1	k141_71382	1	1050	+	1050	44	0.0326084
66_1	k141_87235	2	424	+	423	4	0.00735844
66_2	k141_87235	440	922	+	483	9	0.0144998
66_3	k141_87235	1120	2382	-	1263	31	0.0190996
67_1	k141_55515	165	608	+	444	34	0.0595885
67_2	k141_55515	1390	1662	-	273	59	0.168173
68_1	k141_150665	2	2557	-	2556	56	0.0170488
69_1	k141_47621	1	165	-	165	5	0.0235805
69_2	k141_47621	162	494	-	333	39	0.0911353
69_3	k141_47621	974	1216	+	243	4	0.0128091
69_4	k141_47621	1203	1811	+	609	19	0.0242774
70_1	k141_118975	63	878	+	816	218	0.20789
70_2	k141_118975	930	1400	+	471	72	0.118954
70_3	k141_118975	1397	1921	+	525	131	0.194168
71_1	k141_150666	1	102	-	102	0	0
71_2	k141_150666	153	878	-	726	5	0.0053592
71_3	k141_150666	1046	1156	-	111	6	0.0420625
72_1	k141_63459	238	1830	+	1593	330	0.1612
72_2	k141_63459	1845	2018	+	174	17	0.0760267
72_3	k141_63459	2034	2504	+	471	103	0.17017
72_4	k141_63459	2597	4444	+	1848	380	0.16001
72_5	k141_63459	4441	4827	+	387	47	0.0945047
72_6	k141_63459	4841	5128	+	288	12	0.0324231
73_1	k141_126887	75	929	-	855	29	0.0263936
73_2	k141_126887	926	1687	-	762	25	0.02553
73_3	k141_126887	1793	2119	-	327	1	0.00237968
74_1	k141_118977	15	614	+	600	13	0.01686
74_2	k141_118977	779	1735	-	957	48	0.0390297
75_1	k141_103082	3	503	+	501	12	0.0186385
75_2	k141_103082	505	942	+	438	14	0.0248725
75_3	k141_103082	1371	2660	-	1290	54	0.0325739
75_4	k141_103082	2653	3378	-	726	31	0.033227
75_5	k141_103082	3437	4807	-	1371	80	0.0454066
75_6	k141_103082	5175	6002	-	828	70	0.0657861
75_7	k141_103082	6200	6607	-	408	15	0.0286087
75_8	k141_103082	6725	7399	-	675	36	0.0415016
75_9	k141_103082	7403	7939	-	537	30	0.0434724
75_10	k141_103082	7936	8649	-	714	21	0.0228869
75_11	k141_103082	8653	9324	-	672	33	0.038213
75_12	k141_103082	9411	9704	+	294	7	0.0185275
75_13	k141_103082	9774	9950	+	177	13	0.0571527
75_14	k141_103082	10032	10793	+	762	38	0.0388057
75_15	k141_103082	10946	11326	+	381	16	0.0326784
75_16	k141_103082	11367	13934	+	2568	150	0.045453
75_17	k141_103082	14010	15599	-	1590	74	0.036216
75_18	k141_103082	15596	16315	-	720	20	0.0216154
75_19	k141_103082	16515	16997	+	483	30	0.0483326
75_20	k141_103082	17763	18362	-	600	57	0.0739248
75_21	k141_103082	18382	18720	-	339	13	0.0298408
75_22	k141_103082	18775	20634	-	1860	109	0.0456016
75_23	k141_103082	20991	21662	-	672	35	0.0405289
76_1	k141_111039	221	1120	-	900	12	0.0103754
76_2	k141_111039	1344	1511	+	168	2	0.00926376
76_3	k141_111039	1517	2251	+	735	11	0.0116459
77_1	k141_7949	93	884	-	792	34	0.0334057
77_2	k141_7949	898	1473	-	576	14	0.0189135
77_3	k141_7949	1488	2207	-	720	29	0.0313424
77_4	k141_7949	2225	2806	-	582	15	0.0200556
77_5	k141_7949	2806	2967	-	162	1	0.00480343
78_1	k141_47	2	1012	+	1011	60	0.0461813
79_1	k141_87239	1	639	-	639	24	0.0292265
79_2	k141_87239	651	1895	-	1245	46	0.0287511
79_3	k141_87239	1913	2404	-	492	8	0.0126529
79_4	k141_87239	2438	2902	-	465	19	0.0317956
80_1	k141_31744	3	329	-	327	5	0.0118984
80_2	k141_31744	450	1322	-	873	9	0.00802222
80_3	k141_31744	1462	3078	-	1617	42	0.0202118
80_4	k141_31744	3188	3811	-	624	8	0.00997635
80_5	k141_31744	4371	5951	-	1581	17	0.00836726
81_1	k141_150670	2	379	-	378	4	0.00823445
81_2	k141_150670	564	2684	-	2121	42	0.015409
82_1	k141_142738	74	2641	-	2568	97	0.0293929
82_2	k141_142738	2649	4526	-	1878	62	0.0256899
82_3	k141_142738	4614	4754	-	141	1	0.00551883
83_1	k141_47629	374	1303	+	930	62	0.051877
83_2	k141_47629	1366	1746	+	381	7	0.0142968
84_1	k141_111040	3	293	-	291	10	0.0267407
84_2	k141_111040	315	860	-	546	32	0.0456062
84_3	k141_111040	845	1366	-	522	18	0.0268329
85_1	k141_55518	2	496	+	495	14	0.0220084
85_2	k141_55518	511	2016	+	1506	31	0.0160178
86_1	k141_51	1	669	+	669	6	0.00697897
86_2	k141_51	842	1069	+	228	5	0.0170648
87_1	k141_111041	312	848	-	537	7	0.0101436
87_2	k141_111041	986	1489	+	504	11	0.0169836
88_1	k141_71391	2	709	+	708	3	0.00329727
88_2	k141_71391	836	1573	-	738	5	0.00527206
89_1	k141_103094	231	443	+	213	40	0.146132
89_2	k141_103094	447	902	+	456	65	0.110921
89_3	k141_103094	902	1642	+	741	109	0.114466
90_1	k141_142740	3	260	-	258	58	0.174934
90_2	k141_142740	265	1014	-	750	304	0.315412
90_3	k141_142740	1016	1942	-	927	353	0.29632
90_4	k141_142740	2108	2827	+	720	182	0.1967
90_5	k141_142740	2824	3291	+	468	49	0.0814735
91_1	k141_118985	3	95	+	93	1	0.00836726
91_2	k141_118985	170	1093	+	924	38	0.0320021
91_3	k141_118985	1110	1574	-	465	16	0.0267752
92_1	k141_39676	3	632	-	630	8	0.00988134
92_2	k141_39676	669	1583	-	915	26	0.0221115
92_3	k141_39676	1586	2608	-	1023	74	0.0562889
92_4	k141_39676	2917	5688	+	2772	157	0.044073
92_5	k141_39676	5792	6934	+	1143	71	0.0483369
92_6	k141_39676	7042	7584	+	543	39	0.0558896
92_7	k141_39676	7665	8900	+	1236	72	0.0453294
93_1	k141_47635	240	572	-	333	5	0.011684
93_2	k141_47635	594	1187	-	594	20	0.0262005
93_3	k141_47635	1270	1476	+	207	2	0.00751841
93_4	k141_47635	1491	1934	+	444	9	0.0157734
94_1	k141_71395	2	190	+	189	3	0.0123517
94_2	k141_71395	294	620	+	327	48	0.114225
94_3	k141_71395	634	915	+	282	77	0.212475
94_4	k141_71395	1037	1657	-	621	126	0.157887
95_1	k141_103096	1	1344	+	1344	257	0.148799
96_1	k141_142742	520	834	-	315	19	0.0469364
96_2	k141_142742	860	1603	-	744	25	0.0261477
97_1	k141_39680	179	817	-	639	14	0.0170488
97_2	k141_39680	876	1451	-	576	6	0.00810579
98_1	k141_87246	3	4871	-	4869	246	0.0393153
99_1	k141_63464	608	1087	-	480	20	0.0324231
99_2	k141_63464	1077	1826	-	750	38	0.0394265
99_3	k141_63464	1868	2071	-	204	4	0.015258
99_4	k141_63464	2171	3436	-	1266	64	0.039338
99_5	k141_63464	3557	4423	-	867	73	0.0655194
99_6	k141_63464	4503	5672	-	1170	45	0.0299291
99_7	k141_63464	5684	6421	-	738	25	0.0263603
99_8	k141_63464	6411	6677	-	267	5	0.0145722
99_9	k141_63464	6776	7051	+	276	7	0.0197358
100_1	k141_103097	295	1011	+	717	32	0.0347294
100_2	k141_103097	1312	1440	+	129	0	0
101_1	k141_150684	3	485	-	483	6	0.00966653
101_2	k141_150684	931	2214	+	1284	24	0.014545
101_3	k141_150684	2232	2363	+	132	0	0
102_1	k141_47636	2	2341	+	2340	39	0.0129693
102_2	k141_47636	2499	3332	+	834	21	0.0195938
103_1	k141_87247	2	934	+	933	32	0.0266891
103_2	k141_87247	1072	1683	-	612	12	0.015258
104_1	k141_71400	2	1489	+	1488	110	0.0575249
104_2	k141_71400	1687	1818	+	132	0	0
105_1	k141_134809	861	2798	-	1938	72	0.0289098
105_2	k141_134809	2979	3620	+	642	16	0.0193933
105_3	k141_134809	3639	5195	+	1557	53	0.0264883
105_4	k141_134809	5196	6359	+	1164	45	0.0300833
105_5	k141_134809	6454	6798	+	345	14	0.0315773
105_6	k141_134809	6929	7660	+	732	37	0.039333
105_7	k141_134809	7743	9020	+	1278	50	0.0304443
105_8	k141_134809	9216	9965	+	750	32	0.0332013
105_9	k141_134809	10007	12598	+	2592	78	0.0234167
105_10	k141_134809	12669	14339	+	1671	77	0.0358576
105_11	k141_134809	14495	15334	+	840	21	0.0194539
105_12	k141_134809	15348	16661	+	1314	47	0.0278336
105_13	k141_134809	16826	18007	+	1182	34	0.0223835
105_14	k141_134809	18149	18793	+	645	10	0.0120644
106_1	k141_103098	1	1191	-	1191	307	0.200582
106_2	k141_103098	1188	1910	-	723	99	0.106552
106_3	k141_103098	1900	2151	-	252	21	0.0648463
107_1	k141_47639	1	534	-	534	4	0.00582888
107_2	k141_47639	631	1029	-	399	10	0.0195026
108_1	k141_39685	2	1270	+	1269	55	0.0337262
109_1	k141_118989	3	791	+	789	17	0.0167663
109_2	k141_118989	834	1511	+	678	14	0.0160681
109_3	k141_118989	1594	2526	-	933	30	0.0250211
109_4	k141_118989	2542	3282	-	741	8	0.00840114
109_5	k141_118989	3339	4625	-	1287	30	0.0181388
110_1	k141_71401	2	1468	-	1467	43	0.0228089
111_1	k141_31755	104	1600	-	1497	59	0.0306688
111_2	k141_31755	1924	6174	-	4251	212	0.0388071
111_3	k141_31755	6420	7547	-	1128	62	0.042771
112_1	k141_7957	67	936	+	870	56	0.0500882
112_2	k141_7957	1005	1871	+	867	52	0.0466714
112_3	k141_7957	1948	2631	+	684	31	0.0352673
112_4	k141_7957	2641	3651	+	1011	80	0.0615751
112_5	k141_7957	3915	4445	+	531	28	0.0410327
112_6	k141_7957	4561	5988	+	1428	67	0.0365101
112_7	k141_7957	6394	6651	+	258	12	0.0361933
112_8	k141_7957	6785	7468	+	684	20	0.0227531
113_1	k141_95175	1	621	-	621	69	0.0864617
113_2	k141_95175	886	1014	-	129	12	0.0723866
113_3	k141_95175	1030	1512	-	483	122	0.196553
113_4	k141_95175	1775	3448	-	1674	301	0.139919
113_5	k141_95175	3462	5030	-	1569	230	0.11407
113_6	k141_95175	5508	6248	+	741	129	0.135468
113_7	k141_95175	6202	6330	+	129	7	0.0422255
113_8	k141_95175	6346	6528	+	183	39	0.165836
113_9	k141_95175	6543	6719	-	177	23	0.101116
113_10	k141_95175	6945	8273	-	1329	242	0.141696
113_11	k141_95175	8822	10717	-	1896	297	0.121895
113_12	k141_95175	10710	11642	-	933	138	0.115097
113_13	k141_95175	11646	12335	-	690	85	0.0958597
114_1	k141_134810	1	1569	-	1569	29	0.0143827
114_2	k141_134810	1592	1813	-	222	0	0
114_3	k141_134810	1848	2270	-	423	4	0.00735844
115_1	k141_87252	99	1040	-	942	19	0.0156953
116_1	k141_23799	132	518	+	387	23	0.046247
116_2	k141_23799	732	3296	-	2565	121	0.0367083
116_3	k141_23799	3577	5487	+	1911	101	0.041127
116_4	k141_23799	5546	6688	+	1143	60	0.0408481
116_5	k141_23799	6681	7877	+	1197	41	0.0266536
116_6	k141_23799	7897	8463	+	567	9	0.0123517
116_7	k141_23799	8549	9220	+	672	27	0.0312652
116_8	k141_23799	9246	9455	+	210	6	0.022233
116_9	k141_23799	9459	10517	+	1059	42	0.0308617
116_10	k141_23799	10519	11274	+	756	33	0.0339671
116_11	k141_23799	11274	11810	+	537	12	0.0173889
116_12	k141_23799	11836	12132	+	297	8	0.0209604
116_13	k141_23799	12209	13378	+	1170	53	0.0352498
116_14	k141_23799	13527	14639	+	1113	45	0.0314618
116_15	k141_23799	14657	17716	+	3060	136	0.0345847
116_16	k141_23799	18074	19441	-	1368	68	0.0386802
117_1	k141_118991	186	884	+	699	12	0.0133589
117_2	k141_118991	884	1156	+	273	1	0.00285039
118_1	k141_111043	3	623	+	621	46	0.0576411
118_2	k141_111043	649	1527	+	879	49	0.0433784
118_3	k141_111043	1653	2531	-	879	58	0.0513459
118_4	k141_111043	2531	3439	-	909	38	0.0325302
118_5	k141_111043	3518	4846	-	1329	59	0.0345457
118_6	k141_111043	4933	5937	-	1005	47	0.0363914
119_1	k141_71406	1	522	-	522	19	0.0283237
119_2	k141_71406	820	1119	+	300	13	0.0337201
120_1	k141_23800	1	72	-	72	2	0.0216154
120_2	k141_23800	559	1278	-	720	18	0.0194539
121_1	k141_103099	1	423	+	423	13	0.0239149
121_2	k141_103099	552	800	+	249	7	0.0218759
121_3	k141_103099	870	1319	+	450	20	0.0345847
121_4	k141_103099	1465	2961	+	1497	72	0.0374263
121_5	k141_103099	2951	3613	+	663	34	0.0399054
122_1	k141_7960	1	387	+	387	4	0.00804295
122_2	k141_7960	533	955	-	423	11	0.0202357
122_3	k141_7960	1053	1517	+	465	3	0.00502036
122_4	k141_7960	1526	1942	+	417	1	0.00186608
123_1	k141_39686	1	1368	-	1368	32	0.0182025
123_2	k141_39686	1571	3001	-	1431	84	0.0456779
124_1	k141_142745	151	843	-	693	5	0.0056144
124_2	k141_142745	851	1300	-	450	6	0.0103754
124_3	k141_142745	1425	1535	-	111	1	0.00701041
124_4	k141_142745	1638	2069	-	432	1	0.00180129
124_5	k141_142745	2112	4127	-	2016	26	0.0100357
124_6	k141_142745	4402	5121	+	720	10	0.0108077
124_7	k141_142745	5417	6154	-	738	8	0.00843529
125_1	k141_63476	195	1271	+	1077	50	0.0361261
125_2	k141_63476	1255	1959	+	705	32	0.0353205
125_3	k141_63476	2066	2899	+	834	60	0.0559824
125_4	k141_63476	2868	3542	+	675	33	0.0380432
126_1	k141_55533	2	220	-	219	0	0
126_2	k141_55533	211	435	-	225	4	0.0138339
126_3	k141_55533	449	1624	-	1176	32	0.0211743
127_1	k141_111046	3	1067	+	1065	8	0.0058453
128_1	k141_71409	3	425	-	423	5	0.00919806
128_2	k141_71409	442	714	-	273	2	0.00570077
128_3	k141_71409	790	1242	-	453	5	0.00858891
129_1	k141_52	7	1401	+	1395	124	0.0691694
129_2	k141_52	1405	1803	+	399	14	0.0273037
129_3	k141_52	1911	2228	-	318	18	0.0440465
129_4	k141_52	2247	2540	-	294	24	0.0635229
129_5	k141_52	2765	4381	+	1617	64	0.030799
129_6	k141_52	4500	4790	-	291	21	0.0561555
129_7	k141_52	5079	6275	-	1197	95	0.0617584
129_8	k141_52	6544	7749	+	1206	63	0.0406499
129_9	k141_52	7889	9205	+	1317	189	0.111672
129_10	k141_52	9506	11008	+	1503	386	0.199846
129_11	k141_52	11121	11258	-	138	22	0.124054
129_12	k141_52	11248	11529	-	282	105	0.289739
129_13	k141_52	12089	12478	-	390	107	0.213494
130_1	k141_95183	102	1277	-	1176	623	0.412237
131_1	k141_39690	2	514	-	513	0	0
131_2	k141_39690	554	1042	-	489	0	0
132_1	k141_126896	3	356	-	354	6	0.0131891
132_2	k141_126896	356	1792	-	1437	90	0.0487363
132_3	k141_126896	1925	3658	-	1734	74	0.0332085
132_4	k141_126896	3808	5415	-	1608	81	0.0391981
132_5	k141_126896	5759	7039	-	1281	89	0.0540639
132_6	k141_126896	7317	8792	+	1476	95	0.0500845
132_7	k141_126896	8881	11334	+	2454	151	0.0478816
132_8	k141_126896	11353	11889	+	537	48	0.0695558
132_9	k141_126896	12211	13131	+	921	45	0.0380206
132_10	k141_126896	13128	14528	+	1401	100	0.0555429
133_1	k141_111049	3	161	-	159	0	0
