coassembly	sample	geneID	contig	start	stop	strand	length	mapped	RPKG	geneLoc	geneNum	Score
Capsule_1	K19_1	35391_7	k141_35391	7967	9418	+	1452	111	0.259208	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	L21_1	35391_7	k141_35391	7967	9418	+	1452	36	0.103263	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	L21_1	35391_6	k141_35391	6632	7948	+	1317	24	0.0758987	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	L21_1	35391_6	k141_35391	6632	7948	+	1317	24	0.0758987	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	L21_1	35391_7	k141_35391	7967	9418	+	1452	36	0.103263	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	N21_1	35391_6	k141_35391	6632	7948	+	1317	1	0.000755631	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	N21_1	35391_7	k141_35391	7967	9418	+	1452	2	0.00137075	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	N21_1	35391_7	k141_35391	7967	9418	+	1452	2	0.00137075	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	N21_1	35391_6	k141_35391	6632	7948	+	1317	1	0.000755631	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M11_2	35391_7	k141_35391	7967	9418	+	1452	0	0	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	M11_2	35391_6	k141_35391	6632	7948	+	1317	0	0	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M11_2	35391_6	k141_35391	6632	7948	+	1317	0	0	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	M11_2	35391_7	k141_35391	7967	9418	+	1452	0	0	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	M13_2	35391_6	k141_35391	6632	7948	+	1317	14	0.00634446	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	M13_2	35391_7	k141_35391	7967	9418	+	1452	27	0.0110981	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	M13_2	35391_7	k141_35391	7967	9418	+	1452	27	0.0110981	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	M13_2	35391_6	k141_35391	6632	7948	+	1317	14	0.00634446	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M15_2	35391_7	k141_35391	7967	9418	+	1452	0	0	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	M15_2	35391_6	k141_35391	6632	7948	+	1317	0	0	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M15_2	35391_6	k141_35391	6632	7948	+	1317	0	0	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	M15_2	35391_7	k141_35391	7967	9418	+	1452	0	0	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	M17_2	35391_6	k141_35391	6632	7948	+	1317	402	0.122434	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	M17_2	35391_7	k141_35391	7967	9418	+	1452	465	0.128455	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	M17_2	35391_7	k141_35391	7967	9418	+	1452	465	0.128455	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	M17_2	35391_6	k141_35391	6632	7948	+	1317	402	0.122434	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M19_2	35391_6	k141_35391	6632	7948	+	1317	7	0.0023635	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	M19_2	35391_7	k141_35391	7967	9418	+	1452	9	0.00275625	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	M19_2	35391_7	k141_35391	7967	9418	+	1452	9	0.00275625	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	M19_2	35391_6	k141_35391	6632	7948	+	1317	7	0.0023635	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M1_2	35391_6	k141_35391	6632	7948	+	1317	0	0	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	M1_2	35391_7	k141_35391	7967	9418	+	1452	0	0	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	M1_2	35391_7	k141_35391	7967	9418	+	1452	0	0	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	M1_2	35391_6	k141_35391	6632	7948	+	1317	0	0	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M21_2	35391_7	k141_35391	7967	9418	+	1452	77	0.0158164	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	M21_2	35391_6	k141_35391	6632	7948	+	1317	89	0.0201552	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M21_2	35391_6	k141_35391	6632	7948	+	1317	89	0.0201552	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	M21_2	35391_7	k141_35391	7967	9418	+	1452	77	0.0158164	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	M23_2	35391_6	k141_35391	6632	7948	+	1317	0	0	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	M23_2	35391_7	k141_35391	7967	9418	+	1452	6	0.00267509	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	M23_2	35391_7	k141_35391	7967	9418	+	1452	6	0.00267509	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	M23_2	35391_6	k141_35391	6632	7948	+	1317	0	0	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M3_2	35391_7	k141_35391	7967	9418	+	1452	0	0	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	M3_2	35391_6	k141_35391	6632	7948	+	1317	5	0.00103596	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M3_2	35391_6	k141_35391	6632	7948	+	1317	5	0.00103596	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	M3_2	35391_7	k141_35391	7967	9418	+	1452	0	0	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	M5_2	35391_6	k141_35391	6632	7948	+	1317	10	0.00210124	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	M5_2	35391_7	k141_35391	7967	9418	+	1452	18	0.00343058	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	M5_2	35391_7	k141_35391	7967	9418	+	1452	18	0.00343058	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	M5_2	35391_6	k141_35391	6632	7948	+	1317	10	0.00210124	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M7_2	35391_6	k141_35391	6632	7948	+	1317	0	0	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	M7_2	35391_7	k141_35391	7967	9418	+	1452	0	0	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	M7_2	35391_7	k141_35391	7967	9418	+	1452	0	0	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	M7_2	35391_6	k141_35391	6632	7948	+	1317	0	0	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M9_2	35391_7	k141_35391	7967	9418	+	1452	0	0	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	M9_2	35391_6	k141_35391	6632	7948	+	1317	0	0	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	M9_2	35391_6	k141_35391	6632	7948	+	1317	0	0	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	M9_2	35391_7	k141_35391	7967	9418	+	1452	0	0	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	O1_2	35391_6	k141_35391	6632	7948	+	1317	43	0.0269214	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	O1_2	35391_7	k141_35391	7967	9418	+	1452	51	0.0289614	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
Capsule_1	O1_2	35391_7	k141_35391	7967	9418	+	1452	51	0.0289614	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	O1_2	35391_6	k141_35391	6632	7948	+	1317	43	0.0269214	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	O3_2	35391_7	k141_35391	7967	9418	+	1452	87	0.0311347	Capsule_1.k141_35391_7/21-362	Capsule_1.k141_35391_7	239.9
Capsule_1	O3_2	35391_6	k141_35391	6632	7948	+	1317	62	0.0244624	Capsule_1.k141_35391_6/62-342	Capsule_1.k141_35391_6	168.1
Capsule_1	O3_2	35391_6	k141_35391	6632	7948	+	1317	62	0.0244624	Capsule_1.k141_35391_6/64-437	Capsule_1.k141_35391_6	641.1
Capsule_1	O3_2	35391_7	k141_35391	7967	9418	+	1452	87	0.0311347	Capsule_1.k141_35391_7/11-266	Capsule_1.k141_35391_7	444.4
