# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam	RPKG
102_2	k141_63721	887	1819	+	933	28	0.103574
102_3	k141_63721	1982	2776	-	795	24	0.104189
102_4	k141_63721	2779	3693	-	915	43	0.16219
102_5	k141_63721	3783	4760	-	978	48	0.169387
102_6	k141_63721	4987	5751	+	765	30	0.135343
102_7	k141_63721	5896	6489	+	594	24	0.139444
102_8	k141_63721	6698	7135	+	438	7	0.055157
103_1	k141_60187	235	2385	-	2151	50	0.0802243
103_2	k141_60187	2483	3517	-	1035	47	0.156723
103_3	k141_60187	3492	3785	-	294	14	0.164345
103_4	k141_60187	4046	4600	-	555	22	0.136806
103_5	k141_60187	4602	5738	-	1137	15	0.045531
103_6	k141_60187	5797	6021	-	225	16	0.245422
103_7	k141_60187	6032	6277	-	246	9	0.126265
103_8	k141_60187	6515	6766	+	252	8	0.109563
104_1	k141_49	2	1012	+	1011	6	0.0204822
104_2	k141_49	1059	1184	+	126	3	0.0821726
105_1	k141_3581	2	772	+	771	3	0.013429
105_2	k141_3581	783	971	+	189	8	0.146085
105_3	k141_3581	981	1232	+	252	0	0
106_1	k141_10627	2	1060	-	1059	9	0.0293307
107_1	k141_53123	377	2428	+	2052	18	0.0302741
107_2	k141_53123	2498	2770	-	273	0	0
108_1	k141_10631	68	919	+	852	0	0
108_2	k141_10631	916	1242	+	327	0	0
109_1	k141_42484	3	1223	-	1221	38	0.10741
109_2	k141_42484	1318	3054	-	1737	71	0.14107
109_3	k141_42484	3084	4103	-	1020	15	0.0507537
109_4	k141_42484	4118	5182	-	1065	29	0.0939777
109_5	k141_42484	5182	5577	-	396	14	0.122014
109_6	k141_42484	5577	7337	-	1761	43	0.0842724
109_7	k141_42484	7353	7706	-	354	5	0.0487465
110_1	k141_7097	1	291	-	291	0	0
110_2	k141_7097	293	1198	-	906	0	0
111_1	k141_31889	3	158	+	156	2	0.0442468
111_2	k141_31889	424	3459	+	3036	69	0.0784375
112_1	k141_21254	3	305	-	303	8	0.0911221
112_2	k141_21254	331	636	-	306	6	0.0676716
112_3	k141_21254	763	1620	+	858	31	0.124696
112_4	k141_21254	1744	3516	+	1773	64	0.12458
112_5	k141_21254	3516	4322	+	807	12	0.0513197
112_6	k141_21254	4338	5210	-	873	37	0.146273
112_7	k141_21254	5222	6445	-	1224	49	0.138163
112_8	k141_21254	6459	7496	-	1038	43	0.142971
112_9	k141_21254	7932	9143	+	1212	45	0.12814
112_10	k141_21254	9183	10559	+	1377	55	0.13785
112_11	k141_21254	10581	11393	-	813	25	0.106127
112_12	k141_21254	11386	12144	-	759	13	0.0591123
112_13	k141_21254	12218	13234	-	1017	43	0.145923
112_14	k141_21254	13340	14824	+	1485	55	0.127824
112_15	k141_21254	14845	16050	-	1206	37	0.105884
112_16	k141_21254	16091	16999	+	909	28	0.106309
112_17	k141_21254	17055	17453	+	399	5	0.0432487
112_18	k141_21254	17464	18066	-	603	17	0.0972989
112_19	k141_21254	18106	18777	+	672	20	0.102716
112_20	k141_21254	18746	19270	-	525	14	0.0920333
113_1	k141_53127	2	70	-	69	1	0.0500181
113_2	k141_53127	92	388	-	297	3	0.0348611
113_3	k141_53127	402	986	-	585	7	0.041297
113_4	k141_53127	1092	1562	-	471	7	0.0512925
114_1	k141_46033	3	1319	-	1317	48	0.125786
114_2	k141_46033	1282	2709	-	1428	36	0.0870063
114_3	k141_46033	2766	3824	-	1059	38	0.123841
114_4	k141_46033	3850	4095	-	246	22	0.308648
114_5	k141_46033	4758	5279	+	522	35	0.231406
114_6	k141_46033	5344	5535	+	192	4	0.071901
114_7	k141_46033	5715	7295	-	1581	112	0.244491
114_8	k141_46033	7598	7816	-	219	28	0.441256
114_9	k141_46033	8232	8489	+	258	20	0.267539
114_10	k141_46033	8540	9328	+	789	26	0.113729
114_11	k141_46033	9365	10630	+	1266	60	0.163566
114_12	k141_46033	10712	11434	+	723	18	0.0859232
114_13	k141_46033	11779	11916	-	138	3	0.0750272
115_1	k141_54	1	876	+	876	16	0.0630365
115_2	k141_54	876	1040	+	165	0	0
116_1	k141_42488	2	490	+	489	4	0.0282311
116_2	k141_42488	491	1786	+	1296	21	0.055923
117_1	k141_10635	2	1588	+	1587	60	0.130482
117_2	k141_10635	1637	1762	+	126	2	0.0547817
117_3	k141_10635	2385	2969	+	585	11	0.0648953
117_4	k141_10635	3047	3367	+	321	0	0
118_1	k141_49567	3	446	+	444	5	0.0388654
118_2	k141_49567	1182	1448	-	267	16	0.206816
118_3	k141_49567	1754	2692	-	939	34	0.124965
118_4	k141_49567	2729	3472	-	744	21	0.0974143
118_5	k141_49567	3652	4419	-	768	7	0.0314567
118_6	k141_49567	4419	6602	-	2184	54	0.0853331
118_7	k141_49567	6577	7479	-	903	5	0.0191099
118_8	k141_49567	7472	7846	-	375	9	0.08283
118_9	k141_49567	8126	8857	-	732	17	0.080152
118_10	k141_49567	8953	9261	-	309	10	0.111691
119_1	k141_63725	1	225	+	225	2	0.0306778
119_2	k141_63725	225	632	+	408	7	0.0592126
119_3	k141_63725	696	968	+	273	2	0.0252839
119_4	k141_63725	1042	1659	+	618	13	0.0725991
119_5	k141_63725	1674	2876	+	1203	32	0.0918038
119_6	k141_63725	2976	3224	+	249	7	0.0970231
119_7	k141_63725	3409	4767	+	1359	27	0.0685679
119_8	k141_63725	4846	5454	+	609	22	0.124676
119_9	k141_63725	5499	5897	+	399	16	0.138396
119_10	k141_63725	5890	6381	+	492	15	0.105221
119_11	k141_63725	6512	7327	+	816	32	0.135343
119_12	k141_63725	7356	7418	+	63	0	0
120_1	k141_10636	2	1858	-	1857	25	0.0464627
121_1	k141_7103	236	679	+	444	9	0.0699578
121_2	k141_7103	707	1576	+	870	35	0.138843
121_3	k141_7103	1580	2413	+	834	23	0.0951784
121_4	k141_7103	2432	3109	+	678	6	0.030542
121_5	k141_7103	3129	3650	+	522	5	0.033058
122_1	k141_57	1	570	+	570	95	0.575208
122_2	k141_57	575	1738	+	1164	135	0.400274
122_3	k141_57	1748	2803	-	1056	199	0.650378
122_4	k141_57	2908	3270	-	363	105	0.998296
122_5	k141_57	3483	4325	-	843	181	0.741016
123_1	k141_49570	3	581	+	579	17	0.101332
123_2	k141_49570	666	1124	+	459	17	0.127824
124_1	k141_60190	3	332	-	330	5	0.0522917
124_2	k141_60190	757	1245	+	489	16	0.112924
124_3	k141_60190	1278	1832	+	555	17	0.105714
124_4	k141_60190	1908	2663	-	756	28	0.127824
124_5	k141_60190	3302	3625	+	324	14	0.149128
124_6	k141_60190	3592	4665	+	1074	64	0.205661
124_7	k141_60190	4649	5122	+	474	22	0.160185
124_8	k141_60190	5170	5496	-	327	19	0.200531
124_9	k141_60190	5709	6563	+	855	28	0.113023
124_10	k141_60190	6583	7467	+	885	32	0.124791
124_11	k141_60190	7485	7715	+	231	13	0.194226
125_1	k141_67267	1	447	+	447	69	0.532743
125_2	k141_67267	524	1354	-	831	117	0.485916
125_3	k141_67267	1582	1929	-	348	79	0.783473
125_4	k141_67267	2060	2287	-	228	59	0.893087
125_5	k141_67267	2640	3212	+	573	66	0.397526
125_6	k141_67267	3260	4792	-	1533	164	0.369214
125_7	k141_67267	4818	5459	-	642	72	0.387056
125_8	k141_67267	5462	6184	-	723	75	0.358014
125_9	k141_67267	6184	7518	-	1335	174	0.449826
125_10	k141_67267	7849	8736	-	888	154	0.598528
125_11	k141_67267	9020	9556	-	537	104	0.668399
125_12	k141_67267	9695	10654	-	960	181	0.650704
125_13	k141_67267	10801	11394	-	594	89	0.517107
125_14	k141_67267	11426	11821	-	396	69	0.601354
125_15	k141_67267	11984	12352	-	369	56	0.523767
126_1	k141_42492	179	1651	+	1473	38	0.0890343
126_2	k141_42492	1742	2014	+	273	5	0.0632097
126_3	k141_42492	2074	2787	+	714	29	0.140177
126_4	k141_42492	2850	3092	+	243	0	0
127_1	k141_59	3	185	+	183	0	0
127_2	k141_59	187	936	+	750	3	0.013805
127_3	k141_59	941	1126	+	186	0	0
128_1	k141_60191	2	853	-	852	15	0.0607614
128_2	k141_60191	1184	1915	+	732	20	0.0942965
129_1	k141_38952	576	2279	-	1704	98	0.198487
129_2	k141_38952	2688	4046	-	1359	83	0.210783
129_3	k141_38952	4208	7663	+	3456	202	0.201722
129_4	k141_38952	7751	8740	+	990	70	0.244028
129_5	k141_38952	8812	10164	+	1353	105	0.267835
