# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_6_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_6/G13_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_6/G13_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_6/G13_2.bam	RPKG
49_7	k141_133206	3445	4659	-	1215	3	0.00198487
49_8	k141_133206	4726	4962	-	237	1	0.00339187
49_9	k141_133206	5056	6423	+	1368	7	0.00411339
49_10	k141_133206	6569	7687	+	1119	12	0.00862063
49_11	k141_133206	7802	8005	+	204	0	0
49_12	k141_133206	8002	8394	+	393	6	0.0122729
50_1	k141_150974	371	1141	+	771	43	0.0448334
51_1	k141_159840	32	424	+	393	13	0.0265912
51_2	k141_159840	431	970	+	540	30	0.0446596
51_3	k141_159840	1041	1424	+	384	20	0.0418684
51_4	k141_159840	1631	3253	+	1623	58	0.0287275
51_5	k141_159840	3404	6340	+	2937	135	0.0369503
51_6	k141_159840	6344	6763	+	420	13	0.0248818
51_7	k141_159840	6843	8408	+	1566	49	0.0251531
52_1	k141_53293	3	392	+	390	6	0.0123673
52_2	k141_53293	428	571	+	144	3	0.0167474
52_3	k141_53293	859	1335	+	477	6	0.0101116
53_1	k141_62171	1	261	+	261	1	0.00307997
53_2	k141_62171	270	581	+	312	5	0.0128826
53_3	k141_62171	771	908	+	138	1	0.00582517
53_4	k141_62171	880	981	+	102	0	0
53_5	k141_62171	978	1103	+	126	5	0.0318997
54_1	k141_106575	3	1376	+	1374	64	0.0374439
54_2	k141_106575	1482	2192	-	711	51	0.0576618
54_3	k141_106575	2247	3563	-	1317	85	0.0518825
55_1	k141_115440	1	1260	-	1260	42	0.0267958
55_2	k141_115440	1247	2218	-	972	9	0.00744327
55_3	k141_115440	2246	2722	-	477	5	0.00842635
55_4	k141_115440	2722	4842	-	2121	39	0.0147813
55_5	k141_115440	4864	7587	-	2724	73	0.0215429
55_6	k141_115440	7655	9304	-	1650	39	0.0190006
55_7	k141_115440	9434	10486	-	1053	22	0.0167951
55_8	k141_115440	10523	11920	-	1398	61	0.035076
55_9	k141_115440	11981	13213	-	1233	15	0.00977948
55_10	k141_115440	13441	14226	-	786	9	0.00920466
56_1	k141_97689	246	809	+	564	11	0.0156784
56_2	k141_97689	836	1723	+	888	21	0.0190105
56_3	k141_97689	1764	2165	+	402	9	0.0179972
57_1	k141_88820	1	4863	-	4863	694	0.114721
58_1	k141_79950	1	147	+	147	0	0
58_2	k141_79950	122	574	+	453	16	0.0283929
58_3	k141_79950	741	1379	+	639	15	0.0188703
59_1	k141_133215	3	272	-	270	9	0.0267958
59_2	k141_133215	265	1023	-	759	42	0.0444831
60_1	k141_97690	2	1363	+	1362	840	0.495781
60_2	k141_97690	1422	1652	+	231	77	0.267958
61_1	k141_62176	2	916	+	915	15	0.0131783
61_2	k141_62176	1051	1557	-	507	19	0.0301254
62_1	k141_124334	2	589	-	588	14	0.0191398
62_2	k141_124334	733	1290	-	558	15	0.0216095
62_3	k141_124334	1886	3760	+	1875	29	0.0124332
62_4	k141_124334	3757	5211	+	1455	37	0.0204421
62_5	k141_124334	5269	6105	+	837	52	0.049942
62_6	k141_124334	6188	7120	+	933	45	0.038772
62_7	k141_124334	7173	7586	+	414	10	0.0194172
62_8	k141_124334	7646	8122	+	477	9	0.0151674
62_9	k141_124334	8071	8181	-	111	0	0
62_10	k141_124334	8243	9169	-	927	15	0.0130077
63_1	k141_115444	10	147	-	138	5	0.0291258
63_2	k141_115444	423	836	+	414	49	0.0951444
63_3	k141_115444	833	1723	+	891	77	0.0694705
63_4	k141_115444	1993	2283	+	291	14	0.0386743
64_1	k141_12	13	246	-	234	176	0.604623
64_2	k141_12	396	542	-	147	154	0.842153
64_3	k141_12	802	1218	-	417	351	0.676642
64_4	k141_12	1218	1463	-	246	225	0.73525
64_5	k141_12	1734	2960	+	1227	841	0.550984
64_6	k141_12	3314	3451	+	138	144	0.838824
64_7	k141_12	3452	3715	-	264	265	0.806918
64_8	k141_12	3732	4058	-	327	223	0.548207
64_9	k141_12	4055	4681	-	627	503	0.644894
64_10	k141_12	4674	4838	-	165	87	0.42386
64_11	k141_12	4956	5336	-	381	311	0.65618
64_12	k141_12	5360	6175	-	816	671	0.661028
64_13	k141_12	6188	7462	-	1275	900	0.56744
64_14	k141_12	7494	8675	-	1182	953	0.648131
64_15	k141_12	8983	9825	-	843	563	0.536869
64_16	k141_12	9835	10455	-	621	349	0.451774
64_17	k141_12	10452	12968	-	2517	1764	0.563382
65_1	k141_88824	2	1129	-	1128	11	0.00783919
66_1	k141_17791	1	168	+	168	0	0
66_2	k141_17791	279	1076	+	798	9	0.00906624
67_1	k141_124336	1	1227	+	1227	5	0.00327577
68_1	k141_97692	3	1457	+	1455	4	0.00220996
69_1	k141_150976	1	1215	-	1215	72	0.0476369
69_2	k141_150976	1219	2178	-	960	29	0.0242837
69_3	k141_150976	2223	3665	-	1443	45	0.0250688
69_4	k141_150976	3681	4373	-	693	22	0.0255198
69_5	k141_150976	4376	4951	-	576	30	0.0418684
69_6	k141_150976	5078	5317	-	240	8	0.0267958
70_1	k141_88825	1	693	-	693	553	0.641475
70_2	k141_88825	700	978	-	279	120	0.345752
71_1	k141_168717	1	189	-	189	6	0.0255198
71_2	k141_168717	197	952	-	756	63	0.0669894
71_3	k141_168717	1199	1540	-	342	30	0.0705152
71_4	k141_168717	2081	2902	-	822	88	0.0860594
71_5	k141_168717	3344	3754	-	411	32	0.0625887
71_6	k141_168717	3784	4308	-	525	28	0.0428732
71_7	k141_168717	4761	9737	-	4977	297	0.0479707
71_8	k141_168717	10183	10824	+	642	32	0.0400685
71_9	k141_168717	10888	11559	-	672	49	0.0586158
71_10	k141_168717	11641	12714	-	1074	60	0.0449091
71_11	k141_168717	13047	13643	+	597	35	0.0471283
71_12	k141_168717	13640	14764	+	1125	85	0.0607371
71_13	k141_168717	14761	16911	+	2151	146	0.0545632
72_1	k141_8923	25	1341	-	1317	12	0.00732459
73_1	k141_17792	1	207	+	207	0	0
73_2	k141_17792	218	1177	+	960	9	0.00753631
74_1	k141_133217	1	552	-	552	6	0.00873775
74_2	k141_133217	694	2001	-	1308	18	0.0110625
74_3	k141_133217	2030	2734	-	705	29	0.0330671
75_1	k141_71054	273	1295	-	1023	18	0.0141444
75_2	k141_71054	1521	1664	+	144	1	0.00558245
75_3	k141_71054	1789	3183	+	1395	21	0.0121013
75_4	k141_71054	3237	5480	+	2244	23	0.00823934
75_5	k141_71054	5645	7360	+	1716	6	0.00281075
75_6	k141_71054	7441	7545	+	105	1	0.00765594
76_1	k141_124337	163	912	-	750	26	0.0278676
76_2	k141_124337	1022	2071	-	1050	29	0.0222022
77_1	k141_8924	3	542	+	540	11	0.0163752
77_2	k141_8924	823	1500	+	678	15	0.0177848
78_1	k141_150979	19	894	+	876	20	0.0183533
78_2	k141_150979	990	1718	+	729	13	0.0143352
79_1	k141_115449	1	720	+	720	10	0.0111649
79_2	k141_115449	717	1631	+	915	9	0.00790695
80_1	k141_62184	1	1353	-	1353	19	0.0112887
81_1	k141_35521	2	874	+	873	7	0.00644572
81_2	k141_35521	1355	1783	+	429	4	0.00749532
81_3	k141_35521	1780	1884	+	105	0	0
81_4	k141_35521	1964	2386	+	423	9	0.0171037
81_5	k141_35521	2366	4903	-	2538	60	0.0190041
81_6	k141_35521	5034	5987	+	954	19	0.0160101
81_7	k141_35521	6004	6633	+	630	11	0.0140359
81_8	k141_35521	6688	7620	+	933	31	0.0267096
81_9	k141_35521	7646	8653	+	1008	17	0.0135574
81_10	k141_35521	8749	9603	+	855	12	0.0112824
81_11	k141_35521	9619	10524	+	906	16	0.0141964
81_12	k141_35521	10539	11600	+	1062	37	0.0280069
81_13	k141_35521	11619	13373	+	1755	51	0.0233604
81_14	k141_35521	13357	13671	+	315	3	0.00765594
81_15	k141_35521	13692	14591	+	900	22	0.0196502
81_16	k141_35521	14593	16290	+	1698	34	0.0160964
81_17	k141_35521	16379	17137	-	759	28	0.0296554
81_18	k141_35521	17130	18131	-	1002	32	0.0256726
81_19	k141_35521	18332	19573	+	1242	28	0.0181227
81_20	k141_35521	19597	20466	+	870	19	0.0175559
81_21	k141_35521	20463	20726	+	264	8	0.0243598
81_22	k141_35521	20757	21077	+	321	6	0.0150257
81_23	k141_35521	21115	21333	+	219	4	0.0146826
81_24	k141_35521	21320	21676	+	357	9	0.0202657
82_1	k141_150981	3	1055	-	1053	36	0.0274828
83_1	k141_97696	231	944	+	714	19	0.0213916
83_2	k141_97696	941	1555	+	615	12	0.0156853
84_1	k141_168721	117	383	+	267	0	0
84_2	k141_168721	383	637	+	255	0	0
84_3	k141_168721	898	1230	-	333	0	0
85_1	k141_53294	132	719	+	588	61	0.083395
85_2	k141_53294	1280	2155	-	876	62	0.0568951
85_3	k141_53294	2257	2874	-	618	46	0.0598352
85_4	k141_53294	3127	4299	-	1173	90	0.0616783
85_5	k141_53294	4343	4522	-	180	7	0.0312617
85_6	k141_53294	4575	5618	-	1044	66	0.0508196
85_7	k141_53294	5991	6245	-	255	28	0.0882684
85_8	k141_53294	6242	6481	-	240	17	0.056941
85_9	k141_53294	7218	8168	+	951	60	0.0507176
85_10	k141_53294	8223	8798	+	576	24	0.0334947
86_1	k141_106579	2	418	+	417	16	0.0308441
86_2	k141_106579	576	806	-	231	24	0.0835193
86_3	k141_106579	1090	1476	-	387	19	0.0394666
86_4	k141_106579	1655	2704	+	1050	20	0.0153119
86_5	k141_106579	2832	5207	-	2376	70	0.0236831
86_6	k141_106579	5536	6684	+	1149	25	0.0174907
87_1	k141_35522	1	951	+	951	9	0.00760763
87_2	k141_35522	1054	1254	+	201	0	0
88_1	k141_106580	12	1349	-	1338	4	0.00240321
89_1	k141_115452	2	157	-	156	0	0
89_2	k141_115452	178	1518	-	1341	122	0.0731339
89_3	k141_115452	1520	2635	-	1116	77	0.0554644
90_1	k141_17796	3	737	+	735	12	0.0131245
90_2	k141_17796	771	1235	-	465	7	0.0121013
90_3	k141_17796	1213	1785	-	573	10	0.0140292
90_4	k141_17796	1922	2377	-	456	13	0.0229174
90_5	k141_17796	2579	3502	+	924	18	0.0156599
90_6	k141_17796	3660	3947	+	288	2	0.00558245
90_7	k141_17796	4000	4176	-	177	2	0.00908331
91_1	k141_133218	2	496	+	495	10	0.0162399
91_2	k141_133218	575	820	+	246	9	0.02941
91_3	k141_133218	903	1358	+	456	11	0.0193917
91_4	k141_133218	1360	1743	-	384	10	0.0209342
91_5	k141_133218	1740	2423	-	684	24	0.0282061
91_6	k141_133218	2801	4645	+	1845	77	0.0335492
92_1	k141_62187	2	451	+	450	33	0.0589507
92_2	k141_62187	672	1910	-	1239	46	0.0298452
92_3	k141_62187	2486	2959	-	474	19	0.0322228
93_1	k141_79952	1	222	+	222	14	0.0506947
93_2	k141_79952	342	1607	-	1266	51	0.0323835
93_3	k141_79952	1730	2839	-	1110	64	0.0463495
93_4	k141_79952	2897	3067	-	171	6	0.0282061
93_5	k141_79952	3067	3822	-	756	18	0.0191398
93_6	k141_79952	3825	4568	-	744	40	0.043219
93_7	k141_79952	4622	5053	-	432	18	0.0334947
93_8	k141_79952	5075	6133	-	1059	72	0.0546543
93_9	k141_79952	6148	7179	-	1032	39	0.0303789
93_10	k141_79952	7207	8124	-	918	35	0.0306488
94_1	k141_8930	2	1465	+	1464	82	0.0450257
94_2	k141_8930	1480	1950	+	471	13	0.0221876
95_1	k141_115453	3	320	-	318	2	0.00505581
95_2	k141_115453	713	1039	+	327	6	0.01475
96_1	k141_71062	3	203	+	201	8	0.031995
96_2	k141_71062	395	1048	+	654	51	0.0626874
96_3	k141_71062	1029	1340	+	312	14	0.0360712
96_4	k141_71062	1337	1774	+	438	10	0.0183533
97_1	k141_97701	1	312	+	312	14	0.0360712
97_2	k141_97701	299	688	+	390	6	0.0123673
97_3	k141_97701	729	1343	+	615	12	0.0156853
97_4	k141_97701	1416	1988	+	573	7	0.00982044
98_1	k141_8931	1	558	+	558	11	0.015847
98_2	k141_8931	918	1025	+	108	1	0.00744327
99_1	k141_124338	2	2173	+	2172	93	0.03442
99_2	k141_124338	2170	2418	+	249	13	0.0419693
99_3	k141_124338	2462	3670	+	1209	93	0.0618364
99_4	k141_124338	3800	5740	+	1941	133	0.0550825
100_1	k141_29	1	348	+	348	15	0.0346497
100_2	k141_29	363	1145	+	783	38	0.039013
100_3	k141_29	1468	1644	+	177	7	0.0317916
101_1	k141_35524	2	283	-	282	3	0.00855184
101_2	k141_35524	357	1625	-	1269	25	0.0158367
101_3	k141_35524	1650	2909	-	1260	37	0.0236058
101_4	k141_35524	2928	3686	-	759	13	0.0137686
102_1	k141_53304	1	324	+	324	12	0.0297731
102_2	k141_53304	330	1247	+	918	186	0.162876
102_3	k141_53304	1382	1825	+	444	48	0.0869052
103_1	k141_106582	2	481	+	480	2	0.00334947
103_2	k141_106582	764	1612	-	849	27	0.0255649
103_3	k141_106582	1934	2800	+	867	11	0.0101991
104_1	k141_17800	304	1416	+	1113	21	0.0151674
105_1	k141_79955	176	1462	-	1287	12	0.00749532
106_1	k141_124340	3	413	-	411	0	0
106_2	k141_124340	430	1008	-	579	0	0
107_1	k141_53305	3	191	+	189	0	0
107_2	k141_53305	266	1021	+	756	6	0.00637995
107_3	k141_53305	1057	1740	+	684	9	0.0105773
108_1	k141_62189	3	941	-	939	31	0.0265389
108_2	k141_62189	1002	1544	-	543	17	0.0251673
108_3	k141_62189	1528	1977	-	450	10	0.0178639
108_4	k141_62189	2121	2747	-	627	15	0.0192314
108_5	k141_62189	2790	3299	-	510	10	0.0157622
108_6	k141_62189	3392	3502	+	111	0	0
109_1	k141_8936	6	653	-	648	15	0.0186082
109_2	k141_8936	723	1013	-	291	3	0.00828735
110_1	k141_97705	2	562	-	561	16	0.0229269
110_2	k141_97705	606	1820	-	1215	26	0.0172022
110_3	k141_97705	1836	2000	-	165	4	0.0194878
111_1	k141_124341	3	1061	+	1059	1	0.000759087
111_2	k141_124341	1055	1462	+	408	0	0
112_1	k141_35527	2	1495	+	1494	92	0.0495022
113_1	k141_17801	1	201	-	201	4	0.0159975
113_2	k141_17801	219	1415	-	1197	31	0.0208188
113_3	k141_17801	1539	2159	-	621	9	0.0116503
114_1	k141_53306	3	83	-	81	0	0
114_2	k141_53306	80	1135	-	1056	13	0.00989617
115_1	k141_106588	2	1093	-	1092	15	0.0110422
116_1	k141_79958	3	749	-	747	7	0.00753295
116_2	k141_79958	888	1349	+	462	0	0
116_3	k141_79958	1417	2601	+	1185	15	0.0101756
116_4	k141_79958	2638	2727	+	90	1	0.00893193
117_1	k141_115457	216	701	+	486	34	0.0562381
117_2	k141_115457	703	1329	+	627	52	0.0666689
117_3	k141_115457	1317	2480	+	1164	52	0.0359119
117_4	k141_115457	2522	3742	-	1221	82	0.0539866
118_1	k141_39	1	699	+	699	20	0.0230007
118_2	k141_39	790	1296	+	507	12	0.0190266
119_1	k141_62191	3	785	+	783	21	0.0215598
119_2	k141_62191	805	1251	+	447	8	0.014387
120_1	k141_71063	167	1657	-	1491	11	0.00593066
120_2	k141_71063	1815	2057	-	243	9	0.0297731
120_3	k141_71063	2054	2611	-	558	3	0.0043219
120_4	k141_71063	2620	3558	-	939	6	0.00513657
120_5	k141_71063	3577	3954	-	378	2	0.0042533
120_6	k141_71063	3974	4939	-	966	10	0.00832167
120_7	k141_71063	5298	6134	-	837	6	0.00576253
121_1	k141_133234	1	906	-	906	13	0.0115346
121_2	k141_133234	1048	1266	-	219	2	0.00734131
122_1	k141_97707	776	1345	+	570	21	0.0296164
122_2	k141_97707	1356	1715	+	360	13	0.0290288
122_3	k141_97707	1734	2183	+	450	14	0.0250094
122_4	k141_97707	2210	2401	+	192	4	0.0167474
123_1	k141_35529	3	509	+	507	0	0
123_2	k141_35529	652	744	+	93	4	0.0345752
123_3	k141_35529	917	1861	+	945	13	0.0110586
124_1	k141_124345	232	696	-	465	18	0.0311177
124_2	k141_124345	693	1085	-	393	18	0.0368186
124_3	k141_124345	1177	1524	-	348	29	0.0669894
124_4	k141_124345	1643	1798	-	156	12	0.0618364
125_1	k141_62192	3	299	+	297	22	0.0595462
125_2	k141_62192	479	925	+	447	14	0.0251772
125_3	k141_62192	897	1271	+	375	32	0.0685972
126_1	k141_40	2	196	-	195	0	0
126_2	k141_40	193	855	-	663	9	0.0109123
126_3	k141_40	883	1701	-	819	5	0.00490765
127_1	k141_53307	1	549	-	549	2	0.0029285
127_2	k141_53307	639	1178	-	540	2	0.00297731
127_3	k141_53307	1162	2499	-	1338	13	0.00781043
127_4	k141_53307	2619	2975	-	357	2	0.00450349
128_1	k141_106592	125	1564	-	1440	48	0.0267958
128_2	k141_106592	1663	2007	-	345	1	0.00233007
129_1	k141_133235	67	582	+	516	12	0.0186947
129_2	k141_133235	654	1457	+	804	14	0.0139978
129_3	k141_133235	1454	1558	+	105	0	0
130_1	k141_168723	2	2239	+	2238	182	0.0653731
130_2	k141_168723	2341	3921	-	1581	300	0.152538
130_3	k141_168723	4172	5200	+	1029	263	0.20546
130_4	k141_168723	5457	6755	+	1299	292	0.180701
130_5	k141_168723	6829	7389	-	561	144	0.206342
130_6	k141_168723	7457	9628	-	2172	577	0.213552
131_1	k141_142086	3	299	-	297	14	0.037893
131_2	k141_142086	411	719	-	309	202	0.525509
131_3	k141_142086	1311	1895	-	585	14	0.019238
131_4	k141_142086	1973	3649	-	1677	104	0.0498526
131_5	k141_142086	3768	4082	-	315	22	0.0561435
131_6	k141_142086	4183	6474	-	2292	167	0.0585719
131_7	k141_142086	6649	7269	+	621	33	0.0427179
131_8	k141_142086	7300	7623	-	324	17	0.0421785
131_9	k141_142086	7750	8604	+	855	49	0.0460699
131_10	k141_142086	8591	9058	-	468	18	0.0309182
131_11	k141_142086	9052	10110	-	1059	57	0.043268
131_12	k141_142086	10359	11729	+	1371	92	0.0539434
131_13	k141_142086	12047	13600	-	1554	101	0.0522466
131_14	k141_142086	13650	14819	-	1170	92	0.0632106
131_15	k141_142086	14987	16096	-	1110	92	0.0666273
131_16	k141_142086	16219	19302	-	3084	217	0.0565631
131_17	k141_142086	19434	20264	-	831	52	0.0503025
131_18	k141_142086	20257	21159	-	903	41	0.0364992
131_19	k141_142086	21246	22352	-	1107	77	0.0559153
132_1	k141_133236	2	1102	-	1101	137	0.100028
133_1	k141_62193	2	1360	-	1359	17	0.0100558
133_2	k141_62193	1404	1676	-	273	2	0.00588918
134_1	k141_97713	2	1063	-	1062	31	0.0234652
134_2	k141_97713	1348	1413	-	66	11	0.133979
135_1	k141_115464	1127	1198	-	72	0	0
136_1	k141_42	337	1632	+	1296	7	0.00434191
137_1	k141_88827	273	1448	-	1176	37	0.0252919
137_2	k141_88827	2229	2729	+	501	32	0.0513452
137_3	k141_88827	2811	3866	+	1056	24	0.0182698
137_4	k141_88827	3941	5782	-	1842	47	0.0205114
137_5	k141_88827	6045	7667	-	1623	30	0.014859
137_6	k141_88827	7746	8009	-	264	3	0.00913492
137_7	k141_88827	8372	9091	-	720	8	0.00893193
137_8	k141_88827	9327	10484	-	1158	37	0.0256851
137_9	k141_88827	10564	11583	-	1020	30	0.0236433
137_10	k141_88827	11723	12916	-	1194	21	0.0141385
137_11	k141_88827	12941	13960	-	1020	29	0.0228552
137_12	k141_88827	14285	15313	-	1029	44	0.0343736
138_1	k141_17803	1	1374	+	1374	23	0.0134564
138_2	k141_17803	1391	2845	+	1455	16	0.00883984
138_3	k141_17803	2907	3896	+	990	6	0.00487196
138_4	k141_17803	4442	5077	+	636	19	0.0240151
139_1	k141_150984	2	1831	+	1830	30	0.0131783
139_2	k141_150984	1901	2200	-	300	7	0.018757
139_3	k141_150984	2359	2961	-	603	5	0.00666562
139_4	k141_150984	3567	4931	-	1365	19	0.0111894
139_5	k141_150984	5040	7598	-	2559	25	0.00785339
139_6	k141_150984	7608	8396	-	789	15	0.0152828
139_7	k141_150984	8396	9268	-	873	12	0.0110498
139_8	k141_150984	9633	11783	+	2151	41	0.0153226
140_1	k141_35534	2	1228	-	1227	10	0.00655153
141_1	k141_106596	2	961	+	960	8	0.00669894
142_1	k141_142090	2	475	+	474	4	0.00678374
142_2	k141_142090	611	1330	-	720	8	0.00893193
143_1	k141_168727	2	199	-	198	1	0.00405997
143_2	k141_168727	444	1172	-	729	4	0.00441083
