# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_6_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_6/A10_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_6/A10_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_6/A10_2.bam	RPKG
46_7	k141_199144	7764	8000	+	237	0	0
46_8	k141_199144	8068	9339	+	1272	3	0.0106917
46_9	k141_199144	9341	9529	+	189	0	0
46_10	k141_199144	9591	10472	+	882	0	0
46_11	k141_199144	10549	11199	-	651	0	0
46_12	k141_199144	11211	11909	-	699	2	0.0129708
46_13	k141_199144	11927	12760	-	834	0	0
46_14	k141_199144	12772	13068	-	297	0	0
47_1	k141_188078	33	938	+	906	17	0.0850619
47_2	k141_188078	942	1514	+	573	6	0.0474691
47_3	k141_188078	1514	2374	+	861	9	0.0473864
47_4	k141_188078	2399	3475	+	1077	10	0.0420919
47_5	k141_188078	3475	3672	+	198	0	0
48_1	k141_154927	3	182	-	180	0	0
48_2	k141_154927	322	471	+	150	0	0
48_3	k141_154927	440	1063	-	624	0	0
48_4	k141_154927	1132	1437	-	306	0	0
49_1	k141_33210	2	118	+	117	0	0
49_2	k141_33210	173	337	+	165	0	0
49_3	k141_33210	381	815	+	435	1	0.0104214
49_4	k141_33210	866	2047	+	1182	0	0
49_5	k141_33210	2065	3015	+	951	0	0
50_1	k141_22135	2	571	-	570	2	0.0159063
50_2	k141_22135	812	2038	-	1227	0	0
50_3	k141_22135	2100	3242	-	1143	1	0.00396614
50_4	k141_22135	3374	4396	+	1023	0	0
51_1	k141_11075	3	758	-	756	0	0
51_2	k141_11075	783	2879	-	2097	0	0
51_3	k141_11075	2911	5568	-	2658	0	0
51_4	k141_11075	5656	6933	-	1278	1	0.00354718
51_5	k141_11075	6947	8380	-	1434	0	0
51_6	k141_11075	8428	9165	-	738	0	0
52_1	k141_177024	1	75	-	75	1	0.060444
52_2	k141_177024	146	409	-	264	11	0.188887
52_3	k141_177024	462	1784	-	1323	42	0.143914
52_4	k141_177024	1759	2649	-	891	40	0.203515
52_5	k141_177024	2774	3871	-	1098	35	0.144504
52_6	k141_177024	3868	4302	-	435	15	0.156321
52_7	k141_177024	4446	5150	-	705	30	0.192906
52_8	k141_177024	5273	7597	-	2325	110	0.214479
52_9	k141_177024	7616	8605	-	990	30	0.137373
52_10	k141_177024	8859	11699	-	2841	141	0.224989
52_11	k141_177024	11860	13002	-	1143	57	0.22607
52_12	k141_177024	13032	13388	-	357	16	0.203173
52_13	k141_177024	13490	15046	-	1557	62	0.180517
53_1	k141_88521	2	103	+	102	0	0
53_2	k141_88521	126	506	-	381	0	0
53_3	k141_88521	511	1323	-	813	0	0
53_4	k141_88521	1458	1859	-	402	0	0
53_5	k141_88521	1872	3827	-	1956	0	0
53_6	k141_88521	3925	4296	-	372	0	0
53_7	k141_88521	4352	4561	-	210	0	0
54_1	k141_210224	2	139	-	138	0	0
54_2	k141_210224	215	865	-	651	0	0
54_3	k141_210224	879	1454	-	576	2	0.0157406
55_1	k141_44270	3	935	-	933	0	0
55_2	k141_44270	947	1498	-	552	0	0
56_1	k141_143829	1	1980	+	1980	0	0
56_2	k141_143829	2290	3690	+	1401	1	0.00323576
56_3	k141_143829	3819	4793	+	975	0	0
56_4	k141_143829	4805	5641	+	837	0	0
56_5	k141_143829	5866	7530	+	1665	3	0.0081681
56_6	k141_143829	7527	9344	+	1818	0	0
56_7	k141_143829	9410	10885	+	1476	0	0
56_8	k141_143829	10867	12744	-	1878	1	0.0024139
56_9	k141_143829	12915	13763	+	849	0	0
56_10	k141_143829	13760	14494	+	735	1	0.00616775
56_11	k141_143829	14514	15725	-	1212	4	0.0149614
56_12	k141_143829	15751	17046	-	1296	6	0.0209875
56_13	k141_143829	17342	19144	+	1803	1	0.00251431
56_14	k141_143829	19169	19369	-	201	0	0
57_1	k141_177025	1	873	+	873	0	0
57_2	k141_177025	921	1091	+	171	0	0
58_1	k141_188080	3	1895	-	1893	0	0
59_1	k141_165962	114	1496	+	1383	0	0
59_2	k141_165962	1563	2165	+	603	0	0
59_3	k141_165962	2216	3799	-	1584	2	0.00572386
59_4	k141_165962	3820	4251	-	432	0	0
59_5	k141_165962	4625	5977	-	1353	2	0.0067011
59_6	k141_165962	5988	7004	-	1017	0	0
59_7	k141_165962	7096	7878	-	783	1	0.00578965
59_8	k141_165962	7913	10285	-	2373	1	0.00191037
59_9	k141_165962	10328	10567	-	240	1	0.0188887
60_1	k141_154930	3	824	-	822	0	0
60_2	k141_154930	826	1602	-	777	0	0
61_1	k141_44273	3	608	-	606	0	0
61_2	k141_44273	1016	1252	-	237	0	0
62_1	k141_55348	3	428	+	426	0	0
62_2	k141_55348	407	1315	+	909	0	0
62_3	k141_55348	1366	2343	+	978	0	0
62_4	k141_55348	2396	3334	+	939	0	0
62_5	k141_55348	3331	4497	+	1167	0	0
62_6	k141_55348	4575	6755	+	2181	1	0.00207854
62_7	k141_55348	6774	8171	+	1398	1	0.0032427
62_8	k141_55348	8172	10016	+	1845	0	0
62_9	k141_55348	10041	14015	+	3975	6	0.00684271
62_10	k141_55348	14109	14852	+	744	0	0
62_11	k141_55348	14989	15426	+	438	1	0.01035
63_1	k141_110650	328	984	-	657	14	0.0965999
64_1	k141_143831	1	441	-	441	0	0
64_2	k141_143831	462	1592	+	1131	0	0
64_3	k141_143831	1626	2057	+	432	0	0
65_1	k141_121708	1	228	-	228	4	0.0795315
65_2	k141_121708	315	1664	-	1350	53	0.177974
65_3	k141_121708	1683	2120	-	438	5	0.05175
65_4	k141_121708	2163	3170	-	1008	31	0.139417
65_5	k141_121708	3172	3897	-	726	21	0.131128
65_6	k141_121708	4051	5253	-	1203	46	0.173343
65_7	k141_121708	5558	7237	-	1680	26	0.0701582
65_8	k141_121708	7230	8276	-	1047	24	0.103915
66_1	k141_177030	3	1463	+	1461	0	0
67_1	k141_66412	1	339	+	339	12	0.160471
67_2	k141_66412	428	736	-	309	6	0.0880252
67_3	k141_66412	911	2164	-	1254	14	0.050611
67_4	k141_66412	2154	3353	-	1200	4	0.015111
67_5	k141_66412	3422	4672	-	1251	15	0.0543561
67_6	k141_66412	4880	5440	-	561	0	0
67_7	k141_66412	5391	5912	-	522	4	0.0347379
67_8	k141_66412	5915	6490	-	576	7	0.0550922
67_9	k141_66412	6602	6880	-	279	0	0
67_10	k141_66412	6987	8198	+	1212	18	0.0673262
68_1	k141_99585	119	328	+	210	0	0
68_2	k141_99585	387	608	+	222	3	0.0612608
68_3	k141_99585	776	2968	+	2193	25	0.0516792
68_4	k141_99585	2987	3232	+	246	3	0.0552841
68_5	k141_99585	3371	4375	+	1005	9	0.0405967
68_6	k141_99585	4464	4709	+	246	0	0
68_7	k141_99585	5373	6767	-	1395	28	0.0909909
69_1	k141_199154	1	861	-	861	0	0
69_2	k141_199154	872	1378	-	507	0	0
69_3	k141_199154	1421	2587	-	1167	15	0.0582686
70_1	k141_33211	3	611	-	609	0	0
70_2	k141_33211	624	1931	-	1308	0	0
70_3	k141_33211	2192	2536	-	345	0	0
70_4	k141_33211	3150	4175	+	1026	0	0
71_1	k141_99587	119	328	+	210	0	0
71_2	k141_99587	378	647	+	270	5	0.08395
71_3	k141_99587	821	1228	+	408	5	0.0555551
72_1	k141_132777	43	690	+	648	20	0.139917
72_2	k141_132777	693	1997	+	1305	36	0.125056
72_3	k141_132777	2105	2692	+	588	19	0.146484
72_4	k141_132777	2745	3098	+	354	5	0.0640296
72_5	k141_132777	3668	5080	+	1413	33	0.105873
72_6	k141_132777	5405	6424	+	1020	22	0.097777
72_7	k141_132777	6449	7642	+	1194	28	0.106308
72_8	k141_132777	7782	8801	+	1020	27	0.119999
72_9	k141_132777	8881	10038	+	1158	29	0.113528
73_1	k141_121710	341	862	+	522	1	0.00868448
74_1	k141_143832	1	780	+	780	0	0
74_2	k141_143832	777	1619	+	843	0	0
74_3	k141_143832	1612	2073	+	462	0	0
75_1	k141_177032	2	1420	-	1419	0	0
75_2	k141_177032	1474	1635	-	162	0	0
76_1	k141_165966	3	650	-	648	1	0.00699583
76_2	k141_165966	816	1946	-	1131	0	0
76_3	k141_165966	1962	2159	-	198	0	0
77_1	k141_77468	190	1584	-	1395	3	0.00974903
77_2	k141_77468	1636	2271	-	636	1	0.00712783
77_3	k141_77468	2296	3903	-	1608	0	0
77_4	k141_77468	4067	5374	-	1308	1	0.00346582
77_5	k141_77468	5625	6389	+	765	0	0
77_6	k141_77468	6514	7893	-	1380	7	0.022995
77_7	k141_77468	8202	9299	-	1098	1	0.00412869
77_8	k141_77468	9419	10450	-	1032	2	0.00878546
77_9	k141_77468	10589	11512	+	924	2	0.00981233
77_10	k141_77468	11782	12594	+	813	2	0.011152
78_1	k141_44277	3	104	-	102	1	0.0444441
78_2	k141_44277	205	2178	-	1974	38	0.0872671
79_1	k141_22149	1	1158	+	1158	0	0
79_2	k141_22149	1142	1264	+	123	0	0
80_1	k141_210231	735	1355	-	621	4	0.0292
80_2	k141_210231	1381	2469	-	1089	6	0.0249768
81_1	k141_121711	1	1380	+	1380	0	0
82_1	k141_99589	2	82	+	81	2	0.111933
82_2	k141_99589	532	1308	-	777	18	0.105018
83_1	k141_110653	2	1936	-	1935	0	0
84_1	k141_44278	2	115	-	114	0	0
84_2	k141_44278	112	582	-	471	0	0
84_3	k141_44278	579	815	-	237	0	0
84_4	k141_44278	839	1168	-	330	0	0
85_1	k141_199157	2	238	+	237	2	0.0382557
85_2	k141_199157	338	1366	+	1029	0	0
85_3	k141_199157	1582	1896	+	315	0	0
85_4	k141_199157	1893	2339	+	447	0	0
86_1	k141_154936	1	234	-	234	0	0
86_2	k141_154936	259	2877	-	2619	6	0.0103856
87_1	k141_77470	148	807	+	660	0	0
87_2	k141_77470	954	1142	+	189	0	0
88_1	k141_143837	74	1537	+	1464	0	0
89_1	k141_210232	1	372	+	372	0	0
89_2	k141_210232	721	1737	+	1017	0	0
90_1	k141_88522	1	981	-	981	0	0
90_2	k141_88522	1165	1950	-	786	0	0
90_3	k141_88522	1962	2450	-	489	0	0
90_4	k141_88522	2450	4159	-	1710	0	0
90_5	k141_88522	4178	5401	-	1224	0	0
90_6	k141_88522	5441	6469	-	1029	0	0
91_1	k141_44280	2	238	+	237	0	0
91_2	k141_44280	228	602	+	375	0	0
91_3	k141_44280	708	1121	+	414	0	0
92_1	k141_121713	2	2005	+	2004	3	0.00678637
93_1	k141_33212	254	1117	+	864	0	0
93_2	k141_33212	1358	3502	+	2145	0	0
93_3	k141_33212	3519	4469	+	951	0	0
94_1	k141_165967	372	524	-	153	0	0
94_2	k141_165967	550	654	-	105	0	0
94_3	k141_165967	745	1674	+	930	4	0.0194981
94_4	k141_165967	1797	3128	+	1332	4	0.0136135
94_5	k141_165967	3154	3243	+	90	0	0
95_1	k141_66423	2	655	+	654	0	0
95_2	k141_66423	652	2106	+	1455	0	0
95_3	k141_66423	2146	2487	+	342	0	0
96_1	k141_199158	82	747	-	666	11	0.0748743
96_2	k141_199158	813	1433	-	621	0	0
96_3	k141_199158	1488	2090	-	603	3	0.0225537
97_1	k141_88523	23	1009	+	987	10	0.0459301
98_1	k141_177034	129	605	-	477	0	0
98_2	k141_177034	624	767	-	144	0	0
98_3	k141_177034	792	2135	-	1344	0	0
98_4	k141_177034	2184	2558	-	375	0	0
98_5	k141_177034	2732	3235	-	504	0	0
98_6	k141_177034	3423	4250	-	828	0	0
99_1	k141_199159	1	297	-	297	0	0
99_2	k141_199159	294	1001	-	708	0	0
100_1	k141_210234	2	1870	-	1869	0	0
101_1	k141_22156	1	1011	+	1011	0	0
102_1	k141_33214	76	291	-	216	0	0
102_2	k141_33214	653	940	-	288	0	0
102_3	k141_33214	996	1472	-	477	0	0
103_1	k141_88526	51	1121	-	1071	0	0
104_1	k141_66425	3	881	+	879	0	0
104_2	k141_66425	935	1987	+	1053	0	0
105_1	k141_199160	3	89	+	87	0	0
105_2	k141_199160	147	1841	+	1695	0	0
106_1	k141_165969	138	311	+	174	0	0
106_2	k141_165969	408	1130	+	723	0	0
106_3	k141_165969	2815	2889	+	75	3	0.181332
107_1	k141_121721	91	1494	-	1404	0	0
107_2	k141_121721	1494	1736	-	243	0	0
108_1	k141_22160	14	1366	-	1353	0	0
109_1	k141_66427	2	340	+	339	0	0
109_2	k141_66427	363	701	+	339	2	0.0267451
109_3	k141_66427	732	1280	+	549	0	0
110_1	k141_11093	2	229	+	228	0	0
110_2	k141_11093	424	594	+	171	0	0
110_3	k141_11093	601	1638	-	1038	0	0
110_4	k141_11093	1650	4328	-	2679	0	0
111_1	k141_77474	2	226	+	225	0	0
111_2	k141_77474	565	1203	+	639	0	0
111_3	k141_77474	1331	3295	+	1965	1	0.00230702
111_4	k141_77474	3416	3694	+	279	0	0
111_5	k141_77474	3840	4211	+	372	0	0
111_6	k141_77474	4402	4731	+	330	0	0
112_1	k141_143847	61	756	+	696	12	0.0781603
112_2	k141_143847	1029	1817	+	789	5	0.0287281
112_3	k141_143847	1868	2272	+	405	1	0.0111933
112_4	k141_143847	2375	2680	-	306	2	0.0296294
113_1	k141_44289	2	631	-	630	2	0.0143914
113_2	k141_44289	628	1347	-	720	0	0
114_1	k141_66428	1	1110	-	1110	0	0
115_1	k141_88528	1	552	-	552	10	0.082125
115_2	k141_88528	626	1108	-	483	16	0.150171
115_3	k141_88528	1121	2077	-	957	29	0.137373
115_4	k141_88528	2080	2256	-	177	6	0.153671
116_1	k141_132778	153	1541	+	1389	0	0
116_2	k141_132778	1556	2701	+	1146	0	0
116_3	k141_132778	2698	5721	+	3024	0	0
116_4	k141_132778	5856	7586	+	1731	0	0
116_5	k141_132778	7604	8080	-	477	0	0
116_6	k141_132778	8316	8432	-	117	0	0
116_7	k141_132778	8489	9265	+	777	0	0
117_1	k141_99591	3	158	+	156	0	0
117_2	k141_99591	201	1058	-	858	0	0
117_3	k141_99591	1430	1552	-	123	0	0
117_4	k141_99591	1635	2756	+	1122	0	0
117_5	k141_99591	2757	2951	-	195	0	0
117_6	k141_99591	3091	4833	+	1743	0	0
117_7	k141_99591	4895	5611	+	717	0	0
117_8	k141_99591	5621	6262	+	642	0	0
117_9	k141_99591	6369	7235	+	867	0	0
117_10	k141_99591	7235	7474	+	240	0	0
118_1	k141_199161	2	319	+	318	0	0
118_2	k141_199161	399	1868	+	1470	3	0.00925163
118_3	k141_199161	2116	2634	+	519	0	0
119_1	k141_22163	286	1065	+	780	0	0
120_1	k141_66429	2	1105	-	1104	0	0
121_1	k141_210245	1	954	+	954	2	0.00950377
122_1	k141_44291	1	1683	+	1683	3	0.00808074
123_1	k141_154938	1	1929	+	1929	7	0.0164505
123_2	k141_154938	2005	2313	+	309	0	0
123_3	k141_154938	2344	2940	+	597	2	0.0151869
123_4	k141_154938	3021	3338	-	318	0	0
123_5	k141_154938	3508	4464	-	957	7	0.0331589
123_6	k141_154938	4842	6431	+	1590	6	0.0171068
123_7	k141_154938	6689	6901	-	213	0	0
123_8	k141_154938	6934	7179	-	246	1	0.018428
124_1	k141_177035	1	1404	-	1404	2	0.00645769
124_2	k141_177035	1365	2402	-	1038	0	0
124_3	k141_177035	2449	4542	-	2094	0	0
124_4	k141_177035	4762	5028	-	267	0	0
124_5	k141_177035	5186	5536	-	351	0	0
125_1	k141_199162	3	62	-	60	0	0
125_2	k141_199162	77	547	-	471	0	0
125_3	k141_199162	1112	1210	+	99	0	0
126_1	k141_33228	2	691	-	690	0	0
126_2	k141_33228	1019	1078	+	60	0	0
127_1	k141_121728	3	1154	-	1152	0	0
128_1	k141_143854	625	1110	+	486	2	0.0186555
128_2	k141_143854	1337	1441	+	105	0	0
129_1	k141_77475	372	701	+	330	0	0
129_2	k141_77475	1011	2843	+	1833	0	0
129_3	k141_77475	2837	4027	+	1191	0	0
130_1	k141_99596	3	1079	-	1077	0	0
131_1	k141_121731	3	1664	-	1662	0	0
132_1	k141_44297	2	1021	+	1020	1	0.00444441
132_2	k141_44297	1297	1623	+	327	1	0.0138633
133_1	k141_22165	3	1676	+	1674	0	0
133_2	k141_22165	1689	2966	+	1278	0	0
134_1	k141_199163	2	1252	-	1251	11	0.0398611
134_2	k141_199163	1249	2238	-	990	6	0.0274745
134_3	k141_199163	2249	2644	-	396	4	0.0457909
135_1	k141_99598	70	864	-	795	0	0
135_2	k141_99598	876	1094	-	219	0	0
136_1	k141_132788	19	1302	-	1284	2	0.00706121
137_1	k141_110654	2	316	+	315	1	0.0143914
137_2	k141_110654	362	1141	+	780	16	0.0929907
137_3	k141_110654	1200	2111	-	912	23	0.114327
137_4	k141_110654	2261	3016	+	756	15	0.0899464
137_5	k141_110654	3228	4709	-	1482	17	0.0520014
137_6	k141_110654	4759	5763	-	1005	17	0.0766826
137_7	k141_110654	5797	6645	-	849	10	0.0533957
137_8	k141_110654	6645	7496	-	852	14	0.0744908
137_9	k141_110654	7626	8330	-	705	5	0.032151
138_1	k141_11101	3	1445	+	1443	3	0.00942473
138_2	k141_11101	1490	2572	+	1083	0	0
139_1	k141_199164	1	1122	-	1122	0	0
140_1	k141_33237	3	212	-	210	3	0.0647614
140_2	k141_33237	212	829	-	618	0	0
140_3	k141_33237	835	1194	-	360	2	0.025185
141_1	k141_132789	1	1047	+	1047	0	0
142_1	k141_44298	2	631	-	630	0	0
142_2	k141_44298	647	1786	-	1140	0	0
