# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_10_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_10/A19_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_10/A19_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_10/A19_2.bam	RPKG
61_2	k141_162547	826	1128	-	303	11	0.0210761
62_1	k141_9578	1	1536	+	1536	58	0.0219218
63_1	k141_114746	214	570	+	357	105	0.17075
63_2	k141_114746	773	1102	+	330	59	0.103795
63_3	k141_114746	1063	2391	+	1329	95	0.041499
63_4	k141_114746	2503	3039	+	537	0	0
64_1	k141_47830	2	373	+	372	484	0.755339
64_2	k141_47830	507	671	+	165	310	1.09073
64_3	k141_47830	692	1726	+	1035	983	0.551382
64_4	k141_47830	1794	2114	+	321	299	0.540761
65_1	k141_38264	1	519	+	519	52	0.0581668
65_2	k141_38264	523	1776	+	1254	530	0.245368
65_3	k141_38264	1855	2772	+	918	98	0.0619759
66_1	k141_57391	35	769	-	735	7	0.00552904
67_1	k141_95619	19	1017	-	999	11	0.00639244
67_2	k141_95619	1329	1505	+	177	1	0.00327994
68_1	k141_143427	3	701	-	699	954	0.792338
68_2	k141_143427	830	1501	+	672	793	0.685083
69_1	k141_86056	331	1233	-	903	250	0.160728
69_2	k141_86056	1677	9461	-	7785	1618	0.120659
69_3	k141_86056	9511	10125	-	615	162	0.152925
69_4	k141_86056	10216	10758	-	543	101	0.107984
69_5	k141_86056	10964	12187	+	1224	227	0.107667
69_6	k141_86056	12390	13643	+	1254	428	0.198146
69_7	k141_86056	13764	15269	-	1506	2299	0.886244
70_1	k141_124306	2	205	+	204	76	0.216283
70_2	k141_124306	356	1081	+	726	206	0.164729
71_1	k141_66944	113	1201	-	1089	60	0.0319862
71_2	k141_66944	3117	3233	+	117	5	0.0248098
72_1	k141_19134	3	185	-	183	48	0.152275
72_2	k141_19134	1220	2248	-	1029	316	0.178283
72_3	k141_19134	2432	3451	-	1020	160	0.0910666
72_4	k141_19134	3448	3561	-	114	4	0.0203702
73_1	k141_152989	1	927	-	927	37	0.0231719
73_2	k141_152989	1145	2422	-	1278	40	0.0181706
73_3	k141_152989	2410	3168	-	759	28	0.0214169
73_4	k141_152989	3729	5066	+	1338	67	0.0290709
73_5	k141_152989	5082	5729	+	648	34	0.0304609
73_6	k141_152989	5939	6451	+	513	18	0.0203702
74_1	k141_76495	64	1536	+	1473	7	0.00275889
74_2	k141_76495	1533	3758	+	2226	14	0.00365126
74_3	k141_76495	3773	4258	+	486	7	0.00836183
74_4	k141_76495	4259	5197	+	939	13	0.00803743
74_5	k141_76495	5376	6728	+	1353	20	0.00858167
74_6	k141_76495	6811	7881	+	1071	2	0.00108413
74_7	k141_76495	7938	8684	+	747	8	0.0062174
74_8	k141_76495	8678	10822	+	2145	32	0.00866088
74_9	k141_76495	10832	11716	+	885	12	0.00787186
74_10	k141_76495	11720	12376	+	657	5	0.00441819
74_11	k141_76495	12380	13030	+	651	16	0.0142685
74_12	k141_76495	13052	14110	+	1059	17	0.00931949
75_1	k141_114750	1	318	+	318	0	0
75_2	k141_114750	430	1512	-	1083	7	0.0037524
75_3	k141_114750	1613	1732	-	120	0	0
76_1	k141_47834	3	284	-	282	0	0
76_2	k141_47834	648	1181	-	534	0	0
76_3	k141_47834	1383	1859	-	477	0	0
77_1	k141_143429	3	398	-	396	13	0.0190584
77_2	k141_143429	573	1613	-	1041	14	0.00780758
78_1	k141_9582	33	1307	-	1275	74	0.0336946
79_1	k141_57395	1	462	-	462	0	0
79_2	k141_57395	610	1428	-	819	1	0.000708852
79_3	k141_57395	1479	1622	-	144	1	0.0040316
79_4	k141_57395	1896	2039	-	144	26	0.104821
80_1	k141_181671	111	1178	-	1068	3	0.00163076
80_2	k141_181671	1247	1987	+	741	9	0.00705121
80_3	k141_181671	2049	2915	+	867	24	0.0160706
80_4	k141_181671	2916	4826	+	1911	53	0.0161011
80_5	k141_181671	4912	5922	-	1011	33	0.0189497
80_6	k141_181671	6102	6536	+	435	8	0.0106768
80_7	k141_181671	6562	7698	+	1137	12	0.00612717
80_8	k141_181671	7722	8810	+	1089	17	0.00906276
80_9	k141_181671	8835	9677	+	843	11	0.00757538
80_10	k141_181671	9782	10543	+	762	13	0.00990439
80_11	k141_181671	10571	11401	+	831	5	0.00349308
80_12	k141_181671	11446	12933	+	1488	23	0.00897355
80_13	k141_181671	12952	14169	+	1218	12	0.0057197
81_1	k141_38269	2	1546	-	1545	1	0.00037576
82_1	k141_114752	2	220	-	219	19	0.0503673
82_2	k141_114752	217	801	-	585	134	0.132981
82_3	k141_114752	972	1250	-	279	39	0.0811521
83_1	k141_19137	15	590	-	576	42	0.0423317
83_2	k141_19137	592	1215	-	624	63	0.0586132
83_3	k141_19137	1181	1408	-	228	12	0.0305552
83_4	k141_19137	1528	1677	-	150	9	0.034833
84_1	k141_9584	3	1271	+	1269	5	0.00228743
84_2	k141_9584	1291	1434	+	144	0	0
85_1	k141_18	62	511	-	450	15	0.0193517
85_2	k141_18	547	1122	-	576	23	0.0231817
85_3	k141_18	1156	2124	-	969	69	0.0413395
85_4	k141_18	2146	2460	-	315	16	0.0294882
85_5	k141_18	2570	3577	-	1008	69	0.03974
85_6	k141_18	3887	4495	+	609	33	0.0314584
85_7	k141_18	4545	5117	+	573	117	0.118542
85_8	k141_18	5120	5542	+	423	54	0.0741127
85_9	k141_18	5843	6391	+	549	21	0.0222068
85_10	k141_18	6392	6487	-	96	3	0.0181422
85_11	k141_18	6536	9478	-	2943	934	0.184245
85_12	k141_18	9755	10801	+	1047	97	0.0537854
85_13	k141_18	10788	11876	-	1089	65	0.0346517
85_14	k141_18	11985	13061	-	1077	64	0.0344988
85_15	k141_18	13156	14685	-	1530	549	0.208315
85_16	k141_18	14830	15135	-	306	12	0.0227667
86_1	k141_57396	428	973	+	546	2	0.00212656
86_2	k141_57396	988	1422	+	435	0	0
87_1	k141_124314	2	2137	-	2136	30	0.00815379
87_2	k141_124314	2137	2268	-	132	0	0
88_1	k141_28683	1	777	+	777	62	0.0463244
88_2	k141_28683	1268	1597	-	330	17	0.0299071
88_3	k141_28683	2151	6428	-	4278	145	0.0196774
88_4	k141_28683	6636	11177	-	4542	170	0.0217291
88_5	k141_28683	11380	12669	-	1290	56	0.0252022
88_6	k141_28683	12726	14390	-	1665	63	0.0219667
88_7	k141_28683	14615	16876	-	2262	126	0.0323383
88_8	k141_28683	17027	18208	+	1182	46	0.0225933
88_9	k141_28683	18237	19208	+	972	37	0.0220991
88_10	k141_28683	19326	19817	+	492	30	0.0353994
88_11	k141_28683	20145	21905	+	1761	59	0.0194506
88_12	k141_28683	21977	22972	+	996	39	0.0227324
88_13	k141_28683	23003	24361	+	1359	51	0.0217866
88_14	k141_28683	24533	25264	+	732	18	0.0142758
89_1	k141_47835	2	346	-	345	0	0
89_2	k141_47835	371	1120	-	750	0	0
89_3	k141_47835	1212	2216	-	1005	18	0.0103979
89_4	k141_47835	2217	2834	-	618	3	0.0028182
89_5	k141_47835	2835	3350	-	516	9	0.0101259
90_1	k141_38271	1	1341	-	1341	1703	0.737268
91_1	k141_114754	1	855	+	855	10	0.00679005
91_2	k141_114754	842	1765	+	924	3	0.0018849
91_3	k141_114754	1767	2000	+	234	2	0.00496196
92_1	k141_124315	1	1092	+	1092	3	0.00159492
93_1	k141_76501	94	798	-	705	12	0.0098817
93_2	k141_76501	1074	2267	+	1194	4	0.00194489
94_1	k141_9588	1	1038	+	1038	3	0.00167789
95_1	k141_172104	296	1096	+	801	0	0
95_2	k141_172104	1206	1598	-	393	0	0
95_3	k141_172104	1606	2241	-	636	0	0
95_4	k141_172104	2439	2537	+	99	0	0
95_5	k141_172104	3379	3981	+	603	0	0
95_6	k141_172104	3996	4559	+	564	0	0
95_7	k141_172104	4750	8034	-	3285	0	0
95_8	k141_172104	8086	9405	-	1320	0	0
95_9	k141_172104	10002	10982	+	981	0	0
95_10	k141_172104	10987	12138	+	1152	3	0.00151185
95_11	k141_172104	12358	13893	+	1536	3	0.00113389
95_12	k141_172104	14078	14938	+	861	4	0.0026971
95_13	k141_172104	15073	15696	+	624	1	0.000930368
95_14	k141_172104	15774	16175	+	402	0	0
95_15	k141_172104	16267	17445	+	1179	2	0.000984817
95_16	k141_172104	18663	18770	-	108	0	0
96_1	k141_105189	3	137	+	135	0	0
96_2	k141_105189	174	824	-	651	30	0.0267534
96_3	k141_105189	834	1853	-	1020	30	0.017075
96_4	k141_105189	2099	2239	-	141	12	0.0494085
96_5	k141_105189	2458	2571	-	114	3	0.0152776
96_6	k141_105189	2651	3061	-	411	22	0.0310757
96_7	k141_105189	3124	4569	-	1446	41	0.016461
96_8	k141_105189	4591	5943	-	1353	44	0.0188797
96_9	k141_105189	6031	8073	-	2043	94	0.0267115
96_10	k141_105189	8214	8342	-	129	3	0.0135012
97_1	k141_124316	1	1272	+	1272	11	0.00502048
98_1	k141_19142	1	249	+	249	17	0.0396359
98_2	k141_19142	475	1503	-	1029	59	0.0332871
98_3	k141_19142	1496	1879	-	384	20	0.030237
99_1	k141_28685	2	2380	+	2379	197	0.0480741
100_1	k141_76503	2	103	-	102	0	0
100_2	k141_76503	215	577	-	363	17	0.0271883
100_3	k141_76503	543	1556	-	1014	791	0.452875
101_1	k141_9591	2	94	+	93	0	0
101_2	k141_9591	264	1085	+	822	2	0.00141253
101_3	k141_9591	1128	1517	+	390	0	0
102_1	k141_66945	2	463	+	462	3	0.0037698
102_2	k141_66945	588	1931	+	1344	17	0.00734326
102_3	k141_66945	2087	3349	-	1263	41	0.018846
102_4	k141_66945	3538	4212	+	675	6	0.00516044
102_5	k141_66945	4366	5175	-	810	26	0.0186349
102_6	k141_66945	5281	6639	-	1359	36	0.0153788
102_7	k141_66945	7038	7445	+	408	3	0.00426875
103_1	k141_143435	46	222	-	177	7	0.0229596
103_2	k141_143435	237	752	-	516	51	0.0573799
103_3	k141_143435	890	1492	-	603	30	0.0288831
103_4	k141_143435	1489	2310	-	822	32	0.0226005
103_5	k141_143435	2510	3886	+	1377	46	0.0193938
104_1	k141_19144	1	960	+	960	1	0.000604739
104_2	k141_19144	962	1963	+	1002	3	0.00173817
105_1	k141_124318	3	281	-	279	0	0
105_2	k141_124318	295	1527	-	1233	0	0
106_1	k141_28686	1	348	+	348	15	0.0250237
106_2	k141_28686	504	1322	-	819	277	0.196352
107_1	k141_105192	2	295	+	294	0	0
107_2	k141_105192	281	1561	-	1281	0	0
108_1	k141_38277	3	140	+	138	58	0.243999
108_2	k141_38277	238	870	+	633	204	0.187097
108_3	k141_38277	885	1508	+	624	128	0.119087
108_4	k141_38277	1508	1804	+	297	50	0.0977356
108_5	k141_38277	1882	2391	+	510	90	0.10245
109_1	k141_181674	307	1188	+	882	1	0.00065822
109_2	k141_181674	1181	2914	+	1734	4	0.00133921
109_3	k141_181674	2943	5045	+	2103	4	0.00110423
109_4	k141_181674	5144	5446	-	303	0	0
110_1	k141_19145	3	683	+	681	10	0.00852496
110_2	k141_19145	699	1241	+	543	4	0.00427661
111_1	k141_76505	35	238	-	204	0	0
111_2	k141_76505	253	468	-	216	0	0
111_3	k141_76505	1126	1590	+	465	0	0
111_4	k141_76505	1587	2018	+	432	0	0
111_5	k141_76505	2069	2287	+	219	2	0.00530182
112_1	k141_28687	2	1243	+	1242	54	0.0252413
113_1	k141_31	84	1697	+	1614	2	0.000719392
113_2	k141_31	1713	2597	+	885	1	0.000655988
113_3	k141_31	2726	2866	+	141	3	0.0123521
114_1	k141_9599	1	564	+	564	166	0.170871
114_2	k141_9599	719	1339	-	621	206	0.192582
114_3	k141_9599	1377	1577	-	201	33	0.0953141
115_1	k141_66947	2	838	+	837	2	0.00138722
115_2	k141_66947	957	2420	-	1464	4	0.0015862
115_3	k141_66947	2417	3181	-	765	2	0.00151778
116_1	k141_28688	2	277	+	276	5	0.0105172
116_2	k141_28688	368	1429	+	1062	20	0.0109331
117_1	k141_105199	2	217	+	216	0	0
117_2	k141_105199	581	1000	-	420	0	0
118_1	k141_47838	2	1603	+	1602	513	0.185906
118_2	k141_47838	1833	3992	+	2160	439	0.117991
118_3	k141_47838	4132	5442	-	1311	215	0.0952084
118_4	k141_47838	5452	5934	-	483	120	0.144236
118_5	k141_47838	5972	6109	-	138	32	0.13462
119_1	k141_105200	2	100	-	99	0	0
119_2	k141_105200	100	294	-	195	0	0
119_3	k141_105200	334	1140	-	807	0	0
120_1	k141_28689	2	886	-	885	20	0.0131198
120_2	k141_28689	1272	1424	-	153	0	0
121_1	k141_19152	1	966	+	966	0	0
122_1	k141_9601	2	286	+	285	1	0.00203702
122_2	k141_9601	298	1371	+	1074	13	0.00702714
122_3	k141_9601	1593	1718	+	126	0	0
123_1	k141_143443	2	790	+	789	3	0.00220741
123_2	k141_143443	910	2304	+	1395	5	0.00208082
123_3	k141_143443	2537	2806	+	270	0	0
124_1	k141_34	3	503	+	501	0	0
124_2	k141_34	516	1037	+	522	0	0
125_1	k141_86061	201	665	+	465	0	0
125_2	k141_86061	680	1036	+	357	1	0.00162619
125_3	k141_86061	1509	2348	-	840	12	0.00829357
125_4	k141_86061	2577	4535	-	1959	17	0.00503795
125_5	k141_86061	4944	5684	+	741	2	0.00156694
125_6	k141_86061	5924	6820	+	897	3	0.00194164
125_7	k141_86061	6831	7676	+	846	2	0.00137246
125_8	k141_86061	7880	9871	-	1992	9	0.00262297
125_9	k141_86061	9981	10859	-	879	4	0.00264186
125_10	k141_86061	10990	11706	-	717	3	0.00242908
126_1	k141_28690	2	487	+	486	0	0
126_2	k141_28690	501	1502	+	1002	2	0.00115878
127_1	k141_172105	111	566	+	456	12	0.0152776
127_2	k141_172105	841	1089	+	249	3	0.00699457
127_3	k141_172105	1170	2024	-	855	3	0.00203702
127_4	k141_172105	2331	3731	+	1401	20	0.00828765
127_5	k141_172105	3882	5093	+	1212	11	0.00526902
127_6	k141_172105	5228	7468	+	2241	13	0.00336776
128_1	k141_181678	2	1894	+	1893	8	0.00245346
128_2	k141_181678	1952	2725	+	774	4	0.00300026
128_3	k141_181678	2782	3597	-	816	3	0.00213437
129_1	k141_19156	3	539	+	537	0	0
129_2	k141_19156	508	1053	+	546	0	0
130_1	k141_66955	837	1310	-	474	36	0.0440924
131_1	k141_28691	3	650	+	648	6	0.00537546
131_2	k141_28691	934	1674	-	741	14	0.0109686
132_1	k141_9605	614	1324	-	711	26	0.0212297
133_1	k141_172110	34	318	-	285	5	0.0101851
133_2	k141_172110	393	956	+	564	9	0.00926409
133_3	k141_172110	943	1014	+	72	0	0
134_1	k141_124331	1	807	-	807	8	0.00575514
134_2	k141_124331	800	1699	-	900	3	0.00193517
134_3	k141_124331	1719	3284	-	1566	24	0.00889731
134_4	k141_124331	3462	4049	-	588	6	0.00592398
135_1	k141_38278	213	1301	+	1089	61	0.0325193
135_2	k141_38278	1317	5219	+	3903	226	0.0336163
135_3	k141_38278	5363	5797	+	435	25	0.0333649
135_4	k141_38278	5889	6449	+	561	18	0.0186273
135_5	k141_38278	6666	7868	+	1203	1379	0.665485
136_1	k141_114759	1	1950	-	1950	30	0.00893153
136_2	k141_114759	2067	2915	+	849	13	0.00888945
136_3	k141_114759	2971	4302	+	1332	24	0.0104604
136_4	k141_114759	4371	4928	-	558	14	0.0145658
136_5	k141_114759	5014	5457	-	444	8	0.0104604
136_6	k141_114759	5488	6006	-	519	3	0.00335578
136_7	k141_114759	6018	6419	-	402	3	0.00433246
136_8	k141_114759	6437	6886	-	450	3	0.00387033
136_9	k141_114759	7042	7296	-	255	5	0.0113833
136_10	k141_114759	7391	8491	-	1101	7	0.00369105
136_11	k141_114759	9129	10073	-	945	15	0.00921507
136_12	k141_114759	10088	10948	-	861	5	0.00337137
137_1	k141_105212	3	1052	+	1050	0	0
138_1	k141_152992	434	3724	+	3291	571	0.100727
138_2	k141_152992	3754	4458	+	705	111	0.0914057
138_3	k141_152992	4486	4608	-	123	19	0.0896784
138_4	k141_152992	4621	4785	-	165	20	0.0703697
138_5	k141_152992	4778	5215	-	438	82	0.108687
138_6	k141_152992	5194	5466	-	273	61	0.12972
138_7	k141_152992	6018	8099	+	2082	428	0.119345
138_8	k141_152992	8096	11221	+	3126	625	0.116073
138_9	k141_152992	11659	11811	-	153	38	0.144189
138_10	k141_152992	11840	12742	-	903	146	0.0938652
138_11	k141_152992	12897	14516	+	1620	265	0.0949665
138_12	k141_152992	14589	14708	-	120	66	0.319302
138_13	k141_152992	14890	15399	+	510	388	0.441673
138_14	k141_152992	15555	15626	+	72	37	0.298338
