coassembly	sample	geneID	contig	start	stop	strand	length	mapped	RPKM	geneLoc	geneNum	Score
Capsule_4	H23_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	1722	120.098	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	H23_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	1540	118.414	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	H23_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	J15_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	11	0.466984	Capsule_4.k141_102741_3/51-395	Capsule_4.k141_102741_3	604.5
Capsule_4	J15_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	7795	271.438	Capsule_4.k141_67355_18/11-266	Capsule_4.k141_67355_18	446.9
Capsule_4	J15_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/3-237	Capsule_4.k141_102741_4	398.6
Capsule_4	J15_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	11	0.466984	Capsule_4.k141_102741_3/4-307	Capsule_4.k141_102741_3	222.5
Capsule_4	J15_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	7795	271.438	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	J15_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	7597	291.661	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	J15_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	J23_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	494	19.0287	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	J23_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	506	21.4889	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	J23_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	7	0.461146	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	J23_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	506	21.4889	Capsule_4.k141_67355_17/64-437	Capsule_4.k141_67355_17	641.7
Capsule_4	J23_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	11	0.51657	Capsule_4.k141_102741_3/51-395	Capsule_4.k141_102741_3	604.5
Capsule_4	J23_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	494	19.0287	Capsule_4.k141_67355_18/11-266	Capsule_4.k141_67355_18	446.9
Capsule_4	J23_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	7	0.461146	Capsule_4.k141_102741_4/3-237	Capsule_4.k141_102741_4	398.6
Capsule_4	L15_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	6	0.264973	Capsule_4.k141_102741_3/51-395	Capsule_4.k141_102741_3	604.5
Capsule_4	L15_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	5023	181.953	Capsule_4.k141_67355_18/11-266	Capsule_4.k141_67355_18	446.9
Capsule_4	L15_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	9	0.557567	Capsule_4.k141_102741_4/3-237	Capsule_4.k141_102741_4	398.6
Capsule_4	L15_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	6	0.264973	Capsule_4.k141_102741_3/4-307	Capsule_4.k141_102741_3	222.5
Capsule_4	L15_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	5023	181.953	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	L15_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	5117	204.358	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	L15_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	9	0.557567	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	L23_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	403	39.9306	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	L23_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	459	50.1411	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	L23_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	6	1.01674	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	L23_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	459	50.1411	Capsule_4.k141_67355_17/64-437	Capsule_4.k141_67355_17	641.7
Capsule_4	L23_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	2	0.241594	Capsule_4.k141_102741_3/51-395	Capsule_4.k141_102741_3	604.5
Capsule_4	L23_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	403	39.9306	Capsule_4.k141_67355_18/11-266	Capsule_4.k141_67355_18	446.9
Capsule_4	L23_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	6	1.01674	Capsule_4.k141_102741_4/3-237	Capsule_4.k141_102741_4	398.6
Capsule_4	O11_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	0	0	Capsule_4.k141_102741_3/51-395	Capsule_4.k141_102741_3	604.5
Capsule_4	O11_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	172	16.104	Capsule_4.k141_67355_18/11-266	Capsule_4.k141_67355_18	446.9
Capsule_4	O11_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/3-237	Capsule_4.k141_102741_4	398.6
Capsule_4	O11_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	0	0	Capsule_4.k141_102741_3/4-307	Capsule_4.k141_102741_3	222.5
Capsule_4	O11_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	172	16.104	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	O11_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	183	18.8903	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	O11_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	O13_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	657	62.8349	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	O13_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	737	77.7113	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	O13_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	O13_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	737	77.7113	Capsule_4.k141_67355_17/64-437	Capsule_4.k141_67355_17	641.7
Capsule_4	O13_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	0	0	Capsule_4.k141_102741_3/51-395	Capsule_4.k141_102741_3	604.5
Capsule_4	O13_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	657	62.8349	Capsule_4.k141_67355_18/11-266	Capsule_4.k141_67355_18	446.9
Capsule_4	O13_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/3-237	Capsule_4.k141_102741_4	398.6
Capsule_4	O17_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	1091	64.9874	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	O17_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	1186	77.8878	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	O17_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	4	0.407496	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	O17_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	1186	77.8878	Capsule_4.k141_67355_17/64-437	Capsule_4.k141_67355_17	641.7
Capsule_4	O17_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	3	0.217861	Capsule_4.k141_102741_3/51-395	Capsule_4.k141_102741_3	604.5
Capsule_4	O17_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	1091	64.9874	Capsule_4.k141_67355_18/11-266	Capsule_4.k141_67355_18	446.9
Capsule_4	O17_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	4	0.407496	Capsule_4.k141_102741_4/3-237	Capsule_4.k141_102741_4	398.6
Capsule_4	O19_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	755	113.911	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	O19_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	905	150.539	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	O19_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	O19_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	905	150.539	Capsule_4.k141_67355_17/64-437	Capsule_4.k141_67355_17	641.7
Capsule_4	O19_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	3	0.551819	Capsule_4.k141_102741_3/51-395	Capsule_4.k141_102741_3	604.5
Capsule_4	O19_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	755	113.911	Capsule_4.k141_67355_18/11-266	Capsule_4.k141_67355_18	446.9
Capsule_4	O19_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/3-237	Capsule_4.k141_102741_4	398.6
Capsule_4	O21_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	355	19.4425	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	O21_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	345	20.8316	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	O21_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	11	1.03033	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	O21_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	345	20.8316	Capsule_4.k141_67355_17/64-437	Capsule_4.k141_67355_17	641.7
Capsule_4	O21_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	4	0.267078	Capsule_4.k141_102741_3/51-395	Capsule_4.k141_102741_3	604.5
Capsule_4	O21_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	355	19.4425	Capsule_4.k141_67355_18/11-266	Capsule_4.k141_67355_18	446.9
Capsule_4	O21_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	11	1.03033	Capsule_4.k141_102741_4/3-237	Capsule_4.k141_102741_4	398.6
Capsule_4	O23_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	1	0.0698266	Capsule_4.k141_102741_3/51-395	Capsule_4.k141_102741_3	604.5
Capsule_4	O23_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	458	26.232	Capsule_4.k141_67355_18/11-266	Capsule_4.k141_67355_18	446.9
Capsule_4	O23_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/3-237	Capsule_4.k141_102741_4	398.6
Capsule_4	O23_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	1	0.0698266	Capsule_4.k141_102741_3/4-307	Capsule_4.k141_102741_3	222.5
Capsule_4	O23_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	458	26.232	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	O23_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	468	29.5524	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	O23_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	O7_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	0	0	Capsule_4.k141_102741_3/51-395	Capsule_4.k141_102741_3	604.5
Capsule_4	O7_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	194	7.87893	Capsule_4.k141_67355_18/11-266	Capsule_4.k141_67355_18	446.9
Capsule_4	O7_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/3-237	Capsule_4.k141_102741_4	398.6
Capsule_4	O7_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	0	0	Capsule_4.k141_102741_3/4-307	Capsule_4.k141_102741_3	222.5
Capsule_4	O7_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	194	7.87893	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	O7_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	218	9.76119	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	O7_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	O9_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	43	11.2999	Capsule_4.k141_67355_18/21-362	Capsule_4.k141_67355_18	238.8
Capsule_4	O9_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	35	10.1404	Capsule_4.k141_67355_17/63-344	Capsule_4.k141_67355_17	169.0
Capsule_4	O9_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/8-283	Capsule_4.k141_102741_4	190.5
Capsule_4	O9_1_dsrAB_col8score_RPKM.txt	8703_17	k141_67355	16731	18047	+	1317	35	10.1404	Capsule_4.k141_67355_17/64-437	Capsule_4.k141_67355_17	641.7
Capsule_4	O9_1_dsrAB_col8score_RPKM.txt	18904_3	k141_102741	869	2059	+	1191	0	0	Capsule_4.k141_102741_3/51-395	Capsule_4.k141_102741_3	604.5
Capsule_4	O9_1_dsrAB_col8score_RPKM.txt	8703_18	k141_67355	18066	19517	+	1452	43	11.2999	Capsule_4.k141_67355_18/11-266	Capsule_4.k141_67355_18	446.9
Capsule_4	O9_1_dsrAB_col8score_RPKM.txt	18904_4	k141_102741	2111	2959	+	849	0	0	Capsule_4.k141_102741_4/3-237	Capsule_4.k141_102741_4	398.6
Capsule_6	A10_2_dsrAB_col8score_RPKM.txt	22630_12	k141_192693	10507	11958	-	1452	39	11.3625	Capsule_6.k141_192693_12/11-266	Capsule_6.k141_192693_12	447.1
Capsule_6	A10_2_dsrAB_col8score_RPKM.txt	22630_12	k141_192693	10507	11958	-	1452	39	11.3625	Capsule_6.k141_192693_12/21-362	Capsule_6.k141_192693_12	238.2
Capsule_6	A10_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	53	17.0241	Capsule_6.k141_192693_13/63-344	Capsule_6.k141_192693_13	169.0
Capsule_6	A12_2_dsrAB_col8score_RPKM.txt	22630_12	k141_192693	10507	11958	-	1452	71	3.03557	Capsule_6.k141_192693_12/11-266	Capsule_6.k141_192693_12	447.1
Capsule_6	A12_2_dsrAB_col8score_RPKM.txt	22630_12	k141_192693	10507	11958	-	1452	71	3.03557	Capsule_6.k141_192693_12/21-362	Capsule_6.k141_192693_12	238.2
Capsule_6	A12_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	67	3.15818	Capsule_6.k141_192693_13/63-344	Capsule_6.k141_192693_13	169.0
Capsule_6	A2_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	0	0	Capsule_6.k141_192693_13/63-344	Capsule_6.k141_192693_13	169.0
Capsule_6	A2_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	0	0	Capsule_6.k141_192693_13/64-437	Capsule_6.k141_192693_13	641.7
Capsule_6	A2_2_dsrAB_col8score_RPKM.txt	22630_12	k141_192693	10507	11958	-	1452	0	0	Capsule_6.k141_192693_12/11-266	Capsule_6.k141_192693_12	447.1
Capsule_6	A4_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	0	0	Capsule_6.k141_192693_13/63-344	Capsule_6.k141_192693_13	169.0
Capsule_6	A4_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	0	0	Capsule_6.k141_192693_13/64-437	Capsule_6.k141_192693_13	641.7
Capsule_6	A4_2_dsrAB_col8score_RPKM.txt	22630_12	k141_192693	10507	11958	-	1452	0	0	Capsule_6.k141_192693_12/11-266	Capsule_6.k141_192693_12	447.1
Capsule_6	A6_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	0	0	Capsule_6.k141_192693_13/63-344	Capsule_6.k141_192693_13	169.0
Capsule_6	A6_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	0	0	Capsule_6.k141_192693_13/64-437	Capsule_6.k141_192693_13	641.7
Capsule_6	A6_2_dsrAB_col8score_RPKM.txt	22630_12	k141_192693	10507	11958	-	1452	1	0.0358011	Capsule_6.k141_192693_12/11-266	Capsule_6.k141_192693_12	447.1
Capsule_6	A8_2_dsrAB_col8score_RPKM.txt	22630_12	k141_192693	10507	11958	-	1452	5	0.14714	Capsule_6.k141_192693_12/11-266	Capsule_6.k141_192693_12	447.1
Capsule_6	A8_2_dsrAB_col8score_RPKM.txt	22630_12	k141_192693	10507	11958	-	1452	5	0.14714	Capsule_6.k141_192693_12/21-362	Capsule_6.k141_192693_12	238.2
Capsule_6	A8_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	8	0.259556	Capsule_6.k141_192693_13/63-344	Capsule_6.k141_192693_13	169.0
Capsule_6	O11_2_dsrAB_col8score_RPKM.txt	22630_12	k141_192693	10507	11958	-	1452	3	0.103597	Capsule_6.k141_192693_12/11-266	Capsule_6.k141_192693_12	447.1
Capsule_6	O11_2_dsrAB_col8score_RPKM.txt	22630_12	k141_192693	10507	11958	-	1452	3	0.103597	Capsule_6.k141_192693_12/21-362	Capsule_6.k141_192693_12	238.2
Capsule_6	O11_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	0	0	Capsule_6.k141_192693_13/63-344	Capsule_6.k141_192693_13	169.0
Capsule_6	O13_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	0	0	Capsule_6.k141_192693_13/63-344	Capsule_6.k141_192693_13	169.0
Capsule_6	O13_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	0	0	Capsule_6.k141_192693_13/64-437	Capsule_6.k141_192693_13	641.7
Capsule_6	O13_2_dsrAB_col8score_RPKM.txt	22630_12	k141_192693	10507	11958	-	1452	6	0.200111	Capsule_6.k141_192693_12/11-266	Capsule_6.k141_192693_12	447.1
Capsule_6	O15_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	18	0.627699	Capsule_6.k141_192693_13/63-344	Capsule_6.k141_192693_13	169.0
Capsule_6	O15_2_dsrAB_col8score_RPKM.txt	22630_13	k141_192693	11977	13293	-	1317	18	0.627699	Capsule_6.k141_192693_13/64-437	Capsule_6.k141_192693_13	641.7
