# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_3/C13_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_3/C13_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_3/C13_1.bam	RPKG
55_1	k141_205694	2	535	-	534	4	0.00482675
55_2	k141_205694	552	1079	-	528	6	0.00732239
55_3	k141_205694	1066	2331	-	1266	20	0.0101796
55_4	k141_205694	2498	3862	-	1365	23	0.0108575
55_5	k141_205694	3941	4618	+	678	11	0.0104544
56_1	k141_274248	689	3073	+	2385	132	0.0356633
56_2	k141_274248	3090	4184	+	1095	46	0.0270694
57_1	k141_188562	216	887	-	672	4	0.00383554
57_2	k141_188562	900	1067	-	168	1	0.00383554
58_1	k141_308543	3	1265	+	1263	41	0.0209178
58_2	k141_308543	1951	2034	+	84	0	0
59_1	k141_102866	2	1663	+	1662	18	0.00697874
60_1	k141_239986	196	1611	-	1416	10	0.00455064
61_1	k141_291402	3	485	-	483	10	0.013341
61_2	k141_291402	489	758	-	270	6	0.0143193
61_3	k141_291402	827	1090	-	264	13	0.0317304
61_4	k141_291402	1180	1386	-	207	5	0.0155645
62_1	k141_51455	3	860	+	858	8	0.00600812
62_2	k141_51455	841	1989	-	1149	6	0.00336486
63_1	k141_205696	1	1194	-	1194	26	0.0140315
63_2	k141_205696	1692	2036	+	345	7	0.0130742
64_1	k141_68588	1	363	-	363	6	0.0106508
64_2	k141_68588	727	1572	-	846	29	0.0220884
64_3	k141_68588	1851	2795	+	945	48	0.0327299
65_1	k141_154290	2	973	+	972	31	0.0205509
65_2	k141_154290	970	1095	+	126	0	0
66_1	k141_291404	1	1161	-	1161	7	0.00388509
67_1	k141_308545	1	1851	+	1851	14	0.00487368
68_1	k141_137126	105	386	-	282	4	0.00914001
68_2	k141_137126	383	754	-	372	23	0.0398401
68_3	k141_137126	806	1180	-	375	19	0.0326481
68_4	k141_137126	1188	1490	-	303	13	0.0276463
68_5	k141_137126	2118	3365	+	1248	38	0.0196203
68_6	k141_137126	3465	4844	-	1380	69	0.0322185
68_7	k141_137126	4898	6364	-	1467	45	0.019766
68_8	k141_137126	6610	7470	-	861	51	0.0381683
68_9	k141_137126	7568	7978	-	411	21	0.032924
68_10	k141_137126	8087	8446	-	360	14	0.0250589
68_11	k141_137126	8462	8908	-	447	17	0.0245063
68_12	k141_137126	8920	10041	-	1122	44	0.0252694
68_13	k141_137126	10286	10921	+	636	44	0.0445791
68_14	k141_137126	10933	11511	+	579	32	0.0356129
68_15	k141_137126	11720	12220	-	501	37	0.0475882
68_16	k141_137126	12222	12800	-	579	43	0.0478548
69_1	k141_188568	143	1048	+	906	87	0.0618766
70_1	k141_102871	73	1161	-	1089	5	0.00295854
71_1	k141_325683	1027	1269	+	243	130	0.344725
71_2	k141_325683	3525	3701	+	177	2	0.00728102
72_1	k141_291406	1	1869	+	1869	30	0.010343
73_1	k141_17158	2	1825	-	1824	38	0.0134244
73_2	k141_17158	1880	2407	-	528	11	0.0134244
73_3	k141_17158	2423	2785	-	363	11	0.0195264
73_4	k141_17158	2787	3269	-	483	12	0.0160092
73_5	k141_17158	3266	3382	-	117	0	0
74_1	k141_154297	1	1206	+	1206	13	0.00694595
75_1	k141_137128	1	102	+	102	0	0
75_2	k141_137128	479	760	+	282	8	0.01828
75_3	k141_137128	833	1285	+	453	8	0.0113796
76_1	k141_308547	1	936	-	936	12	0.00826116
76_2	k141_308547	1017	1331	-	315	2	0.00409124
76_3	k141_308547	1333	1965	-	633	6	0.00610778
76_4	k141_308547	1958	2230	-	273	3	0.00708099
76_5	k141_308547	2247	2621	-	375	4	0.00687329
77_1	k141_51462	50	1057	+	1008	33	0.0210955
77_2	k141_51462	1116	1361	+	246	5	0.013097
78_1	k141_154298	3	668	+	666	13	0.0125778
78_2	k141_154298	1002	1280	-	279	7	0.016167
79_1	k141_222833	438	2036	+	1599	58	0.023373
79_2	k141_222833	2071	2556	+	486	8	0.0106069
79_3	k141_222833	2561	3172	-	612	29	0.0305339
79_4	k141_222833	3169	4443	-	1275	50	0.0252694
79_5	k141_222833	4487	4906	-	420	19	0.0291501
79_6	k141_222833	5043	6791	+	1749	62	0.0228422
79_7	k141_222833	6941	9334	-	2394	87	0.023417
79_8	k141_222833	9385	9831	-	447	14	0.0201816
80_1	k141_188570	2	2653	+	2652	23	0.00558843
81_1	k141_291409	24	413	-	390	15	0.0247835
81_2	k141_291409	406	621	-	216	7	0.0208824
81_3	k141_291409	705	1187	+	483	4	0.0053364
82_1	k141_205697	3	1187	-	1185	142	0.0772157
82_2	k141_205697	1201	1767	-	567	58	0.0659144
82_3	k141_205697	1779	2720	-	942	87	0.0595119
82_4	k141_205697	2799	3842	-	1044	97	0.0598697
82_5	k141_205697	3958	4461	-	504	31	0.0396339
83_1	k141_274258	2	595	+	594	19	0.0206112
83_2	k141_274258	620	1543	+	924	14	0.00976319
83_3	k141_274258	1690	2517	+	828	22	0.017121
84_1	k141_308548	3	635	+	633	6	0.00610778
84_2	k141_308548	705	1535	+	831	19	0.0147329
85_1	k141_325687	1	1089	-	1089	4	0.00236683
85_2	k141_325687	1348	1962	-	615	2	0.00209551
86_1	k141_17162	3	656	+	654	17	0.0167497
86_2	k141_17162	666	1688	+	1023	10	0.00629883
87_1	k141_205698	2	733	+	732	4	0.00352115
87_2	k141_205698	934	1209	-	276	0	0
88_1	k141_274260	2	166	+	165	0	0
88_2	k141_274260	202	930	+	729	3	0.00265173
89_1	k141_137130	3	227	-	225	2	0.00572774
89_2	k141_137130	291	716	-	426	11	0.0166387
89_3	k141_137130	719	1288	-	570	18	0.0203485
89_4	k141_137130	1288	1581	-	294	12	0.0263008
89_5	k141_137130	1897	2670	-	774	18	0.0149854
90_1	k141_205701	39	1010	-	972	26	0.0172362
91_1	k141_34329	2	67	-	66	0	0
91_2	k141_34329	477	1409	+	933	13	0.00897837
92_1	k141_308549	3	1928	+	1926	33	0.0110406
92_2	k141_308549	2029	3291	+	1263	20	0.0102038
93_1	k141_137134	1	1005	+	1005	1	0.000641165
94_1	k141_274265	3	530	-	528	3	0.0036612
94_2	k141_274265	527	1447	-	921	7	0.0048975
95_1	k141_51473	1	1428	+	1428	17	0.00767108
96_1	k141_205704	64	699	-	636	12	0.0121579
97_1	k141_257130	2	418	+	417	6	0.00927152
97_2	k141_257130	415	1065	+	651	21	0.0207861
97_3	k141_257130	1038	1883	+	846	21	0.015995
97_4	k141_257130	2140	2826	-	687	18	0.0168831
97_5	k141_257130	3094	4596	+	1503	70	0.0300106
97_6	k141_257130	5340	6962	+	1623	66	0.0262036
97_7	k141_257130	7001	7360	+	360	12	0.021479
98_1	k141_239992	3	230	-	228	0	0
98_2	k141_239992	250	1113	-	864	13	0.00969539
99_1	k141_34334	1	204	+	204	25	0.078967
99_2	k141_34334	440	898	+	459	65	0.0912507
99_3	k141_34334	1300	1611	+	312	136	0.280879
100_1	k141_325692	189	641	-	453	3	0.00426735
100_2	k141_325692	638	1135	-	498	1	0.00129392
100_3	k141_325692	1143	1685	-	543	0	0
100_4	k141_325692	1840	3273	-	1434	13	0.00584157
101_1	k141_102874	1	1731	+	1731	37	0.0137734
101_2	k141_102874	1861	3627	-	1767	33	0.0120341
101_3	k141_102874	3760	5898	-	2139	43	0.0129537
101_4	k141_102874	5903	6076	-	174	0	0
101_5	k141_102874	6224	7090	-	867	19	0.0141212
101_6	k141_102874	7169	7885	-	717	6	0.00539222
102_1	k141_34335	174	1022	+	849	6	0.00455386
103_1	k141_51476	452	991	+	540	21	0.0250589
103_2	k141_51476	1096	1683	+	588	7	0.00767108
104_1	k141_257132	1	1131	-	1131	10	0.00569735
105_1	k141_102875	31	978	-	948	7	0.00475801
105_2	k141_102875	975	1109	-	135	0	0
106_1	k141_137135	3	1241	-	1239	36	0.0187226
106_2	k141_137135	1578	2648	-	1071	34	0.0204562
106_3	k141_137135	2858	3076	-	219	8	0.0235386
106_4	k141_137135	3076	3483	-	408	8	0.0126347
107_1	k141_239995	257	745	+	489	9	0.0118596
107_2	k141_239995	746	1207	+	462	7	0.00976319
108_1	k141_171413	463	3333	+	2871	140	0.0314218
108_2	k141_171413	3575	3886	+	312	10	0.0206529
108_3	k141_171413	3883	5097	+	1215	30	0.0159104
108_4	k141_171413	5142	5903	-	762	31	0.0262145
108_5	k141_171413	6139	6486	-	348	18	0.0333295
108_6	k141_171413	6960	9134	+	2175	111	0.0328851
108_7	k141_171413	9224	9733	+	510	30	0.0379041
108_8	k141_171413	9978	10184	+	207	10	0.031129
108_9	k141_171413	10420	12027	+	1608	71	0.0284517
108_10	k141_171413	12094	12390	-	297	27	0.0585791
108_11	k141_171413	12661	13572	-	912	42	0.029675
108_12	k141_171413	13899	14087	+	189	17	0.0579593
109_1	k141_34338	2	76	-	75	0	0
109_2	k141_34338	33	941	-	909	20	0.0141776
109_3	k141_34338	965	1084	-	120	1	0.00536975
110_1	k141_137137	2	1078	+	1077	11	0.00658131
111_1	k141_17178	1	2154	+	2154	32	0.00957282
112_1	k141_222835	29	976	-	948	44	0.0299075
112_2	k141_222835	980	4297	-	3318	322	0.0625338
112_3	k141_222835	4525	6624	-	2100	156	0.0478675
112_4	k141_222835	6621	7319	-	699	41	0.0377957
112_5	k141_222835	7309	7575	-	267	37	0.0892948
112_6	k141_222835	7609	9210	-	1602	129	0.0518875
113_1	k141_239996	1	1392	+	1392	32	0.0148131
113_2	k141_239996	1453	2064	+	612	5	0.00526446
114_1	k141_51478	1	321	-	321	0	0
114_2	k141_51478	341	640	-	300	5	0.0107395
114_3	k141_51478	749	1261	-	513	8	0.0100487
114_4	k141_51478	1344	2054	-	711	1	0.000906288
114_5	k141_51478	2051	2617	-	567	5	0.00568228
115_1	k141_137138	2	310	+	309	1	0.00208534
115_2	k141_137138	382	1146	+	765	15	0.0126347
116_1	k141_102878	2	565	+	564	23	0.0262775
116_2	k141_102878	749	2086	+	1338	43	0.0207085
116_3	k141_102878	2115	2798	+	684	15	0.0141309
117_1	k141_308563	2	880	-	879	16	0.0117292
117_2	k141_308563	1045	2049	-	1005	9	0.00577048
118_1	k141_119985	185	916	+	732	42	0.0369721
118_2	k141_119985	991	2532	+	1542	88	0.0367734
118_3	k141_119985	2502	3728	+	1227	48	0.0252076
118_4	k141_119985	3830	4177	+	348	15	0.0277746
118_5	k141_119985	4288	5019	+	732	36	0.0316904
118_6	k141_119985	5074	6348	+	1275	42	0.0212263
118_7	k141_119985	6589	7296	+	708	31	0.028214
118_8	k141_119985	7352	9910	+	2559	93	0.0234179
118_9	k141_119985	9921	11591	+	1671	45	0.0173529
118_10	k141_119985	11603	12457	+	855	32	0.0241168
118_11	k141_119985	12454	13722	+	1269	63	0.03199
118_12	k141_119985	13870	15051	+	1182	59	0.032164
118_13	k141_119985	15291	16178	+	888	44	0.0319283
118_14	k141_119985	16178	17572	+	1395	43	0.0198623
118_15	k141_119985	17713	18426	+	714	35	0.0315868
118_16	k141_119985	18463	20541	+	2079	68	0.0210761
118_17	k141_119985	20590	21069	+	480	16	0.021479
118_18	k141_119985	21081	22130	-	1050	29	0.0177969
118_19	k141_119985	22496	23413	-	918	181	0.127049
119_1	k141_102879	28	789	-	762	14	0.0118388
119_2	k141_102879	851	1048	-	198	0	0
120_1	k141_222838	127	717	-	591	10	0.0109031
120_2	k141_222838	999	1370	+	372	8	0.0138574
121_1	k141_274281	1	102	+	102	1	0.00631736
121_2	k141_274281	124	1356	+	1233	32	0.0167233
122_1	k141_188585	2	202	-	201	5	0.0160291
122_2	k141_188585	256	1341	+	1086	40	0.0237337
122_3	k141_188585	1482	2561	+	1080	42	0.0250589
122_4	k141_188585	2996	3934	+	939	30	0.0205869
122_5	k141_188585	4388	4708	+	321	11	0.0220812
122_6	k141_188585	4826	6301	-	1476	34	0.0148432
123_1	k141_34345	2	1264	+	1263	13	0.00663248
124_1	k141_38	325	792	+	468	72	0.0991339
124_2	k141_38	944	1390	-	447	71	0.10235
124_3	k141_38	1734	3164	-	1431	169	0.0760997
124_4	k141_38	3283	3453	-	171	16	0.060292
124_5	k141_38	3687	4913	-	1227	192	0.100831
124_6	k141_38	5468	6295	+	828	86	0.0669274
124_7	k141_38	6569	9319	-	2751	71	0.0166304
124_8	k141_38	9487	9957	+	471	0	0
125_1	k141_171414	2	151	-	150	2	0.00859161
125_2	k141_171414	169	1779	-	1611	20	0.00799963
125_3	k141_171414	1802	2392	-	591	6	0.00654183
125_4	k141_171414	2501	2944	-	444	0	0
125_5	k141_171414	3041	4030	-	990	19	0.0123667
125_6	k141_171414	4075	4539	-	465	5	0.00692872
126_1	k141_17185	1	1062	-	1062	23	0.0139553
127_1	k141_240002	69	512	-	444	10	0.0145128
127_2	k141_240002	631	984	-	354	5	0.00910128
127_3	k141_240002	1124	1822	-	699	7	0.00645292
128_1	k141_257137	1	387	+	387	14	0.0233106
128_2	k141_257137	445	1269	+	825	11	0.00859161
128_3	k141_257137	1316	1519	+	204	7	0.0221108
128_4	k141_257137	1513	2814	+	1302	30	0.0148472
128_5	k141_257137	2801	3802	+	1002	38	0.0244372
128_6	k141_257137	4147	4260	+	114	4	0.0226095
129_1	k141_85734	112	492	+	381	31	0.0524291
129_2	k141_85734	659	1366	-	708	16	0.014562
129_3	k141_85734	1473	2363	-	891	30	0.021696
129_4	k141_85734	2554	5691	-	3138	215	0.044149
129_5	k141_85734	5787	7157	-	1371	87	0.04089
129_6	k141_85734	7180	8667	-	1488	99	0.0428714
129_7	k141_85734	8846	9775	+	930	52	0.0360293
129_8	k141_85734	9816	10880	-	1065	42	0.0254118
129_9	k141_85734	10930	11463	-	534	23	0.0277538
129_10	k141_85734	11494	12084	-	591	28	0.0305286
129_11	k141_85734	12181	13059	+	879	56	0.041052
129_12	k141_85734	13151	14173	-	1023	88	0.0554297
129_13	k141_85734	15486	16727	+	1242	96	0.0498064
129_14	k141_85734	16825	17028	-	204	6	0.0189521
129_15	k141_85734	17262	17390	-	129	8	0.039961
129_16	k141_85734	17667	19406	-	1740	212	0.0785095
130_1	k141_137141	1	252	-	252	6	0.0153422
130_2	k141_137141	680	1003	+	324	11	0.0218768
130_3	k141_137141	1000	2124	+	1125	74	0.0423853
130_4	k141_137141	2210	2443	+	234	14	0.0385521
130_5	k141_137141	2692	2922	+	231	13	0.0362633
131_1	k141_257138	452	1045	-	594	3	0.0032544
132_1	k141_17186	199	408	-	210	45	0.138079
132_2	k141_17186	475	804	-	330	29	0.0566265
132_3	k141_17186	1035	1439	-	405	28	0.0445491
132_4	k141_17186	1457	1816	-	360	12	0.021479
133_1	k141_274283	2	895	+	894	24	0.0172985
133_2	k141_274283	1524	1796	+	273	6	0.014162
133_3	k141_274283	1789	2181	+	393	8	0.013117
134_1	k141_222847	3	539	+	537	13	0.0155993
134_2	k141_222847	641	967	+	327	7	0.0137939
134_3	k141_222847	1013	1090	+	78	2	0.0165223
135_1	k141_51482	3	602	+	600	10	0.0107395
135_2	k141_51482	666	827	+	162	0	0
135_3	k141_51482	824	2029	+	1206	34	0.0181663
135_4	k141_51482	2126	3382	+	1257	36	0.0184545
135_5	k141_51482	3366	4607	+	1242	20	0.0103763
135_6	k141_51482	4730	4975	+	246	4	0.0104776
136_1	k141_17188	3	1106	+	1104	10	0.00583669
137_1	k141_45	2	283	+	282	29	0.0662651
137_2	k141_45	369	554	-	186	19	0.0658228
138_1	k141_257141	1	981	-	981	8	0.00525481
138_2	k141_257141	1014	1382	-	369	3	0.00523878
139_1	k141_85738	2	151	-	150	0	0
139_2	k141_85738	256	834	-	579	16	0.0178064
140_1	k141_102880	1	672	+	672	70	0.0671219
140_2	k141_102880	940	1572	+	633	23	0.0234131
140_3	k141_102880	1675	3225	+	1551	130	0.0540091
140_4	k141_102880	3383	3886	-	504	60	0.0767108
140_5	k141_102880	4220	4405	+	186	17	0.0588941
140_6	k141_102880	4410	4598	+	189	4	0.0136375
141_1	k141_51483	1	327	-	327	3	0.00591166
141_2	k141_51483	511	1242	-	732	9	0.00792259
142_1	k141_222849	1	1152	+	1152	4	0.0022374
143_1	k141_171424	3	284	-	282	1	0.002285
143_2	k141_171424	388	1197	-	810	6	0.00477311
144_1	k141_119989	3	2312	-	2310	27	0.0075316
144_2	k141_119989	2612	2956	-	345	18	0.0336193
144_3	k141_119989	3178	3960	+	783	22	0.0181049
145_1	k141_137148	3	965	-	963	17	0.0113752
145_2	k141_137148	962	1186	-	225	3	0.00859161
146_1	k141_188593	104	685	-	582	11	0.0121788
146_2	k141_188593	702	1169	-	468	14	0.019276
146_3	k141_188593	1166	1513	-	348	10	0.0185164
146_4	k141_188593	1599	1820	-	222	6	0.0174154
146_5	k141_188593	1882	2028	-	147	8	0.0350678
146_6	k141_188593	2214	2285	-	72	0	0
147_1	k141_308578	1	150	-	150	25	0.107395
148_1	k141_291424	1	1068	+	1068	91	0.0549042
148_2	k141_291424	1170	1979	+	810	77	0.061255
148_3	k141_291424	2003	2518	-	516	25	0.0312195
149_1	k141_34358	1	342	+	342	4	0.0075365
149_2	k141_34358	348	1400	+	1053	14	0.00856713
150_1	k141_102882	3	1121	-	1119	9	0.0051826
151_1	k141_17193	2	67	+	66	0	0
151_2	k141_17193	79	516	+	438	8	0.0117693
151_3	k141_17193	500	1153	+	654	2	0.00197055
151_4	k141_17193	1157	1234	+	78	0	0
152_1	k141_154299	2	103	+	102	5	0.0315868
152_2	k141_154299	206	1165	-	960	39	0.0261776
152_3	k141_154299	1335	1592	-	258	18	0.0449561
152_4	k141_154299	1724	2359	-	636	6	0.00607897
152_5	k141_154299	2364	3017	-	654	9	0.00886748
152_6	k141_154299	3001	4080	-	1080	39	0.0232689
152_7	k141_154299	4133	5137	-	1005	32	0.0205173
152_8	k141_154299	5167	5985	-	819	24	0.0188827
152_9	k141_154299	5972	6748	-	777	31	0.0257085
152_10	k141_154299	6759	7226	-	468	18	0.0247835
152_11	k141_154299	7242	7655	-	414	36	0.0560322
152_12	k141_154299	8254	10953	-	2700	76	0.0181378
152_13	k141_154299	11067	12290	+	1224	31	0.0163198
152_14	k141_154299	12375	14543	-	2169	104	0.0308965
152_15	k141_154299	14827	16263	-	1437	55	0.0246628
152_16	k141_154299	16260	17030	-	771	24	0.0200582
152_17	k141_154299	17023	17784	-	762	43	0.0363621
152_18	k141_154299	17762	18472	-	711	25	0.0226572
152_19	k141_154299	18658	19458	-	801	30	0.0241337
153_1	k141_274292	1	687	+	687	17	0.0159451
153_2	k141_274292	687	1130	+	444	3	0.00435385
154_1	k141_291426	3	665	+	663	15	0.0145785
154_2	k141_291426	681	1556	+	876	7	0.00514908
155_1	k141_85745	2	1009	-	1008	6	0.00383554
156_1	k141_47	1920	2075	-	156	880	3.63491
156_2	k141_47	2972	3217	-	246	3	0.00785818
157_1	k141_171427	2	1300	+	1299	24	0.0119052
157_2	k141_171427	1339	1917	+	579	5	0.00556451
158_1	k141_154300	2	550	-	549	6	0.0070423
158_2	k141_154300	555	710	-	156	0	0
158_3	k141_154300	746	1078	+	333	1	0.00193505
159_1	k141_51490	2	427	+	426	6	0.00907564
159_2	k141_51490	594	1118	+	525	6	0.00736423
160_1	k141_205714	3	119	+	117	6	0.0330446
