# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_3/C15_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_3/C15_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_3/C15_1.bam	RPKG
14_1	k141_137125	2	646	+	645	14	0.0108909
14_2	k141_137125	887	1039	+	153	0	0
15_1	k141_257102	1	432	-	432	0	0
15_2	k141_257102	498	2396	-	1899	22	0.00581292
15_3	k141_257102	2642	2911	-	270	4	0.00743349
16_1	k141_51427	3	824	+	822	31	0.0189228
16_2	k141_51427	1166	1555	+	390	20	0.0257313
17_1	k141_222824	3	731	-	729	15	0.0103243
17_2	k141_222824	1008	1772	-	765	12	0.00787075
17_3	k141_222824	1877	1993	-	117	0	0
18_1	k141_325663	1	1305	-	1305	12	0.00461389
18_2	k141_325663	1332	1553	-	222	0	0
19_1	k141_85708	3	389	-	387	13	0.016855
19_2	k141_85708	409	1050	-	642	47	0.0367333
19_3	k141_85708	1085	2188	-	1104	39	0.0177252
20_1	k141_291385	2	1765	+	1764	31	0.00881779
20_2	k141_291385	1788	1943	-	156	0	0
21_1	k141_308525	3	1433	-	1431	60	0.0210382
22_1	k141_17144	2	283	+	282	6	0.0106758
22_2	k141_17144	287	775	+	489	7	0.00718267
22_3	k141_17144	1295	2398	-	1104	19	0.00863537
22_4	k141_17144	2488	3771	-	1284	20	0.00781559
23_1	k141_102848	3	245	-	243	0	0
23_2	k141_102848	369	1217	-	849	2	0.001182
23_3	k141_102848	1232	1777	-	546	3	0.00275693
24_1	k141_68568	2	514	+	513	6	0.00586855
24_2	k141_68568	532	1818	-	1287	24	0.00935684
24_3	k141_68568	1839	2075	-	237	2	0.00423427
25_1	k141_325664	2	610	+	609	14	0.0115347
25_2	k141_325664	604	1212	-	609	7	0.00576736
26_1	k141_291386	3	374	-	372	8	0.0107906
26_2	k141_291386	389	748	-	360	12	0.0167254
26_3	k141_291386	876	1172	+	297	10	0.0168943
27_1	k141_205684	2	334	+	333	27	0.0406833
27_2	k141_205684	636	1190	+	555	100	0.0904073
27_3	k141_205684	1183	2352	+	1170	152	0.065186
27_4	k141_205684	2575	3588	-	1014	153	0.0757094
27_5	k141_205684	3698	4330	+	633	41	0.0324995
28_1	k141_239968	476	619	+	144	23	0.0801423
28_2	k141_239968	612	1493	+	882	135	0.0768001
28_3	k141_239968	1496	2143	+	648	46	0.0356188
29_1	k141_222825	3	110	-	108	0	0
29_2	k141_222825	58	897	-	840	74	0.0442027
29_3	k141_222825	1094	1285	-	192	19	0.0496534
29_4	k141_222825	1407	1577	-	171	8	0.0234742
30_1	k141_188546	2	109	+	108	3	0.0139378
30_2	k141_188546	262	1029	+	768	15	0.00980001
31_1	k141_34289	2	313	-	312	2	0.00321641
31_2	k141_34289	342	1589	-	1248	21	0.00844309
31_3	k141_34289	1596	1730	-	135	1	0.00371675
32_1	k141_68569	3	812	+	810	7	0.0043362
32_2	k141_68569	955	1551	-	597	5	0.00420235
33_1	k141_17147	1	1623	-	1623	18	0.00556481
34_1	k141_205685	179	1150	+	972	64	0.0330377
35_1	k141_274243	1	375	-	375	5	0.00669014
35_2	k141_274243	380	1747	-	1368	41	0.0150381
35_3	k141_274243	1760	3199	-	1440	19	0.00662045
36_1	k141_222826	33	431	-	399	16	0.0201207
36_2	k141_222826	441	887	-	447	36	0.0404103
36_3	k141_222826	902	1390	-	489	30	0.0307829
37_1	k141_119984	2	1306	-	1305	15	0.00576736
37_2	k141_119984	1471	3552	-	2082	37	0.00891698
37_3	k141_119984	3737	4540	-	804	13	0.00811305
37_4	k141_119984	4734	6197	+	1464	33	0.0113102
38_1	k141_325666	3	1292	+	1290	0	0
38_2	k141_325666	1309	1431	+	123	0	0
39_1	k141_257107	1	1851	-	1851	13	0.00352398
39_2	k141_257107	1867	2403	-	537	6	0.00560626
40_1	k141_291390	71	2398	+	2328	31	0.00668152
41_1	k141_239975	1	486	+	486	14	0.014454
41_2	k141_239975	669	1472	+	804	127	0.0792582
42_1	k141_34296	1	609	-	609	28	0.0230695
42_2	k141_34296	1056	1253	-	198	97	0.245812
43_1	k141_308536	1	675	+	675	181	0.134546
43_2	k141_308536	758	1063	+	306	110	0.180371
43_3	k141_308536	1072	1863	+	792	99	0.0627201
43_4	k141_308536	1966	2178	+	213	5	0.0117784
44_1	k141_188550	92	2587	+	2496	29	0.00582975
45_1	k141_85721	1	768	-	768	8	0.00522667
45_2	k141_85721	765	1073	-	309	2	0.00324764
46_1	k141_274247	56	268	+	213	1	0.00235568
46_2	k141_274247	835	1302	-	468	18	0.0192985
46_3	k141_274247	1342	2235	-	894	12	0.00673504
47_1	k141_222832	1	168	+	168	3	0.00896001
47_2	k141_222832	320	1222	+	903	38	0.0211151
48_1	k141_102859	3	980	+	978	28	0.0143653
48_2	k141_102859	1032	1364	-	333	5	0.00753394
48_3	k141_102859	1475	1699	-	225	0	0
49_1	k141_257112	3	1154	-	1152	41	0.0178578
49_2	k141_257112	1395	2174	+	780	13	0.00836268
50_1	k141_2	1	942	-	942	42	0.0223715
50_2	k141_2	1129	1491	-	363	8	0.0110581
50_3	k141_2	1568	3433	-	1866	89	0.0239318
50_4	k141_2	3586	3804	-	219	10	0.0229114
50_5	k141_2	4063	5418	-	1356	34	0.012581
50_6	k141_2	5418	6389	-	972	39	0.0201324
50_7	k141_2	6382	7164	-	783	14	0.00897145
50_8	k141_2	7176	8003	-	828	34	0.0206037
50_9	k141_2	8008	8946	-	939	24	0.0128246
50_10	k141_2	9011	10573	-	1563	56	0.0179773
50_11	k141_2	11045	11641	-	597	14	0.0117666
51_1	k141_51450	2	841	+	840	9	0.00537601
51_2	k141_51450	1124	1351	-	228	0	0
51_3	k141_51450	1299	1421	-	123	2	0.00815871
52_1	k141_239982	3	608	+	606	17	0.0140758
52_2	k141_239982	653	823	-	171	0	0
52_3	k141_239982	919	1020	+	102	0	0
53_1	k141_154286	70	1023	+	954	12	0.00631145
53_2	k141_154286	1128	1577	+	450	1	0.00111502
54_1	k141_171412	2	85	-	84	0	0
54_2	k141_171412	361	1098	-	738	28	0.019037
54_3	k141_171412	1267	2805	-	1539	78	0.0254304
54_4	k141_171412	2912	3100	+	189	6	0.0159289
54_5	k141_171412	3201	3605	-	405	17	0.0210616
54_6	k141_171412	3618	4901	-	1284	43	0.0168035
54_7	k141_171412	5084	5335	-	252	31	0.0617245
54_8	k141_171412	5350	5661	-	312	23	0.0369888
55_1	k141_205694	2	535	-	534	2	0.00187925
55_2	k141_205694	552	1079	-	528	2	0.00190061
55_3	k141_205694	1066	2331	-	1266	6	0.00237801
55_4	k141_205694	2498	3862	-	1365	8	0.00294072
55_5	k141_205694	3941	4618	+	678	1	0.00074006
56_1	k141_274248	689	3073	+	2385	79	0.0166202
56_2	k141_274248	3090	4184	+	1095	28	0.0128304
57_1	k141_188562	216	887	-	672	18	0.01344
57_2	k141_188562	900	1067	-	168	7	0.0209067
58_1	k141_308543	3	1265	+	1263	40	0.0158911
58_2	k141_308543	1951	2034	+	84	2	0.0119467
59_1	k141_102866	2	1663	+	1662	23	0.00694374
60_1	k141_239986	196	1611	-	1416	13	0.00460656
61_1	k141_291402	3	485	-	483	20	0.0207768
61_2	k141_291402	489	758	-	270	7	0.0130086
61_3	k141_291402	827	1090	-	264	15	0.0285091
61_4	k141_291402	1180	1386	-	207	2	0.00484793
62_1	k141_51455	3	860	+	858	11	0.00643283
62_2	k141_51455	841	1989	-	1149	14	0.00611371
63_1	k141_205696	1	1194	-	1194	21	0.00882494
63_2	k141_205696	1692	2036	+	345	6	0.00872627
64_1	k141_68588	1	363	-	363	16	0.0221162
64_2	k141_68588	727	1572	-	846	31	0.018386
64_3	k141_68588	1851	2795	+	945	51	0.0270791
65_1	k141_154290	2	973	+	972	7	0.0036135
65_2	k141_154290	970	1095	+	126	0	0
66_1	k141_291404	1	1161	-	1161	17	0.00734705
67_1	k141_308545	1	1851	+	1851	13	0.00352398
68_1	k141_137126	105	386	-	282	1	0.00177929
68_2	k141_137126	383	754	-	372	8	0.0107906
68_3	k141_137126	806	1180	-	375	10	0.0133803
68_4	k141_137126	1188	1490	-	303	12	0.0198717
68_5	k141_137126	2118	3365	+	1248	23	0.00924719
68_6	k141_137126	3465	4844	-	1380	6	0.00218157
68_7	k141_137126	4898	6364	-	1467	13	0.00444641
68_8	k141_137126	6610	7470	-	861	12	0.00699318
68_9	k141_137126	7568	7978	-	411	6	0.00732497
68_10	k141_137126	8087	8446	-	360	4	0.00557512
68_11	k141_137126	8462	8908	-	447	3	0.00336752
68_12	k141_137126	8920	10041	-	1122	2	0.000894404
68_13	k141_137126	10286	10921	+	636	4	0.00315573
68_14	k141_137126	10933	11511	+	579	5	0.00433299
68_15	k141_137126	11720	12220	-	501	1	0.00100152
68_16	k141_137126	12222	12800	-	579	6	0.00519959
69_1	k141_188568	143	1048	+	906	113	0.0625816
70_1	k141_102871	73	1161	-	1089	15	0.0069113
71_1	k141_325683	1027	1269	+	243	168	0.346896
71_2	k141_325683	3525	3701	+	177	5	0.014174
72_1	k141_291406	1	1869	+	1869	25	0.00671162
73_1	k141_17158	2	1825	-	1824	77	0.0211818
73_2	k141_17158	1880	2407	-	528	4	0.00380122
73_3	k141_17158	2423	2785	-	363	14	0.0193516
73_4	k141_17158	2787	3269	-	483	11	0.0114273
73_5	k141_17158	3266	3382	-	117	1	0.00428855
74_1	k141_154297	1	1206	+	1206	16	0.00665686
75_1	k141_137128	1	102	+	102	0	0
75_2	k141_137128	479	760	+	282	4	0.00711717
75_3	k141_137128	833	1285	+	453	1	0.00110764
76_1	k141_308547	1	936	-	936	22	0.0117935
76_2	k141_308547	1017	1331	-	315	12	0.0191147
76_3	k141_308547	1333	1965	-	633	10	0.00792671
76_4	k141_308547	1958	2230	-	273	5	0.00918976
76_5	k141_308547	2247	2621	-	375	5	0.00669014
77_1	k141_51462	50	1057	+	1008	58	0.0288711
77_2	k141_51462	1116	1361	+	246	7	0.0142777
78_1	k141_154298	3	668	+	666	17	0.0128077
78_2	k141_154298	1002	1280	-	279	6	0.0107906
79_1	k141_222833	438	2036	+	1599	3	0.00094139
79_2	k141_222833	2071	2556	+	486	1	0.00103243
79_3	k141_222833	2561	3172	-	612	5	0.00409935
79_4	k141_222833	3169	4443	-	1275	6	0.00236123
79_5	k141_222833	4487	4906	-	420	0	0
79_6	k141_222833	5043	6791	+	1749	11	0.00315573
79_7	k141_222833	6941	9334	-	2394	23	0.00482059
79_8	k141_222833	9385	9831	-	447	3	0.00336752
80_1	k141_188570	2	2653	+	2652	67	0.0126765
81_1	k141_291409	24	413	-	390	0	0
81_2	k141_291409	406	621	-	216	4	0.00929186
81_3	k141_291409	705	1187	+	483	9	0.00934958
82_1	k141_205697	3	1187	-	1185	163	0.0690186
82_2	k141_205697	1201	1767	-	567	80	0.0707952
82_3	k141_205697	1779	2720	-	942	100	0.0532655
82_4	k141_205697	2799	3842	-	1044	154	0.0740145
82_5	k141_205697	3958	4461	-	504	26	0.0258845
83_1	k141_274258	2	595	+	594	6	0.00506829
83_2	k141_274258	620	1543	+	924	18	0.00977456
83_3	k141_274258	1690	2517	+	828	13	0.00787788
84_1	k141_308548	3	635	+	633	0	0
84_2	k141_308548	705	1535	+	831	4	0.00241521
85_1	k141_325687	1	1089	-	1089	19	0.00875432
85_2	k141_325687	1348	1962	-	615	6	0.00489523
86_1	k141_17162	3	656	+	654	5	0.00383609
86_2	k141_17162	666	1688	+	1023	9	0.00441432
87_1	k141_205698	2	733	+	732	16	0.0109674
87_2	k141_205698	934	1209	-	276	0	0
88_1	k141_274260	2	166	+	165	0	0
88_2	k141_274260	202	930	+	729	10	0.00688286
89_1	k141_137130	3	227	-	225	1	0.00223005
89_2	k141_137130	291	716	-	426	6	0.00706705
89_3	k141_137130	719	1288	-	570	9	0.00792254
89_4	k141_137130	1288	1581	-	294	8	0.0136534
89_5	k141_137130	1897	2670	-	774	25	0.0162067
90_1	k141_205701	39	1010	-	972	6	0.00309729
91_1	k141_34329	2	67	-	66	3	0.0228073
91_2	k141_34329	477	1409	+	933	17	0.00914248
92_1	k141_308549	3	1928	+	1926	29	0.00755507
92_2	k141_308549	2029	3291	+	1263	18	0.00715098
93_1	k141_137134	1	1005	+	1005	9	0.00449338
94_1	k141_274265	3	530	-	528	4	0.00380122
94_2	k141_274265	527	1447	-	921	12	0.0065376
95_1	k141_51473	1	1428	+	1428	22	0.00773021
96_1	k141_205704	64	699	-	636	20	0.0157786
97_1	k141_257130	2	418	+	417	6	0.00721958
97_2	k141_257130	415	1065	+	651	9	0.00693678
97_3	k141_257130	1038	1883	+	846	6	0.00355859
97_4	k141_257130	2140	2826	-	687	6	0.00438219
97_5	k141_257130	3094	4596	+	1503	27	0.00901366
97_6	k141_257130	5340	6962	+	1623	18	0.00556481
97_7	k141_257130	7001	7360	+	360	1	0.00139378
98_1	k141_239992	3	230	-	228	7	0.0154049
98_2	k141_239992	250	1113	-	864	19	0.0110341
99_1	k141_34334	1	204	+	204	37	0.0910056
99_2	k141_34334	440	898	+	459	62	0.0677759
99_3	k141_34334	1300	1611	+	312	151	0.242839
100_1	k141_325692	189	641	-	453	10	0.0110764
100_2	k141_325692	638	1135	-	498	12	0.0120906
100_3	k141_325692	1143	1685	-	543	12	0.0110886
100_4	k141_325692	1840	3273	-	1434	51	0.017845
101_1	k141_102874	1	1731	+	1731	20	0.00579735
101_2	k141_102874	1861	3627	-	1767	25	0.00709905
101_3	k141_102874	3760	5898	-	2139	25	0.00586443
101_4	k141_102874	5903	6076	-	174	4	0.0115347
101_5	k141_102874	6224	7090	-	867	6	0.00347239
101_6	k141_102874	7169	7885	-	717	8	0.00559844
102_1	k141_34335	174	1022	+	849	38	0.0224581
103_1	k141_51476	452	991	+	540	3	0.00278756
103_2	k141_51476	1096	1683	+	588	0	0
104_1	k141_257132	1	1131	-	1131	13	0.00576736
105_1	k141_102875	31	978	-	948	21	0.011115
105_2	k141_102875	975	1109	-	135	0	0
106_1	k141_137135	3	1241	-	1239	49	0.0198436
106_2	k141_137135	1578	2648	-	1071	28	0.0131179
106_3	k141_137135	2858	3076	-	219	5	0.0114557
106_4	k141_137135	3076	3483	-	408	8	0.00983844
107_1	k141_239995	257	745	+	489	10	0.010261
107_2	k141_239995	746	1207	+	462	3	0.00325819
108_1	k141_171413	463	3333	+	2871	129	0.0225451
108_2	k141_171413	3575	3886	+	312	9	0.0144739
108_3	k141_171413	3883	5097	+	1215	57	0.0235394
108_4	k141_171413	5142	5903	-	762	46	0.03029
108_5	k141_171413	6139	6486	-	348	42	0.0605573
108_6	k141_171413	6960	9134	+	2175	89	0.0205318
108_7	k141_171413	9224	9733	+	510	29	0.0285315
108_8	k141_171413	9978	10184	+	207	6	0.0145438
108_9	k141_171413	10420	12027	+	1608	58	0.0180983
108_10	k141_171413	12094	12390	-	297	20	0.0337886
108_11	k141_171413	12661	13572	-	912	34	0.018706
108_12	k141_171413	13899	14087	+	189	19	0.0504415
109_1	k141_34338	2	76	-	75	0	0
109_2	k141_34338	33	941	-	909	17	0.00938386
109_3	k141_34338	965	1084	-	120	0	0
110_1	k141_137137	2	1078	+	1077	17	0.00792008
111_1	k141_17178	1	2154	+	2154	40	0.00931775
112_1	k141_222835	29	976	-	948	28	0.0148199
112_2	k141_222835	980	4297	-	3318	306	0.0462745
112_3	k141_222835	4525	6624	-	2100	162	0.0387072
112_4	k141_222835	6621	7319	-	699	47	0.0337378
112_5	k141_222835	7309	7575	-	267	11	0.0206718
112_6	k141_222835	7609	9210	-	1602	107	0.0335134
113_1	k141_239996	1	1392	+	1392	6	0.00216276
113_2	k141_239996	1453	2064	+	612	0	0
114_1	k141_51478	1	321	-	321	13	0.0203205
114_2	k141_51478	341	640	-	300	2	0.00334507
114_3	k141_51478	749	1261	-	513	13	0.0127152
114_4	k141_51478	1344	2054	-	711	10	0.00705711
114_5	k141_51478	2051	2617	-	567	6	0.00530964
115_1	k141_137138	2	310	+	309	0	0
115_2	k141_137138	382	1146	+	765	11	0.00721486
116_1	k141_102878	2	565	+	564	7	0.00622753
116_2	k141_102878	749	2086	+	1338	4	0.00150003
116_3	k141_102878	2115	2798	+	684	1	0.000733568
117_1	k141_308563	2	880	-	879	5	0.00285416
117_2	k141_308563	1045	2049	-	1005	13	0.00649044
118_1	k141_119985	185	916	+	732	17	0.0116529
118_2	k141_119985	991	2532	+	1542	21	0.00683332
118_3	k141_119985	2502	3728	+	1227	19	0.00776972
118_4	k141_119985	3830	4177	+	348	7	0.0100929
118_5	k141_119985	4288	5019	+	732	20	0.0137093
118_6	k141_119985	5074	6348	+	1275	20	0.00787075
118_7	k141_119985	6589	7296	+	708	12	0.00850442
118_8	k141_119985	7352	9910	+	2559	31	0.00607838
118_9	k141_119985	9921	11591	+	1671	21	0.00630579
118_10	k141_119985	11603	12457	+	855	1	0.000586855
118_11	k141_119985	12454	13722	+	1269	19	0.00751257
118_12	k141_119985	13870	15051	+	1182	22	0.00933903
118_13	k141_119985	15291	16178	+	888	12	0.00678055
118_14	k141_119985	16178	17572	+	1395	26	0.00935181
118_15	k141_119985	17713	18426	+	714	10	0.00702746
118_16	k141_119985	18463	20541	+	2079	55	0.0132741
118_17	k141_119985	20590	21069	+	480	8	0.00836268
118_18	k141_119985	21081	22130	-	1050	18	0.00860161
118_19	k141_119985	22496	23413	-	918	74	0.0404469
119_1	k141_102879	28	789	-	762	4	0.00263391
119_2	k141_102879	851	1048	-	198	0	0
120_1	k141_222838	127	717	-	591	10	0.00849003
120_2	k141_222838	999	1370	+	372	9	0.0121394
121_1	k141_274281	1	102	+	102	1	0.00491922
121_2	k141_274281	124	1356	+	1233	26	0.0105805
122_1	k141_188585	2	202	-	201	8	0.0199706
122_2	k141_188585	256	1341	+	1086	51	0.0235633
122_3	k141_188585	1482	2561	+	1080	35	0.0162608
122_4	k141_188585	2996	3934	+	939	51	0.0272522
122_5	k141_188585	4388	4708	+	321	8	0.0125049
122_6	k141_188585	4826	6301	-	1476	37	0.012578
123_1	k141_34345	2	1264	+	1263	4	0.00158911
124_1	k141_38	325	792	+	468	88	0.0943482
124_2	k141_38	944	1390	-	447	64	0.0718404
124_3	k141_38	1734	3164	-	1431	269	0.0943212
124_4	k141_38	3283	3453	-	171	29	0.0850939
124_5	k141_38	3687	4913	-	1227	253	0.10346
124_6	k141_38	5468	6295	+	828	163	0.0987765
124_7	k141_38	6569	9319	-	2751	157	0.0286356
124_8	k141_38	9487	9957	+	471	18	0.0191756
125_1	k141_171414	2	151	-	150	1	0.00334507
125_2	k141_171414	169	1779	-	1611	9	0.00280313
125_3	k141_171414	1802	2392	-	591	10	0.00849003
125_4	k141_171414	2501	2944	-	444	1	0.00113009
125_5	k141_171414	3041	4030	-	990	15	0.00760243
125_6	k141_171414	4075	4539	-	465	3	0.00323717
126_1	k141_17185	1	1062	-	1062	9	0.00425221
127_1	k141_240002	69	512	-	444	2	0.00226018
127_2	k141_240002	631	984	-	354	7	0.00992182
127_3	k141_240002	1124	1822	-	699	9	0.00646044
128_1	k141_257137	1	387	+	387	21	0.0272273
128_2	k141_257137	445	1269	+	825	37	0.0225032
128_3	k141_257137	1316	1519	+	204	1	0.00245961
128_4	k141_257137	1513	2814	+	1302	56	0.0215811
128_5	k141_257137	2801	3802	+	1002	48	0.0240364
128_6	k141_257137	4147	4260	+	114	3	0.0132042
129_1	k141_85734	112	492	+	381	22	0.0289731
129_2	k141_85734	659	1366	-	708	22	0.0155914
129_3	k141_85734	1473	2363	-	891	64	0.0360412
129_4	k141_85734	2554	5691	-	3138	279	0.0446116
129_5	k141_85734	5787	7157	-	1371	146	0.0534333
129_6	k141_85734	7180	8667	-	1488	129	0.0434994
129_7	k141_85734	8846	9775	+	930	82	0.0442413
129_8	k141_85734	9816	10880	-	1065	53	0.0249702
129_9	k141_85734	10930	11463	-	534	32	0.0300681
129_10	k141_85734	11494	12084	-	591	24	0.0203761
129_11	k141_85734	12181	13059	+	879	73	0.0416707
129_12	k141_85734	13151	14173	-	1023	134	0.0657243
129_13	k141_85734	15486	16727	+	1242	114	0.0460553
129_14	k141_85734	16825	17028	-	204	25	0.0614903
129_15	k141_85734	17262	17390	-	129	10	0.0388962
129_16	k141_85734	17667	19406	-	1740	216	0.0622875
130_1	k141_137141	1	252	-	252	7	0.0139378
130_2	k141_137141	680	1003	+	324	2	0.00309729
130_3	k141_137141	1000	2124	+	1125	43	0.0191784
130_4	k141_137141	2210	2443	+	234	16	0.0343084
130_5	k141_137141	2692	2922	+	231	6	0.0130327
131_1	k141_257138	452	1045	-	594	7	0.005913
132_1	k141_17186	199	408	-	210	49	0.117077
132_2	k141_17186	475	804	-	330	45	0.0684219
132_3	k141_17186	1035	1439	-	405	49	0.0607068
132_4	k141_17186	1457	1816	-	360	11	0.0153316
133_1	k141_274283	2	895	+	894	40	0.0224501
133_2	k141_274283	1524	1796	+	273	11	0.0202175
133_3	k141_274283	1789	2181	+	393	16	0.0204279
134_1	k141_222847	3	539	+	537	14	0.0130813
134_2	k141_222847	641	967	+	327	6	0.00920662
134_3	k141_222847	1013	1090	+	78	1	0.00643283
135_1	k141_51482	3	602	+	600	6	0.00501761
135_2	k141_51482	666	827	+	162	1	0.00309729
135_3	k141_51482	824	2029	+	1206	10	0.00416054
135_4	k141_51482	2126	3382	+	1257	11	0.0043909
135_5	k141_51482	3366	4607	+	1242	13	0.00525192
135_6	k141_51482	4730	4975	+	246	1	0.00203968
136_1	k141_17188	3	1106	+	1104	15	0.0068174
137_1	k141_45	2	283	+	282	22	0.0391444
137_2	k141_45	369	554	-	186	30	0.0809291
138_1	k141_257141	1	981	-	981	13	0.00664922
138_2	k141_257141	1014	1382	-	369	6	0.00815871
139_1	k141_85738	2	151	-	150	0	0
139_2	k141_85738	256	834	-	579	4	0.00346639
140_1	k141_102880	1	672	+	672	24	0.01792
140_2	k141_102880	940	1572	+	633	20	0.0158534
140_3	k141_102880	1675	3225	+	1551	60	0.0194105
140_4	k141_102880	3383	3886	-	504	30	0.0298667
140_5	k141_102880	4220	4405	+	186	8	0.0215811
140_6	k141_102880	4410	4598	+	189	1	0.00265482
141_1	k141_51483	1	327	-	327	0	0
141_2	k141_51483	511	1242	-	732	4	0.00274186
142_1	k141_222849	1	1152	+	1152	10	0.00435556
143_1	k141_171424	3	284	-	282	3	0.00533788
143_2	k141_171424	388	1197	-	810	5	0.00309729
144_1	k141_119989	3	2312	-	2310	29	0.00629916
144_2	k141_119989	2612	2956	-	345	16	0.0232701
144_3	k141_119989	3178	3960	+	783	18	0.0115347
145_1	k141_137148	3	965	-	963	8	0.00416831
145_2	k141_137148	962	1186	-	225	2	0.00446009
146_1	k141_188593	104	685	-	582	15	0.012932
146_2	k141_188593	702	1169	-	468	8	0.0085771
146_3	k141_188593	1166	1513	-	348	19	0.027395
146_4	k141_188593	1599	1820	-	222	6	0.0135611
146_5	k141_188593	1882	2028	-	147	3	0.01024
146_6	k141_188593	2214	2285	-	72	1	0.0069689
147_1	k141_308578	1	150	-	150	24	0.0802817
148_1	k141_291424	1	1068	+	1068	129	0.0606059
148_2	k141_291424	1170	1979	+	810	124	0.0768127
148_3	k141_291424	2003	2518	-	516	43	0.0418134
149_1	k141_34358	1	342	+	342	1	0.00146714
149_2	k141_34358	348	1400	+	1053	5	0.00238253
150_1	k141_102882	3	1121	-	1119	9	0.00403561
151_1	k141_17193	2	67	+	66	0	0
151_2	k141_17193	79	516	+	438	4	0.00458229
151_3	k141_17193	500	1153	+	654	13	0.00997384
151_4	k141_17193	1157	1234	+	78	0	0
152_1	k141_154299	2	103	+	102	16	0.0787075
152_2	k141_154299	206	1165	-	960	96	0.0501761
152_3	k141_154299	1335	1592	-	258	19	0.0369514
152_4	k141_154299	1724	2359	-	636	41	0.0323462
152_5	k141_154299	2364	3017	-	654	25	0.0191805
152_6	k141_154299	3001	4080	-	1080	82	0.0380966
152_7	k141_154299	4133	5137	-	1005	102	0.050925
152_8	k141_154299	5167	5985	-	819	33	0.0202175
152_9	k141_154299	5972	6748	-	777	63	0.0406833
152_10	k141_154299	6759	7226	-	468	28	0.0300199
152_11	k141_154299	7242	7655	-	414	57	0.069083
152_12	k141_154299	8254	10953	-	2700	181	0.0336365
152_13	k141_154299	11067	12290	+	1224	55	0.0225464
152_14	k141_154299	12375	14543	-	2169	229	0.0529752
152_15	k141_154299	14827	16263	-	1437	193	0.0673903
152_16	k141_154299	16260	17030	-	771	66	0.0429523
152_17	k141_154299	17023	17784	-	762	74	0.0487274
152_18	k141_154299	17762	18472	-	711	62	0.0437541
152_19	k141_154299	18658	19458	-	801	116	0.0726645
153_1	k141_274292	1	687	+	687	2	0.00146073
153_2	k141_274292	687	1130	+	444	8	0.00904073
154_1	k141_291426	3	665	+	663	9	0.00681123
154_2	k141_291426	681	1556	+	876	12	0.00687343
155_1	k141_85745	2	1009	-	1008	15	0.00746668
156_1	k141_47	1920	2075	-	156	760	2.44447
156_2	k141_47	2972	3217	-	246	1	0.00203968
157_1	k141_171427	2	1300	+	1299	5	0.00193133
157_2	k141_171427	1339	1917	+	579	0	0
158_1	k141_154300	2	550	-	549	5	0.00456977
158_2	k141_154300	555	710	-	156	0	0
158_3	k141_154300	746	1078	+	333	4	0.00602715
159_1	k141_51490	2	427	+	426	9	0.0106006
159_2	k141_51490	594	1118	+	525	1	0.000955735
160_1	k141_205714	3	119	+	117	2	0.0085771
