# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_7_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_7/G17_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_7/G17_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_7/G17_2.bam	RPKG
63_1	k141_87957	1	252	+	252	1	0.00355968
63_2	k141_87957	312	860	-	549	2	0.0032679
64_1	k141_120926	3	788	+	786	13	0.0148365
64_2	k141_120926	825	1448	+	624	7	0.0100629
64_3	k141_120926	1455	1889	+	435	5	0.0103108
65_1	k141_142910	341	880	+	540	21	0.0348849
65_2	k141_142910	868	1407	+	540	14	0.0232566
65_3	k141_142910	1426	2400	+	975	27	0.0248411
66_1	k141_131923	1	315	+	315	2	0.00569549
66_2	k141_131923	402	659	+	258	3	0.0104307
66_3	k141_131923	878	1792	+	915	21	0.0205878
67_1	k141_164882	227	676	+	450	27	0.0538223
67_2	k141_164882	945	2252	-	1308	77	0.0528073
67_3	k141_164882	2322	3242	-	921	29	0.0282455
67_4	k141_164882	3279	4046	-	768	29	0.0338726
68_1	k141_120927	2	505	-	504	6	0.010679
68_2	k141_120927	542	781	-	240	1	0.00373766
68_3	k141_120927	997	1161	+	165	5	0.027183
69_1	k141_98942	1	1146	-	1146	30	0.0234827
69_2	k141_98942	1380	2285	+	906	26	0.0257428
69_3	k141_98942	2315	2467	+	153	0	0
70_1	k141_175873	115	345	+	231	121	0.469878
70_2	k141_175873	427	804	+	378	169	0.401057
70_3	k141_175873	804	1109	+	306	108	0.316602
70_4	k141_175873	1085	2806	+	1722	615	0.320371
70_5	k141_175873	2745	3494	+	750	151	0.180604
70_6	k141_175873	3770	4738	-	969	174	0.161078
70_7	k141_175873	4925	5194	+	270	42	0.139539
71_1	k141_142912	3	1343	-	1341	10	0.00668933
71_2	k141_142912	1366	1809	-	444	3	0.00606107
72_1	k141_164884	1	159	+	159	0	0
72_2	k141_164884	167	784	+	618	0	0
72_3	k141_164884	781	1143	+	363	0	0
73_1	k141_186872	99	512	-	414	5	0.0108338
73_2	k141_186872	673	891	-	219	8	0.0327686
73_3	k141_186872	845	1669	-	825	20	0.0217464
73_4	k141_186872	2048	2218	-	171	6	0.0314751
73_5	k141_186872	2215	3780	-	1566	30	0.0171847
74_1	k141_76957	2	412	-	411	10	0.0218258
74_2	k141_76957	416	3085	-	2670	54	0.0181424
74_3	k141_76957	3049	3339	-	291	1	0.00308261
75_1	k141_164886	3	677	-	675	1	0.00132895
75_2	k141_164886	723	1061	-	339	3	0.0079384
76_1	k141_22004	2	541	-	540	5	0.00830592
76_2	k141_22004	590	1849	-	1260	17	0.0121029
76_3	k141_22004	1908	2036	+	129	7	0.0486765
76_4	k141_22004	2114	2578	+	465	19	0.0366532
77_1	k141_43	174	1196	-	1023	33	0.0289367
77_2	k141_43	1335	1457	+	123	4	0.029172
78_1	k141_11016	3	623	+	621	176	0.254233
78_2	k141_11016	628	2556	+	1929	584	0.271576
78_3	k141_11016	2553	2939	+	387	67	0.155301
78_4	k141_11016	2958	3371	+	414	1	0.00216676
79_1	k141_109945	3	2057	-	2055	231	0.100835
79_2	k141_109945	2047	2814	-	768	54	0.0630731
79_3	k141_109945	2892	4079	-	1188	74	0.0558762
79_4	k141_109945	4115	4822	-	708	42	0.0532142
79_5	k141_109945	4833	5237	-	405	20	0.0442982
80_1	k141_186875	3	305	-	303	3	0.00888158
80_2	k141_186875	555	911	-	357	4	0.0100509
80_3	k141_186875	1102	1305	-	204	2	0.0087945
81_1	k141_54992	3	1505	-	1503	23	0.0137271
81_2	k141_54992	1833	2273	+	441	17	0.0345797
82_1	k141_44	137	748	-	612	3	0.00439725
82_2	k141_44	789	1001	-	213	0	0
83_1	k141_120933	1	732	-	732	4	0.00490185
83_2	k141_120933	736	2520	-	1785	14	0.0070356
84_1	k141_208854	2	1069	-	1068	13	0.010919
84_2	k141_208854	1113	1649	-	537	7	0.0116932
84_3	k141_208854	1646	2152	-	507	5	0.00884654
84_4	k141_208854	2187	2426	-	240	0	0
84_5	k141_208854	2456	3319	-	864	13	0.0134971
84_6	k141_208854	3316	3732	-	417	3	0.00645352
84_7	k141_208854	3752	4018	-	267	4	0.0134388
84_8	k141_208854	4270	4938	-	669	7	0.00938606
84_9	k141_208854	4945	5703	-	759	1	0.00118187
85_1	k141_109947	1	336	-	336	2	0.00533952
85_2	k141_109947	358	1044	-	687	8	0.0104459
86_1	k141_87962	1	384	-	384	2	0.00467208
86_2	k141_87962	385	1053	-	669	13	0.0174313
86_3	k141_87962	1080	1688	-	609	8	0.0117838
86_4	k141_87962	1711	4590	-	2880	66	0.0205571
87_1	k141_98944	1	450	-	450	17	0.0338881
87_2	k141_98944	440	1207	-	768	38	0.0443847
87_3	k141_98944	1309	2322	-	1014	38	0.0336168
87_4	k141_98944	2319	2990	-	672	24	0.0320371
87_5	k141_98944	2987	3172	-	186	2	0.00964558
87_6	k141_98944	3160	3519	-	360	11	0.0274095
88_1	k141_142913	312	740	-	429	20	0.04182
88_2	k141_142913	768	3851	-	3084	382	0.111112
88_3	k141_142913	3966	4118	-	153	10	0.05863
89_1	k141_164891	168	1133	+	966	35	0.0325014
90_1	k141_45	2	403	+	402	5	0.0111572
90_2	k141_45	453	899	+	447	2	0.0040136
90_3	k141_45	896	1090	+	195	2	0.0092004
91_1	k141_120934	2	892	-	891	10	0.0100678
91_2	k141_120934	1097	1270	-	174	3	0.0154662
91_3	k141_120934	1549	1845	+	297	6	0.018122
92_1	k141_131925	3	560	-	558	5	0.00803798
92_2	k141_131925	560	2842	-	2283	52	0.0204319
92_3	k141_131925	2842	3309	-	468	2	0.0038335
92_4	k141_131925	3299	4096	-	798	9	0.010117
92_5	k141_131925	4110	5504	-	1395	30	0.0192912
92_6	k141_131925	5618	6505	-	888	8	0.00808143
93_1	k141_175883	3	920	-	918	308	0.300967
93_2	k141_175883	935	1600	-	666	169	0.227627
94_1	k141_47	3	1229	+	1227	37	0.0270501
95_1	k141_22008	151	933	+	783	23	0.0263498
95_2	k141_22008	1404	1733	+	330	13	0.0353379
95_3	k141_22008	1782	2087	+	306	3	0.0087945
95_4	k141_22008	2139	3221	+	1083	44	0.0364448
96_1	k141_109948	3	194	-	192	3	0.0140162
96_2	k141_109948	216	386	+	171	3	0.0157375
96_3	k141_109948	428	550	+	123	2	0.014586
96_4	k141_109948	535	1467	+	933	17	0.0163448
96_5	k141_109948	1797	2282	-	486	16	0.0295322
97_1	k141_76962	3	485	-	483	11	0.0204295
97_2	k141_76962	764	1462	+	699	12	0.0153998
97_3	k141_76962	1462	2775	+	1314	20	0.0136536
97_4	k141_76962	3286	3480	-	195	4	0.0184008
98_1	k141_87968	1	1002	+	1002	13	0.0116382
99_1	k141_142918	3	290	-	288	1	0.00311472
99_2	k141_142918	296	1354	-	1059	9	0.00762356
100_1	k141_22009	1	1062	+	1062	75	0.0633502
101_1	k141_76963	2	571	-	570	4	0.00629501
101_2	k141_76963	693	1055	-	363	2	0.00494236
102_1	k141_49	1	486	-	486	15	0.0276864
102_2	k141_49	483	1268	-	786	18	0.0205429
102_3	k141_49	1265	1546	-	282	9	0.0286289
103_1	k141_98948	3	281	-	279	4	0.0128608
103_2	k141_98948	561	1916	-	1356	18	0.0119076
103_3	k141_98948	2327	2557	-	231	3	0.0116499
104_1	k141_153902	338	1165	+	828	23	0.0249178
104_2	k141_153902	1333	1671	+	339	9	0.0238152
104_3	k141_153902	1554	2492	-	939	45	0.0429891
104_4	k141_153902	2489	3307	-	819	21	0.023001
104_5	k141_153902	3273	3893	-	621	33	0.0476687
104_6	k141_153902	4374	5093	-	720	31	0.0386225
104_7	k141_153902	5300	5698	+	399	18	0.0404679
104_8	k141_153902	5864	6589	+	726	25	0.0308898
104_9	k141_153902	6811	7590	+	780	63	0.0724532
104_10	k141_153902	8101	8868	+	768	33	0.0385446
104_11	k141_153902	8895	9503	+	609	39	0.0574459
104_12	k141_153902	9513	10376	+	864	51	0.0529502
104_13	k141_153902	10373	10960	+	588	31	0.0472929
105_1	k141_87971	3	1010	-	1008	10	0.0088992
106_1	k141_120939	53	214	+	162	8	0.0442982
106_2	k141_120939	459	1919	+	1461	89	0.0546451
107_1	k141_109950	3	704	-	702	22	0.0281123
107_2	k141_109950	720	1721	-	1002	15	0.0134287
108_1	k141_55000	3	1130	-	1128	18	0.0143145
108_2	k141_55000	1127	1813	-	687	10	0.0130573
108_3	k141_55000	1994	3124	+	1131	16	0.0126902
108_4	k141_55000	3138	3503	+	366	8	0.0196074
109_1	k141_22010	3	461	+	459	5	0.00977167
109_2	k141_22010	612	1517	+	906	6	0.00594066
109_3	k141_22010	1547	2080	+	534	7	0.0117589
109_4	k141_22010	2098	2364	+	267	3	0.0100791
110_1	k141_98951	3	248	+	246	2	0.007293
110_2	k141_98951	277	930	+	654	12	0.0164594
110_3	k141_98951	943	1314	+	372	5	0.012057
111_1	k141_131936	1	315	-	315	2	0.00569549
111_2	k141_131936	548	1150	-	603	12	0.0178515
112_1	k141_87973	66	221	+	156	4	0.023001
112_2	k141_87973	340	1269	+	930	12	0.0115747
112_3	k141_87973	1259	1783	+	525	11	0.0187951
112_4	k141_87973	1809	2195	+	387	0	0
113_1	k141_76968	1	1710	+	1710	66	0.0346226
114_1	k141_11026	1	1185	-	1185	33	0.0249808
114_2	k141_11026	1417	2256	+	840	20	0.0213581
114_3	k141_11026	2260	2367	+	108	1	0.00830592
114_4	k141_11026	2345	3667	+	1323	41	0.0277994
114_5	k141_11026	3842	4594	+	753	18	0.0214432
114_6	k141_11026	4625	5833	+	1209	34	0.0252269
115_1	k141_98953	1	834	+	834	4	0.00430235
115_2	k141_98953	1001	1426	+	426	3	0.00631718
116_1	k141_22014	2	565	-	564	10	0.0159049
116_2	k141_22014	578	1366	-	789	5	0.00568466
117_1	k141_175887	150	938	+	789	18	0.0204648
117_2	k141_175887	1085	1384	+	300	5	0.0149507
117_3	k141_175887	1381	1626	+	246	3	0.0109395
117_4	k141_175887	1778	2947	+	1170	24	0.0184008
117_5	k141_175887	2948	4120	+	1173	24	0.0183537
117_6	k141_175887	4159	4572	+	414	10	0.0216676
117_7	k141_175887	4581	5291	+	711	13	0.0164016
118_1	k141_120943	1	75	+	75	0	0
118_2	k141_120943	77	832	+	756	6	0.00711936
118_3	k141_120943	829	2007	+	1179	16	0.0121736
118_4	k141_120943	2064	2933	-	870	6	0.00618648
119_1	k141_142922	3	5492	-	5490	100	0.0163395
120_1	k141_55009	2	1711	+	1710	37	0.0194096
120_2	k141_55009	1811	1885	+	75	1	0.0119605
121_1	k141_109960	1	207	-	207	7	0.0303347
121_2	k141_109960	440	922	-	483	8	0.0148578
121_3	k141_109960	924	1796	-	873	8	0.00822029
122_1	k141_186880	1	687	-	687	5	0.00652867
122_2	k141_186880	747	971	-	225	6	0.023921
122_3	k141_186880	1094	1534	-	441	8	0.0162728
122_4	k141_186880	1901	2188	-	288	7	0.021803
122_5	k141_186880	2499	4709	-	2211	69	0.0279944
122_6	k141_186880	4723	5496	-	774	24	0.0278152
122_7	k141_186880	5731	6291	+	561	14	0.022386
122_8	k141_186880	6340	7743	-	1404	46	0.0293902
122_9	k141_186880	7971	8096	+	126	3	0.0213581
123_1	k141_153914	1	618	-	618	20	0.0290304
123_2	k141_153914	914	1768	-	855	31	0.0325242
123_3	k141_153914	1891	2016	-	126	5	0.0355968
124_1	k141_142924	1	1509	-	1509	18	0.0107003
124_2	k141_142924	1753	1932	-	180	3	0.0149507
125_1	k141_120944	259	900	-	642	29	0.0405205
125_2	k141_120944	1156	2103	-	948	27	0.0255486
125_3	k141_120944	2373	2765	-	393	44	0.100432
126_1	k141_76969	1	936	+	936	14	0.0134173
126_2	k141_76969	1638	2636	+	999	24	0.0215505
126_3	k141_76969	2756	3844	-	1089	18	0.0148271
126_4	k141_76969	4180	4839	+	660	18	0.0244647
127_1	k141_32984	1	951	-	951	34	0.0320708
127_2	k141_32984	1060	1311	-	252	13	0.0462758
127_3	k141_32984	1399	2520	-	1122	50	0.039975
127_4	k141_32984	2524	2739	-	216	8	0.0332237
127_5	k141_32984	2751	3857	-	1107	51	0.041327
127_6	k141_32984	4258	5580	-	1323	327	0.221717
127_7	k141_32984	5959	6093	+	135	130	0.863815
127_8	k141_32984	6335	6736	+	402	150	0.334716
127_9	k141_32984	6733	7038	+	306	105	0.307808
127_10	k141_32984	7126	8208	+	1083	404	0.33463
127_11	k141_32984	8214	9338	+	1125	343	0.273497
127_12	k141_32984	9607	10782	-	1176	439	0.334864
127_13	k141_32984	10823	12121	-	1299	408	0.281749
127_14	k141_32984	12158	13498	-	1341	461	0.308378
127_15	k141_32984	13684	14049	+	366	113	0.276955
127_16	k141_32984	14170	15546	+	1377	294	0.191525
127_17	k141_32984	16035	16304	+	270	9	0.0299013
127_18	k141_32984	16317	18182	+	1866	82	0.0394197
127_19	k141_32984	18350	19054	+	705	27	0.0343547
127_20	k141_32984	19230	20096	+	867	35	0.0362127
128_1	k141_98958	325	1839	-	1515	22	0.0130263
129_1	k141_55011	2	118	+	117	0	0
129_2	k141_55011	228	1715	+	1488	22	0.0132627
129_3	k141_55011	1920	2144	-	225	3	0.0119605
130_1	k141_131940	160	1497	-	1338	23	0.01542
130_2	k141_131940	1559	2635	-	1077	14	0.0116607
130_3	k141_131940	2651	3718	-	1068	12	0.0100791
130_4	k141_131940	3741	4808	-	1068	32	0.0268776
130_5	k141_131940	5017	5100	+	84	0	0
131_1	k141_43980	1	123	-	123	8	0.058344
131_2	k141_43980	702	1619	-	918	35	0.0342008
131_3	k141_43980	1635	2267	-	633	31	0.0439308
131_4	k141_43980	2269	2934	-	666	33	0.0444479
131_5	k141_43980	2951	3499	-	549	23	0.0375809
131_6	k141_43980	3496	4455	-	960	43	0.0401799
131_7	k141_43980	4455	5777	-	1323	144	0.0976369
131_8	k141_43980	6088	6213	+	126	23	0.163745
131_9	k141_43980	6380	6916	-	537	91	0.152012
131_10	k141_43980	6920	8794	-	1875	321	0.153573
131_11	k141_43980	8797	9540	-	744	136	0.163975
131_12	k141_43980	9553	10344	-	792	121	0.137048
131_13	k141_43980	10369	10935	-	567	74	0.117074
131_14	k141_43980	11007	12344	-	1338	261	0.174983
131_15	k141_43980	12405	13034	-	630	101	0.143811
131_16	k141_43980	13031	13828	-	798	56	0.0629501
131_17	k141_43980	14115	14714	-	600	102	0.152497
131_18	k141_43980	14859	15839	-	981	145	0.13259
131_19	k141_43980	15872	16765	-	894	121	0.121411
131_20	k141_43980	16988	18184	+	1197	163	0.122153
131_21	k141_43980	18225	19073	-	849	92	0.0972056
131_22	k141_43980	19368	20750	+	1383	219	0.142047
131_23	k141_43980	20812	21285	-	474	66	0.124904
131_24	k141_43980	21433	22404	-	972	140	0.129203
131_25	k141_43980	22386	23066	-	681	64	0.0843032
131_26	k141_43980	23071	23382	-	312	23	0.0661279
132_1	k141_11039	3	335	-	333	0	0
132_2	k141_11039	338	688	-	351	2	0.00511133
132_3	k141_11039	744	1079	-	336	2	0.00533952
133_1	k141_76970	1	981	-	981	46	0.042063
133_2	k141_76970	1106	1252	+	147	5	0.0305115
134_1	k141_186889	2	1150	-	1149	29	0.0226407
135_1	k141_153918	58	1017	+	960	31	0.0289669
136_1	k141_109965	2	2521	+	2520	18	0.00640742
137_1	k141_131941	2	67	+	66	2	0.027183
137_2	k141_131941	213	1259	-	1047	7	0.0059974
138_1	k141_43981	2	769	-	768	10	0.0116802
138_2	k141_43981	792	1064	-	273	3	0.00985757
139_1	k141_55014	1	849	+	849	7	0.00739608
139_2	k141_55014	846	1052	+	207	0	0
140_1	k141_109966	185	1009	+	825	16	0.0173971
141_1	k141_32986	2	1318	+	1317	20	0.0136225
141_2	k141_32986	1346	2707	+	1362	35	0.0230517
142_1	k141_11041	2	445	-	444	6	0.0121221
142_2	k141_11041	835	1785	+	951	20	0.0188652
143_1	k141_43984	3	155	-	153	1	0.005863
144_1	k141_109967	1	366	-	366	4	0.00980371
144_2	k141_109967	856	1335	+	480	6	0.011213
145_1	k141_11044	1	660	+	660	1	0.00135915
145_2	k141_11044	774	1109	+	336	2	0.00533952
146_1	k141_76978	1	1059	-	1059	18	0.0152471
147_1	k141_55016	2	766	-	765	13	0.0152438
147_2	k141_55016	856	1206	-	351	12	0.030668
147_3	k141_55016	1206	1430	-	225	4	0.0159474
147_4	k141_55016	1456	2121	-	666	37	0.0498355
147_5	k141_55016	2456	2713	-	258	7	0.0243383
148_1	k141_186897	3	1007	+	1005	22	0.0196367
148_2	k141_186897	1025	1510	+	486	7	0.0129203
149_1	k141_153919	2	166	-	165	4	0.0217464
149_2	k141_153919	364	1935	-	1572	51	0.0291024
149_3	k141_153919	2043	4103	-	2061	68	0.0295966
150_1	k141_87975	1	81	-	81	2	0.0221491
150_2	k141_87975	352	1818	+	1467	35	0.0214018
150_3	k141_87975	2498	3328	-	831	19	0.0205099
150_4	k141_87975	4668	6032	+	1365	25	0.0164293
150_5	k141_87975	6043	6492	+	450	5	0.0099671
150_6	k141_87975	6459	7511	+	1053	24	0.0204453
150_7	k141_87975	7659	8474	+	816	7	0.00769519
150_8	k141_87975	8541	9080	+	540	4	0.00664473
150_9	k141_87975	9197	10519	+	1323	35	0.0237312
151_1	k141_142941	3	1265	-	1263	3	0.00213073
152_1	k141_32987	3	464	-	462	5	0.00970822
152_2	k141_32987	602	3097	-	2496	24	0.00862538
152_3	k141_32987	3195	3440	-	246	3	0.0109395
153_1	k141_98971	2	550	+	549	7	0.0114377
153_2	k141_98971	553	1236	+	684	18	0.0236063
154_1	k141_76979	1	1434	+	1434	19	0.0118855
154_2	k141_76979	1434	1892	+	459	3	0.005863
154_3	k141_76979	1879	2733	+	855	10	0.0104917
155_1	k141_153922	2	1147	+	1146	11	0.00861032
156_1	k141_175893	1	666	+	666	6	0.00808143
156_2	k141_175893	666	1355	+	690	26	0.0338015
156_3	k141_175893	1345	2211	+	867	20	0.0206929
156_4	k141_175893	2192	3271	+	1080	40	0.0332237
