# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_7_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_7/G19_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_7/G19_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_7/G19_2.bam	RPKG
59_1	k141_186871	1	675	+	675	11	0.00998604
59_2	k141_186871	923	1504	+	582	13	0.0136875
60_1	k141_208852	2	1021	+	1020	2	0.00120153
61_1	k141_54981	3	407	-	405	10	0.0151304
61_2	k141_54981	546	1292	-	747	22	0.0180471
62_1	k141_76953	77	1054	-	978	9	0.00563908
63_1	k141_87957	1	252	+	252	3	0.007295
63_2	k141_87957	312	860	-	549	6	0.00669705
64_1	k141_120926	3	788	+	786	3	0.00233885
64_2	k141_120926	825	1448	+	624	4	0.00392808
64_3	k141_120926	1455	1889	+	435	6	0.00845214
65_1	k141_142910	341	880	+	540	34	0.0385824
65_2	k141_142910	868	1407	+	540	31	0.0351781
65_3	k141_142910	1426	2400	+	975	42	0.0263967
66_1	k141_131923	1	315	+	315	19	0.0369613
66_2	k141_131923	402	659	+	258	8	0.0190009
66_3	k141_131923	878	1792	+	915	80	0.0535764
67_1	k141_164882	227	676	+	450	58	0.0789805
67_2	k141_164882	945	2252	-	1308	94	0.0440377
67_3	k141_164882	2322	3242	-	921	85	0.0565541
67_4	k141_164882	3279	4046	-	768	69	0.0550544
68_1	k141_120927	2	505	-	504	1	0.00121583
68_2	k141_120927	542	781	-	240	2	0.0051065
68_3	k141_120927	997	1161	+	165	1	0.00371382
69_1	k141_98942	1	1146	-	1146	17	0.0090901
69_2	k141_98942	1380	2285	+	906	2	0.00135272
69_3	k141_98942	2315	2467	+	153	0	0
70_1	k141_175873	115	345	+	231	81	0.214871
70_2	k141_175873	427	804	+	378	130	0.210744
70_3	k141_175873	804	1109	+	306	78	0.156199
70_4	k141_175873	1085	2806	+	1722	591	0.210309
70_5	k141_175873	2745	3494	+	750	138	0.112752
70_6	k141_175873	3770	4738	-	969	185	0.116991
70_7	k141_175873	4925	5194	+	270	48	0.108939
71_1	k141_142912	3	1343	-	1341	18	0.00822523
71_2	k141_142912	1366	1809	-	444	4	0.00552054
72_1	k141_164884	1	159	+	159	1	0.00385396
72_2	k141_164884	167	784	+	618	23	0.0228057
72_3	k141_164884	781	1143	+	363	3	0.0050643
73_1	k141_186872	99	512	-	414	9	0.0133213
73_2	k141_186872	673	891	-	219	1	0.00279808
73_3	k141_186872	845	1669	-	825	12	0.00891316
73_4	k141_186872	2048	2218	-	171	8	0.0286681
73_5	k141_186872	2215	3780	-	1566	20	0.00782605
74_1	k141_76957	2	412	-	411	4	0.00596379
74_2	k141_76957	416	3085	-	2670	52	0.0119343
74_3	k141_76957	3049	3339	-	291	5	0.0105289
75_1	k141_164886	3	677	-	675	9	0.0081704
75_2	k141_164886	723	1061	-	339	5	0.00903805
76_1	k141_22004	2	541	-	540	10	0.0113478
76_2	k141_22004	590	1849	-	1260	39	0.018967
76_3	k141_22004	1908	2036	+	129	5	0.0237512
76_4	k141_22004	2114	2578	+	465	18	0.0237205
77_1	k141_43	174	1196	-	1023	15	0.00898504
77_2	k141_43	1335	1457	+	123	2	0.0099639
78_1	k141_11016	3	623	+	621	411	0.40556
78_2	k141_11016	628	2556	+	1929	1627	0.516844
78_3	k141_11016	2553	2939	+	387	211	0.3341
78_4	k141_11016	2958	3371	+	414	14	0.020722
79_1	k141_109945	3	2057	-	2055	311	0.092737
79_2	k141_109945	2047	2814	-	768	79	0.0630334
79_3	k141_109945	2892	4079	-	1188	102	0.0526124
79_4	k141_109945	4115	4822	-	708	31	0.0268308
79_5	k141_109945	4833	5237	-	405	28	0.042365
80_1	k141_186875	3	305	-	303	2	0.00404475
80_2	k141_186875	555	911	-	357	6	0.0102988
80_3	k141_186875	1102	1305	-	204	2	0.00600765
81_1	k141_54992	3	1505	-	1503	14	0.00570786
81_2	k141_54992	1833	2273	+	441	2	0.00277905
82_1	k141_44	137	748	-	612	21	0.0210268
82_2	k141_44	789	1001	-	213	4	0.0115076
83_1	k141_120933	1	732	-	732	6	0.00502279
83_2	k141_120933	736	2520	-	1785	20	0.00686588
84_1	k141_208854	2	1069	-	1068	28	0.0160654
84_2	k141_208854	1113	1649	-	537	18	0.0205401
84_3	k141_208854	1646	2152	-	507	13	0.0157123
84_4	k141_208854	2187	2426	-	240	3	0.00765975
84_5	k141_208854	2456	3319	-	864	22	0.0156032
84_6	k141_208854	3316	3732	-	417	5	0.00734748
84_7	k141_208854	3752	4018	-	267	8	0.0183604
84_8	k141_208854	4270	4938	-	669	29	0.026563
84_9	k141_208854	4945	5703	-	759	15	0.0121103
85_1	k141_109947	1	336	-	336	5	0.00911875
85_2	k141_109947	358	1044	-	687	11	0.00981161
86_1	k141_87962	1	384	-	384	16	0.0255325
86_2	k141_87962	385	1053	-	669	26	0.0238151
86_3	k141_87962	1080	1688	-	609	20	0.0201241
86_4	k141_87962	1711	4590	-	2880	109	0.023192
87_1	k141_98944	1	450	-	450	21	0.0285964
87_2	k141_98944	440	1207	-	768	61	0.0486713
87_3	k141_98944	1309	2322	-	1014	76	0.0459283
87_4	k141_98944	2319	2990	-	672	44	0.0401225
87_5	k141_98944	2987	3172	-	186	9	0.0296506
87_6	k141_98944	3160	3519	-	360	19	0.0323412
88_1	k141_142913	312	740	-	429	37	0.0528505
88_2	k141_142913	768	3851	-	3084	715	0.142068
88_3	k141_142913	3966	4118	-	153	20	0.0801019
89_1	k141_164891	168	1133	+	966	195	0.123698
90_1	k141_45	2	403	+	402	11	0.0167676
90_2	k141_45	453	899	+	447	17	0.0233048
90_3	k141_45	896	1090	+	195	0	0
91_1	k141_120934	2	892	-	891	18	0.0123794
91_2	k141_120934	1097	1270	-	174	8	0.0281738
91_3	k141_120934	1549	1845	+	297	10	0.0206323
92_1	k141_131925	3	560	-	558	15	0.0164726
92_2	k141_131925	560	2842	-	2283	86	0.0230833
92_3	k141_131925	2842	3309	-	468	11	0.0144029
92_4	k141_131925	3299	4096	-	798	18	0.0138221
92_5	k141_131925	4110	5504	-	1395	25	0.0109817
92_6	k141_131925	5618	6505	-	888	10	0.00690067
93_1	k141_175883	3	920	-	918	678	0.452576
93_2	k141_175883	935	1600	-	666	382	0.351474
94_1	k141_47	3	1229	+	1227	3	0.00149824
95_1	k141_22008	151	933	+	783	56	0.0438259
95_2	k141_22008	1404	1733	+	330	12	0.0222829
95_3	k141_22008	1782	2087	+	306	12	0.0240306
95_4	k141_22008	2139	3221	+	1083	108	0.0611082
96_1	k141_109948	3	194	-	192	2	0.00638312
96_2	k141_109948	216	386	+	171	2	0.00716702
96_3	k141_109948	428	550	+	123	2	0.0099639
96_4	k141_109948	535	1467	+	933	30	0.0197035
96_5	k141_109948	1797	2282	-	486	23	0.0289999
97_1	k141_76962	3	485	-	483	6	0.00761217
97_2	k141_76962	764	1462	+	699	12	0.0105198
97_3	k141_76962	1462	2775	+	1314	18	0.00839425
97_4	k141_76962	3286	3480	-	195	5	0.0157123
98_1	k141_87968	1	1002	+	1002	30	0.0183467
99_1	k141_142918	3	290	-	288	7	0.014894
99_2	k141_142918	296	1354	-	1059	21	0.0121514
100_1	k141_22009	1	1062	+	1062	173	0.099822
101_1	k141_76963	2	571	-	570	7	0.00752537
101_2	k141_76963	693	1055	-	363	5	0.00844049
102_1	k141_49	1	486	-	486	40	0.0504346
102_2	k141_49	483	1268	-	786	47	0.0366421
102_3	k141_49	1265	1546	-	282	6	0.0130379
103_1	k141_98948	3	281	-	279	5	0.0109817
103_2	k141_98948	561	1916	-	1356	16	0.00723044
103_3	k141_98948	2327	2557	-	231	1	0.00265273
104_1	k141_153902	338	1165	+	828	64	0.0473646
104_2	k141_153902	1333	1671	+	339	11	0.0198837
104_3	k141_153902	1554	2492	-	939	47	0.0306716
104_4	k141_153902	2489	3307	-	819	61	0.0456405
104_5	k141_153902	3273	3893	-	621	38	0.037497
104_6	k141_153902	4374	5093	-	720	62	0.0527672
104_7	k141_153902	5300	5698	+	399	38	0.05836
104_8	k141_153902	5864	6589	+	726	52	0.0438906
104_9	k141_153902	6811	7590	+	780	91	0.071491
104_10	k141_153902	8101	8868	+	768	67	0.0534587
104_11	k141_153902	8895	9503	+	609	64	0.0643972
104_12	k141_153902	9513	10376	+	864	83	0.0588666
104_13	k141_153902	10373	10960	+	588	64	0.0666971
105_1	k141_87971	3	1010	-	1008	12	0.007295
106_1	k141_120939	53	214	+	162	10	0.0378259
106_2	k141_120939	459	1919	+	1461	172	0.0721411
107_1	k141_109950	3	704	-	702	0	0
107_2	k141_109950	720	1721	-	1002	1	0.000611557
108_1	k141_55000	3	1130	-	1128	20	0.0108649
108_2	k141_55000	1127	1813	-	687	22	0.0196232
108_3	k141_55000	1994	3124	+	1131	35	0.0189631
108_4	k141_55000	3138	3503	+	366	9	0.0150684
109_1	k141_22010	3	461	+	459	2	0.00267006
109_2	k141_22010	612	1517	+	906	14	0.00946901
109_3	k141_22010	1547	2080	+	534	6	0.00688517
109_4	k141_22010	2098	2364	+	267	0	0
110_1	k141_98951	3	248	+	246	0	0
110_2	k141_98951	277	930	+	654	2	0.00187394
110_3	k141_98951	943	1314	+	372	2	0.00329452
111_1	k141_131936	1	315	-	315	0	0
111_2	k141_131936	548	1150	-	603	7	0.00711353
112_1	k141_87973	66	221	+	156	3	0.0117842
112_2	k141_87973	340	1269	+	930	20	0.0131781
112_3	k141_87973	1259	1783	+	525	7	0.0081704
112_4	k141_87973	1809	2195	+	387	7	0.0110839
113_1	k141_76968	1	1710	+	1710	16	0.00573361
114_1	k141_11026	1	1185	-	1185	3	0.00155134
114_2	k141_11026	1417	2256	+	840	7	0.0051065
114_3	k141_11026	2260	2367	+	108	0	0
114_4	k141_11026	2345	3667	+	1323	6	0.00277905
114_5	k141_11026	3842	4594	+	753	3	0.00244135
114_6	k141_11026	4625	5833	+	1209	11	0.00557533
115_1	k141_98953	1	834	+	834	9	0.00661273
115_2	k141_98953	1001	1426	+	426	3	0.00431535
116_1	k141_22014	2	565	-	564	8	0.00869191
116_2	k141_22014	578	1366	-	789	8	0.00621323
117_1	k141_175887	150	938	+	789	28	0.0217463
117_2	k141_175887	1085	1384	+	300	6	0.0122556
117_3	k141_175887	1381	1626	+	246	6	0.0149459
117_4	k141_175887	1778	2947	+	1170	28	0.0146648
117_5	k141_175887	2948	4120	+	1173	23	0.0120153
117_6	k141_175887	4159	4572	+	414	5	0.00740072
117_7	k141_175887	4581	5291	+	711	9	0.00775671
118_1	k141_120943	1	75	+	75	0	0
118_2	k141_120943	77	832	+	756	9	0.007295
118_3	k141_120943	829	2007	+	1179	20	0.0103949
118_4	k141_120943	2064	2933	-	870	16	0.0112695
119_1	k141_142922	3	5492	-	5490	134	0.0149567
120_1	k141_55009	2	1711	+	1710	21	0.00752537
120_2	k141_55009	1811	1885	+	75	1	0.0081704
121_1	k141_109960	1	207	-	207	4	0.0118412
121_2	k141_109960	440	922	-	483	11	0.0139557
121_3	k141_109960	924	1796	-	873	21	0.0147404
122_1	k141_186880	1	687	-	687	6	0.00535179
122_2	k141_186880	747	971	-	225	3	0.0081704
122_3	k141_186880	1094	1534	-	441	12	0.0166743
122_4	k141_186880	1901	2188	-	288	16	0.0340433
122_5	k141_186880	2499	4709	-	2211	126	0.034921
122_6	k141_186880	4723	5496	-	774	41	0.0324599
122_7	k141_186880	5731	6291	+	561	34	0.0371382
122_8	k141_186880	6340	7743	-	1404	80	0.0349162
122_9	k141_186880	7971	8096	+	126	20	0.0972667
123_1	k141_153914	1	618	-	618	4	0.00396621
123_2	k141_153914	914	1768	-	855	5	0.00358351
123_3	k141_153914	1891	2016	-	126	1	0.00486333
124_1	k141_142924	1	1509	-	1509	21	0.00852775
124_2	k141_142924	1753	1932	-	180	3	0.010213
125_1	k141_120944	259	900	-	642	54	0.0515422
125_2	k141_120944	1156	2103	-	948	25	0.0161598
125_3	k141_120944	2373	2765	-	393	66	0.10291
126_1	k141_76969	1	936	+	936	24	0.0157123
126_2	k141_76969	1638	2636	+	999	24	0.0147214
126_3	k141_76969	2756	3844	-	1089	32	0.0180064
126_4	k141_76969	4180	4839	+	660	11	0.010213
127_1	k141_32984	1	951	-	951	57	0.0367281
127_2	k141_32984	1060	1311	-	252	21	0.051065
127_3	k141_32984	1399	2520	-	1122	82	0.0447843
127_4	k141_32984	2524	2739	-	216	5	0.0141847
127_5	k141_32984	2751	3857	-	1107	108	0.0597834
127_6	k141_32984	4258	5580	-	1323	992	0.459469
127_7	k141_32984	5959	6093	+	135	362	1.64316
127_8	k141_32984	6335	6736	+	402	631	0.961851
127_9	k141_32984	6733	7038	+	306	362	0.724923
127_10	k141_32984	7126	8208	+	1083	1140	0.645031
127_11	k141_32984	8214	9338	+	1125	1227	0.668339
127_12	k141_32984	9607	10782	-	1176	1235	0.643523
127_13	k141_32984	10823	12121	-	1299	1160	0.547209
127_14	k141_32984	12158	13498	-	1341	1210	0.552918
127_15	k141_32984	13684	14049	+	366	367	0.614454
127_16	k141_32984	14170	15546	+	1377	1020	0.453911
127_17	k141_32984	16035	16304	+	270	15	0.0340433
127_18	k141_32984	16317	18182	+	1866	93	0.0305405
127_19	k141_32984	18350	19054	+	705	36	0.0312909
127_20	k141_32984	19230	20096	+	867	42	0.0296848
128_1	k141_98958	325	1839	-	1515	19	0.00768503
129_1	k141_55011	2	118	+	117	2	0.0104749
129_2	k141_55011	228	1715	+	1488	65	0.0267679
129_3	k141_55011	1920	2144	-	225	3	0.0081704
130_1	k141_131940	160	1497	-	1338	70	0.0320587
130_2	k141_131940	1559	2635	-	1077	36	0.0204829
130_3	k141_131940	2651	3718	-	1068	28	0.0160654
130_4	k141_131940	3741	4808	-	1068	22	0.0126228
130_5	k141_131940	5017	5100	+	84	5	0.036475
131_1	k141_43980	1	123	-	123	14	0.0697473
131_2	k141_43980	702	1619	-	918	77	0.0513988
131_3	k141_43980	1635	2267	-	633	52	0.0503389
131_4	k141_43980	2269	2934	-	666	59	0.0542853
131_5	k141_43980	2951	3499	-	549	43	0.0479955
131_6	k141_43980	3496	4455	-	960	66	0.0421286
131_7	k141_43980	4455	5777	-	1323	350	0.162111
131_8	k141_43980	6088	6213	+	126	84	0.40852
131_9	k141_43980	6380	6916	-	537	242	0.27615
131_10	k141_43980	6920	8794	-	1875	819	0.267662
131_11	k141_43980	8797	9540	-	744	325	0.267679
131_12	k141_43980	9553	10344	-	792	294	0.227471
131_13	k141_43980	10369	10935	-	567	225	0.243167
131_14	k141_43980	11007	12344	-	1338	615	0.281659
131_15	k141_43980	12405	13034	-	630	282	0.274292
131_16	k141_43980	13031	13828	-	798	260	0.199653
131_17	k141_43980	14115	14714	-	600	302	0.308433
131_18	k141_43980	14859	15839	-	981	469	0.29296
131_19	k141_43980	15872	16765	-	894	452	0.309817
131_20	k141_43980	16988	18184	+	1197	497	0.254429
131_21	k141_43980	18225	19073	-	849	360	0.259836
131_22	k141_43980	19368	20750	+	1383	592	0.262303
131_23	k141_43980	20812	21285	-	474	171	0.221066
131_24	k141_43980	21433	22404	-	972	380	0.239564
131_25	k141_43980	22386	23066	-	681	184	0.165568
131_26	k141_43980	23071	23382	-	312	73	0.143375
132_1	k141_11039	3	335	-	333	3	0.00552054
132_2	k141_11039	338	688	-	351	4	0.00698325
132_3	k141_11039	744	1079	-	336	9	0.0164137
133_1	k141_76970	1	981	-	981	62	0.0387282
133_2	k141_76970	1106	1252	+	147	6	0.0250114
134_1	k141_186889	2	1150	-	1149	22	0.0117329
135_1	k141_153918	58	1017	+	960	8	0.0051065
136_1	k141_109965	2	2521	+	2520	51	0.0124015
137_1	k141_131941	2	67	+	66	4	0.0371382
137_2	k141_131941	213	1259	-	1047	20	0.0117054
138_1	k141_43981	2	769	-	768	11	0.0087768
138_2	k141_43981	792	1064	-	273	2	0.00448923
139_1	k141_55014	1	849	+	849	4	0.00288707
139_2	k141_55014	846	1052	+	207	0	0
140_1	k141_109966	185	1009	+	825	8	0.00594211
141_1	k141_32986	2	1318	+	1317	12	0.00558342
141_2	k141_32986	1346	2707	+	1362	14	0.00629877
142_1	k141_11041	2	445	-	444	43	0.0593458
142_2	k141_11041	835	1785	+	951	73	0.0470378
143_1	k141_43984	3	155	-	153	4	0.0160204
144_1	k141_109967	1	366	-	366	5	0.00837131
144_2	k141_109967	856	1335	+	480	2	0.00255325
145_1	k141_11044	1	660	+	660	9	0.00835609
145_2	k141_11044	774	1109	+	336	0	0
146_1	k141_76978	1	1059	-	1059	2	0.00115728
147_1	k141_55016	2	766	-	765	42	0.0336428
147_2	k141_55016	856	1206	-	351	23	0.0401537
147_3	k141_55016	1206	1430	-	225	16	0.0435755
147_4	k141_55016	1456	2121	-	666	56	0.051525
147_5	k141_55016	2456	2713	-	258	21	0.0498774
148_1	k141_186897	3	1007	+	1005	63	0.0384131
148_2	k141_186897	1025	1510	+	486	15	0.018913
149_1	k141_153919	2	166	-	165	3	0.0111415
149_2	k141_153919	364	1935	-	1572	11	0.0042879
149_3	k141_153919	2043	4103	-	2061	21	0.00624375
150_1	k141_87975	1	81	-	81	0	0
150_2	k141_87975	352	1818	+	1467	55	0.022974
150_3	k141_87975	2498	3328	-	831	41	0.0302334
150_4	k141_87975	4668	6032	+	1365	59	0.0264865
150_5	k141_87975	6043	6492	+	450	18	0.0245112
150_6	k141_87975	6459	7511	+	1053	28	0.0162942
150_7	k141_87975	7659	8474	+	816	31	0.0232796
150_8	k141_87975	8541	9080	+	540	12	0.0136173
150_9	k141_87975	9197	10519	+	1323	52	0.0240851
151_1	k141_142941	3	1265	-	1263	45	0.021833
152_1	k141_32987	3	464	-	462	19	0.0252009
152_2	k141_32987	602	3097	-	2496	74	0.0181674
152_3	k141_32987	3195	3440	-	246	4	0.0099639
153_1	k141_98971	2	550	+	549	43	0.0479955
153_2	k141_98971	553	1236	+	684	21	0.0188134
154_1	k141_76979	1	1434	+	1434	18	0.0076918
154_2	k141_76979	1434	1892	+	459	14	0.0186905
154_3	k141_76979	1879	2733	+	855	12	0.00860042
155_1	k141_153922	2	1147	+	1146	8	0.0042777
156_1	k141_175893	1	666	+	666	9	0.00828081
156_2	k141_175893	666	1355	+	690	8	0.00710469
156_3	k141_175893	1345	2211	+	867	8	0.00565426
156_4	k141_175893	2192	3271	+	1080	26	0.0147521
