# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_13_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_13/G11_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_13/G11_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_13/G11_2.bam	RPKG
102_2	k141_210496	786	980	-	195	62	0.156577
102_3	k141_210496	1002	1586	-	585	214	0.180148
102_4	k141_210496	1648	1815	-	168	56	0.164153
103_1	k141_42126	2	913	-	912	0	0
103_2	k141_42126	1297	1407	-	111	0	0
103_3	k141_42126	1583	1972	+	390	0	0
103_4	k141_42126	2468	3190	+	723	0	0
103_5	k141_42126	3187	4002	+	816	0	0
103_6	k141_42126	3983	4240	+	258	0	0
103_7	k141_42126	4251	4502	+	252	0	0
103_8	k141_42126	4508	5089	+	582	0	0
103_9	k141_42126	5086	6444	+	1359	0	0
103_10	k141_42126	6431	6784	+	354	0	0
103_11	k141_42126	6775	8466	+	1692	0	0
103_12	k141_42126	8470	8892	+	423	0	0
103_13	k141_42126	8889	9494	+	606	0	0
103_14	k141_42126	9463	11787	+	2325	0	0
103_15	k141_42126	11784	11960	+	177	0	0
104_1	k141_84214	2	259	+	258	50	0.095438
104_2	k141_84214	342	1145	-	804	224	0.137203
105_1	k141_14068	1	333	+	333	0	0
105_2	k141_14068	347	1066	+	720	0	0
105_3	k141_14068	1078	2598	+	1521	9	0.00291397
105_4	k141_14068	2610	3614	+	1005	2	0.00098002
105_5	k141_14068	3635	4702	+	1068	9	0.00414995
105_6	k141_14068	4719	5504	+	786	4	0.00250616
105_7	k141_14068	5514	6239	+	726	4	0.00271328
105_8	k141_14068	6260	6490	+	231	3	0.00639559
105_9	k141_14068	6514	6735	+	222	1	0.00221829
105_10	k141_14068	6790	7632	+	843	11	0.00642593
105_11	k141_14068	7634	8302	+	669	5	0.00368057
105_12	k141_14068	8322	9458	+	1137	9	0.0038981
105_13	k141_14068	9559	10596	+	1038	11	0.00521875
106_1	k141_168398	174	884	+	711	8	0.00554104
106_2	k141_168398	865	1743	+	879	15	0.00840376
106_3	k141_168398	1740	2861	+	1122	8	0.0035113
106_4	k141_168398	2931	3425	+	495	8	0.00795895
106_5	k141_168398	3458	5074	+	1617	8	0.00243641
106_6	k141_168398	5203	5754	-	552	4	0.00356855
106_7	k141_168398	5762	6763	-	1002	7	0.00344034
106_8	k141_168398	6928	9942	+	3015	21	0.00343007
106_9	k141_168398	10117	12120	+	2004	15	0.00368608
106_10	k141_168398	12117	13022	+	906	10	0.00543554
106_11	k141_168398	13026	14276	+	1251	4	0.00157461
106_12	k141_168398	14264	14470	-	207	4	0.00951614
106_13	k141_168398	14532	15167	+	636	6	0.00464585
106_14	k141_168398	15195	16685	+	1491	16	0.00528462
106_15	k141_168398	16771	17880	-	1110	9	0.00399292
106_16	k141_168398	18030	18788	-	759	13	0.00843476
107_1	k141_112296	3	446	+	444	0	0
107_2	k141_112296	447	1334	+	888	0	0
107_3	k141_112296	1328	2128	+	801	0	0
107_4	k141_112296	2171	3202	+	1032	0	0
107_5	k141_112296	3292	4056	+	765	0	0
107_6	k141_112296	4129	4860	+	732	0	0
107_7	k141_112296	4860	5957	+	1098	0	0
107_8	k141_112296	5969	6793	+	825	0	0
107_9	k141_112296	6973	7407	+	435	4	0.00452837
107_10	k141_112296	7434	7826	+	393	27	0.0338331
107_11	k141_112296	8304	8897	+	594	133	0.110265
108_1	k141_266642	2	130	-	129	0	0
108_2	k141_266642	169	906	-	738	10	0.0066729
108_3	k141_266642	925	2355	-	1431	7	0.00240896
109_1	k141_210501	1	801	+	801	9	0.00553326
109_2	k141_210501	914	1054	+	141	0	0
110_1	k141_84216	1	78	-	78	1	0.00631359
110_2	k141_84216	495	1034	-	540	1	0.000911963
110_3	k141_84216	1306	1467	+	162	1	0.00303988
111_1	k141_252607	34	1002	+	969	6	0.00304929
111_2	k141_252607	1076	1279	+	204	0	0
112_1	k141_168402	2	1087	+	1086	9	0.00408116
113_1	k141_47	1	987	-	987	3	0.00149684
113_2	k141_47	995	2503	-	1509	7	0.00228444
114_1	k141_42134	2	1012	-	1011	9	0.00438392
115_1	k141_238586	1	285	+	285	16	0.0276469
115_2	k141_238586	460	876	-	417	40	0.0472384
115_3	k141_238586	876	1511	-	636	36	0.0278751
115_4	k141_238586	1548	2498	-	951	56	0.0289987
115_5	k141_238586	2511	3242	-	732	57	0.0383473
115_6	k141_238586	3322	4029	-	708	71	0.0493851
115_7	k141_238586	4124	4579	-	456	44	0.0475181
115_8	k141_238586	4698	6092	-	1395	121	0.0427152
115_9	k141_238586	6528	7682	-	1155	130	0.0554284
115_10	k141_238586	8477	9907	+	1431	150	0.0516206
116_1	k141_154376	3	374	+	372	34	0.0450098
116_2	k141_154376	379	1872	+	1494	157	0.0517512
116_3	k141_154376	1856	2104	+	249	13	0.0257108
116_4	k141_154376	2101	2403	+	303	28	0.0455079
116_5	k141_154376	2400	2864	+	465	57	0.0603661
116_6	k141_154376	2864	3289	+	426	58	0.0670486
116_7	k141_154376	3764	4882	+	1119	102	0.0448891
116_8	k141_154376	4902	5291	+	390	34	0.0429324
116_9	k141_154376	5312	6346	+	1035	130	0.0618549
116_10	k141_154376	6359	6850	+	492	64	0.0640599
116_11	k141_154376	6840	7235	+	396	38	0.0472563
116_12	k141_154376	7238	7615	+	378	27	0.0351757
116_13	k141_154376	7599	8009	+	411	30	0.035946
116_14	k141_154376	8006	8872	+	867	138	0.0783847
116_15	k141_154376	8882	9076	+	195	16	0.040407
116_16	k141_154376	9081	10490	+	1410	167	0.0583269
116_17	k141_154376	10505	10966	+	462	50	0.0532966
116_18	k141_154376	10982	11473	+	492	50	0.0500468
116_19	k141_154376	11497	11619	+	123	5	0.0200187
116_20	k141_154376	11620	14712	+	3093	243	0.0386899
116_21	k141_154376	14713	15672	+	960	83	0.0425773
116_22	k141_154376	15679	16677	+	999	95	0.0468306
116_23	k141_154376	16689	16964	+	276	24	0.0428226
116_24	k141_154376	16954	17451	+	498	68	0.0672436
116_25	k141_154376	17454	18605	+	1152	127	0.0542903
116_26	k141_154376	18610	19182	+	573	60	0.0515665
116_27	k141_154376	19187	20359	+	1173	125	0.0524787
116_28	k141_154376	20851	21846	-	996	84	0.0415328
116_29	k141_154376	21869	22078	+	210	15	0.0351757
117_1	k141_252612	2	1648	+	1647	75	0.0224253
117_2	k141_252612	1717	2445	+	729	39	0.0263456
118_1	k141_84217	173	1762	-	1590	272	0.0842448
118_2	k141_84217	1765	2496	-	732	117	0.0787129
118_3	k141_84217	2771	3502	+	732	128	0.0861133
118_4	k141_84217	3611	3730	+	120	38	0.155946
119_1	k141_168406	1	1161	+	1161	1	0.000424169
119_2	k141_168406	1172	1447	+	276	1	0.00178428
120_1	k141_28083	255	1163	-	909	10	0.0054176
120_2	k141_28083	1160	1927	-	768	12	0.00769469
120_3	k141_28083	1929	5129	-	3201	62	0.00953844
120_4	k141_28083	5126	6190	-	1065	29	0.0134097
120_5	k141_28083	6187	7479	-	1293	46	0.0175199
120_6	k141_28083	7466	8431	-	966	26	0.0132546
120_7	k141_28083	8624	10246	-	1623	37	0.0112268
120_8	k141_28083	10549	12516	-	1968	61	0.0152643
120_9	k141_28083	12522	13046	-	525	10	0.0093802
120_10	k141_28083	13279	14253	-	975	32	0.0161628
120_11	k141_28083	14520	15041	-	522	19	0.0179248
120_12	k141_28083	15038	15952	-	915	24	0.012917
121_1	k141_196460	3	251	-	249	11	0.0217553
121_2	k141_196460	281	1837	-	1557	155	0.0490246
121_3	k141_196460	1850	2659	-	810	77	0.0468141
121_4	k141_196460	2674	3882	-	1209	80	0.0325863
121_5	k141_196460	4111	4440	-	330	9	0.0134307
122_1	k141_42136	49	2568	-	2520	5	0.000977104
123_1	k141_210503	1	1470	-	1470	29	0.0097152
123_2	k141_210503	1485	1802	-	318	10	0.0154862
123_3	k141_210503	1892	3172	-	1281	58	0.0222972
123_4	k141_210503	3191	3829	-	639	16	0.0123308
123_5	k141_210503	3966	5393	-	1428	49	0.0168981
124_1	k141_238591	1	417	+	417	0	0
124_2	k141_238591	442	1521	+	1080	8	0.00364785
125_1	k141_53	40	255	-	216	0	0
125_2	k141_53	298	1122	-	825	11	0.00656614
125_3	k141_53	1224	1901	-	678	9	0.00653708
126_1	k141_196462	3	734	+	732	0	0
126_2	k141_196462	1020	1475	-	456	0	0
126_3	k141_196462	1462	1641	-	180	0	0
127_1	k141_140334	162	845	+	684	106	0.0763169
127_2	k141_140334	820	1494	-	675	71	0.0517995
127_3	k141_140334	1801	3294	-	1494	188	0.0619696
127_4	k141_140334	3739	4170	-	432	88	0.100316
127_5	k141_140334	4366	5520	-	1155	113	0.0481801
127_6	k141_140334	5459	6130	-	672	100	0.0732828
127_7	k141_140334	6295	7227	-	933	124	0.0654502
127_8	k141_140334	7199	8731	-	1533	258	0.0828798
127_9	k141_140334	8888	9055	-	168	42	0.123115
127_10	k141_140334	9106	10404	-	1299	184	0.0697557
127_11	k141_140334	10476	11276	-	801	156	0.0959099
127_12	k141_140334	11273	12451	-	1179	134	0.0559709
127_13	k141_140334	12448	13416	-	969	145	0.0736912
127_14	k141_140334	13482	14009	-	528	74	0.0690191
127_15	k141_140334	14349	14831	-	483	69	0.0703515
127_16	k141_140334	14831	15703	-	873	124	0.0699485
127_17	k141_140334	15723	16250	-	528	62	0.0578268
127_18	k141_140334	16278	17099	-	822	126	0.0754866
127_19	k141_140334	17311	17571	+	261	49	0.0924542
