# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_13_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_13/G7_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_13/G7_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_13/G7_2.bam	RPKG
26_2	k141_112260	540	641	+	102	4	0.0312316
26_3	k141_112260	1239	1661	+	423	19	0.0357724
26_4	k141_112260	1731	2507	+	777	48	0.0491988
26_5	k141_112260	2628	2735	+	108	0	0
27_1	k141_140329	1	120	-	120	0	0
27_2	k141_140329	139	1449	-	1311	1	0.000607479
28_1	k141_182423	2	583	+	582	8	0.0109472
28_2	k141_182423	783	1535	-	753	9	0.00951879
28_3	k141_182423	1799	2017	+	219	1	0.00363656
29_1	k141_238550	315	2273	+	1959	50	0.0203268
30_1	k141_168386	2	6193	+	6192	48	0.00617369
31_1	k141_252574	2	556	+	555	0	0
31_2	k141_252574	632	1834	-	1203	2	0.00132403
31_3	k141_252574	1980	2180	+	201	0	0
31_4	k141_252574	2137	4452	+	2316	3	0.00103161
31_5	k141_252574	4463	5428	+	966	6	0.00494662
31_6	k141_252574	5437	6354	+	918	2	0.00173509
31_7	k141_252574	6457	7845	+	1389	8	0.00458693
32_1	k141_56137	1	1566	+	1566	28	0.0142397
32_2	k141_56137	1753	2025	-	273	5	0.0145862
33_1	k141_42105	153	1406	+	1254	0	0
34_1	k141_70172	1	543	+	543	0	0
34_2	k141_70172	577	1416	+	840	2	0.0018962
35_1	k141_112261	2	223	+	222	0	0
35_2	k141_112261	662	1063	-	402	0	0
35_3	k141_112261	1092	1280	-	189	0	0
35_4	k141_112261	1430	1501	+	72	0	0
36_1	k141_266617	1	171	+	171	0	0
36_2	k141_266617	176	517	+	342	0	0
36_3	k141_266617	510	1205	+	696	0	0
36_4	k141_266617	1242	1802	+	561	2	0.00283924
36_5	k141_266617	1845	1916	+	72	0	0
37_1	k141_154364	1	1500	-	1500	84	0.0445987
38_1	k141_168387	1	2010	-	2010	0	0
39_1	k141_14042	662	1189	+	528	27	0.0407253
39_2	k141_14042	1227	1718	+	492	22	0.0356116
39_3	k141_14042	1960	2307	+	348	12	0.0274623
40_1	k141_42107	3	176	-	174	0	0
40_2	k141_42107	151	594	-	444	0	0
40_3	k141_42107	785	1003	-	219	0	0
41_1	k141_28069	2	763	+	762	0	0
41_2	k141_28069	817	1356	+	540	5	0.00737413
42_1	k141_98239	27	1775	-	1749	291	0.132507
42_2	k141_98239	1776	3560	-	1785	176	0.0785251
43_1	k141_17	2	433	+	432	2	0.00368706
43_2	k141_17	430	909	+	480	2	0.00331836
43_3	k141_17	957	1166	+	210	0	0
43_4	k141_17	1180	2376	+	1197	2	0.00133067
43_5	k141_17	2363	3097	+	735	2	0.00216709
43_6	k141_17	3115	3483	+	369	1	0.00215828
44_1	k141_182427	49	912	-	864	66	0.0608365
44_2	k141_182427	909	2006	-	1098	64	0.0464207
45_1	k141_112266	3	857	+	855	3	0.00279441
45_2	k141_112266	1016	1285	+	270	0	0
46_1	k141_238559	1	78	-	78	0	0
46_2	k141_238559	181	1524	-	1344	12	0.00711076
47_1	k141_56144	1	285	+	285	0	0
47_2	k141_56144	314	1084	+	771	0	0
48_1	k141_126296	70	906	-	837	3	0.0028545
48_2	k141_126296	1066	2973	-	1908	6	0.00250442
48_3	k141_126296	3094	4656	+	1563	17	0.00866212
48_4	k141_126296	4656	4751	+	96	0	0
49_1	k141_28071	41	949	+	909	1	0.000876134
49_2	k141_28071	964	1173	+	210	0	0
50_1	k141_266618	3	2771	+	2769	18	0.00517707
51_1	k141_14047	3	287	+	285	0	0
51_2	k141_14047	299	1027	+	729	7	0.00764724
51_3	k141_14047	1058	1936	+	879	0	0
52_1	k141_252577	2	424	+	423	0	0
52_2	k141_252577	447	791	-	345	0	0
52_3	k141_252577	905	2281	+	1377	5	0.00289181
52_4	k141_252577	2755	3537	-	783	2	0.00203424
53_1	k141_28072	2	1090	-	1089	7	0.00511923
54_1	k141_42112	1	771	+	771	5	0.00516476
54_2	k141_42112	821	1240	-	420	2	0.00379241
55_1	k141_154372	2	592	-	591	0	0
55_2	k141_154372	585	1010	-	426	1	0.0018695
56_1	k141_210482	3	596	+	594	1	0.00134075
56_2	k141_210482	786	1382	+	597	2	0.00266803
56_3	k141_210482	1646	3670	+	2025	5	0.00196643
56_4	k141_210482	3681	4964	+	1284	10	0.00620254
56_5	k141_210482	5014	6273	+	1260	6	0.00379241
56_6	k141_210482	6297	6776	+	480	0	0
56_7	k141_210482	6862	8502	-	1641	6	0.0029119
56_8	k141_210482	8648	8821	+	174	0	0
56_9	k141_210482	8844	9257	+	414	3	0.00577105
56_10	k141_210482	9502	11403	+	1902	29	0.0121429
57_1	k141_238562	2	328	+	327	1	0.00243549
57_2	k141_238562	469	1422	+	954	2	0.00166961
58_1	k141_28073	348	1067	-	720	8	0.00884895
59_1	k141_224516	44	1309	+	1266	75	0.0471804
59_2	k141_224516	1444	2931	+	1488	70	0.0374653
59_3	k141_224516	2996	3736	-	741	33	0.0354675
59_4	k141_224516	3958	4974	+	1017	44	0.0344561
59_5	k141_224516	4993	6153	+	1161	42	0.0288105
60_1	k141_98243	3	269	+	267	1	0.00298279
60_2	k141_98243	262	1329	+	1068	26	0.0193882
60_3	k141_98243	1408	2406	+	999	29	0.0231189
60_4	k141_98243	2584	3297	+	714	7	0.0078079
61_1	k141_238564	1	1293	-	1293	0	0
62_1	k141_126301	323	1018	+	696	26	0.0297508
62_2	k141_126301	1035	1544	+	510	4	0.00624632
62_3	k141_126301	1556	2068	+	513	1	0.00155245
63_1	k141_266620	42	926	-	885	45	0.0404952
63_2	k141_266620	939	2483	-	1545	205	0.105672
63_3	k141_266620	2455	2613	-	159	0	0
64_1	k141_210485	2	1333	-	1332	11	0.00657692
64_2	k141_210485	1487	1582	-	96	0	0
65_1	k141_112280	2	1093	-	1092	0	0
66_1	k141_20	3	209	+	207	0	0
66_2	k141_20	206	1075	+	870	8	0.00732327
66_3	k141_20	1248	3182	-	1935	22	0.00905474
66_4	k141_20	3680	4426	-	747	8	0.00852911
66_5	k141_20	4634	5149	-	516	1	0.00154342
67_1	k141_42118	2	1441	-	1440	6	0.00331836
67_2	k141_42118	1461	2060	-	600	0	0
67_3	k141_42118	2076	2174	-	99	0	0
68_1	k141_238567	2	427	-	426	1	0.0018695
68_2	k141_238567	461	1270	-	810	5	0.00491608
69_1	k141_28074	3	710	+	708	3	0.0033746
69_2	k141_28074	697	1041	+	345	2	0.00461684
69_3	k141_28074	1070	1603	+	534	0	0
69_4	k141_28074	1606	1812	+	207	2	0.00769474
69_5	k141_28074	1849	3246	+	1398	23	0.0131025
69_6	k141_28074	3263	4300	-	1038	17	0.0130433
70_1	k141_98252	3	134	-	132	0	0
70_2	k141_98252	164	1300	+	1137	6	0.00420267
71_1	k141_126302	3	68	-	66	3	0.0362003
71_2	k141_126302	403	2094	-	1692	2	0.000941378
71_3	k141_126302	2250	2696	+	447	0	0
71_4	k141_126302	2747	3373	+	627	0	0
72_1	k141_266623	368	658	+	291	0	0
72_2	k141_266623	718	984	+	267	0	0
72_3	k141_266623	1043	1534	+	492	0	0
72_4	k141_266623	1572	1811	+	240	0	0
72_5	k141_266623	2315	2560	+	246	1	0.00323742
72_6	k141_266623	2790	3191	-	402	0	0
73_1	k141_25	1	543	-	543	0	0
73_2	k141_25	540	1103	-	564	0	0
74_1	k141_112291	1	762	-	762	20	0.020903
74_2	k141_112291	768	1367	-	600	10	0.0132734
75_1	k141_14066	3	1523	+	1521	2	0.00104721
75_2	k141_14066	1931	2248	+	318	2	0.00500884
76_1	k141_252590	169	1389	-	1221	38	0.0247858
76_2	k141_252590	1612	2637	-	1026	8	0.00620979
76_3	k141_252590	3151	4224	-	1074	22	0.0163137
77_1	k141_112293	3	263	+	261	0	0
77_2	k141_112293	277	1086	+	810	12	0.0117986
78_1	k141_29	3	590	-	588	3	0.00406329
78_2	k141_29	594	959	-	366	1	0.00217597
78_3	k141_29	1102	1401	+	300	2	0.00530937
79_1	k141_238577	240	1481	-	1242	33	0.0211605
80_1	k141_252591	2	211	-	210	0	0
80_2	k141_252591	287	1117	+	831	2	0.00191674
81_1	k141_112294	3	149	+	147	4	0.0216709
81_2	k141_112294	239	562	+	324	16	0.0393287
81_3	k141_112294	674	946	+	273	21	0.061262
81_4	k141_112294	943	1050	+	108	1	0.00737413
82_1	k141_84201	641	841	+	201	74	0.293204
82_2	k141_84201	900	1310	+	411	77	0.149205
82_3	k141_84201	1351	2244	-	894	160	0.142533
82_4	k141_84201	2508	2756	+	249	41	0.131135
82_5	k141_84201	2836	3534	-	699	195	0.222173
82_6	k141_84201	3882	4517	+	636	146	0.182823
82_7	k141_84201	4981	6411	-	1431	201	0.111864
82_8	k141_84201	6473	7957	-	1485	269	0.144265
82_9	k141_84201	8290	8775	-	486	55	0.0901282
82_10	k141_84201	9128	11218	+	2091	351	0.133686
82_11	k141_84201	11543	12853	+	1311	224	0.136075
82_12	k141_84201	12924	13496	+	573	103	0.143158
82_13	k141_84201	13757	15103	-	1347	238	0.140716
82_14	k141_84201	15217	15675	-	459	96	0.166568
82_15	k141_84201	15834	16823	+	990	223	0.179392
83_1	k141_266634	1	474	+	474	2	0.00336036
83_2	k141_266634	477	920	+	444	1	0.00179371
84_1	k141_30	1	1314	-	1314	14	0.0084853
84_2	k141_30	1399	1560	-	162	2	0.00983217
85_1	k141_210488	3	1316	-	1314	27	0.0163645
85_2	k141_210488	1370	1729	-	360	4	0.00884895
85_3	k141_210488	2454	4262	-	1809	37	0.0162891
85_4	k141_210488	4524	5864	-	1341	17	0.0100961
85_5	k141_210488	5896	6738	-	843	31	0.0292866
85_6	k141_210488	6837	7841	+	1005	36	0.028528
86_1	k141_252592	3	659	-	657	146	0.176979
86_2	k141_252592	616	1071	-	456	131	0.228792
86_3	k141_252592	1086	1622	-	537	54	0.0800855
86_4	k141_252592	1636	1893	-	258	71	0.219166
87_1	k141_56165	2	2023	-	2022	20	0.0078774
87_2	k141_56165	2092	3339	-	1248	11	0.0070196
87_3	k141_56165	3435	5165	-	1731	19	0.0087416
87_4	k141_56165	5191	5751	-	561	9	0.0127766
87_5	k141_56165	6036	6446	-	411	0	0
87_6	k141_56165	6459	6524	-	66	0	0
88_1	k141_266639	3	551	-	549	0	0
88_2	k141_266639	650	868	-	219	2	0.00727311
89_1	k141_34	2	118	+	117	0	0
89_2	k141_34	121	1431	+	1311	78	0.0473834
90_1	k141_126303	1	1005	+	1005	0	0
90_2	k141_126303	980	2203	+	1224	0	0
90_3	k141_126303	2268	3239	+	972	2	0.00163869
90_4	k141_126303	3548	4435	-	888	0	0
90_5	k141_126303	4663	6321	+	1659	0	0
90_6	k141_126303	6355	7629	+	1275	1	0.000624632
90_7	k141_126303	7641	7748	+	108	0	0
91_1	k141_210489	316	942	-	627	42	0.0533477
91_2	k141_210489	982	2136	-	1155	70	0.048267
91_3	k141_210489	2277	2456	-	180	16	0.0707916
92_1	k141_252595	1	294	+	294	0	0
92_2	k141_252595	320	967	+	648	0	0
92_3	k141_252595	1134	1730	+	597	0	0
93_1	k141_266640	2	379	-	378	8	0.0168551
93_2	k141_266640	423	1337	-	915	13	0.0113151
93_3	k141_266640	1371	1760	-	390	7	0.0142945
94_1	k141_56168	3	956	-	954	28	0.0233746
94_2	k141_56168	1145	1687	-	543	16	0.0234668
95_1	k141_126306	123	1478	+	1356	1	0.00058732
96_1	k141_56170	3	647	+	645	2	0.00246947
96_2	k141_56170	770	1054	+	285	0	0
97_1	k141_41	1	510	+	510	0	0
97_2	k141_41	768	1055	+	288	0	0
98_1	k141_84211	2	1042	+	1041	0	0
98_2	k141_84211	1054	2127	+	1074	6	0.00444919
98_3	k141_84211	2127	2753	+	627	0	0
99_1	k141_266641	1	693	-	693	0	0
99_2	k141_266641	949	1458	+	510	0	0
99_3	k141_266641	1770	1931	+	162	0	0
99_4	k141_266641	2055	2225	+	171	2	0.00931469
99_5	k141_266641	2222	2293	+	72	0	0
100_1	k141_43	108	1004	-	897	1	0.000887855
101_1	k141_196454	46	2133	-	2088	18	0.00686557
101_2	k141_196454	2379	3614	-	1236	9	0.00579907
101_3	k141_196454	3641	4300	-	660	2	0.00241335
101_4	k141_196454	4302	5477	-	1176	8	0.00541773
101_5	k141_196454	5511	6548	-	1038	13	0.00997425
101_6	k141_196454	6630	7457	-	828	4	0.00384737
101_7	k141_196454	7462	8493	-	1032	2	0.00154342
101_8	k141_196454	8494	9504	-	1011	0	0
101_9	k141_196454	10024	11466	-	1443	3	0.00165573
101_10	k141_196454	11721	12260	-	540	1	0.00147483
101_11	k141_196454	12361	12753	-	393	0	0
101_12	k141_196454	12757	13191	-	435	1	0.00183082
101_13	k141_196454	13631	13915	-	285	0	0
101_14	k141_196454	14057	15115	+	1059	1	0.000752035
101_15	k141_196454	15289	16146	+	858	0	0
101_16	k141_196454	16260	17540	-	1281	14	0.00870389
101_17	k141_196454	17789	19150	-	1362	0	0
101_18	k141_196454	19167	20405	-	1239	0	0
101_19	k141_196454	20560	21501	+	942	0	0
101_20	k141_196454	21494	21694	+	201	0	0
101_21	k141_196454	21796	22020	+	225	2	0.00707916
101_22	k141_196454	22450	23124	-	675	2	0.00235972
101_23	k141_196454	23351	25465	-	2115	4	0.0015062
101_24	k141_196454	25686	27455	-	1770	7	0.00314963
102_1	k141_210496	1	789	-	789	158	0.159483
102_2	k141_210496	786	980	-	195	22	0.0898509
102_3	k141_210496	1002	1586	-	585	68	0.0925736
102_4	k141_210496	1648	1815	-	168	18	0.0853292
103_1	k141_42126	2	913	-	912	11	0.00960577
103_2	k141_42126	1297	1407	-	111	1	0.00717483
103_3	k141_42126	1583	1972	+	390	7	0.0142945
103_4	k141_42126	2468	3190	+	723	22	0.0242336
103_5	k141_42126	3187	4002	+	816	10	0.00975987
103_6	k141_42126	3983	4240	+	258	8	0.0246947
103_7	k141_42126	4251	4502	+	252	4	0.0126414
103_8	k141_42126	4508	5089	+	582	5	0.00684197
103_9	k141_42126	5086	6444	+	1359	24	0.0140646
103_10	k141_42126	6431	6784	+	354	9	0.0202476
103_11	k141_42126	6775	8466	+	1692	37	0.0174155
103_12	k141_42126	8470	8892	+	423	10	0.0188276
103_13	k141_42126	8889	9494	+	606	7	0.0091994
103_14	k141_42126	9463	11787	+	2325	45	0.0154143
103_15	k141_42126	11784	11960	+	177	0	0
104_1	k141_84214	2	259	+	258	0	0
104_2	k141_84214	342	1145	-	804	4	0.00396222
105_1	k141_14068	1	333	+	333	0	0
105_2	k141_14068	347	1066	+	720	5	0.00553059
105_3	k141_14068	1078	2598	+	1521	0	0
105_4	k141_14068	2610	3614	+	1005	1	0.000792443
105_5	k141_14068	3635	4702	+	1068	1	0.000745698
105_6	k141_14068	4719	5504	+	786	0	0
105_7	k141_14068	5514	6239	+	726	4	0.00438791
105_8	k141_14068	6260	6490	+	231	0	0
105_9	k141_14068	6514	6735	+	222	0	0
105_10	k141_14068	6790	7632	+	843	5	0.00472364
105_11	k141_14068	7634	8302	+	669	5	0.00595221
105_12	k141_14068	8322	9458	+	1137	1	0.000700445
105_13	k141_14068	9559	10596	+	1038	2	0.0015345
106_1	k141_168398	174	884	+	711	0	0
106_2	k141_168398	865	1743	+	879	0	0
106_3	k141_168398	1740	2861	+	1122	0	0
106_4	k141_168398	2931	3425	+	495	0	0
106_5	k141_168398	3458	5074	+	1617	0	0
106_6	k141_168398	5203	5754	-	552	0	0
106_7	k141_168398	5762	6763	-	1002	0	0
106_8	k141_168398	6928	9942	+	3015	0	0
106_9	k141_168398	10117	12120	+	2004	0	0
106_10	k141_168398	12117	13022	+	906	0	0
106_11	k141_168398	13026	14276	+	1251	0	0
106_12	k141_168398	14264	14470	-	207	0	0
106_13	k141_168398	14532	15167	+	636	0	0
106_14	k141_168398	15195	16685	+	1491	0	0
106_15	k141_168398	16771	17880	-	1110	0	0
106_16	k141_168398	18030	18788	-	759	0	0
107_1	k141_112296	3	446	+	444	0	0
107_2	k141_112296	447	1334	+	888	9	0.00807168
107_3	k141_112296	1328	2128	+	801	1	0.000994264
107_4	k141_112296	2171	3202	+	1032	3	0.00231513
107_5	k141_112296	3292	4056	+	765	4	0.00416421
107_6	k141_112296	4129	4860	+	732	2	0.00217597
107_7	k141_112296	4860	5957	+	1098	3	0.00217597
107_8	k141_112296	5969	6793	+	825	7	0.00675738
107_9	k141_112296	6973	7407	+	435	3	0.00549245
107_10	k141_112296	7434	7826	+	393	18	0.0364766
107_11	k141_112296	8304	8897	+	594	84	0.112623
108_1	k141_266642	2	130	-	129	0	0
108_2	k141_266642	169	906	-	738	0	0
108_3	k141_266642	925	2355	-	1431	0	0
109_1	k141_210501	1	801	+	801	2	0.00198853
109_2	k141_210501	914	1054	+	141	3	0.0169448
110_1	k141_84216	1	78	-	78	1	0.0102103
110_2	k141_84216	495	1034	-	540	0	0
110_3	k141_84216	1306	1467	+	162	0	0
111_1	k141_252607	34	1002	+	969	0	0
111_2	k141_252607	1076	1279	+	204	0	0
112_1	k141_168402	2	1087	+	1086	0	0
113_1	k141_47	1	987	-	987	0	0
113_2	k141_47	995	2503	-	1509	4	0.00211108
114_1	k141_42134	2	1012	-	1011	0	0
115_1	k141_238586	1	285	+	285	0	0
115_2	k141_238586	460	876	-	417	3	0.00572954
115_3	k141_238586	876	1511	-	636	0	0
115_4	k141_238586	1548	2498	-	951	5	0.0041872
115_5	k141_238586	2511	3242	-	732	1	0.00108799
115_6	k141_238586	3322	4029	-	708	7	0.00787407
115_7	k141_238586	4124	4579	-	456	5	0.00873252
115_8	k141_238586	4698	6092	-	1395	21	0.0119889
115_9	k141_238586	6528	7682	-	1155	3	0.00206859
115_10	k141_238586	8477	9907	+	1431	11	0.00612192
116_1	k141_154376	3	374	+	372	7	0.0149861
116_2	k141_154376	379	1872	+	1494	29	0.015459
116_3	k141_154376	1856	2104	+	249	1	0.00319842
116_4	k141_154376	2101	2403	+	303	2	0.0052568
116_5	k141_154376	2400	2864	+	465	12	0.0205524
116_6	k141_154376	2864	3289	+	426	5	0.00934748
116_7	k141_154376	3764	4882	+	1119	34	0.0241982
116_8	k141_154376	4902	5291	+	390	10	0.0204207
116_9	k141_154376	5312	6346	+	1035	33	0.0253926
116_10	k141_154376	6359	6850	+	492	8	0.0129497
116_11	k141_154376	6840	7235	+	396	11	0.0221224
116_12	k141_154376	7238	7615	+	378	11	0.0231758
116_13	k141_154376	7599	8009	+	411	10	0.0193773
116_14	k141_154376	8006	8872	+	867	12	0.0110229
116_15	k141_154376	8882	9076	+	195	0	0
116_16	k141_154376	9081	10490	+	1410	35	0.0197689
116_17	k141_154376	10505	10966	+	462	9	0.0155144
116_18	k141_154376	10982	11473	+	492	7	0.011331
116_19	k141_154376	11497	11619	+	123	0	0
116_20	k141_154376	11620	14712	+	3093	65	0.0167366
116_21	k141_154376	14713	15672	+	960	17	0.014103
116_22	k141_154376	15679	16677	+	999	29	0.0231189
116_23	k141_154376	16689	16964	+	276	13	0.0375119
116_24	k141_154376	16954	17451	+	498	3	0.00479762
116_25	k141_154376	17454	18605	+	1152	32	0.0221224
116_26	k141_154376	18610	19182	+	573	11	0.0152888
116_27	k141_154376	19187	20359	+	1173	26	0.0176526
116_28	k141_154376	20851	21846	-	996	19	0.0151925
116_29	k141_154376	21869	22078	+	210	0	0
117_1	k141_252612	2	1648	+	1647	28	0.0135394
117_2	k141_252612	1717	2445	+	729	20	0.0218493
118_1	k141_84217	173	1762	-	1590	4	0.00200354
118_2	k141_84217	1765	2496	-	732	14	0.0152318
118_3	k141_84217	2771	3502	+	732	0	0
118_4	k141_84217	3611	3730	+	120	1	0.00663671
119_1	k141_168406	1	1161	+	1161	0	0
119_2	k141_168406	1172	1447	+	276	0	0
120_1	k141_28083	255	1163	-	909	125	0.109517
120_2	k141_28083	1160	1927	-	768	131	0.135845
120_3	k141_28083	1929	5129	-	3201	615	0.153011
120_4	k141_28083	5126	6190	-	1065	169	0.126378
120_5	k141_28083	6187	7479	-	1293	186	0.114564
120_6	k141_28083	7466	8431	-	966	157	0.129437
120_7	k141_28083	8624	10246	-	1623	308	0.151136
120_8	k141_28083	10549	12516	-	1968	305	0.123427
120_9	k141_28083	12522	13046	-	525	97	0.147145
120_10	k141_28083	13279	14253	-	975	235	0.191954
120_11	k141_28083	14520	15041	-	522	89	0.135786
120_12	k141_28083	15038	15952	-	915	211	0.183652
121_1	k141_196460	3	251	-	249	2	0.00639683
121_2	k141_196460	281	1837	-	1557	27	0.0138105
121_3	k141_196460	1850	2659	-	810	37	0.036379
121_4	k141_196460	2674	3882	-	1209	19	0.0125159
121_5	k141_196460	4111	4440	-	330	1	0.00241335
122_1	k141_42136	49	2568	-	2520	6	0.0018962
123_1	k141_210503	1	1470	-	1470	0	0
123_2	k141_210503	1485	1802	-	318	0	0
123_3	k141_210503	1892	3172	-	1281	0	0
123_4	k141_210503	3191	3829	-	639	0	0
123_5	k141_210503	3966	5393	-	1428	0	0
124_1	k141_238591	1	417	+	417	2	0.00381969
124_2	k141_238591	442	1521	+	1080	14	0.0103238
125_1	k141_53	40	255	-	216	4	0.0147483
125_2	k141_53	298	1122	-	825	1	0.00096534
125_3	k141_53	1224	1901	-	678	4	0.00469856
126_1	k141_196462	3	734	+	732	2	0.00217597
126_2	k141_196462	1020	1475	-	456	0	0
126_3	k141_196462	1462	1641	-	180	0	0
127_1	k141_140334	162	845	+	684	40	0.0465734
127_2	k141_140334	820	1494	-	675	42	0.0495541
127_3	k141_140334	1801	3294	-	1494	74	0.0394471
127_4	k141_140334	3739	4170	-	432	82	0.15117
127_5	k141_140334	4366	5520	-	1155	46	0.0317183
127_6	k141_140334	5459	6130	-	672	40	0.0474051
127_7	k141_140334	6295	7227	-	933	65	0.0554838
127_8	k141_140334	7199	8731	-	1533	90	0.0467557
127_9	k141_140334	8888	9055	-	168	13	0.0616266
127_10	k141_140334	9106	10404	-	1299	94	0.0576306
127_11	k141_140334	10476	11276	-	801	22	0.0218738
127_12	k141_140334	11273	12451	-	1179	72	0.0486355
127_13	k141_140334	12448	13416	-	969	60	0.049313
127_14	k141_140334	13482	14009	-	528	74	0.111617
127_15	k141_140334	14349	14831	-	483	39	0.064306
127_16	k141_140334	14831	15703	-	873	56	0.0510867
127_17	k141_140334	15723	16250	-	528	24	0.0362003
127_18	k141_140334	16278	17099	-	822	80	0.0775091
127_19	k141_140334	17311	17571	+	261	22	0.06713
127_20	k141_140334	17734	19068	-	1335	115	0.0686042
127_21	k141_140334	19395	20453	+	1059	66	0.0496343
127_22	k141_140334	20480	21049	+	570	32	0.0447105
