# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_13_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_13/G5_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_13/G5_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_13/G5_2.bam	RPKG
36_1	k141_266617	1	171	+	171	0	0
36_2	k141_266617	176	517	+	342	0	0
36_3	k141_266617	510	1205	+	696	6	0.00340209
36_4	k141_266617	1242	1802	+	561	0	0
36_5	k141_266617	1845	1916	+	72	0	0
37_1	k141_154364	1	1500	-	1500	113	0.0297297
38_1	k141_168387	1	2010	-	2010	16	0.00314143
39_1	k141_14042	662	1189	+	528	41	0.0306446
39_2	k141_14042	1227	1718	+	492	33	0.0264699
39_3	k141_14042	1960	2307	+	348	22	0.0249487
40_1	k141_42107	3	176	-	174	0	0
40_2	k141_42107	151	594	-	444	3	0.0026665
40_3	k141_42107	785	1003	-	219	3	0.00540606
41_1	k141_28069	2	763	+	762	4	0.00207162
41_2	k141_28069	817	1356	+	540	9	0.00657738
42_1	k141_98239	27	1775	-	1749	340	0.0767173
42_2	k141_98239	1776	3560	-	1785	317	0.070085
43_1	k141_17	2	433	+	432	1	0.000913525
43_2	k141_17	430	909	+	480	7	0.00575521
43_3	k141_17	957	1166	+	210	1	0.00187925
43_4	k141_17	1180	2376	+	1197	5	0.00164847
43_5	k141_17	2363	3097	+	735	9	0.00483236
43_6	k141_17	3115	3483	+	369	1	0.00106949
44_1	k141_182427	49	912	-	864	68	0.0310598
44_2	k141_182427	909	2006	-	1098	91	0.0327072
45_1	k141_112266	3	857	+	855	57	0.0263095
45_2	k141_112266	1016	1285	+	270	16	0.0233862
46_1	k141_238559	1	78	-	78	0	0
46_2	k141_238559	181	1524	-	1344	1	0.000293633
47_1	k141_56144	1	285	+	285	0	0
47_2	k141_56144	314	1084	+	771	3	0.00153557
48_1	k141_126296	70	906	-	837	27	0.0127304
48_2	k141_126296	1066	2973	-	1908	83	0.0171674
48_3	k141_126296	3094	4656	+	1563	36	0.00908966
48_4	k141_126296	4656	4751	+	96	0	0
49_1	k141_28071	41	949	+	909	1	0.00043415
49_2	k141_28071	964	1173	+	210	0	0
50_1	k141_266618	3	2771	+	2769	214	0.0304997
51_1	k141_14047	3	287	+	285	0	0
51_2	k141_14047	299	1027	+	729	4	0.00216539
51_3	k141_14047	1058	1936	+	879	0	0
52_1	k141_252577	2	424	+	423	1	0.000932961
52_2	k141_252577	447	791	-	345	1	0.00114389
52_3	k141_252577	905	2281	+	1377	3	0.000859788
52_4	k141_252577	2755	3537	-	783	8	0.00403211
53_1	k141_28072	2	1090	-	1089	6	0.00217434
54_1	k141_42112	1	771	+	771	0	0
54_2	k141_42112	821	1240	-	420	0	0
55_1	k141_154372	2	592	-	591	0	0
55_2	k141_154372	585	1010	-	426	0	0
56_1	k141_210482	3	596	+	594	22	0.0146164
56_2	k141_210482	786	1382	+	597	22	0.0145429
56_3	k141_210482	1646	3670	+	2025	75	0.0146164
56_4	k141_210482	3681	4964	+	1284	27	0.00829856
56_5	k141_210482	5014	6273	+	1260	57	0.0178529
56_6	k141_210482	6297	6776	+	480	14	0.0115104
56_7	k141_210482	6862	8502	-	1641	50	0.0120245
56_8	k141_210482	8648	8821	+	174	6	0.0136084
56_9	k141_210482	8844	9257	+	414	33	0.031457
56_10	k141_210482	9502	11403	+	1902	75	0.0155616
57_1	k141_238562	2	328	+	327	0	0
57_2	k141_238562	469	1422	+	954	12	0.00496406
58_1	k141_28073	348	1067	-	720	0	0
59_1	k141_224516	44	1309	+	1266	0	0
59_2	k141_224516	1444	2931	+	1488	0	0
59_3	k141_224516	2996	3736	-	741	0	0
59_4	k141_224516	3958	4974	+	1017	0	0
59_5	k141_224516	4993	6153	+	1161	0	0
60_1	k141_98243	3	269	+	267	0	0
60_2	k141_98243	262	1329	+	1068	5	0.00184758
60_3	k141_98243	1408	2406	+	999	1	0.000395038
60_4	k141_98243	2584	3297	+	714	3	0.00165816
61_1	k141_238564	1	1293	-	1293	2	0.00061043
62_1	k141_126301	323	1018	+	696	23	0.0130414
62_2	k141_126301	1035	1544	+	510	24	0.0185714
62_3	k141_126301	1556	2068	+	513	42	0.0323099
63_1	k141_266620	42	926	-	885	77	0.0343361
63_2	k141_266620	939	2483	-	1545	313	0.0799503
63_3	k141_266620	2455	2613	-	159	8	0.0198562
64_1	k141_210485	2	1333	-	1332	14	0.0041479
64_2	k141_210485	1487	1582	-	96	1	0.00411086
65_1	k141_112280	2	1093	-	1092	3	0.00108418
66_1	k141_20	3	209	+	207	11	0.0209714
66_2	k141_20	206	1075	+	870	97	0.0440004
66_3	k141_20	1248	3182	-	1935	171	0.0348754
66_4	k141_20	3680	4426	-	747	95	0.0501888
66_5	k141_20	4634	5149	-	516	40	0.0305925
67_1	k141_42118	2	1441	-	1440	12	0.00328869
67_2	k141_42118	1461	2060	-	600	14	0.00920833
67_3	k141_42118	2076	2174	-	99	0	0
68_1	k141_238567	2	427	-	426	0	0
68_2	k141_238567	461	1270	-	810	2	0.000974426
69_1	k141_28074	3	710	+	708	0	0
69_2	k141_28074	697	1041	+	345	0	0
69_3	k141_28074	1070	1603	+	534	0	0
69_4	k141_28074	1606	1812	+	207	0	0
69_5	k141_28074	1849	3246	+	1398	2	0.000564582
69_6	k141_28074	3263	4300	-	1038	9	0.00342176
70_1	k141_98252	3	134	-	132	9	0.0269075
70_2	k141_98252	164	1300	+	1137	11	0.003818
71_1	k141_126302	3	68	-	66	0	0
71_2	k141_126302	403	2094	-	1692	39	0.00909637
71_3	k141_126302	2250	2696	+	447	11	0.00971156
71_4	k141_126302	2747	3373	+	627	7	0.0044059
72_1	k141_266623	368	658	+	291	1	0.00135616
72_2	k141_266623	718	984	+	267	0	0
72_3	k141_266623	1043	1534	+	492	3	0.00240636
72_4	k141_266623	1572	1811	+	240	1	0.00164434
72_5	k141_266623	2315	2560	+	246	0	0
72_6	k141_266623	2790	3191	-	402	0	0
73_1	k141_25	1	543	-	543	0	0
73_2	k141_25	540	1103	-	564	0	0
74_1	k141_112291	1	762	-	762	4	0.00207162
74_2	k141_112291	768	1367	-	600	0	0
75_1	k141_14066	3	1523	+	1521	20	0.00518925
75_2	k141_14066	1931	2248	+	318	4	0.00496406
76_1	k141_252590	169	1389	-	1221	100	0.0323213
76_2	k141_252590	1612	2637	-	1026	100	0.0384642
76_3	k141_252590	3151	4224	-	1074	97	0.0356428
77_1	k141_112293	3	263	+	261	0	0
77_2	k141_112293	277	1086	+	810	0	0
78_1	k141_29	3	590	-	588	1	0.000671161
78_2	k141_29	594	959	-	366	0	0
78_3	k141_29	1102	1401	+	300	7	0.00920833
79_1	k141_238577	240	1481	-	1242	80	0.0254198
80_1	k141_252591	2	211	-	210	1	0.00187925
80_2	k141_252591	287	1117	+	831	11	0.00522391
81_1	k141_112294	3	149	+	147	25	0.0671161
81_2	k141_112294	239	562	+	324	132	0.16078
81_3	k141_112294	674	946	+	273	94	0.135884
81_4	k141_112294	943	1050	+	108	9	0.0328869
82_1	k141_84201	641	841	+	201	134	0.263095
82_2	k141_84201	900	1310	+	411	201	0.193
82_3	k141_84201	1351	2244	-	894	295	0.130223
82_4	k141_84201	2508	2756	+	249	117	0.185435
82_5	k141_84201	2836	3534	-	699	309	0.174456
82_6	k141_84201	3882	4517	+	636	361	0.224003
82_7	k141_84201	4981	6411	-	1431	422	0.11638
82_8	k141_84201	6473	7957	-	1485	600	0.159452
82_9	k141_84201	8290	8775	-	486	228	0.185141
82_10	k141_84201	9128	11218	+	2091	917	0.173069
82_11	k141_84201	11543	12853	+	1311	569	0.171283
82_12	k141_84201	12924	13496	+	573	251	0.172871
82_13	k141_84201	13757	15103	-	1347	660	0.193366
82_14	k141_84201	15217	15675	-	459	283	0.24332
82_15	k141_84201	15834	16823	+	990	418	0.166627
83_1	k141_266634	1	474	+	474	1	0.00083258
83_2	k141_266634	477	920	+	444	0	0
84_1	k141_30	1	1314	-	1314	27	0.0081091
84_2	k141_30	1399	1560	-	162	8	0.0194885
85_1	k141_210488	3	1316	-	1314	275	0.0825926
85_2	k141_210488	1370	1729	-	360	82	0.0898908
85_3	k141_210488	2454	4262	-	1809	354	0.0772269
85_4	k141_210488	4524	5864	-	1341	399	0.117422
85_5	k141_210488	5896	6738	-	843	217	0.101587
85_6	k141_210488	6837	7841	+	1005	285	0.111914
86_1	k141_252592	3	659	-	657	331	0.198823
86_2	k141_252592	616	1071	-	456	240	0.207707
86_3	k141_252592	1086	1622	-	537	39	0.0286612
86_4	k141_252592	1636	1893	-	258	117	0.178966
87_1	k141_56165	2	2023	-	2022	3	0.000585523
87_2	k141_56165	2092	3339	-	1248	0	0
87_3	k141_56165	3435	5165	-	1731	1	0.000227985
87_4	k141_56165	5191	5751	-	561	0	0
87_5	k141_56165	6036	6446	-	411	1	0.000960201
87_6	k141_56165	6459	6524	-	66	0	0
88_1	k141_266639	3	551	-	549	3	0.00215652
88_2	k141_266639	650	868	-	219	7	0.0126141
89_1	k141_34	2	118	+	117	4	0.0134921
89_2	k141_34	121	1431	+	1311	533	0.160446
90_1	k141_126303	1	1005	+	1005	2	0.000785359
90_2	k141_126303	980	2203	+	1224	10	0.0032242
90_3	k141_126303	2268	3239	+	972	2	0.000812022
90_4	k141_126303	3548	4435	-	888	4	0.00177767
90_5	k141_126303	4663	6321	+	1659	4	0.000951519
90_6	k141_126303	6355	7629	+	1275	5	0.00154762
90_7	k141_126303	7641	7748	+	108	0	0
91_1	k141_210489	316	942	-	627	43	0.0270648
91_2	k141_210489	982	2136	-	1155	63	0.021526
91_3	k141_210489	2277	2456	-	180	4	0.00876984
92_1	k141_252595	1	294	+	294	0	0
92_2	k141_252595	320	967	+	648	6	0.0036541
92_3	k141_252595	1134	1730	+	597	5	0.00330522
93_1	k141_266640	2	379	-	378	41	0.0428052
93_2	k141_266640	423	1337	-	915	29	0.0125078
93_3	k141_266640	1371	1760	-	390	6	0.00607143
94_1	k141_56168	3	956	-	954	4	0.00165469
94_2	k141_56168	1145	1687	-	543	1	0.000726782
95_1	k141_126306	123	1478	+	1356	11	0.00320138
96_1	k141_56170	3	647	+	645	2	0.0012237
96_2	k141_56170	770	1054	+	285	0	0
97_1	k141_41	1	510	+	510	0	0
97_2	k141_41	768	1055	+	288	0	0
98_1	k141_84211	2	1042	+	1041	0	0
98_2	k141_84211	1054	2127	+	1074	0	0
98_3	k141_84211	2127	2753	+	627	0	0
99_1	k141_266641	1	693	-	693	1	0.00056947
99_2	k141_266641	949	1458	+	510	0	0
99_3	k141_266641	1770	1931	+	162	0	0
99_4	k141_266641	2055	2225	+	171	4	0.00923141
99_5	k141_266641	2222	2293	+	72	0	0
100_1	k141_43	108	1004	-	897	8	0.00351967
101_1	k141_196454	46	2133	-	2088	74	0.0139864
101_2	k141_196454	2379	3614	-	1236	31	0.009898
101_3	k141_196454	3641	4300	-	660	13	0.00777326
101_4	k141_196454	4302	5477	-	1176	32	0.0107386
101_5	k141_196454	5511	6548	-	1038	36	0.013687
101_6	k141_196454	6630	7457	-	828	20	0.00953243
101_7	k141_196454	7462	8493	-	1032	29	0.0110898
101_8	k141_196454	8494	9504	-	1011	29	0.0113201
101_9	k141_196454	10024	11466	-	1443	55	0.0150418
101_10	k141_196454	11721	12260	-	540	26	0.0190013
101_11	k141_196454	12361	12753	-	393	10	0.0100418
101_12	k141_196454	12757	13191	-	435	11	0.00997947
101_13	k141_196454	13631	13915	-	285	16	0.0221554
101_14	k141_196454	14057	15115	+	1059	30	0.0111797
101_15	k141_196454	15289	16146	+	858	33	0.0151786
101_16	k141_196454	16260	17540	-	1281	25	0.00770185
101_17	k141_196454	17789	19150	-	1362	40	0.0115901
101_18	k141_196454	19167	20405	-	1239	40	0.0127407
101_19	k141_196454	20560	21501	+	942	40	0.0167577
101_20	k141_196454	21494	21694	+	201	2	0.00392679
101_21	k141_196454	21796	22020	+	225	11	0.0192936
101_22	k141_196454	22450	23124	-	675	26	0.0152011
101_23	k141_196454	23351	25465	-	2115	46	0.00858325
101_24	k141_196454	25686	27455	-	1770	65	0.0144925
102_1	k141_210496	1	789	-	789	347	0.173563
102_2	k141_210496	786	980	-	195	60	0.121429
102_3	k141_210496	1002	1586	-	585	174	0.117381
102_4	k141_210496	1648	1815	-	168	58	0.136246
103_1	k141_42126	2	913	-	912	0	0
103_2	k141_42126	1297	1407	-	111	0	0
103_3	k141_42126	1583	1972	+	390	0	0
103_4	k141_42126	2468	3190	+	723	0	0
103_5	k141_42126	3187	4002	+	816	0	0
103_6	k141_42126	3983	4240	+	258	0	0
103_7	k141_42126	4251	4502	+	252	0	0
103_8	k141_42126	4508	5089	+	582	0	0
103_9	k141_42126	5086	6444	+	1359	0	0
103_10	k141_42126	6431	6784	+	354	0	0
103_11	k141_42126	6775	8466	+	1692	0	0
103_12	k141_42126	8470	8892	+	423	0	0
103_13	k141_42126	8889	9494	+	606	0	0
103_14	k141_42126	9463	11787	+	2325	1	0.000169739
103_15	k141_42126	11784	11960	+	177	0	0
104_1	k141_84214	2	259	+	258	67	0.102485
104_2	k141_84214	342	1145	-	804	259	0.12713
105_1	k141_14068	1	333	+	333	0	0
105_2	k141_14068	347	1066	+	720	5	0.00274057
105_3	k141_14068	1078	2598	+	1521	8	0.0020757
105_4	k141_14068	2610	3614	+	1005	5	0.0019634
105_5	k141_14068	3635	4702	+	1068	0	0
105_6	k141_14068	4719	5504	+	786	0	0
105_7	k141_14068	5514	6239	+	726	3	0.00163075
105_8	k141_14068	6260	6490	+	231	0	0
105_9	k141_14068	6514	6735	+	222	0	0
105_10	k141_14068	6790	7632	+	843	0	0
105_11	k141_14068	7634	8302	+	669	0	0
105_12	k141_14068	8322	9458	+	1137	1	0.000347091
105_13	k141_14068	9559	10596	+	1038	0	0
106_1	k141_168398	174	884	+	711	2	0.00111011
106_2	k141_168398	865	1743	+	879	9	0.00404071
106_3	k141_168398	1740	2861	+	1122	4	0.00140693
106_4	k141_168398	2931	3425	+	495	9	0.00717532
106_5	k141_168398	3458	5074	+	1617	6	0.00146435
106_6	k141_168398	5203	5754	-	552	1	0.000714932
106_7	k141_168398	5762	6763	-	1002	1	0.000393855
106_8	k141_168398	6928	9942	+	3015	28	0.00366501
106_9	k141_168398	10117	12120	+	2004	22	0.0043324
106_10	k141_168398	12117	13022	+	906	9	0.00392029
106_11	k141_168398	13026	14276	+	1251	15	0.00473193
106_12	k141_168398	14264	14470	-	207	0	0
106_13	k141_168398	14532	15167	+	636	9	0.00558457
106_14	k141_168398	15195	16685	+	1491	26	0.00688176
106_15	k141_168398	16771	17880	-	1110	8	0.00284427
106_16	k141_168398	18030	18788	-	759	5	0.00259975
107_1	k141_112296	3	446	+	444	0	0
107_2	k141_112296	447	1334	+	888	2	0.000888835
107_3	k141_112296	1328	2128	+	801	9	0.00443419
107_4	k141_112296	2171	3202	+	1032	1	0.000382406
107_5	k141_112296	3292	4056	+	765	4	0.00206349
107_6	k141_112296	4129	4860	+	732	1	0.000539129
107_7	k141_112296	4860	5957	+	1098	3	0.00107826
107_8	k141_112296	5969	6793	+	825	7	0.00334848
107_9	k141_112296	6973	7407	+	435	0	0
107_10	k141_112296	7434	7826	+	393	19	0.0190794
107_11	k141_112296	8304	8897	+	594	166	0.110287
108_1	k141_266642	2	130	-	129	0	0
108_2	k141_266642	169	906	-	738	4	0.00213898
108_3	k141_266642	925	2355	-	1431	2	0.000551562
109_1	k141_210501	1	801	+	801	14	0.00689762
109_2	k141_210501	914	1054	+	141	3	0.00839665
110_1	k141_84216	1	78	-	78	1	0.00505952
110_2	k141_84216	495	1034	-	540	0	0
110_3	k141_84216	1306	1467	+	162	0	0
111_1	k141_252607	34	1002	+	969	0	0
111_2	k141_252607	1076	1279	+	204	0	0
112_1	k141_168402	2	1087	+	1086	10	0.00363391
113_1	k141_47	1	987	-	987	7	0.00279888
113_2	k141_47	995	2503	-	1509	12	0.00313831
114_1	k141_42134	2	1012	-	1011	0	0
115_1	k141_238586	1	285	+	285	3	0.00415413
115_2	k141_238586	460	876	-	417	1	0.000946385
115_3	k141_238586	876	1511	-	636	3	0.00186152
115_4	k141_238586	1548	2498	-	951	1	0.000414977
115_5	k141_238586	2511	3242	-	732	7	0.00377391
115_6	k141_238586	3322	4029	-	708	6	0.00334443
115_7	k141_238586	4124	4579	-	456	0	0
115_8	k141_238586	4698	6092	-	1395	5	0.00141449
115_9	k141_238586	6528	7682	-	1155	5	0.00170841
115_10	k141_238586	8477	9907	+	1431	6	0.00165469
116_1	k141_154376	3	374	+	372	13	0.0137913
116_2	k141_154376	379	1872	+	1494	95	0.0250944
116_3	k141_154376	1856	2104	+	249	4	0.00633964
116_4	k141_154376	2101	2403	+	303	14	0.0182343
116_5	k141_154376	2400	2864	+	465	20	0.0169739
116_6	k141_154376	2864	3289	+	426	39	0.0361293
116_7	k141_154376	3764	4882	+	1119	73	0.0257452
116_8	k141_154376	4902	5291	+	390	20	0.0202381
116_9	k141_154376	5312	6346	+	1035	67	0.0255469
116_10	k141_154376	6359	6850	+	492	13	0.0104276
116_11	k141_154376	6840	7235	+	396	13	0.0129554
116_12	k141_154376	7238	7615	+	378	14	0.0146164
116_13	k141_154376	7599	8009	+	411	16	0.0153632
116_14	k141_154376	8006	8872	+	867	48	0.0218487
116_15	k141_154376	8882	9076	+	195	8	0.0161905
116_16	k141_154376	9081	10490	+	1410	87	0.0243503
116_17	k141_154376	10505	10966	+	462	23	0.0196467
116_18	k141_154376	10982	11473	+	492	28	0.0224593
116_19	k141_154376	11497	11619	+	123	7	0.0224593
116_20	k141_154376	11620	14712	+	3093	159	0.0202872
116_21	k141_154376	14713	15672	+	960	48	0.0197321
116_22	k141_154376	15679	16677	+	999	54	0.021332
116_23	k141_154376	16689	16964	+	276	12	0.0171584
116_24	k141_154376	16954	17451	+	498	25	0.0198114
116_25	k141_154376	17454	18605	+	1152	57	0.0195266
116_26	k141_154376	18610	19182	+	573	24	0.0165295
116_27	k141_154376	19187	20359	+	1173	69	0.0232143
116_28	k141_154376	20851	21846	-	996	33	0.0130755
116_29	k141_154376	21869	22078	+	210	12	0.022551
117_1	k141_252612	2	1648	+	1647	100	0.0239613
117_2	k141_252612	1717	2445	+	729	41	0.0221953
118_1	k141_84217	173	1762	-	1590	4	0.000992812
118_2	k141_84217	1765	2496	-	732	3	0.00161739
118_3	k141_84217	2771	3502	+	732	2	0.00107826
118_4	k141_84217	3611	3730	+	120	14	0.0460416
119_1	k141_168406	1	1161	+	1161	10	0.00339916
119_2	k141_168406	1172	1447	+	276	1	0.00142986
120_1	k141_28083	255	1163	-	909	45	0.0195368
120_2	k141_28083	1160	1927	-	768	53	0.0272345
120_3	k141_28083	1929	5129	-	3201	198	0.0244109
120_4	k141_28083	5126	6190	-	1065	73	0.0270506
120_5	k141_28083	6187	7479	-	1293	108	0.0329632
120_6	k141_28083	7466	8431	-	966	75	0.03064
120_7	k141_28083	8624	10246	-	1623	120	0.0291788
120_8	k141_28083	10549	12516	-	1968	163	0.0326864
120_9	k141_28083	12522	13046	-	525	37	0.0278129
120_10	k141_28083	13279	14253	-	975	56	0.0226667
120_11	k141_28083	14520	15041	-	522	56	0.0423371
120_12	k141_28083	15038	15952	-	915	79	0.034073
121_1	k141_196460	3	251	-	249	50	0.0792455
121_2	k141_196460	281	1837	-	1557	296	0.0750252
121_3	k141_196460	1850	2659	-	810	148	0.0721076
121_4	k141_196460	2674	3882	-	1209	293	0.0956413
121_5	k141_196460	4111	4440	-	330	67	0.0801244
122_1	k141_42136	49	2568	-	2520	30	0.00469813
123_1	k141_210503	1	1470	-	1470	0	0
123_2	k141_210503	1485	1802	-	318	0	0
123_3	k141_210503	1892	3172	-	1281	0	0
123_4	k141_210503	3191	3829	-	639	0	0
123_5	k141_210503	3966	5393	-	1428	1	0.00027636
124_1	k141_238591	1	417	+	417	4	0.00378554
124_2	k141_238591	442	1521	+	1080	11	0.00401951
125_1	k141_53	40	255	-	216	0	0
125_2	k141_53	298	1122	-	825	6	0.00287013
125_3	k141_53	1224	1901	-	678	1	0.000582069
126_1	k141_196462	3	734	+	732	7	0.00377391
126_2	k141_196462	1020	1475	-	456	7	0.00605811
126_3	k141_196462	1462	1641	-	180	1	0.00219246
127_1	k141_140334	162	845	+	684	28	0.016155
127_2	k141_140334	820	1494	-	675	45	0.0263095
127_3	k141_140334	1801	3294	-	1494	119	0.0314341
127_4	k141_140334	3739	4170	-	432	59	0.053898
127_5	k141_140334	4366	5520	-	1155	88	0.030068
127_6	k141_140334	5459	6130	-	672	55	0.0322996
127_7	k141_140334	6295	7227	-	933	57	0.02411
127_8	k141_140334	7199	8731	-	1533	97	0.0249709
127_9	k141_140334	8888	9055	-	168	12	0.0281888
127_10	k141_140334	9106	10404	-	1299	83	0.0252158
127_11	k141_140334	10476	11276	-	801	52	0.0256197
127_12	k141_140334	11273	12451	-	1179	82	0.0274476
127_13	k141_140334	12448	13416	-	969	100	0.0407268
127_14	k141_140334	13482	14009	-	528	42	0.031392
127_15	k141_140334	14349	14831	-	483	39	0.0318656
127_16	k141_140334	14831	15703	-	873	66	0.0298355
127_17	k141_140334	15723	16250	-	528	32	0.0239177
127_18	k141_140334	16278	17099	-	822	83	0.0398483
