# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_13_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_13/G1_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_13/G1_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_13/G1_2.bam	RPKG
11_3	k141_196450	940	1032	-	93	0	0
12_1	k141_182419	11	1801	-	1791	16	0.00487361
13_1	k141_266607	2	205	+	204	0	0
13_2	k141_266607	389	1297	+	909	51	0.0306078
13_3	k141_266607	1516	1581	+	66	0	0
14_1	k141_98230	3	722	+	720	0	0
14_2	k141_98230	748	1005	+	258	0	0
15_1	k141_112259	1	480	-	480	1	0.00113654
15_2	k141_112259	708	1397	+	690	0	0
16_1	k141_84195	121	948	-	828	2	0.00131773
16_2	k141_84195	1008	1295	-	288	0	0
16_3	k141_84195	1353	1499	-	147	0	0
17_1	k141_238545	1	258	-	258	0	0
17_2	k141_238545	274	1266	-	993	2	0.00109877
18_1	k141_126289	3	284	-	282	0	0
18_2	k141_126289	281	514	-	234	13	0.0303077
18_3	k141_126289	1012	1668	+	657	34	0.0282319
18_4	k141_126289	1742	3025	+	1284	18	0.00764775
18_5	k141_126289	3680	3844	-	165	6	0.0198378
19_1	k141_182422	2	745	+	744	0	0
19_2	k141_182422	735	1214	+	480	0	0
20_1	k141_70164	1	420	-	420	13	0.0168857
20_2	k141_70164	469	1761	-	1293	15	0.00632876
20_3	k141_70164	1767	2756	-	990	21	0.011572
20_4	k141_70164	2949	3107	+	159	0	0
21_1	k141_42098	29	958	+	930	36	0.0211177
21_2	k141_42098	1132	1515	-	384	20	0.0284135
21_3	k141_42098	1515	1763	-	249	8	0.0175274
21_4	k141_42098	1962	2879	+	918	19	0.0112911
21_5	k141_42098	2893	3849	-	957	22	0.0125411
22_1	k141_154357	3	626	-	624	10	0.00874262
22_2	k141_154357	669	1127	-	459	18	0.0213937
22_3	k141_154357	1243	2295	+	1053	22	0.0113978
22_4	k141_154357	2342	3160	-	819	17	0.0113238
22_5	k141_154357	3287	3574	+	288	4	0.00757694
23_1	k141_28064	211	927	+	717	21	0.0159781
23_2	k141_28064	940	1986	+	1047	23	0.0119842
23_3	k141_28064	2027	5233	+	3207	39	0.00663425
23_4	k141_28064	5279	5674	-	396	8	0.011021
24_1	k141_14035	1	114	-	114	23	0.110065
24_2	k141_14035	404	1051	-	648	75	0.0631411
24_3	k141_14035	1275	1979	+	705	58	0.0448813
24_4	k141_14035	2090	4096	-	2007	231	0.06279
24_5	k141_14035	4098	5675	-	1578	160	0.0553145
25_1	k141_224512	3	470	-	468	5	0.00582841
25_2	k141_224512	556	1182	-	627	3	0.00261024
25_3	k141_224512	1176	2201	-	1026	24	0.0127612
25_4	k141_224512	2230	2736	-	507	2	0.00215203
25_5	k141_224512	2823	4871	-	2049	19	0.00505869
25_6	k141_224512	4966	5280	-	315	2	0.00346374
25_7	k141_224512	5273	5734	-	462	6	0.00708493
25_8	k141_224512	5739	5891	-	153	1	0.00356562
25_9	k141_224512	5914	6594	-	681	8	0.00640869
26_1	k141_112260	3	428	-	426	40	0.0512244
26_2	k141_112260	540	641	+	102	13	0.0695295
26_3	k141_112260	1239	1661	+	423	26	0.033532
26_4	k141_112260	1731	2507	+	777	51	0.0358076
26_5	k141_112260	2628	2735	+	108	0	0
27_1	k141_140329	1	120	-	120	0	0
27_2	k141_140329	139	1449	-	1311	2	0.000832249
28_1	k141_182423	2	583	+	582	14	0.0131229
28_2	k141_182423	783	1535	-	753	1	0.000724488
28_3	k141_182423	1799	2017	+	219	0	0
29_1	k141_238550	315	2273	+	1959	52	0.0144809
30_1	k141_168386	2	6193	+	6192	2	0.000176208
31_1	k141_252574	2	556	+	555	2	0.00196591
31_2	k141_252574	632	1834	-	1203	9	0.00408134
31_3	k141_252574	1980	2180	+	201	0	0
31_4	k141_252574	2137	4452	+	2316	16	0.00376884
31_5	k141_252574	4463	5428	+	966	4	0.00225896
31_6	k141_252574	5437	6354	+	918	3	0.00178281
31_7	k141_252574	6457	7845	+	1389	9	0.00353481
32_1	k141_56137	1	1566	+	1566	10	0.00348365
32_2	k141_56137	1753	2025	-	273	0	0
33_1	k141_42105	153	1406	+	1254	0	0
34_1	k141_70172	1	543	+	543	1	0.00100468
34_2	k141_70172	577	1416	+	840	0	0
35_1	k141_112261	2	223	+	222	0	0
35_2	k141_112261	662	1063	-	402	0	0
35_3	k141_112261	1092	1280	-	189	0	0
35_4	k141_112261	1430	1501	+	72	0	0
36_1	k141_266617	1	171	+	171	0	0
36_2	k141_266617	176	517	+	342	3	0.00478543
36_3	k141_266617	510	1205	+	696	4	0.00313528
36_4	k141_266617	1242	1802	+	561	4	0.00388976
36_5	k141_266617	1845	1916	+	72	0	0
37_1	k141_154364	1	1500	-	1500	137	0.0498259
38_1	k141_168387	1	2010	-	2010	11	0.00298554
39_1	k141_14042	662	1189	+	528	16	0.0165315
39_2	k141_14042	1227	1718	+	492	15	0.0166323
39_3	k141_14042	1960	2307	+	348	4	0.00627057
40_1	k141_42107	3	176	-	174	0	0
40_2	k141_42107	151	594	-	444	4	0.00491477
40_3	k141_42107	785	1003	-	219	0	0
41_1	k141_28069	2	763	+	762	2	0.00143186
41_2	k141_28069	817	1356	+	540	0	0
42_1	k141_98239	27	1775	-	1749	108	0.0336868
42_2	k141_98239	1776	3560	-	1785	91	0.0278118
43_1	k141_17	2	433	+	432	4	0.00505129
43_2	k141_17	430	909	+	480	3	0.00340962
43_3	k141_17	957	1166	+	210	0	0
43_4	k141_17	1180	2376	+	1197	20	0.00911511
43_5	k141_17	2363	3097	+	735	5	0.00371115
43_6	k141_17	3115	3483	+	369	4	0.00591371
44_1	k141_182427	49	912	-	864	101	0.0637726
44_2	k141_182427	909	2006	-	1098	160	0.0794957
45_1	k141_112266	3	857	+	855	3	0.00191417
45_2	k141_112266	1016	1285	+	270	1	0.00202052
46_1	k141_238559	1	78	-	78	0	0
46_2	k141_238559	181	1524	-	1344	19	0.00771224
47_1	k141_56144	1	285	+	285	0	0
47_2	k141_56144	314	1084	+	771	2	0.00141515
48_1	k141_126296	70	906	-	837	5	0.0032589
48_2	k141_126296	1066	2973	-	1908	10	0.00285922
48_3	k141_126296	3094	4656	+	1563	6	0.0020942
48_4	k141_126296	4656	4751	+	96	0	0
49_1	k141_28071	41	949	+	909	2	0.00120031
49_2	k141_28071	964	1173	+	210	0	0
50_1	k141_266618	3	2771	+	2769	17	0.00334929
51_1	k141_14047	3	287	+	285	1	0.00191417
51_2	k141_14047	299	1027	+	729	7	0.00523838
51_3	k141_14047	1058	1936	+	879	14	0.00868891
52_1	k141_252577	2	424	+	423	0	0
52_2	k141_252577	447	791	-	345	4	0.0063251
52_3	k141_252577	905	2281	+	1377	5	0.0019809
52_4	k141_252577	2755	3537	-	783	9	0.00627057
53_1	k141_28072	2	1090	-	1089	5	0.00250477
54_1	k141_42112	1	771	+	771	5	0.00353787
54_2	k141_42112	821	1240	-	420	2	0.00259781
55_1	k141_154372	2	592	-	591	2	0.00184616
55_2	k141_154372	585	1010	-	426	2	0.00256122
56_1	k141_210482	3	596	+	594	4	0.00367367
56_2	k141_210482	786	1382	+	597	2	0.0018276
56_3	k141_210482	1646	3670	+	2025	22	0.00592685
56_4	k141_210482	3681	4964	+	1284	14	0.00594825
56_5	k141_210482	5014	6273	+	1260	22	0.00952529
56_6	k141_210482	6297	6776	+	480	12	0.0136385
56_7	k141_210482	6862	8502	-	1641	15	0.00498665
56_8	k141_210482	8648	8821	+	174	0	0
56_9	k141_210482	8844	9257	+	414	12	0.0158127
56_10	k141_210482	9502	11403	+	1902	24	0.00688378
57_1	k141_238562	2	328	+	327	4	0.00667327
57_2	k141_238562	469	1422	+	954	4	0.00228738
58_1	k141_28073	348	1067	-	720	0	0
59_1	k141_224516	44	1309	+	1266	107	0.046108
59_2	k141_224516	1444	2931	+	1488	88	0.0322631
59_3	k141_224516	2996	3736	-	741	33	0.0242953
59_4	k141_224516	3958	4974	+	1017	44	0.0236025
59_5	k141_224516	4993	6153	+	1161	40	0.0187955
60_1	k141_98243	3	269	+	267	2	0.00408644
60_2	k141_98243	262	1329	+	1068	42	0.0214538
60_3	k141_98243	1408	2406	+	999	78	0.0425947
60_4	k141_98243	2584	3297	+	714	27	0.0206296
61_1	k141_238564	1	1293	-	1293	0	0
62_1	k141_126301	323	1018	+	696	10	0.00783821
62_2	k141_126301	1035	1544	+	510	9	0.00962717
62_3	k141_126301	1556	2068	+	513	8	0.00850744
63_1	k141_266620	42	926	-	885	32	0.0197257
63_2	k141_266620	939	2483	-	1545	280	0.098868
63_3	k141_266620	2455	2613	-	159	7	0.0240175
64_1	k141_210485	2	1333	-	1332	0	0
64_2	k141_210485	1487	1582	-	96	0	0
65_1	k141_112280	2	1093	-	1092	0	0
66_1	k141_20	3	209	+	207	0	0
66_2	k141_20	206	1075	+	870	22	0.0137953
66_3	k141_20	1248	3182	-	1935	59	0.016634
66_4	k141_20	3680	4426	-	747	20	0.0146061
66_5	k141_20	4634	5149	-	516	9	0.00951522
67_1	k141_42118	2	1441	-	1440	13	0.00492501
67_2	k141_42118	1461	2060	-	600	1	0.000909232
67_3	k141_42118	2076	2174	-	99	0	0
68_1	k141_238567	2	427	-	426	4	0.00512244
68_2	k141_238567	461	1270	-	810	7	0.00471454
69_1	k141_28074	3	710	+	708	9	0.00693482
69_2	k141_28074	697	1041	+	345	9	0.0142315
69_3	k141_28074	1070	1603	+	534	16	0.0163458
69_4	k141_28074	1606	1812	+	207	1	0.00263546
69_5	k141_28074	1849	3246	+	1398	42	0.0163896
69_6	k141_28074	3263	4300	-	1038	15	0.00788352
70_1	k141_98252	3	134	-	132	2	0.00826575
70_2	k141_98252	164	1300	+	1137	5	0.00239903
71_1	k141_126302	3	68	-	66	0	0
71_2	k141_126302	403	2094	-	1692	2	0.000644846
71_3	k141_126302	2250	2696	+	447	0	0
71_4	k141_126302	2747	3373	+	627	0	0
72_1	k141_266623	368	658	+	291	0	0
72_2	k141_266623	718	984	+	267	0	0
72_3	k141_266623	1043	1534	+	492	0	0
72_4	k141_266623	1572	1811	+	240	0	0
72_5	k141_266623	2315	2560	+	246	0	0
72_6	k141_266623	2790	3191	-	402	1	0.00135706
73_1	k141_25	1	543	-	543	0	0
73_2	k141_25	540	1103	-	564	1	0.000967269
74_1	k141_112291	1	762	-	762	30	0.0214779
74_2	k141_112291	768	1367	-	600	20	0.0181846
75_1	k141_14066	3	1523	+	1521	14	0.0050214
75_2	k141_14066	1931	2248	+	318	1	0.00171553
76_1	k141_252590	169	1389	-	1221	37	0.0165315
76_2	k141_252590	1612	2637	-	1026	43	0.0228637
76_3	k141_252590	3151	4224	-	1074	55	0.0279373
77_1	k141_112293	3	263	+	261	7	0.0146313
77_2	k141_112293	277	1086	+	810	7	0.00471454
78_1	k141_29	3	590	-	588	0	0
78_2	k141_29	594	959	-	366	2	0.00298109
78_3	k141_29	1102	1401	+	300	1	0.00181846
79_1	k141_238577	240	1481	-	1242	54	0.0237191
80_1	k141_252591	2	211	-	210	0	0
80_2	k141_252591	287	1117	+	831	3	0.00196946
81_1	k141_112294	3	149	+	147	17	0.0630896
81_2	k141_112294	239	562	+	324	43	0.0724018
81_3	k141_112294	674	946	+	273	48	0.095919
81_4	k141_112294	943	1050	+	108	3	0.0151539
82_1	k141_84201	641	841	+	201	80	0.21713
82_2	k141_84201	900	1310	+	411	148	0.196447
82_3	k141_84201	1351	2244	-	894	209	0.127537
82_4	k141_84201	2508	2756	+	249	72	0.157746
82_5	k141_84201	2836	3534	-	699	197	0.15375
82_6	k141_84201	3882	4517	+	636	152	0.130381
82_7	k141_84201	4981	6411	-	1431	292	0.111319
82_8	k141_84201	6473	7957	-	1485	403	0.148049
82_9	k141_84201	8290	8775	-	486	131	0.147049
82_10	k141_84201	9128	11218	+	2091	628	0.163844
82_11	k141_84201	11543	12853	+	1311	390	0.162289
82_12	k141_84201	12924	13496	+	573	119	0.113297
82_13	k141_84201	13757	15103	-	1347	411	0.166456
82_14	k141_84201	15217	15675	-	459	112	0.133116
82_15	k141_84201	15834	16823	+	990	309	0.170274
83_1	k141_266634	1	474	+	474	2	0.00230185
83_2	k141_266634	477	920	+	444	0	0
84_1	k141_30	1	1314	-	1314	9	0.00373657
84_2	k141_30	1399	1560	-	162	2	0.00673506
85_1	k141_210488	3	1316	-	1314	13	0.00539727
85_2	k141_210488	1370	1729	-	360	7	0.0106077
85_3	k141_210488	2454	4262	-	1809	32	0.00965023
85_4	k141_210488	4524	5864	-	1341	13	0.0052886
85_5	k141_210488	5896	6738	-	843	11	0.00711855
85_6	k141_210488	6837	7841	+	1005	14	0.00759956
86_1	k141_252592	3	659	-	657	174	0.144481
86_2	k141_252592	616	1071	-	456	149	0.178257
86_3	k141_252592	1086	1622	-	537	27	0.0274294
86_4	k141_252592	1636	1893	-	258	75	0.158587
87_1	k141_56165	2	2023	-	2022	0	0
87_2	k141_56165	2092	3339	-	1248	4	0.00174852
87_3	k141_56165	3435	5165	-	1731	3	0.000945476
87_4	k141_56165	5191	5751	-	561	4	0.00388976
87_5	k141_56165	6036	6446	-	411	3	0.00398204
87_6	k141_56165	6459	6524	-	66	0	0
88_1	k141_266639	3	551	-	549	1	0.000993697
88_2	k141_266639	650	868	-	219	1	0.00249105
89_1	k141_34	2	118	+	117	3	0.0139882
89_2	k141_34	121	1431	+	1311	129	0.0536801
90_1	k141_126303	1	1005	+	1005	0	0
90_2	k141_126303	980	2203	+	1224	0	0
90_3	k141_126303	2268	3239	+	972	0	0
90_4	k141_126303	3548	4435	-	888	0	0
90_5	k141_126303	4663	6321	+	1659	0	0
90_6	k141_126303	6355	7629	+	1275	1	0.000427874
90_7	k141_126303	7641	7748	+	108	0	0
91_1	k141_210489	316	942	-	627	71	0.0617756
91_2	k141_210489	982	2136	-	1155	98	0.0462882
91_3	k141_210489	2277	2456	-	180	11	0.0333385
92_1	k141_252595	1	294	+	294	1	0.00185558
92_2	k141_252595	320	967	+	648	3	0.00252565
92_3	k141_252595	1134	1730	+	597	1	0.000913802
93_1	k141_266640	2	379	-	378	27	0.0389671
93_2	k141_266640	423	1337	-	915	28	0.0166941
93_3	k141_266640	1371	1760	-	390	2	0.00279764
94_1	k141_56168	3	956	-	954	40	0.0228738
94_2	k141_56168	1145	1687	-	543	59	0.0592759
95_1	k141_126306	123	1478	+	1356	13	0.0052301
96_1	k141_56170	3	647	+	645	0	0
96_2	k141_56170	770	1054	+	285	1	0.00191417
97_1	k141_41	1	510	+	510	0	0
97_2	k141_41	768	1055	+	288	0	0
98_1	k141_84211	2	1042	+	1041	12	0.00628864
98_2	k141_84211	1054	2127	+	1074	16	0.00812722
98_3	k141_84211	2127	2753	+	627	7	0.00609055
99_1	k141_266641	1	693	-	693	0	0
99_2	k141_266641	949	1458	+	510	0	0
99_3	k141_266641	1770	1931	+	162	0	0
99_4	k141_266641	2055	2225	+	171	0	0
99_5	k141_266641	2222	2293	+	72	0	0
100_1	k141_43	108	1004	-	897	3	0.00182455
101_1	k141_196454	46	2133	-	2088	49	0.0128024
101_2	k141_196454	2379	3614	-	1236	35	0.0154481
101_3	k141_196454	3641	4300	-	660	17	0.0140518
101_4	k141_196454	4302	5477	-	1176	22	0.0102057
101_5	k141_196454	5511	6548	-	1038	33	0.0173437
101_6	k141_196454	6630	7457	-	828	32	0.0210837
101_7	k141_196454	7462	8493	-	1032	23	0.0121583
101_8	k141_196454	8494	9504	-	1011	20	0.0107921
101_9	k141_196454	10024	11466	-	1443	51	0.019281
101_10	k141_196454	11721	12260	-	540	14	0.0141436
101_11	k141_196454	12361	12753	-	393	33	0.0458087
101_12	k141_196454	12757	13191	-	435	19	0.0238282
101_13	k141_196454	13631	13915	-	285	12	0.0229701
101_14	k141_196454	14057	15115	+	1059	33	0.0169998
101_15	k141_196454	15289	16146	+	858	8	0.00508662
101_16	k141_196454	16260	17540	-	1281	42	0.0178865
101_17	k141_196454	17789	19150	-	1362	24	0.00961303
101_18	k141_196454	19167	20405	-	1239	21	0.00924643
101_19	k141_196454	20560	21501	+	942	11	0.00637042
101_20	k141_196454	21494	21694	+	201	3	0.00814238
101_21	k141_196454	21796	22020	+	225	4	0.00969848
101_22	k141_196454	22450	23124	-	675	22	0.0177805
101_23	k141_196454	23351	25465	-	2115	44	0.0113493
101_24	k141_196454	25686	27455	-	1770	45	0.0138696
102_1	k141_210496	1	789	-	789	183	0.126532
102_2	k141_210496	786	980	-	195	28	0.0783339
102_3	k141_210496	1002	1586	-	585	111	0.103513
102_4	k141_210496	1648	1815	-	168	27	0.087676
103_1	k141_42126	2	913	-	912	22	0.0131599
103_2	k141_42126	1297	1407	-	111	5	0.0245739
103_3	k141_42126	1583	1972	+	390	30	0.0419646
103_4	k141_42126	2468	3190	+	723	28	0.0211274
103_5	k141_42126	3187	4002	+	816	41	0.0274107
103_6	k141_42126	3983	4240	+	258	13	0.0274884
103_7	k141_42126	4251	4502	+	252	9	0.0194836
103_8	k141_42126	4508	5089	+	582	35	0.0328074
103_9	k141_42126	5086	6444	+	1359	52	0.0208742
103_10	k141_42126	6431	6784	+	354	7	0.0107875
103_11	k141_42126	6775	8466	+	1692	86	0.0277284
103_12	k141_42126	8470	8892	+	423	30	0.0386907
103_13	k141_42126	8889	9494	+	606	34	0.0306078
103_14	k141_42126	9463	11787	+	2325	79	0.0185366
103_15	k141_42126	11784	11960	+	177	7	0.021575
104_1	k141_84214	2	259	+	258	0	0
104_2	k141_84214	342	1145	-	804	0	0
105_1	k141_14068	1	333	+	333	0	0
105_2	k141_14068	347	1066	+	720	0	0
105_3	k141_14068	1078	2598	+	1521	1	0.000358672
105_4	k141_14068	2610	3614	+	1005	0	0
105_5	k141_14068	3635	4702	+	1068	0	0
105_6	k141_14068	4719	5504	+	786	0	0
105_7	k141_14068	5514	6239	+	726	0	0
105_8	k141_14068	6260	6490	+	231	0	0
105_9	k141_14068	6514	6735	+	222	0	0
105_10	k141_14068	6790	7632	+	843	0	0
105_11	k141_14068	7634	8302	+	669	3	0.00244637
105_12	k141_14068	8322	9458	+	1137	0	0
105_13	k141_14068	9559	10596	+	1038	0	0
106_1	k141_168398	174	884	+	711	0	0
106_2	k141_168398	865	1743	+	879	1	0.000620637
106_3	k141_168398	1740	2861	+	1122	0	0
106_4	k141_168398	2931	3425	+	495	0	0
106_5	k141_168398	3458	5074	+	1617	3	0.00101213
106_6	k141_168398	5203	5754	-	552	1	0.000988296
106_7	k141_168398	5762	6763	-	1002	0	0
106_8	k141_168398	6928	9942	+	3015	6	0.00108565
106_9	k141_168398	10117	12120	+	2004	0	0
106_10	k141_168398	12117	13022	+	906	0	0
106_11	k141_168398	13026	14276	+	1251	0	0
106_12	k141_168398	14264	14470	-	207	0	0
106_13	k141_168398	14532	15167	+	636	0	0
106_14	k141_168398	15195	16685	+	1491	0	0
106_15	k141_168398	16771	17880	-	1110	5	0.00245739
106_16	k141_168398	18030	18788	-	759	0	0
107_1	k141_112296	3	446	+	444	0	0
107_2	k141_112296	447	1334	+	888	3	0.00184304
107_3	k141_112296	1328	2128	+	801	3	0.00204322
107_4	k141_112296	2171	3202	+	1032	8	0.00422899
107_5	k141_112296	3292	4056	+	765	5	0.00356562
107_6	k141_112296	4129	4860	+	732	1	0.000745273
107_7	k141_112296	4860	5957	+	1098	8	0.00397479
107_8	k141_112296	5969	6793	+	825	9	0.00595134
107_9	k141_112296	6973	7407	+	435	1	0.00125411
107_10	k141_112296	7434	7826	+	393	7	0.00971699
107_11	k141_112296	8304	8897	+	594	161	0.147865
108_1	k141_266642	2	130	-	129	0	0
108_2	k141_266642	169	906	-	738	9	0.00665292
108_3	k141_266642	925	2355	-	1431	8	0.00304984
109_1	k141_210501	1	801	+	801	15	0.0102161
109_2	k141_210501	914	1054	+	141	0	0
110_1	k141_84216	1	78	-	78	0	0
110_2	k141_84216	495	1034	-	540	0	0
110_3	k141_84216	1306	1467	+	162	0	0
111_1	k141_252607	34	1002	+	969	0	0
111_2	k141_252607	1076	1279	+	204	0	0
112_1	k141_168402	2	1087	+	1086	0	0
113_1	k141_47	1	987	-	987	3	0.00165817
113_2	k141_47	995	2503	-	1509	5	0.00180762
114_1	k141_42134	2	1012	-	1011	1	0.000539604
115_1	k141_238586	1	285	+	285	4	0.00765669
115_2	k141_238586	460	876	-	417	0	0
115_3	k141_238586	876	1511	-	636	6	0.0051466
115_4	k141_238586	1548	2498	-	951	0	0
115_5	k141_238586	2511	3242	-	732	9	0.00670745
115_6	k141_238586	3322	4029	-	708	4	0.00308214
115_7	k141_238586	4124	4579	-	456	1	0.00119636
115_8	k141_238586	4698	6092	-	1395	8	0.00312854
115_9	k141_238586	6528	7682	-	1155	6	0.00283397
115_10	k141_238586	8477	9907	+	1431	18	0.00686213
116_1	k141_154376	3	374	+	372	10	0.014665
116_2	k141_154376	379	1872	+	1494	58	0.0211789
116_3	k141_154376	1856	2104	+	249	10	0.0219092
116_4	k141_154376	2101	2403	+	303	11	0.0198051
116_5	k141_154376	2400	2864	+	465	27	0.0316765
116_6	k141_154376	2864	3289	+	426	13	0.0166479
116_7	k141_154376	3764	4882	+	1119	38	0.0185259
116_8	k141_154376	4902	5291	+	390	18	0.0251787
116_9	k141_154376	5312	6346	+	1035	42	0.0221378
116_10	k141_154376	6359	6850	+	492	15	0.0166323
116_11	k141_154376	6840	7235	+	396	18	0.0247972
116_12	k141_154376	7238	7615	+	378	10	0.0144323
116_13	k141_154376	7599	8009	+	411	11	0.0146008
116_14	k141_154376	8006	8872	+	867	30	0.0188768
116_15	k141_154376	8882	9076	+	195	1	0.00279764
116_16	k141_154376	9081	10490	+	1410	53	0.0205061
116_17	k141_154376	10505	10966	+	462	7	0.00826575
116_18	k141_154376	10982	11473	+	492	19	0.0210676
116_19	k141_154376	11497	11619	+	123	10	0.0443528
116_20	k141_154376	11620	14712	+	3093	99	0.0174615
116_21	k141_154376	14713	15672	+	960	16	0.00909232
116_22	k141_154376	15679	16677	+	999	26	0.0141982
116_23	k141_154376	16689	16964	+	276	10	0.0197659
116_24	k141_154376	16954	17451	+	498	17	0.0186228
116_25	k141_154376	17454	18605	+	1152	44	0.0208366
116_26	k141_154376	18610	19182	+	573	20	0.0190415
116_27	k141_154376	19187	20359	+	1173	35	0.0162778
116_28	k141_154376	20851	21846	-	996	18	0.00985915
116_29	k141_154376	21869	22078	+	210	5	0.012989
117_1	k141_252612	2	1648	+	1647	5	0.00165616
117_2	k141_252612	1717	2445	+	729	3	0.00224502
118_1	k141_84217	173	1762	-	1590	12	0.00411728
118_2	k141_84217	1765	2496	-	732	2	0.00149055
118_3	k141_84217	2771	3502	+	732	2	0.00149055
118_4	k141_84217	3611	3730	+	120	6	0.027277
119_1	k141_168406	1	1161	+	1161	0	0
119_2	k141_168406	1172	1447	+	276	0	0
120_1	k141_28083	255	1163	-	909	37	0.0222057
120_2	k141_28083	1160	1927	-	768	45	0.0319652
120_3	k141_28083	1929	5129	-	3201	180	0.030677
120_4	k141_28083	5126	6190	-	1065	66	0.0338081
120_5	k141_28083	6187	7479	-	1293	83	0.0350192
120_6	k141_28083	7466	8431	-	966	82	0.0463087
120_7	k141_28083	8624	10246	-	1623	100	0.033613
120_8	k141_28083	10549	12516	-	1968	140	0.0388087
120_9	k141_28083	12522	13046	-	525	42	0.0436432
120_10	k141_28083	13279	14253	-	975	118	0.0660243
120_11	k141_28083	14520	15041	-	522	52	0.0543449
120_12	k141_28083	15038	15952	-	915	66	0.0393504
121_1	k141_196460	3	251	-	249	3	0.00657277
121_2	k141_196460	281	1837	-	1557	7	0.00245265
121_3	k141_196460	1850	2659	-	810	10	0.00673506
121_4	k141_196460	2674	3882	-	1209	19	0.00857341
121_5	k141_196460	4111	4440	-	330	3	0.00495945
122_1	k141_42136	49	2568	-	2520	18	0.00389671
123_1	k141_210503	1	1470	-	1470	0	0
123_2	k141_210503	1485	1802	-	318	0	0
123_3	k141_210503	1892	3172	-	1281	0	0
123_4	k141_210503	3191	3829	-	639	2	0.00170748
123_5	k141_210503	3966	5393	-	1428	0	0
124_1	k141_238591	1	417	+	417	4	0.00523299
124_2	k141_238591	442	1521	+	1080	2	0.00101026
125_1	k141_53	40	255	-	216	0	0
125_2	k141_53	298	1122	-	825	3	0.00198378
125_3	k141_53	1224	1901	-	678	3	0.00241389
126_1	k141_196462	3	734	+	732	0	0
126_2	k141_196462	1020	1475	-	456	2	0.00239272
126_3	k141_196462	1462	1641	-	180	0	0
127_1	k141_140334	162	845	+	684	71	0.0566276
127_2	k141_140334	820	1494	-	675	67	0.0541498
127_3	k141_140334	1801	3294	-	1494	203	0.0741262
127_4	k141_140334	3739	4170	-	432	58	0.0732437
127_5	k141_140334	4366	5520	-	1155	74	0.0349523
127_6	k141_140334	5459	6130	-	672	42	0.0340962
127_7	k141_140334	6295	7227	-	933	115	0.0672423
127_8	k141_140334	7199	8731	-	1533	139	0.0494651
127_9	k141_140334	8888	9055	-	168	11	0.0357198
127_10	k141_140334	9106	10404	-	1299	136	0.0571158
127_11	k141_140334	10476	11276	-	801	60	0.0408644
127_12	k141_140334	11273	12451	-	1179	105	0.0485849
127_13	k141_140334	12448	13416	-	969	92	0.0517953
127_14	k141_140334	13482	14009	-	528	57	0.0588935
127_15	k141_140334	14349	14831	-	483	49	0.0553446
127_16	k141_140334	14831	15703	-	873	86	0.0537416
127_17	k141_140334	15723	16250	-	528	41	0.042362
127_18	k141_140334	16278	17099	-	822	124	0.0822955
