# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_2_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_2/C9_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_2/C9_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_2/C9_1.bam	RPKG
27_2	k141_41009	1528	2460	+	933	20	0.0176936
27_3	k141_41009	2328	2840	-	513	7	0.0112629
27_4	k141_41009	3278	4003	+	726	24	0.0272862
27_5	k141_41009	4000	4179	+	180	1	0.0045856
28_1	k141_194766	2	682	+	681	14	0.0169687
28_2	k141_194766	837	1469	+	633	21	0.0273832
28_3	k141_194766	2025	2279	+	255	13	0.0420796
28_4	k141_194766	2533	2886	+	354	14	0.0326432
29_1	k141_82015	2	892	+	891	48	0.0444664
29_2	k141_82015	889	1092	+	204	2	0.00809223
30_1	k141_61512	279	683	-	405	7	0.0142663
30_2	k141_61512	692	1039	-	348	3	0.00711558
31_1	k141_92267	143	1528	-	1386	39	0.0232258
32_1	k141_20512	3	320	+	318	33	0.0856555
32_2	k141_20512	331	849	+	519	33	0.0524826
33_1	k141_16	1	1017	+	1017	6	0.00486966
34_1	k141_164019	1	288	+	288	3	0.008598
34_2	k141_164019	293	1009	+	717	7	0.00805837
35_1	k141_194767	1	957	+	957	16	0.0137999
36_1	k141_112769	2	1423	+	1422	21	0.0121896
36_2	k141_112769	1454	2830	+	1377	8	0.0047954
37_1	k141_123017	3	164	-	162	2	0.0101902
37_2	k141_123017	327	593	+	267	6	0.0185485
37_3	k141_123017	746	1237	+	492	14	0.0234872
37_4	k141_123017	1200	1502	+	303	9	0.0245171
37_5	k141_123017	1682	2548	-	867	11	0.0104723
38_1	k141_41011	3	395	+	393	15	0.0315041
38_2	k141_41011	418	729	+	312	9	0.0238098
38_3	k141_41011	742	1035	+	294	4	0.01123
39_1	k141_10259	1	318	-	318	115	0.298496
39_2	k141_10259	326	901	-	576	198	0.283734
39_3	k141_10259	904	1890	-	987	421	0.352074
39_4	k141_10259	1925	3277	-	1353	671	0.409348
39_5	k141_10259	3258	3566	-	309	65	0.173629
39_6	k141_10259	3573	4196	-	624	286	0.378312
39_7	k141_10259	4228	5049	-	822	518	0.520147
40_1	k141_61515	3	167	+	165	4	0.0200099
40_2	k141_61515	207	404	+	198	4	0.0166749
40_3	k141_61515	435	791	+	357	15	0.034681
40_4	k141_61515	844	1179	-	336	6	0.0147394
40_5	k141_61515	1320	1475	+	156	1	0.00529107
41_1	k141_19	102	1100	-	999	16	0.0132197
42_1	k141_184520	311	1444	+	1134	32	0.0232919
43_1	k141_20517	2	490	-	489	2	0.0033759
43_2	k141_20517	493	1161	-	669	4	0.00493517
44_1	k141_174265	1	1842	+	1842	258	0.115611
44_2	k141_174265	1849	3900	+	2052	209	0.0840693
44_3	k141_174265	3920	4864	+	945	92	0.0803571
44_4	k141_174265	4960	6081	+	1122	181	0.133154
45_1	k141_21	1	1068	-	1068	15	0.0115928
46_1	k141_123022	3	944	-	942	22	0.019277
47_1	k141_71774	13	1047	+	1035	15	0.0119624
48_1	k141_10262	1	171	-	171	6	0.0289617
48_2	k141_10262	335	1387	-	1053	344	0.269649
49_1	k141_174266	2	82	-	81	8	0.0815217
49_2	k141_174266	470	1078	+	609	59	0.0799656
50_1	k141_51268	3	701	-	699	59	0.0696696
50_2	k141_51268	1054	1974	-	921	47	0.0421218
50_3	k141_51268	2105	2314	+	210	0	0
50_4	k141_51268	2348	3250	+	903	67	0.0612429
50_5	k141_51268	3260	3799	+	540	15	0.022928
50_6	k141_51268	3841	4902	-	1062	53	0.0411927
51_1	k141_61518	147	1265	+	1119	35	0.025817
51_2	k141_61518	1211	1597	+	387	18	0.038391
51_3	k141_61518	1641	2267	+	627	3	0.00394932
52_1	k141_123024	2	1051	-	1050	8	0.00628882
53_1	k141_164025	2	1927	+	1926	93	0.0398561
53_2	k141_164025	1928	2161	+	234	4	0.0141095
53_3	k141_164025	2175	2717	+	543	23	0.034962
53_4	k141_164025	2759	3100	+	342	11	0.0265482
53_5	k141_164025	3108	3182	+	75	0	0
54_1	k141_30773	3	1490	-	1488	33	0.0183054
55_1	k141_24	2	187	+	186	4	0.0177507
55_2	k141_24	199	483	+	285	2	0.00579233
55_3	k141_24	495	782	+	288	10	0.02866
55_4	k141_24	786	1034	+	249	6	0.0198893
55_5	k141_24	1207	1293	-	87	0	0
56_1	k141_71777	3	1505	+	1503	45	0.0247128
57_1	k141_92277	2	1483	+	1482	28	0.0155947
58_1	k141_61520	3	410	-	408	3	0.00606917
58_2	k141_61520	425	718	-	294	10	0.0280751
58_3	k141_61520	733	1398	-	666	5	0.00619675
59_1	k141_112773	21	1049	-	1029	54	0.0433158
59_2	k141_112773	1116	3113	+	1998	84	0.0347018
59_3	k141_112773	3134	3907	+	774	26	0.0277269
60_1	k141_123026	3	1118	+	1116	38	0.0281053
61_1	k141_51270	1	840	-	840	14	0.0137568
61_2	k141_51270	867	1478	-	612	8	0.0107896
62_1	k141_10265	2	1201	-	1200	22	0.0151325
62_2	k141_10265	1215	1793	-	579	10	0.0142557
63_1	k141_143517	85	1395	-	1311	14	0.00881442
63_2	k141_143517	1434	2687	-	1254	23	0.0151391
63_3	k141_143517	2701	3744	-	1044	14	0.0110687
63_4	k141_143517	3871	4737	-	867	11	0.0104723
63_5	k141_143517	4750	5631	-	882	14	0.0131017
63_6	k141_143517	5677	5781	-	105	0	0
63_7	k141_143517	5796	6293	-	498	5	0.00828722
64_1	k141_30774	3	1598	+	1596	121	0.0625779
64_2	k141_30774	1668	2447	+	780	30	0.0317464
65_1	k141_61522	1	936	+	936	1	0.000881846
65_2	k141_61522	1094	1534	+	441	0	0
66_1	k141_184523	1	174	+	174	3	0.0142312
66_2	k141_184523	332	1462	+	1131	34	0.0248133
66_3	k141_184523	1469	3223	+	1755	35	0.0164611
66_4	k141_184523	3213	4733	+	1521	19	0.0103108
66_5	k141_184523	4702	5085	+	384	7	0.0150465
66_6	k141_184523	5205	5408	+	204	5	0.0202306
67_1	k141_10267	67	738	+	672	4	0.00491314
67_2	k141_10267	803	1030	+	228	0	0
68_1	k141_174275	3	134	+	132	1	0.00625309
68_2	k141_174275	147	395	+	249	13	0.0430936
68_3	k141_174275	1051	2127	+	1077	30	0.0229919
68_4	k141_174275	2131	2208	+	78	0	0
69_1	k141_194773	101	841	-	741	26	0.0289617
69_2	k141_194773	1044	1490	+	447	9	0.0166189
69_3	k141_194773	1520	3076	+	1557	51	0.0270365
69_4	k141_194773	3318	4172	+	855	29	0.0279963
69_5	k141_194773	4188	4862	+	675	31	0.0379076
69_6	k141_194773	5158	5760	+	603	20	0.0273767
70_1	k141_102534	3	596	-	594	49	0.0680892
70_2	k141_102534	761	1072	-	312	39	0.103176
70_3	k141_102534	1742	1996	-	255	5	0.0161845
71_1	k141_32	253	1104	-	852	33	0.03197
72_1	k141_51273	1	1086	+	1086	18	0.0136808
72_2	k141_51273	1635	2177	+	543	11	0.016721
73_1	k141_92282	3	1763	+	1761	6	0.00281229
74_1	k141_30776	3	335	+	333	6	0.0148722
74_2	k141_30776	328	1182	+	855	16	0.0154462
74_3	k141_30776	1175	1549	+	375	4	0.00880435
75_1	k141_123030	19	1725	+	1707	11	0.00531897
76_1	k141_10269	1	477	-	477	5	0.00865207
76_2	k141_10269	490	837	-	348	6	0.0142312
76_3	k141_10269	882	1214	-	333	8	0.0198296
77_1	k141_174277	1	540	-	540	6	0.00917119
77_2	k141_174277	518	1648	-	1131	13	0.00948744
78_1	k141_143522	91	459	+	369	4	0.00894751
78_2	k141_143522	563	1906	-	1344	14	0.008598
79_1	k141_61526	1	345	-	345	3	0.00717746
79_2	k141_61526	679	1338	-	660	9	0.0112556
80_1	k141_82022	3	119	+	117	3	0.0211643
80_2	k141_82022	116	973	+	858	20	0.0192403
80_3	k141_82022	1030	1236	+	207	3	0.0119624
80_4	k141_82022	1263	2039	-	777	34	0.0361182
80_5	k141_82022	2042	2476	-	435	27	0.0512322
80_6	k141_82022	2669	6016	+	3348	158	0.0389529
80_7	k141_82022	6009	9158	+	3150	79	0.0207007
81_1	k141_10270	3	1052	-	1050	7	0.00550272
82_1	k141_92283	2	1141	-	1140	20	0.0144808
82_2	k141_92283	1146	1985	-	840	14	0.0137568
83_1	k141_82023	3	731	+	729	0	0
83_2	k141_82023	814	1125	+	312	2	0.00529107
84_1	k141_184526	2	805	+	804	15	0.0153994
84_2	k141_184526	829	2988	+	2160	64	0.0244565
85_1	k141_174281	364	789	+	426	3	0.00581273
85_2	k141_174281	792	1607	+	816	10	0.0101153
86_1	k141_194781	1	426	-	426	0	0
86_2	k141_194781	502	1263	-	762	11	0.0119153
86_3	k141_194781	1275	1880	-	606	2	0.00272412
87_1	k141_40	2	1393	-	1392	21	0.0124523
88_1	k141_153758	2	739	-	738	157	0.175595
88_2	k141_153758	1183	1767	+	585	166	0.234218
88_3	k141_153758	1928	2404	-	477	94	0.162659
88_4	k141_153758	2447	3577	-	1131	180	0.131365
88_5	k141_153758	3564	3842	-	279	43	0.127213
88_6	k141_153758	4084	4662	+	579	98	0.139706
88_7	k141_153758	4672	6216	-	1545	293	0.156534
88_8	k141_153758	6320	6550	-	231	33	0.117915
88_9	k141_153758	6577	7965	-	1389	344	0.204421
88_10	k141_153758	8265	9251	-	987	201	0.168092
88_11	k141_153758	9377	12757	-	3381	546	0.133296
88_12	k141_153758	13020	13214	-	195	15	0.0634929
88_13	k141_153758	13293	14150	-	858	160	0.153922
88_14	k141_153758	14152	14778	-	627	102	0.134277
88_15	k141_153758	15214	16491	-	1278	319	0.206029
88_16	k141_153758	16933	17865	+	933	188	0.16632
88_17	k141_153758	17904	18446	+	543	99	0.150489
88_18	k141_153758	18772	19443	-	672	91	0.111774
88_19	k141_153758	19476	19907	-	432	71	0.135657
89_1	k141_123034	1	1317	+	1317	32	0.0200555
90_1	k141_184527	1	639	-	639	11	0.0142089
90_2	k141_184527	654	1310	-	657	8	0.0100506
90_3	k141_184527	1364	1705	-	342	2	0.00482694
91_1	k141_10272	3	368	-	366	0	0
91_2	k141_10272	361	1092	-	732	28	0.031573
91_3	k141_10272	1085	1933	-	849	17	0.0165276
92_1	k141_174283	3	302	-	300	0	0
92_2	k141_174283	325	1479	-	1155	0	0
93_1	k141_51282	3	359	-	357	1	0.00231207
93_2	k141_51282	487	1914	-	1428	22	0.0127164
93_3	k141_51282	1968	2936	-	969	9	0.00766632
94_1	k141_194784	2	409	+	408	1	0.00202306
94_2	k141_194784	570	1331	+	762	14	0.015165
95_1	k141_71779	3	371	+	369	2	0.00447375
95_2	k141_71779	842	1549	+	708	22	0.0256483
95_3	k141_71779	1628	2806	+	1179	14	0.00980128
95_4	k141_71779	2929	4476	+	1548	22	0.0117306
95_5	k141_71779	4547	6241	+	1695	36	0.0175308
95_6	k141_71779	6329	7174	+	846	13	0.0126836
95_7	k141_71779	7184	8590	+	1407	31	0.018186
95_8	k141_71779	8610	8687	-	78	0	0
96_1	k141_102543	3	965	+	963	24	0.0205709
96_2	k141_102543	962	1162	+	201	1	0.00410651
96_3	k141_102543	1137	2159	+	1023	53	0.042763
96_4	k141_102543	2183	2530	+	348	8	0.0189749
96_5	k141_102543	2540	3880	+	1341	67	0.0412396
96_6	k141_102543	3880	4125	+	246	1	0.00335532
97_1	k141_10274	231	704	-	474	166	0.289067
98_1	k141_61536	3	590	-	588	15	0.0210563
98_2	k141_61536	614	1063	-	450	12	0.0220109
98_3	k141_61536	1068	1409	-	342	4	0.00965389
99_1	k141_184528	2	340	+	339	0	0
99_2	k141_184528	360	1652	+	1293	42	0.0268114
99_3	k141_184528	1957	2268	+	312	4	0.0105821
100_1	k141_41	1	1272	-	1272	56	0.0363387
100_2	k141_41	1238	1606	-	369	15	0.0335532
100_3	k141_41	1606	2085	-	480	25	0.04299
100_4	k141_41	2178	2948	-	771	54	0.0578106
100_5	k141_41	2961	3185	-	225	10	0.0366848
101_1	k141_112776	2	889	-	888	67	0.0622774
101_2	k141_112776	1027	3210	+	2184	95	0.0359037
101_3	k141_112776	3874	4659	+	786	70	0.0735096
101_4	k141_112776	4628	5110	+	483	23	0.0393051
101_5	k141_112776	5113	5880	+	768	48	0.051588
101_6	k141_112776	6179	6778	+	600	51	0.0701596
101_7	k141_112776	7118	7489	+	372	29	0.0643463
101_8	k141_112776	7498	7818	+	321	20	0.0514273
101_9	k141_112776	8189	8290	+	102	17	0.137568
102_1	k141_164041	162	599	-	438	12	0.0226139
102_2	k141_164041	699	2459	-	1761	58	0.0271855
102_3	k141_164041	2449	3813	-	1365	35	0.0211643
102_4	k141_164041	3850	4278	-	429	8	0.0153922
103_1	k141_123035	2	151	+	150	14	0.077038
103_2	k141_123035	247	798	-	552	18	0.0269155
103_3	k141_123035	795	1307	-	513	20	0.0321796
103_4	k141_123035	1313	2584	-	1272	89	0.0577526
103_5	k141_123035	2828	3304	+	477	23	0.0397995
104_1	k141_42	3	1004	-	1002	33	0.0271841
104_2	k141_42	1226	1864	-	639	10	0.0129172
105_1	k141_61539	1	225	-	225	1	0.00366848
105_2	k141_61539	326	508	-	183	1	0.00451042
105_3	k141_61539	518	1132	-	615	13	0.0174476
106_1	k141_164044	1	1257	-	1257	63	0.0413689
107_1	k141_184530	231	1910	-	1680	635	0.311984
108_1	k141_71782	1	606	-	606	9	0.0122585
108_2	k141_71782	613	1320	-	708	11	0.0128241
108_3	k141_71782	1412	1741	-	330	9	0.0225111
108_4	k141_71782	2037	2186	+	150	4	0.0220109
108_5	k141_71782	2186	2770	+	585	22	0.031041
109_1	k141_92285	3	4961	+	4959	232	0.0386156
109_2	k141_92285	4963	6093	-	1131	45	0.0328411
109_3	k141_92285	6225	6392	-	168	2	0.00982628
110_1	k141_10277	1	414	-	414	71	0.141555
110_2	k141_10277	616	930	+	315	82	0.214868
110_3	k141_10277	956	1237	+	282	104	0.304406
110_4	k141_10277	1237	1944	+	708	364	0.424362
110_5	k141_10277	1946	2062	+	117	22	0.155205
111_1	k141_143530	1	459	+	459	3	0.00539482
111_2	k141_143530	761	1645	-	885	38	0.0354412
111_3	k141_143530	1721	2089	-	369	10	0.0223688
111_4	k141_143530	2082	3332	-	1251	50	0.0329899
111_5	k141_143530	3559	4899	-	1341	47	0.0289293
111_6	k141_143530	5008	5919	-	912	41	0.0371071
111_7	k141_143530	5916	6386	-	471	19	0.0332967
111_8	k141_143530	6508	6669	+	162	2	0.0101902
112_1	k141_123041	3	74	-	72	0	0
112_2	k141_123041	71	466	-	396	21	0.0437716
112_3	k141_123041	663	1085	+	423	41	0.080004
112_4	k141_123041	1089	1325	+	237	21	0.0731374
113_1	k141_102549	3	335	+	333	5	0.0123935
113_2	k141_102549	384	1403	-	1020	27	0.021849
113_3	k141_102549	1448	2650	-	1203	34	0.0233282
113_4	k141_102549	2683	3177	-	495	3	0.00500247
114_1	k141_143532	1	1239	-	1239	13	0.00866045
115_1	k141_112777	1	222	-	222	12	0.0446166
115_2	k141_112777	442	3693	-	3252	290	0.0736065
115_3	k141_112777	3695	4621	-	927	39	0.0347259
116_1	k141_61545	2	1129	-	1128	16	0.0117079
116_2	k141_61545	1144	1467	-	324	3	0.00764266
117_1	k141_123043	1	1143	+	1143	18	0.0129985
117_2	k141_123043	1266	1430	+	165	3	0.0150074
118_1	k141_82027	108	983	+	876	104	0.0979936
118_2	k141_82027	1132	2004	+	873	111	0.104949
118_3	k141_82027	2261	3403	-	1143	174	0.125653
118_4	k141_82027	3400	5034	-	1635	189	0.0954141
118_5	k141_82027	5060	6094	-	1035	120	0.0956994
118_6	k141_82027	6184	8028	-	1845	229	0.102449
118_7	k141_82027	8040	8792	-	753	24	0.0263078
119_1	k141_10283	2	427	+	426	38	0.0736279
119_2	k141_10283	525	1331	-	807	135	0.138079
120_1	k141_61546	3	1220	-	1218	25	0.0169419
121_1	k141_194798	2	421	+	420	9	0.0176873
121_2	k141_194798	433	1812	+	1380	24	0.0143549
121_3	k141_194798	1828	2748	+	921	26	0.0233014
121_4	k141_194798	2735	3028	+	294	3	0.00842253
122_1	k141_143534	1	633	-	633	15	0.0195594
122_2	k141_143534	935	1153	-	219	5	0.0188449
123_1	k141_184533	1	78	-	78	0	0
123_2	k141_184533	199	1530	-	1332	45	0.0278854
123_3	k141_184533	1939	2124	-	186	3	0.013313
123_4	k141_184533	2341	3459	-	1119	22	0.0162279
124_1	k141_112778	1	1092	-	1092	12	0.00907041
124_2	k141_112778	1104	1499	-	396	6	0.0125062
124_3	k141_112778	1582	1815	+	234	0	0
125_1	k141_164056	2	403	+	402	11	0.0225858
125_2	k141_164056	677	1594	-	918	37	0.0332681
126_1	k141_71783	1	402	-	402	0	0
126_2	k141_71783	620	2980	-	2361	57	0.0199272
126_3	k141_71783	2997	3926	-	930	10	0.00887535
126_4	k141_71783	4135	4896	-	762	15	0.0162482
127_1	k141_92287	149	1423	+	1275	23	0.0148897
127_2	k141_92287	1427	1591	+	165	0	0
127_3	k141_92287	1662	1850	-	189	0	0
127_4	k141_92287	2114	2626	+	513	5	0.00804491
127_5	k141_92287	2830	3573	+	744	6	0.00665651
127_6	k141_92287	3631	4158	+	528	2	0.00312654
128_1	k141_184534	3	158	-	156	2	0.0105821
128_2	k141_184534	279	1049	-	771	22	0.0235525
128_3	k141_184534	1046	1435	-	390	18	0.0380957
129_1	k141_20518	2	172	-	171	18	0.086885
129_2	k141_20518	309	1145	+	837	275	0.271191
129_3	k141_20518	1325	2452	+	1128	315	0.230499
129_4	k141_20518	2465	3934	+	1470	406	0.22797
129_5	k141_20518	4005	4673	-	669	169	0.208511
129_6	k141_20518	4691	5926	-	1236	456	0.304519
129_7	k141_20518	6022	6828	+	807	238	0.243429
129_8	k141_20518	6818	7348	-	531	134	0.208295
129_9	k141_20518	7642	7887	+	246	102	0.342242
129_10	k141_20518	8071	10377	-	2307	657	0.235064
129_11	k141_20518	10438	11352	-	915	275	0.248073
129_12	k141_20518	11590	12837	-	1248	370	0.244712
129_13	k141_20518	12946	13866	-	921	380	0.340559
129_14	k141_20518	13974	15044	-	1071	416	0.320606
129_15	k141_20518	15299	16612	-	1314	351	0.220486
129_16	k141_20518	16709	17977	-	1269	579	0.376604
129_17	k141_20518	18002	18598	-	597	277	0.382978
129_18	k141_20518	18623	19261	-	639	326	0.4211
129_19	k141_20518	19280	19954	-	675	211	0.258016
129_20	k141_20518	19968	21182	-	1215	523	0.355299
130_1	k141_164058	1	273	-	273	0	0
130_2	k141_164058	336	1256	-	921	10	0.00896208
131_1	k141_59	22	2004	+	1983	57	0.0237258
131_2	k141_59	2023	2682	+	660	23	0.0287642
132_1	k141_82030	107	2314	-	2208	37	0.0138316
132_2	k141_82030	2491	2826	-	336	3	0.00736971
133_1	k141_102558	2	631	+	630	9	0.0117915
133_2	k141_102558	765	1292	+	528	7	0.0109429
133_3	k141_102558	1338	1949	+	612	20	0.0269741
133_4	k141_102558	2331	2798	+	468	4	0.00705477
134_1	k141_194804	71	1048	+	978	22	0.0185674
134_2	k141_194804	1080	1406	-	327	9	0.0227176
134_3	k141_194804	1527	2138	-	612	8	0.0107896
135_1	k141_51301	1	525	+	525	3	0.00471661
135_2	k141_51301	741	1955	+	1215	25	0.0169837
135_3	k141_51301	2008	2976	+	969	11	0.00936995
135_4	k141_51301	3011	5254	+	2244	86	0.0316333
136_1	k141_112787	166	1194	-	1029	32	0.0256686
137_1	k141_143535	1	1083	+	1083	29	0.0221023
137_2	k141_143535	1299	1799	+	501	16	0.0263603
137_3	k141_143535	1926	2723	+	798	37	0.0382708
137_4	k141_143535	2753	3091	+	339	8	0.0194786
137_5	k141_143535	3163	3450	+	288	8	0.022928
137_6	k141_143535	3493	3903	+	411	12	0.0240995
137_7	k141_143535	3919	4095	+	177	2	0.00932664
137_8	k141_143535	4171	4350	-	180	1	0.0045856
138_1	k141_184538	3	728	+	726	19	0.0216016
138_2	k141_184538	885	1439	-	555	37	0.0550272
138_3	k141_184538	1456	1725	-	270	4	0.0122283
139_1	k141_92290	1	87	-	87	4	0.0379498
139_2	k141_92290	304	1503	+	1200	38	0.0261379
139_3	k141_92290	1628	1765	+	138	0	0
140_1	k141_164059	134	1561	+	1428	59	0.034103
140_2	k141_164059	1653	2009	-	357	7	0.0161845
141_1	k141_61	3	1703	+	1701	35	0.0169837
142_1	k141_112788	1	327	-	327	6	0.0151451
142_2	k141_112788	416	1570	-	1155	48	0.0343027
143_1	k141_62	133	357	-	225	24	0.0880435
143_2	k141_62	600	1070	+	471	43	0.0753557
144_1	k141_71786	1	477	-	477	13	0.0224954
144_2	k141_71786	539	1435	-	897	35	0.0322065
144_3	k141_71786	1432	2193	-	762	16	0.0173314
144_4	k141_71786	2312	3517	-	1206	577	0.394909
145_1	k141_143536	3	830	+	828	24	0.0239249
145_2	k141_143536	967	2226	-	1260	17	0.0111365
146_1	k141_92293	37	696	+	660	12	0.0150074
146_2	k141_92293	787	1167	-	381	12	0.0259971
147_1	k141_112789	2	82	-	81	0	0
147_2	k141_112789	168	686	-	519	8	0.012723
147_3	k141_112789	683	1075	-	393	4	0.00840109
148_1	k141_133259	2	292	+	291	17	0.0482197
148_2	k141_133259	430	1614	+	1185	112	0.0780132
148_3	k141_133259	1629	2225	+	597	32	0.0442429
148_4	k141_133259	2440	3687	-	1248	131	0.0866413
148_5	k141_133259	3798	4403	+	606	71	0.0967062
148_6	k141_133259	4391	5314	+	924	85	0.0759303
148_7	k141_133259	5443	6504	+	1062	87	0.0676181
148_8	k141_133259	6649	8583	+	1935	170	0.0725164
148_9	k141_133259	8593	9459	+	867	99	0.0942507
148_10	k141_133259	9560	10048	-	489	49	0.0827095
148_11	k141_133259	10189	11115	+	927	98	0.0872599
148_12	k141_133259	11309	11875	+	567	55	0.080066
148_13	k141_133259	11994	13553	+	1560	177	0.093652
148_14	k141_133259	13558	15699	-	2142	177	0.0682059
148_15	k141_133259	15801	17171	-	1371	125	0.075256
148_16	k141_133259	17182	18627	-	1446	169	0.0964688
148_17	k141_133259	18678	19709	-	1032	93	0.0743827
148_18	k141_133259	19832	20599	-	768	65	0.0698587
148_19	k141_133259	20734	21738	+	1005	79	0.0648828
148_20	k141_133259	21764	22996	+	1233	128	0.0856871
148_21	k141_133259	23013	23426	+	414	55	0.109656
148_22	k141_133259	24080	25972	+	1893	258	0.112496
148_23	k141_133259	26029	26553	+	525	52	0.0817547
148_24	k141_133259	26666	28486	+	1821	209	0.0947338
148_25	k141_133259	28578	29030	+	453	19	0.0346197
148_26	k141_133259	29030	29365	+	336	8	0.0196526
148_27	k141_133259	29355	30257	+	903	91	0.0831806
148_28	k141_133259	30408	31382	-	975	62	0.0524875
148_29	k141_133259	31469	34282	+	2814	232	0.0680507
149_1	k141_102568	2	460	-	459	16	0.0287724
149_2	k141_102568	530	1561	-	1032	31	0.0247942
150_1	k141_92294	1	144	+	144	2	0.011464
150_2	k141_92294	218	802	+	585	8	0.0112876
150_3	k141_92294	816	1166	+	351	3	0.00705477
151_1	k141_82034	2	469	-	468	10	0.0176369
151_2	k141_82034	573	1391	+	819	26	0.0262034
151_3	k141_82034	1379	2365	+	987	10	0.00836279
152_1	k141_65	3	623	-	621	7	0.00930411
152_2	k141_65	648	1490	-	843	6	0.00587479
153_1	k141_184546	2	535	-	534	6	0.00927424
153_2	k141_184546	547	969	+	423	10	0.0195132
154_1	k141_133261	2	868	-	867	11	0.0104723
154_2	k141_133261	865	1017	-	153	1	0.00539482
155_1	k141_92295	3	422	-	420	22	0.0432356
155_2	k141_92295	422	1291	-	870	39	0.037001
156_1	k141_112790	2	277	-	276	8	0.0239249
156_2	k141_112790	761	1363	-	603	16	0.0219014
