# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_2_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_2/C7_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_2/C7_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_2/C7_1.bam	RPKG
17_3	k141_123013	2002	2085	-	84	0	0
18_1	k141_61507	3	599	+	597	7	0.0167047
18_2	k141_61507	656	1540	+	885	18	0.0289764
19_1	k141_164015	1	336	-	336	136	0.576653
19_2	k141_164015	338	610	-	273	110	0.574044
19_3	k141_164015	622	1092	-	471	206	0.623105
19_4	k141_164015	1092	1313	-	222	41	0.263115
19_5	k141_164015	1294	1734	-	441	128	0.41351
20_1	k141_92264	1	69	-	69	0	0
20_2	k141_92264	111	662	+	552	0	0
20_3	k141_92264	698	1285	+	588	0	0
21_1	k141_143507	3	401	+	399	1	0.00357061
21_2	k141_143507	490	1062	-	573	7	0.0174044
21_3	k141_143507	1074	2345	-	1272	23	0.0257606
21_4	k141_143507	2373	2516	+	144	3	0.0296807
21_5	k141_143507	2544	3845	+	1302	16	0.0175075
21_6	k141_143507	3869	4294	+	426	4	0.0133772
21_7	k141_143507	4308	4451	+	144	0	0
21_8	k141_143507	4448	6001	+	1554	23	0.0210859
22_1	k141_71762	2	586	-	585	0	0
22_2	k141_71762	722	1255	+	534	7	0.0186755
23_1	k141_30759	2	328	+	327	1	0.0043568
23_2	k141_30759	482	1039	+	558	6	0.0153191
23_3	k141_30759	1186	1695	+	510	3	0.00838043
24_1	k141_184513	22	531	+	510	7	0.0195543
24_2	k141_184513	524	931	+	408	3	0.0104755
24_3	k141_184513	949	1536	+	588	3	0.00726874
24_4	k141_184513	1573	1980	+	408	3	0.0104755
24_5	k141_184513	1997	2419	+	423	4	0.0134721
24_6	k141_184513	2450	3346	+	897	17	0.0270005
25_1	k141_51266	316	756	-	441	6	0.0193833
25_2	k141_51266	1402	2034	-	633	1	0.00225067
26_1	k141_102518	1	327	+	327	0	0
26_2	k141_102518	324	785	+	462	5	0.0154185
26_3	k141_102518	808	3024	+	2217	25	0.0160653
27_1	k141_41009	109	1281	+	1173	18	0.021862
27_2	k141_41009	1528	2460	+	933	19	0.0290126
27_3	k141_41009	2328	2840	-	513	5	0.0138857
27_4	k141_41009	3278	4003	+	726	12	0.0235483
27_5	k141_41009	4000	4179	+	180	0	0
28_1	k141_194766	2	682	+	681	1	0.00209203
28_2	k141_194766	837	1469	+	633	1	0.00225067
28_3	k141_194766	2025	2279	+	255	1	0.00558695
28_4	k141_194766	2533	2886	+	354	4	0.016098
29_1	k141_82015	2	892	+	891	7	0.0111927
29_2	k141_82015	889	1092	+	204	0	0
30_1	k141_61512	279	683	-	405	0	0
30_2	k141_61512	692	1039	-	348	0	0
31_1	k141_92267	143	1528	-	1386	6	0.00616741
32_1	k141_20512	3	320	+	318	27	0.120963
32_2	k141_20512	331	849	+	519	16	0.0439205
33_1	k141_16	1	1017	+	1017	9	0.0126077
34_1	k141_164019	1	288	+	288	0	0
34_2	k141_164019	293	1009	+	717	0	0
35_1	k141_194767	1	957	+	957	0	0
36_1	k141_112769	2	1423	+	1422	5	0.0050094
36_2	k141_112769	1454	2830	+	1377	16	0.0165539
37_1	k141_123017	3	164	-	162	2	0.0175885
37_2	k141_123017	327	593	+	267	8	0.0426868
37_3	k141_123017	746	1237	+	492	11	0.0318524
37_4	k141_123017	1200	1502	+	303	13	0.0611246
37_5	k141_123017	1682	2548	-	867	8	0.0131458
38_1	k141_41011	3	395	+	393	2	0.00725024
38_2	k141_41011	418	729	+	312	2	0.00913252
38_3	k141_41011	742	1035	+	294	0	0
39_1	k141_10259	1	318	-	318	60	0.268806
39_2	k141_10259	326	901	-	576	87	0.215185
39_3	k141_10259	904	1890	-	987	232	0.334877
39_4	k141_10259	1925	3277	-	1353	346	0.364329
39_5	k141_10259	3258	3566	-	309	38	0.175202
39_6	k141_10259	3573	4196	-	624	128	0.29224
39_7	k141_10259	4228	5049	-	822	209	0.362234
40_1	k141_61515	3	167	+	165	0	0
40_2	k141_61515	207	404	+	198	1	0.00719532
40_3	k141_61515	435	791	+	357	17	0.0678415
40_4	k141_61515	844	1179	-	336	6	0.0254406
40_5	k141_61515	1320	1475	+	156	0	0
41_1	k141_19	102	1100	-	999	6	0.00855659
42_1	k141_184520	311	1444	+	1134	5	0.00628162
43_1	k141_20517	2	490	-	489	6	0.0174806
43_2	k141_20517	493	1161	-	669	4	0.00851822
44_1	k141_174265	1	1842	+	1842	93	0.0719297
44_2	k141_174265	1849	3900	+	2052	69	0.0479057
44_3	k141_174265	3920	4864	+	945	29	0.0437201
44_4	k141_174265	4960	6081	+	1122	61	0.0774555
45_1	k141_21	1	1068	-	1068	3	0.00400189
46_1	k141_123022	3	944	-	942	4	0.00604956
47_1	k141_71774	13	1047	+	1035	3	0.00412949
48_1	k141_10262	1	171	-	171	0	0
48_2	k141_10262	335	1387	-	1053	146	0.197533
49_1	k141_174266	2	82	-	81	2	0.0351771
49_2	k141_174266	470	1078	+	609	47	0.10995
50_1	k141_51268	3	701	-	699	23	0.0468776
50_2	k141_51268	1054	1974	-	921	27	0.0417656
50_3	k141_51268	2105	2314	+	210	7	0.0474891
50_4	k141_51268	2348	3250	+	903	27	0.0425982
50_5	k141_51268	3260	3799	+	540	11	0.0290211
50_6	k141_51268	3841	4902	-	1062	28	0.037562
51_1	k141_61518	147	1265	+	1119	11	0.0140048
51_2	k141_61518	1211	1597	+	387	2	0.00736265
51_3	k141_61518	1641	2267	+	627	1	0.0022722
52_1	k141_123024	2	1051	-	1050	12	0.016282
53_1	k141_164025	2	1927	+	1926	42	0.0310676
53_2	k141_164025	1928	2161	+	234	1	0.00608834
53_3	k141_164025	2175	2717	+	543	6	0.0157422
53_4	k141_164025	2759	3100	+	342	9	0.0374914
53_5	k141_164025	3108	3182	+	75	0	0
54_1	k141_30773	3	1490	-	1488	6	0.00574465
55_1	k141_24	2	187	+	186	0	0
55_2	k141_24	199	483	+	285	0	0
55_3	k141_24	495	782	+	288	0	0
55_4	k141_24	786	1034	+	249	8	0.0457726
55_5	k141_24	1207	1293	-	87	0	0
56_1	k141_71777	3	1505	+	1503	9	0.00853097
57_1	k141_92277	2	1483	+	1482	6	0.0057679
58_1	k141_61520	3	410	-	408	2	0.00698369
58_2	k141_61520	425	718	-	294	0	0
58_3	k141_61520	733	1398	-	666	5	0.0106957
59_1	k141_112773	21	1049	-	1029	17	0.0235369
59_2	k141_112773	1116	3113	+	1998	27	0.0192523
59_3	k141_112773	3134	3907	+	774	3	0.00552199
60_1	k141_123026	3	1118	+	1116	17	0.021702
61_1	k141_51270	1	840	-	840	13	0.0220485
61_2	k141_51270	867	1478	-	612	1	0.0023279
62_1	k141_10265	2	1201	-	1200	7	0.00831059
62_2	k141_10265	1215	1793	-	579	3	0.00738172
63_1	k141_143517	85	1395	-	1311	23	0.0249943
63_2	k141_143517	1434	2687	-	1254	18	0.0204498
63_3	k141_143517	2701	3744	-	1044	14	0.0191048
63_4	k141_143517	3871	4737	-	867	18	0.029578
63_5	k141_143517	4750	5631	-	882	10	0.0161527
63_6	k141_143517	5677	5781	-	105	0	0
63_7	k141_143517	5796	6293	-	498	3	0.00858236
64_1	k141_30774	3	1598	+	1596	149	0.133005
64_2	k141_30774	1668	2447	+	780	50	0.0913252
65_1	k141_61522	1	936	+	936	28	0.0426184
65_2	k141_61522	1094	1534	+	441	3	0.00969165
66_1	k141_184523	1	174	+	174	1	0.00818777
66_2	k141_184523	332	1462	+	1131	20	0.0251931
66_3	k141_184523	1469	3223	+	1755	14	0.0113649
66_4	k141_184523	3213	4733	+	1521	19	0.0177967
66_5	k141_184523	4702	5085	+	384	0	0
66_6	k141_184523	5205	5408	+	204	3	0.0209511
67_1	k141_10267	67	738	+	672	3	0.00636014
67_2	k141_10267	803	1030	+	228	2	0.0124971
68_1	k141_174275	3	134	+	132	0	0
68_2	k141_174275	147	395	+	249	4	0.0228863
68_3	k141_174275	1051	2127	+	1077	13	0.0171966
68_4	k141_174275	2131	2208	+	78	0	0
69_1	k141_194773	101	841	-	741	1	0.00192263
69_2	k141_194773	1044	1490	+	447	1	0.00318719
69_3	k141_194773	1520	3076	+	1557	8	0.00732009
69_4	k141_194773	3318	4172	+	855	5	0.00833142
69_5	k141_194773	4188	4862	+	675	0	0
69_6	k141_194773	5158	5760	+	603	6	0.0141758
70_1	k141_102534	3	596	-	594	8	0.0191875
70_2	k141_102534	761	1072	-	312	6	0.0273975
70_3	k141_102534	1742	1996	-	255	3	0.0167609
71_1	k141_32	253	1104	-	852	0	0
72_1	k141_51273	1	1086	+	1086	20	0.0262371
72_2	k141_51273	1635	2177	+	543	25	0.0655927
73_1	k141_92282	3	1763	+	1761	29	0.0234614
74_1	k141_30776	3	335	+	333	2	0.00855659
74_2	k141_30776	328	1182	+	855	1	0.00166628
74_3	k141_30776	1175	1549	+	375	0	0
75_1	k141_123030	19	1725	+	1707	55	0.0459033
76_1	k141_10269	1	477	-	477	5	0.0149337
76_2	k141_10269	490	837	-	348	8	0.0327511
76_3	k141_10269	882	1214	-	333	2	0.00855659
77_1	k141_174277	1	540	-	540	6	0.0158297
77_2	k141_174277	518	1648	-	1131	7	0.0088176
78_1	k141_143522	91	459	+	369	9	0.0347481
78_2	k141_143522	563	1906	-	1344	27	0.0286207
79_1	k141_61526	1	345	-	345	2	0.00825897
79_2	k141_61526	679	1338	-	660	4	0.00863438
80_1	k141_82022	3	119	+	117	0	0
80_2	k141_82022	116	973	+	858	6	0.00996274
80_3	k141_82022	1030	1236	+	207	0	0
80_4	k141_82022	1263	2039	-	777	3	0.00550067
80_5	k141_82022	2042	2476	-	435	1	0.00327511
80_6	k141_82022	2669	6016	+	3348	27	0.0114893
80_7	k141_82022	6009	9158	+	3150	21	0.00949782
81_1	k141_10270	3	1052	-	1050	10	0.0135683
82_1	k141_92283	2	1141	-	1140	5	0.00624856
82_2	k141_92283	1146	1985	-	840	12	0.0203525
83_1	k141_82023	3	731	+	729	18	0.0351771
83_2	k141_82023	814	1125	+	312	2	0.00913252
84_1	k141_184526	2	805	+	804	22	0.0389836
84_2	k141_184526	829	2988	+	2160	49	0.032319
85_1	k141_174281	364	789	+	426	0	0
85_2	k141_174281	792	1607	+	816	0	0
86_1	k141_194781	1	426	-	426	5	0.0167215
86_2	k141_194781	502	1263	-	762	6	0.0112179
86_3	k141_194781	1275	1880	-	606	9	0.0211585
87_1	k141_40	2	1393	-	1392	16	0.0163755
88_1	k141_153758	2	739	-	738	55	0.106175
88_2	k141_153758	1183	1767	+	585	79	0.192392
88_3	k141_153758	1928	2404	-	477	28	0.0836286
88_4	k141_153758	2447	3577	-	1131	74	0.0932146
88_5	k141_153758	3564	3842	-	279	11	0.0561699
88_6	k141_153758	4084	4662	+	579	28	0.0688961
88_7	k141_153758	4672	6216	-	1545	84	0.0774579
88_8	k141_153758	6320	6550	-	231	8	0.0493393
88_9	k141_153758	6577	7965	-	1389	124	0.127185
88_10	k141_153758	8265	9251	-	987	85	0.122692
88_11	k141_153758	9377	12757	-	3381	233	0.0981806
88_12	k141_153758	13020	13214	-	195	12	0.0876721
88_13	k141_153758	13293	14150	-	858	67	0.111251
88_14	k141_153758	14152	14778	-	627	52	0.118155
88_15	k141_153758	15214	16491	-	1278	96	0.107018
88_16	k141_153758	16933	17865	+	933	89	0.135901
88_17	k141_153758	17904	18446	+	543	41	0.107572
88_18	k141_153758	18772	19443	-	672	46	0.0975222
88_19	k141_153758	19476	19907	-	432	8	0.0263828
89_1	k141_123034	1	1317	+	1317	37	0.040025
90_1	k141_184527	1	639	-	639	12	0.0267544
90_2	k141_184527	654	1310	-	657	9	0.0195161
90_3	k141_184527	1364	1705	-	342	0	0
91_1	k141_10272	3	368	-	366	0	0
91_2	k141_10272	361	1092	-	732	5	0.00973137
91_3	k141_10272	1085	1933	-	849	2	0.00335612
92_1	k141_174283	3	302	-	300	2	0.00949782
92_2	k141_174283	325	1479	-	1155	24	0.0296036
93_1	k141_51282	3	359	-	357	2	0.00798136
93_2	k141_51282	487	1914	-	1428	5	0.00498835
93_3	k141_51282	1968	2936	-	969	3	0.00441075
94_1	k141_194784	2	409	+	408	3	0.0104755
94_2	k141_194784	570	1331	+	762	4	0.0074786
95_1	k141_71779	3	371	+	369	12	0.0463308
95_2	k141_71779	842	1549	+	708	13	0.0261592
95_3	k141_71779	1628	2806	+	1179	31	0.0374596
95_4	k141_71779	2929	4476	+	1548	46	0.0423352
95_5	k141_71779	4547	6241	+	1695	72	0.0605171
95_6	k141_71779	6329	7174	+	846	24	0.0404162
95_7	k141_71779	7184	8590	+	1407	32	0.0324019
95_8	k141_71779	8610	8687	-	78	0	0
96_1	k141_102543	3	965	+	963	0	0
96_2	k141_102543	962	1162	+	201	0	0
96_3	k141_102543	1137	2159	+	1023	4	0.00557057
96_4	k141_102543	2183	2530	+	348	0	0
96_5	k141_102543	2540	3880	+	1341	1	0.0010624
96_6	k141_102543	3880	4125	+	246	0	0
97_1	k141_10274	231	704	-	474	122	0.366688
98_1	k141_61536	3	590	-	588	0	0
98_2	k141_61536	614	1063	-	450	0	0
98_3	k141_61536	1068	1409	-	342	2	0.00833142
99_1	k141_184528	2	340	+	339	2	0.00840515
99_2	k141_184528	360	1652	+	1293	17	0.0187312
99_3	k141_184528	1957	2268	+	312	0	0
100_1	k141_41	1	1272	-	1272	14	0.0156804
100_2	k141_41	1238	1606	-	369	3	0.0115827
100_3	k141_41	1606	2085	-	480	1	0.00296807
100_4	k141_41	2178	2948	-	771	13	0.0240217
100_5	k141_41	2961	3185	-	225	5	0.0316594
101_1	k141_112776	2	889	-	888	24	0.0385047
101_2	k141_112776	1027	3210	+	2184	94	0.0613183
101_3	k141_112776	3874	4659	+	786	36	0.0652522
101_4	k141_112776	4628	5110	+	483	18	0.0530934
101_5	k141_112776	5113	5880	+	768	29	0.0537962
101_6	k141_112776	6179	6778	+	600	39	0.0926037
101_7	k141_112776	7118	7489	+	372	14	0.0536167
101_8	k141_112776	7498	7818	+	321	14	0.0621352
101_9	k141_112776	8189	8290	+	102	11	0.153641
102_1	k141_164041	162	599	-	438	0	0
102_2	k141_164041	699	2459	-	1761	5	0.00404507
102_3	k141_164041	2449	3813	-	1365	3	0.00313115
102_4	k141_164041	3850	4278	-	429	0	0
103_1	k141_123035	2	151	+	150	0	0
103_2	k141_123035	247	798	-	552	3	0.00774278
103_3	k141_123035	795	1307	-	513	3	0.00833142
103_4	k141_123035	1313	2584	-	1272	14	0.0156804
103_5	k141_123035	2828	3304	+	477	9	0.0268806
104_1	k141_42	3	1004	-	1002	3	0.00426549
104_2	k141_42	1226	1864	-	639	3	0.0066886
105_1	k141_61539	1	225	-	225	3	0.0189956
105_2	k141_61539	326	508	-	183	2	0.0155702
105_3	k141_61539	518	1132	-	615	5	0.0115827
106_1	k141_164044	1	1257	-	1257	39	0.0442022
107_1	k141_184530	231	1910	-	1680	339	0.287479
108_1	k141_71782	1	606	-	606	4	0.00940378
108_2	k141_71782	613	1320	-	708	0	0
108_3	k141_71782	1412	1741	-	330	3	0.0129516
108_4	k141_71782	2037	2186	+	150	1	0.00949782
108_5	k141_71782	2186	2770	+	585	7	0.0170474
109_1	k141_92285	3	4961	+	4959	253	0.0726844
109_2	k141_92285	4963	6093	-	1131	56	0.0705408
109_3	k141_92285	6225	6392	-	168	0	0
110_1	k141_10277	1	414	-	414	62	0.213357
110_2	k141_10277	616	930	+	315	43	0.194479
110_3	k141_10277	956	1237	+	282	46	0.232393
110_4	k141_10277	1237	1944	+	708	231	0.46483
110_5	k141_10277	1946	2062	+	117	6	0.0730601
111_1	k141_143530	1	459	+	459	1	0.00310386
111_2	k141_143530	761	1645	-	885	7	0.0112686
111_3	k141_143530	1721	2089	-	369	3	0.0115827
111_4	k141_143530	2082	3332	-	1251	6	0.00683296
111_5	k141_143530	3559	4899	-	1341	3	0.00318719
111_6	k141_143530	5008	5919	-	912	11	0.0171835
111_7	k141_143530	5916	6386	-	471	8	0.0241983
111_8	k141_143530	6508	6669	+	162	0	0
112_1	k141_123041	3	74	-	72	0	0
112_2	k141_123041	71	466	-	396	3	0.010793
112_3	k141_123041	663	1085	+	423	7	0.0235761
112_4	k141_123041	1089	1325	+	237	0	0
113_1	k141_102549	3	335	+	333	0	0
113_2	k141_102549	384	1403	-	1020	5	0.00698369
113_3	k141_102549	1448	2650	-	1203	12	0.0142112
113_4	k141_102549	2683	3177	-	495	0	0
114_1	k141_143532	1	1239	-	1239	21	0.024147
115_1	k141_112777	1	222	-	222	14	0.0898442
115_2	k141_112777	442	3693	-	3252	217	0.0950658
115_3	k141_112777	3695	4621	-	927	40	0.0614745
116_1	k141_61545	2	1129	-	1128	19	0.0239971
116_2	k141_61545	1144	1467	-	324	0	0
117_1	k141_123043	1	1143	+	1143	7	0.00872503
117_2	k141_123043	1266	1430	+	165	0	0
118_1	k141_82027	108	983	+	876	42	0.0683062
118_2	k141_82027	1132	2004	+	873	55	0.089756
118_3	k141_82027	2261	3403	-	1143	64	0.0797717
118_4	k141_82027	3400	5034	-	1635	61	0.0531529
118_5	k141_82027	5060	6094	-	1035	49	0.0674483
118_6	k141_82027	6184	8028	-	1845	103	0.0795346
118_7	k141_82027	8040	8792	-	753	10	0.01892
119_1	k141_10283	2	427	+	426	7	0.0234101
119_2	k141_10283	525	1331	-	807	45	0.0794427
120_1	k141_61546	3	1220	-	1218	9	0.0105271
121_1	k141_194798	2	421	+	420	0	0
121_2	k141_194798	433	1812	+	1380	4	0.00412949
121_3	k141_194798	1828	2748	+	921	7	0.0108281
121_4	k141_194798	2735	3028	+	294	0	0
122_1	k141_143534	1	633	-	633	0	0
122_2	k141_143534	935	1153	-	219	2	0.0130107
123_1	k141_184533	1	78	-	78	0	0
123_2	k141_184533	199	1530	-	1332	32	0.0342264
123_3	k141_184533	1939	2124	-	186	3	0.0229786
123_4	k141_184533	2341	3459	-	1119	9	0.0114585
124_1	k141_112778	1	1092	-	1092	11	0.0143511
124_2	k141_112778	1104	1499	-	396	2	0.00719532
124_3	k141_112778	1582	1815	+	234	0	0
125_1	k141_164056	2	403	+	402	5	0.0177198
125_2	k141_164056	677	1594	-	918	7	0.0108635
126_1	k141_71783	1	402	-	402	2	0.00708792
126_2	k141_71783	620	2980	-	2361	30	0.0181026
126_3	k141_71783	2997	3926	-	930	18	0.0275743
126_4	k141_71783	4135	4896	-	762	11	0.0205661
127_1	k141_92287	149	1423	+	1275	19	0.0212304
127_2	k141_92287	1427	1591	+	165	3	0.0259031
127_3	k141_92287	1662	1850	-	189	3	0.0226138
127_4	k141_92287	2114	2626	+	513	10	0.0277714
127_5	k141_92287	2830	3573	+	744	14	0.0268084
127_6	k141_92287	3631	4158	+	528	2	0.00539649
128_1	k141_184534	3	158	-	156	0	0
128_2	k141_184534	279	1049	-	771	1	0.00184782
128_3	k141_184534	1046	1435	-	390	1	0.00365301
129_1	k141_20518	2	172	-	171	24	0.199954
129_2	k141_20518	309	1145	+	837	275	0.468082
129_3	k141_20518	1325	2452	+	1128	258	0.325856
129_4	k141_20518	2465	3934	+	1470	390	0.377974
129_5	k141_20518	4005	4673	-	669	137	0.291749
129_6	k141_20518	4691	5926	-	1236	374	0.43109
129_7	k141_20518	6022	6828	+	807	176	0.310709
129_8	k141_20518	6818	7348	-	531	139	0.372937
129_9	k141_20518	7642	7887	+	246	90	0.521222
129_10	k141_20518	8071	10377	-	2307	682	0.421165
129_11	k141_20518	10438	11352	-	915	309	0.481119
129_12	k141_20518	11590	12837	-	1248	326	0.37215
129_13	k141_20518	12946	13866	-	921	267	0.413016
129_14	k141_20518	13974	15044	-	1071	276	0.367142
129_15	k141_20518	15299	16612	-	1314	326	0.353458
129_16	k141_20518	16709	17977	-	1269	492	0.552355
129_17	k141_20518	18002	18598	-	597	197	0.470118
129_18	k141_20518	18623	19261	-	639	269	0.599745
129_19	k141_20518	19280	19954	-	675	243	0.512882
129_20	k141_20518	19968	21182	-	1215	405	0.474891
130_1	k141_164058	1	273	-	273	0	0
130_2	k141_164058	336	1256	-	921	8	0.012375
131_1	k141_59	22	2004	+	1983	9	0.00646599
131_2	k141_59	2023	2682	+	660	1	0.00215859
132_1	k141_82030	107	2314	-	2208	10	0.00645232
132_2	k141_82030	2491	2826	-	336	1	0.0042401
133_1	k141_102558	2	631	+	630	8	0.0180911
133_2	k141_102558	765	1292	+	528	5	0.0134912
133_3	k141_102558	1338	1949	+	612	4	0.00931158
133_4	k141_102558	2331	2798	+	468	7	0.0213092
134_1	k141_194804	71	1048	+	978	1	0.00145672
134_2	k141_194804	1080	1406	-	327	0	0
134_3	k141_194804	1527	2138	-	612	1	0.0023279
135_1	k141_51301	1	525	+	525	0	0
135_2	k141_51301	741	1955	+	1215	18	0.0211063
135_3	k141_51301	2008	2976	+	969	8	0.011762
135_4	k141_51301	3011	5254	+	2244	55	0.0349184
136_1	k141_112787	166	1194	-	1029	8	0.0110762
137_1	k141_143535	1	1083	+	1083	19	0.0249943
137_2	k141_143535	1299	1799	+	501	2	0.00568732
137_3	k141_143535	1926	2723	+	798	5	0.00892652
137_4	k141_143535	2753	3091	+	339	9	0.0378232
137_5	k141_143535	3163	3450	+	288	0	0
137_6	k141_143535	3493	3903	+	411	2	0.00693271
137_7	k141_143535	3919	4095	+	177	1	0.008049
137_8	k141_143535	4171	4350	-	180	0	0
138_1	k141_184538	3	728	+	726	12	0.0235483
138_2	k141_184538	885	1439	-	555	12	0.0308037
138_3	k141_184538	1456	1725	-	270	5	0.0263828
139_1	k141_92290	1	87	-	87	0	0
139_2	k141_92290	304	1503	+	1200	24	0.0284934
139_3	k141_92290	1628	1765	+	138	0	0
140_1	k141_164059	134	1561	+	1428	16	0.0159627
140_2	k141_164059	1653	2009	-	357	0	0
141_1	k141_61	3	1703	+	1701	19	0.0159134
142_1	k141_112788	1	327	-	327	14	0.0609951
142_2	k141_112788	416	1570	-	1155	29	0.035771
143_1	k141_62	133	357	-	225	7	0.0443231
143_2	k141_62	600	1070	+	471	18	0.0544461
144_1	k141_71786	1	477	-	477	3	0.0089602
144_2	k141_71786	539	1435	-	897	1	0.00158826
144_3	k141_71786	1432	2193	-	762	3	0.00560895
144_4	k141_71786	2312	3517	-	1206	313	0.369753
145_1	k141_143536	3	830	+	828	2	0.00344124
145_2	k141_143536	967	2226	-	1260	6	0.00678415
146_1	k141_92293	37	696	+	660	8	0.0172688
146_2	k141_92293	787	1167	-	381	0	0
147_1	k141_112789	2	82	-	81	0	0
147_2	k141_112789	168	686	-	519	1	0.00274503
147_3	k141_112789	683	1075	-	393	0	0
148_1	k141_133259	2	292	+	291	3	0.0146873
148_2	k141_133259	430	1614	+	1185	45	0.0541015
148_3	k141_133259	1629	2225	+	597	9	0.0214775
148_4	k141_133259	2440	3687	-	1248	51	0.0582198
148_5	k141_133259	3798	4403	+	606	18	0.042317
148_6	k141_133259	4391	5314	+	924	32	0.0493393
148_7	k141_133259	5443	6504	+	1062	39	0.0523185
148_8	k141_133259	6649	8583	+	1935	84	0.0618462
148_9	k141_133259	8593	9459	+	867	32	0.0525831
148_10	k141_133259	9560	10048	-	489	17	0.0495285
148_11	k141_133259	10189	11115	+	927	23	0.0353479
148_12	k141_133259	11309	11875	+	567	29	0.0728668
148_13	k141_133259	11994	13553	+	1560	44	0.0401831
148_14	k141_133259	13558	15699	-	2142	95	0.0631858
148_15	k141_133259	15801	17171	-	1371	40	0.0415659
148_16	k141_133259	17182	18627	-	1446	78	0.0768495
148_17	k141_133259	18678	19709	-	1032	46	0.0635028
148_18	k141_133259	19832	20599	-	768	21	0.0389559
148_19	k141_133259	20734	21738	+	1005	51	0.0722968
148_20	k141_133259	21764	22996	+	1233	39	0.0450626
148_21	k141_133259	23013	23426	+	414	32	0.11012
148_22	k141_133259	24080	25972	+	1893	98	0.0737548
148_23	k141_133259	26029	26553	+	525	21	0.0569869
148_24	k141_133259	26666	28486	+	1821	80	0.0625886
148_25	k141_133259	28578	29030	+	453	8	0.0251598
148_26	k141_133259	29030	29365	+	336	14	0.0593614
148_27	k141_133259	29355	30257	+	903	61	0.0962403
148_28	k141_133259	30408	31382	-	975	43	0.0628317
148_29	k141_133259	31469	34282	+	2814	143	0.0723981
149_1	k141_102568	2	460	-	459	0	0
149_2	k141_102568	530	1561	-	1032	5	0.00690248
150_1	k141_92294	1	144	+	144	0	0
150_2	k141_92294	218	802	+	585	3	0.00730601
150_3	k141_92294	816	1166	+	351	0	0
151_1	k141_82034	2	469	-	468	4	0.0121767
151_2	k141_82034	573	1391	+	819	4	0.00695811
151_3	k141_82034	1379	2365	+	987	4	0.00577375
152_1	k141_65	3	623	-	621	5	0.0114708
152_2	k141_65	648	1490	-	843	2	0.00338001
153_1	k141_184546	2	535	-	534	3	0.00800378
153_2	k141_184546	547	969	+	423	1	0.00336802
154_1	k141_133261	2	868	-	867	3	0.00492966
154_2	k141_133261	865	1017	-	153	0	0
155_1	k141_92295	3	422	-	420	19	0.0644495
155_2	k141_92295	422	1291	-	870	36	0.058952
156_1	k141_112790	2	277	-	276	11	0.0567804
156_2	k141_112790	761	1363	-	603	5	0.0118132
156_3	k141_112790	1442	2083	-	642	7	0.0155338
156_4	k141_112790	2351	2524	+	174	8	0.0655022
157_1	k141_102570	2	1216	+	1215	0	0
157_2	k141_102570	1250	1420	+	171	1	0.00833142
158_1	k141_41014	99	353	+	255	13	0.0726304
158_2	k141_41014	449	1804	+	1356	63	0.0661905
