# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_13_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_13/F15_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_13/F15_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_13/F15_2.bam	RPKG
38_3	k141_145329	819	1607	-	789	8	0.00892824
39_1	k141_188913	2	289	+	288	0	0
39_2	k141_188913	417	1580	-	1164	0	0
39_3	k141_188913	2089	3768	+	1680	3	0.00157241
39_4	k141_188913	3755	5659	+	1905	0	0
39_5	k141_188913	5690	5869	-	180	0	0
39_6	k141_188913	5947	6243	+	297	0	0
40_1	k141_14536	3	497	-	495	10	0.0177888
40_2	k141_14536	1076	3556	+	2481	29	0.0102926
40_3	k141_14536	3568	5502	+	1935	18	0.00819114
40_4	k141_14536	5495	6388	+	894	20	0.0196991
40_5	k141_14536	6449	6823	+	375	6	0.0140888
40_6	k141_14536	6823	7254	+	432	7	0.0142681
40_7	k141_14536	7307	9001	-	1695	32	0.0166239
41_1	k141_87210	218	1207	-	990	0	0
42_1	k141_116273	49	639	-	591	0	0
42_2	k141_116273	651	1268	-	618	5	0.00712417
42_3	k141_116273	1333	2835	+	1503	0	0
43_1	k141_174387	72	1376	+	1305	16	0.010796
43_2	k141_174387	1745	2026	+	282	11	0.0343476
44_1	k141_72658	3	206	-	204	0	0
44_2	k141_72658	463	657	+	195	0	0
44_3	k141_72658	893	2218	+	1326	12	0.00796876
44_4	k141_72658	2221	2943	+	723	0	0
44_5	k141_72658	2950	5163	+	2214	3	0.00119315
44_6	k141_72658	5147	5809	+	663	3	0.00398438
44_7	k141_72658	5826	6842	+	1017	0	0
44_8	k141_72658	6826	7014	-	189	0	0
44_9	k141_72658	7051	7620	-	570	4	0.00617928
44_10	k141_72658	7795	10965	-	3171	13	0.00360994
45_1	k141_261564	3	191	-	189	0	0
45_2	k141_261564	220	1032	-	813	0	0
45_3	k141_261564	1223	2119	+	897	0	0
45_4	k141_261564	2171	2956	+	786	0	0
45_5	k141_261564	3025	4149	-	1125	0	0
45_6	k141_261564	4443	5879	-	1437	0	0
46_1	k141_145330	2	1816	+	1815	0	0
46_2	k141_145330	1841	2503	+	663	0	0
46_3	k141_145330	2532	2705	+	174	0	0
46_4	k141_145330	2754	2843	-	90	0	0
47_1	k141_130782	120	1082	-	963	0	0
47_2	k141_130782	1086	2003	-	918	0	0
47_3	k141_130782	2380	3759	+	1380	0	0
47_4	k141_130782	3770	5230	+	1461	0	0
47_5	k141_130782	5235	6701	+	1467	0	0
47_6	k141_130782	6730	7407	+	678	0	0
47_7	k141_130782	7657	8181	+	525	0	0
47_8	k141_130782	8270	9145	+	876	1	0.00100519
47_9	k141_130782	9171	10247	+	1077	0	0
47_10	k141_130782	10273	11424	+	1152	0	0
47_11	k141_130782	11532	12677	+	1146	0	0
47_12	k141_130782	12729	13043	+	315	0	0
48_1	k141_101751	44	754	+	711	0	0
48_2	k141_101751	751	1224	+	474	2	0.00371539
48_3	k141_101751	1330	1467	+	138	0	0
49_1	k141_217993	1	1014	+	1014	1	0.00086839
50_1	k141_261565	2	274	-	273	0	0
50_2	k141_261565	577	1026	+	450	0	0
51_1	k141_29098	2	85	-	84	10	0.104827
51_2	k141_29098	82	456	-	375	434	1.01909
51_3	k141_29098	545	913	-	369	304	0.725438
51_4	k141_29098	993	1214	-	222	42	0.16659
52_1	k141_159874	1	186	+	186	0	0
52_2	k141_159874	406	1026	+	621	0	0
52_3	k141_159874	1059	1574	+	516	0	0
53_1	k141_130784	1	198	-	198	0	0
53_2	k141_130784	292	831	-	540	0	0
53_3	k141_130784	853	1230	-	378	0	0
54_1	k141_72659	3	299	-	297	0	0
54_2	k141_72659	535	861	+	327	0	0
54_3	k141_72659	858	992	+	135	0	0
54_4	k141_72659	1080	1658	+	579	0	0
54_5	k141_72659	1655	2485	+	831	0	0
54_6	k141_72659	2586	2819	+	234	0	0
55_1	k141_247037	2	1690	+	1689	0	0
55_2	k141_247037	1853	3526	+	1674	0	0
56_1	k141_29099	2	235	+	234	420	1.58047
56_2	k141_29099	359	544	+	186	332	1.57173
56_3	k141_29099	665	1255	+	591	1160	1.72832
56_4	k141_29099	1537	1911	-	375	589	1.38305
57_1	k141_87222	2	1129	+	1128	0	0
58_1	k141_174397	14	313	+	300	8	0.0234813
58_2	k141_174397	498	2690	+	2193	33	0.0132504
59_1	k141_188922	2	3082	+	3081	9	0.00257219
59_2	k141_188922	3277	4233	+	957	15	0.0138017
60_1	k141_247040	3	1037	+	1035	0	0
61_1	k141_101760	2	901	-	900	0	0
61_2	k141_101760	894	1613	-	720	0	0
62_1	k141_43608	108	728	+	621	20	0.028359
62_2	k141_43608	773	1705	-	933	86	0.0811652
62_3	k141_43608	1868	2488	-	621	409	0.579942
62_4	k141_43608	2598	3590	+	993	575	0.509884
62_5	k141_43608	3635	4435	+	801	12	0.0131917
62_6	k141_43608	4524	5423	+	900	0	0
62_7	k141_43608	5311	6264	-	954	1	0.000923006
62_8	k141_43608	6496	8757	+	2262	550	0.214103
62_9	k141_43608	8805	9611	-	807	215	0.234595
62_10	k141_43608	9871	9981	+	111	19	0.150724
62_11	k141_43608	9981	10631	+	651	172	0.232649
62_12	k141_43608	10767	11162	+	396	61	0.13564
63_1	k141_29101	3	446	-	444	0	0
63_2	k141_29101	494	820	-	327	0	0
63_3	k141_29101	838	1029	-	192	0	0
64_1	k141_116287	3	95	+	93	0	0
64_2	k141_116287	216	1061	+	846	0	0
65_1	k141_116288	3	161	+	159	0	0
65_2	k141_116288	154	1074	+	921	0	0
66_1	k141_43609	1	606	+	606	0	0
66_2	k141_43609	603	1004	+	402	0	0
66_3	k141_43609	989	1297	+	309	0	0
67_1	k141_29104	2	265	+	264	0	0
67_2	k141_29104	372	1328	-	957	0	0
68_1	k141_130793	2	223	+	222	0	0
68_2	k141_130793	257	1123	+	867	0	0
69_1	k141_232516	3	242	+	240	0	0
69_2	k141_232516	235	1206	+	972	0	0
69_3	k141_232516	1236	2156	+	921	0	0
69_4	k141_232516	2310	3623	+	1314	0	0
69_5	k141_232516	3935	4573	-	639	0	0
69_6	k141_232516	4696	5022	+	327	0	0
69_7	k141_232516	5156	5602	+	447	0	0
69_8	k141_232516	5608	6054	+	447	0	0
69_9	k141_232516	6064	6654	+	591	0	0
69_10	k141_232516	7038	7496	-	459	0	0
69_11	k141_232516	7633	8214	+	582	0	0
69_12	k141_232516	8474	8905	-	432	0	0
69_13	k141_232516	8947	10125	+	1179	0	0
69_14	k141_232516	10132	11079	+	948	0	0
69_15	k141_232516	11126	11419	+	294	0	0
70_1	k141_247042	244	513	+	270	0	0
70_2	k141_247042	521	1075	+	555	0	0
70_3	k141_247042	1107	1730	+	624	0	0
71_1	k141_218010	3	1001	-	999	2	0.00176286
72_1	k141_101767	1	792	+	792	0	0
72_2	k141_101767	817	1701	-	885	0	0
73_1	k141_159881	3	1607	-	1605	0	0
73_2	k141_159881	1679	2272	-	594	0	0
73_3	k141_159881	2967	3389	+	423	0	0
73_4	k141_159881	3386	4636	+	1251	0	0
74_1	k141_72670	142	816	+	675	0	0
74_2	k141_72670	838	1005	+	168	0	0
74_3	k141_72670	1314	1952	-	639	0	0
75_1	k141_14551	167	694	-	528	0	0
75_2	k141_14551	937	1605	-	669	0	0
75_3	k141_14551	1728	2108	+	381	1	0.00231115
75_4	k141_14551	2267	3343	-	1077	0	0
75_5	k141_14551	3684	4730	+	1047	1	0.00084102
75_6	k141_14551	4759	5226	+	468	0	0
75_7	k141_14551	5270	6145	+	876	3	0.00301558
75_8	k141_14551	6391	6498	-	108	0	0
76_1	k141_159884	2	160	-	159	0	0
76_2	k141_159884	157	330	-	174	0	0
76_3	k141_159884	744	1076	-	333	0	0
77_1	k141_232518	827	2146	+	1320	1	0.000667082
78_1	k141_101771	170	613	-	444	0	0
78_2	k141_101771	1471	1542	-	72	0	0
79_1	k141_174398	13	780	-	768	0	0
79_2	k141_174398	1521	2549	+	1029	0	0
79_3	k141_174398	2546	3052	+	507	0	0
79_4	k141_174398	3066	4376	+	1311	0	0
79_5	k141_174398	4828	6120	+	1293	0	0
80_1	k141_218012	1	648	-	648	0	0
80_2	k141_218012	778	2061	-	1284	0	0
80_3	k141_218012	2181	2345	-	165	0	0
81_1	k141_232520	2	151	+	150	0	0
81_2	k141_232520	126	545	+	420	2	0.00419309
81_3	k141_232520	548	880	+	333	0	0
81_4	k141_232520	877	1266	+	390	0	0
82_1	k141_276082	1	420	+	420	0	0
82_2	k141_276082	423	1148	+	726	0	0
83_1	k141_159887	2	259	-	258	0	0
83_2	k141_159887	308	613	-	306	0	0
83_3	k141_159887	652	1128	-	477	0	0
84_1	k141_174400	3	785	+	783	18	0.0202425
85_1	k141_87224	146	589	-	444	7	0.0138825
85_2	k141_87224	770	3526	-	2757	1	0.000319386
85_3	k141_87224	3519	3869	-	351	0	0
85_4	k141_87224	3879	4508	-	630	0	0
85_5	k141_87224	4505	4726	-	222	0	0
85_6	k141_87224	4723	4986	-	264	0	0
85_7	k141_87224	4983	5300	-	318	0	0
85_8	k141_87224	5287	5478	-	192	0	0
85_9	k141_87224	5471	5680	-	210	0	0
85_10	k141_87224	5673	6551	-	879	2	0.00200352
85_11	k141_87224	6551	7153	-	603	1	0.00146028
85_12	k141_87224	7167	7598	-	432	0	0
85_13	k141_87224	7598	7717	-	120	0	0
86_1	k141_232522	3	503	+	501	0	0
86_2	k141_232522	668	1030	+	363	0	0
87_1	k141_218015	2	1090	+	1089	0	0
88_1	k141_29116	2	349	-	348	0	0
88_2	k141_29116	395	1957	-	1563	14	0.00788719
89_1	k141_72675	3	527	+	525	24	0.0402536
89_2	k141_72675	499	1155	+	657	21	0.0281454
89_3	k141_72675	1471	2094	+	624	27	0.0381006
89_4	k141_72675	2227	3273	+	1047	18	0.0151384
90_1	k141_130799	2	799	+	798	0	0
90_2	k141_130799	948	1700	-	753	0	0
90_3	k141_130799	2110	3891	+	1782	1	0.000494135
91_1	k141_145336	55	396	+	342	0	0
91_2	k141_145336	472	852	+	381	1	0.00231115
91_3	k141_145336	1069	1485	+	417	0	0
91_4	k141_145336	1541	1744	+	204	0	0
91_5	k141_145336	1741	2229	+	489	2	0.00360142
91_6	k141_145336	2964	3575	+	612	8	0.0115104
91_7	k141_145336	3663	4247	+	585	2	0.00301042
91_8	k141_145336	4247	4993	+	747	1	0.00117878
91_9	k141_145336	5005	6459	+	1455	18	0.0108934
91_10	k141_145336	6503	8269	+	1767	3	0.00149499
91_11	k141_145336	8263	9999	+	1737	7	0.00354855
91_12	k141_145336	10104	10637	+	534	0	0
91_13	k141_145336	11018	11101	+	84	3	0.0314481
92_1	k141_87226	2	574	-	573	0	0
92_2	k141_87226	663	1439	-	777	0	0
93_1	k141_159895	2	268	+	267	0	0
93_2	k141_159895	136	1053	-	918	0	0
94_1	k141_58140	1017	2615	+	1599	9	0.00495618
94_2	k141_58140	2702	2932	+	231	1	0.0038119
94_3	k141_58140	2941	4533	+	1593	3	0.00165828
94_4	k141_58140	4552	5523	+	972	10	0.00905914
94_5	k141_58140	5770	6309	+	540	9	0.0146758
94_6	k141_58140	6466	7962	-	1497	21	0.0123524
94_7	k141_58140	8795	9568	-	774	0	0
94_8	k141_58140	9699	10226	-	528	0	0
94_9	k141_58140	10334	11563	-	1230	12	0.00859071
94_10	k141_58140	11544	12446	-	903	7	0.00682595
94_11	k141_58140	12466	13479	-	1014	1	0.00086839
94_12	k141_58140	13484	13888	-	405	1	0.00217419
94_13	k141_58140	14148	14630	-	483	2	0.00364616
94_14	k141_58140	14693	15643	-	951	10	0.00925918
94_15	k141_58140	15647	16420	-	774	0	0
94_16	k141_58140	16404	16748	-	345	2	0.00510463
94_17	k141_58140	16761	17741	-	981	0	0
94_18	k141_58140	17766	18752	-	987	19	0.0169508
95_1	k141_116302	2	2083	-	2082	0	0
95_2	k141_116302	2141	3088	-	948	0	0
95_3	k141_116302	3075	3203	-	129	0	0
95_4	k141_116302	3263	5524	-	2262	0	0
96_1	k141_232529	2	1165	-	1164	1	0.000756484
96_2	k141_232529	1212	1439	-	228	0	0
97_1	k141_174406	1	633	-	633	0	0
97_2	k141_174406	669	1421	-	753	0	0
98_1	k141_87231	3	1145	+	1143	22	0.0169484
99_1	k141_188956	1	177	-	177	0	0
99_2	k141_188956	407	1180	+	774	0	0
99_3	k141_188956	1182	1613	+	432	0	0
100_1	k141_276090	3	1007	-	1005	352	0.308411
100_2	k141_276090	1099	2088	-	990	703	0.625278
100_3	k141_276090	2118	3212	-	1095	572	0.459976
100_4	k141_276090	3215	3826	-	612	230	0.330925
101_1	k141_232534	1	1032	+	1032	0	0
102_1	k141_116303	3	1016	+	1014	0	0
102_2	k141_116303	1165	1599	+	435	0	0
102_3	k141_116303	1603	2229	+	627	2	0.00280877
103_1	k141_58147	1	654	-	654	0	0
103_2	k141_58147	791	1225	+	435	0	0
104_1	k141_159902	3	350	+	348	0	0
104_2	k141_159902	376	969	-	594	0	0
104_3	k141_159902	1139	1234	-	96	0	0
105_1	k141_72686	56	1240	-	1185	118	0.0876833
105_2	k141_72686	1416	2249	-	834	33	0.0348418
105_3	k141_72686	2312	2758	-	447	5	0.00984953
106_1	k141_247044	3	566	+	564	0	0
106_2	k141_247044	569	1645	+	1077	0	0
106_3	k141_247044	1645	1887	+	243	0	0
106_4	k141_247044	2032	2337	+	306	0	0
106_5	k141_247044	2356	3108	+	753	0	0
106_6	k141_247044	3282	3476	+	195	0	0
106_7	k141_247044	3507	3905	+	399	0	0
106_8	k141_247044	4206	5300	-	1095	0	0
106_9	k141_247044	5490	5762	+	273	0	0
106_10	k141_247044	5987	7564	+	1578	0	0
106_11	k141_247044	7766	9697	+	1932	0	0
106_12	k141_247044	9905	10444	+	540	0	0
107_1	k141_232539	1	564	+	564	0	0
107_2	k141_232539	536	1066	+	531	0	0
107_3	k141_232539	1122	1292	+	171	0	0
108_1	k141_116306	338	1693	-	1356	0	0
109_1	k141_247046	2	112	-	111	0	0
109_2	k141_247046	126	1058	-	933	47	0.0443577
110_1	k141_159904	359	610	+	252	0	0
110_2	k141_159904	627	1463	+	837	0	0
110_3	k141_159904	1542	2054	+	513	0	0
111_1	k141_174416	1	336	-	336	0	0
111_2	k141_174416	346	1617	-	1272	0	0
112_1	k141_116307	3	560	-	558	0	0
112_2	k141_116307	682	1077	-	396	0	0
113_1	k141_72693	1	474	+	474	0	0
113_2	k141_72693	507	734	+	228	0	0
113_3	k141_72693	731	1285	+	555	0	0
113_4	k141_72693	1488	1556	+	69	0	0
114_1	k141_247049	2	124	-	123	0	0
114_2	k141_247049	246	1265	-	1020	7	0.00604298
115_1	k141_130818	3	416	-	414	0	0
115_2	k141_130818	555	923	+	369	0	0
115_3	k141_130818	1049	1399	+	351	0	0
116_1	k141_232541	3	1679	-	1677	0	0
116_2	k141_232541	1732	2289	-	558	0	0
116_3	k141_232541	2323	2679	-	357	0	0
117_1	k141_174417	93	1496	-	1404	1	0.000627171
117_2	k141_174417	1493	2068	-	576	0	0
118_1	k141_247050	2	868	-	867	64	0.0650001
118_2	k141_247050	893	1156	-	264	3	0.0100062
119_1	k141_261581	3	737	-	735	0	0
119_2	k141_261581	860	3019	-	2160	0	0
119_3	k141_261581	3100	3318	-	219	0	0
119_4	k141_261581	3669	3932	+	264	0	0
119_5	k141_261581	3947	4702	+	756	0	0
120_1	k141_116311	366	2114	-	1749	384	0.193328
121_1	k141_116313	1	837	-	837	0	0
121_2	k141_116313	825	1361	-	537	0	0
122_1	k141_203436	2	1711	+	1710	0	0
122_2	k141_203436	1813	2394	+	582	0	0
122_3	k141_203436	2467	2664	+	198	0	0
122_4	k141_203436	2774	3124	+	351	0	0
122_5	k141_203436	3516	4670	+	1155	0	0
122_6	k141_203436	4688	5962	-	1275	0	0
122_7	k141_203436	5959	7329	-	1371	0	0
122_8	k141_203436	7508	8977	+	1470	0	0
122_9	k141_203436	8990	10240	+	1251	0	0
122_10	k141_203436	10537	12915	+	2379	0	0
122_11	k141_203436	12954	15335	+	2382	0	0
122_12	k141_203436	15352	17700	+	2349	0	0
122_13	k141_203436	17721	20129	+	2409	0	0
122_14	k141_203436	20168	21715	+	1548	0	0
122_15	k141_203436	21741	22235	+	495	0	0
122_16	k141_203436	22244	24109	+	1866	0	0
122_17	k141_203436	24135	24809	+	675	0	0
122_18	k141_203436	24817	25713	-	897	0	0
122_19	k141_203436	25936	27054	+	1119	0	0
122_20	k141_203436	27066	29687	+	2622	0	0
122_21	k141_203436	29759	30202	+	444	0	0
122_22	k141_203436	30246	31622	+	1377	0	0
122_23	k141_203436	31636	32145	+	510	0	0
122_24	k141_203436	32166	33089	-	924	0	0
122_25	k141_203436	33102	33563	-	462	0	0
122_26	k141_203436	33762	34385	-	624	0	0
123_1	k141_174419	1	525	+	525	0	0
123_2	k141_174419	512	1408	+	897	0	0
123_3	k141_174419	1433	2617	+	1185	0	0
124_1	k141_4	80	2371	-	2292	0	0
124_2	k141_4	2492	3337	+	846	0	0
124_3	k141_4	3510	4256	+	747	0	0
124_4	k141_4	4253	5173	+	921	0	0
124_5	k141_4	5272	5886	+	615	0	0
124_6	k141_4	5970	6407	-	438	0	0
124_7	k141_4	6468	8792	-	2325	0	0
124_8	k141_4	9009	10100	+	1092	0	0
124_9	k141_4	10156	10656	-	501	0	0
124_10	k141_4	10912	13371	-	2460	0	0
124_11	k141_4	13483	14076	-	594	0	0
124_12	k141_4	14093	14992	-	900	0	0
124_13	k141_4	15112	15420	+	309	0	0
124_14	k141_4	15424	15972	+	549	0	0
124_15	k141_4	15998	18397	+	2400	0	0
124_16	k141_4	18486	19406	-	921	0	0
124_17	k141_4	19643	21046	+	1404	0	0
124_18	k141_4	21075	21932	+	858	0	0
124_19	k141_4	22018	22515	-	498	0	0
124_20	k141_4	22709	23068	+	360	0	0
124_21	k141_4	23178	23627	+	450	0	0
124_22	k141_4	23631	24266	+	636	0	0
124_23	k141_4	24339	24719	+	381	0	0
124_24	k141_4	24866	25294	+	429	0	0
124_25	k141_4	25605	28019	-	2415	0	0
124_26	k141_4	28030	28629	-	600	0	0
124_27	k141_4	28872	30020	-	1149	0	0
124_28	k141_4	31189	31458	+	270	0	0
124_29	k141_4	31445	32029	+	585	0	0
124_30	k141_4	32088	32981	+	894	0	0
124_31	k141_4	32987	33307	+	321	0	0
124_32	k141_4	33480	33644	+	165	0	0
124_33	k141_4	33850	34140	+	291	3	0.00907781
124_34	k141_4	34152	34658	+	507	0	0
124_35	k141_4	34719	34958	+	240	0	0
124_36	k141_4	35106	35630	+	525	0	0
124_37	k141_4	35632	35856	+	225	0	0
124_38	k141_4	35840	35986	+	147	0	0
124_39	k141_4	36008	36289	+	282	0	0
124_40	k141_4	36330	36986	-	657	0	0
124_41	k141_4	37221	38165	-	945	0	0
124_42	k141_4	38462	39739	+	1278	0	0
125_1	k141_261588	3	464	-	462	0	0
125_2	k141_261588	595	1308	-	714	0	0
126_1	k141_87254	2	538	-	537	0	0
126_2	k141_87254	545	1246	-	702	7	0.00878039
126_3	k141_87254	1834	2442	+	609	4	0.00578357
126_4	k141_87254	2716	3516	+	801	2	0.00219862
126_5	k141_87254	3578	3853	+	276	2	0.00638078
127_1	k141_174420	3	1406	-	1404	0	0
127_2	k141_174420	1782	2183	-	402	0	0
127_3	k141_174420	2244	2426	-	183	0	0
128_1	k141_58148	216	1130	-	915	3	0.00288704
128_2	k141_58148	1153	2127	-	975	5	0.00451563
128_3	k141_58148	2129	3520	-	1392	8	0.00506062
128_4	k141_58148	3561	4391	-	831	0	0
128_5	k141_58148	4434	5315	-	882	3	0.00299506
128_6	k141_58148	5740	6597	+	858	15	0.0153942
128_7	k141_58148	6743	7444	-	702	15	0.0188151
128_8	k141_58148	7533	8636	-	1104	18	0.0143568
128_9	k141_58148	8748	9491	-	744	9	0.0106518
128_10	k141_58148	9766	10329	+	564	5	0.00780628
129_1	k141_14556	1	741	+	741	0	0
129_2	k141_14556	916	2172	+	1257	1	0.000700515
129_3	k141_14556	2331	2819	-	489	0	0
129_4	k141_14556	2938	3741	-	804	2	0.00219042
129_5	k141_14556	3971	4366	+	396	0	0
129_6	k141_14556	4400	4969	+	570	0	0
129_7	k141_14556	4981	5445	+	465	2	0.0037873
129_8	k141_14556	5469	6410	+	942	0	0
129_9	k141_14556	6542	7015	+	474	0	0
129_10	k141_14556	7018	8295	+	1278	0	0
129_11	k141_14556	8307	9293	+	987	7	0.00624502
129_12	k141_14556	9297	10793	+	1497	6	0.00352925
129_13	k141_14556	10790	11452	+	663	4	0.00531251
129_14	k141_14556	11445	12305	+	861	6	0.00613622
129_15	k141_14556	12299	12997	+	699	7	0.00881808
129_16	k141_14556	13186	14007	-	822	0	0
129_17	k141_14556	14254	15654	+	1401	1	0.000628514
129_18	k141_14556	15665	16639	+	975	1	0.000903126
130_1	k141_203437	88	1410	-	1323	5	0.00332785
130_2	k141_203437	1432	1926	-	495	0	0
130_3	k141_203437	1936	2526	-	591	5	0.00744964
130_4	k141_203437	2523	3104	-	582	3	0.00453891
131_1	k141_232559	3	494	+	492	0	0
131_2	k141_232559	677	1129	+	453	0	0
132_1	k141_29127	2	670	+	669	4	0.00526486
132_2	k141_29127	667	1407	+	741	0	0
132_3	k141_29127	1421	2596	+	1176	6	0.00449259
132_4	k141_29127	2593	3693	+	1101	0	0
132_5	k141_29127	3680	4849	+	1170	6	0.00451563
132_6	k141_29127	4860	5783	+	924	9	0.00857677
132_7	k141_29127	5767	6864	-	1098	0	0
132_8	k141_29127	6933	8141	+	1209	9	0.00655495
132_9	k141_29127	8528	9115	+	588	2	0.00299506
132_10	k141_29127	9142	9753	-	612	3	0.00431641
132_11	k141_29127	10414	10833	+	420	0	0
132_12	k141_29127	10836	12098	+	1263	4	0.00278875
132_13	k141_29127	12361	12426	+	66	1	0.0133416
133_1	k141_87256	1	183	+	183	0	0
133_2	k141_87256	147	1241	+	1095	0	0
134_1	k141_11	1	783	-	783	273	0.307011
134_2	k141_11	1140	1706	-	567	25	0.0388249
135_1	k141_116324	471	1019	+	549	3	0.00481174
136_1	k141_247066	276	1154	+	879	96	0.0961691
137_1	k141_159920	1	756	+	756	0	0
137_2	k141_159920	771	1298	+	528	0	0
137_3	k141_159920	1304	1792	+	489	0	0
137_4	k141_159920	1902	3467	+	1566	0	0
137_5	k141_159920	3694	4545	-	852	0	0
137_6	k141_159920	4650	4772	-	123	0	0
138_1	k141_130845	1	1050	-	1050	0	0
138_2	k141_130845	1149	1394	+	246	0	0
139_1	k141_29132	1	594	-	594	0	0
139_2	k141_29132	670	1158	-	489	0	0
140_1	k141_203445	1	498	-	498	3	0.00530451
