# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_5/J19_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_5/J19_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_5/J19_1.bam	RPKG
91_3	k141_24184	918	1190	+	273	0	0
92_1	k141_32242	317	2083	+	1767	0	0
93_1	k141_8080	3	335	-	333	7	0.0932177
93_2	k141_8080	575	2275	-	1701	118	0.307626
93_3	k141_8080	2365	2811	-	447	24	0.238094
93_4	k141_8080	2836	4260	-	1425	64	0.199164
94_1	k141_144920	2	391	+	390	0	0
94_2	k141_144920	707	2224	+	1518	13	0.0379766
94_3	k141_144920	2382	4262	+	1881	16	0.0377204
94_4	k141_144920	4292	5527	+	1236	9	0.0322901
94_5	k141_144920	5652	6491	+	840	14	0.0739083
94_6	k141_144920	6571	6807	+	237	4	0.0748439
94_7	k141_144920	7018	7455	+	438	5	0.0506222
94_8	k141_144920	7485	8420	+	936	31	0.146869
94_9	k141_144920	8507	9049	+	543	10	0.0816667
94_10	k141_144920	9059	11080	+	2022	26	0.0570213
94_11	k141_144920	11142	12857	+	1716	40	0.103368
94_12	k141_144920	12913	13869	+	957	9	0.0417038
94_13	k141_144920	13872	15230	+	1359	12	0.0391567
94_14	k141_144920	15245	16330	+	1086	4	0.0163333
94_15	k141_144920	16357	17220	+	864	6	0.0307951
94_16	k141_144920	17361	18536	+	1176	23	0.0867292
94_17	k141_144920	18719	19540	+	822	16	0.0863163
94_18	k141_144920	19506	19577	+	72	0	0
95_1	k141_88588	3	1154	+	1152	0	0
96_1	k141_64440	2	184	-	183	3	0.0726967
96_2	k141_64440	508	621	+	114	0	0
96_3	k141_64440	661	1206	-	546	9	0.0730962
97_1	k141_16149	3	734	-	732	0	0
97_2	k141_16149	1028	1924	-	897	0	0
97_3	k141_16149	1924	2925	-	1002	0	0
98_1	k141_144922	1	1038	-	1038	0	0
98_2	k141_144922	1045	1200	-	156	0	0
99_1	k141_112725	44	1963	+	1920	0	0
100_1	k141_152977	254	1024	-	771	12	0.0690195
100_2	k141_152977	1107	3587	-	2481	46	0.0822197
101_1	k141_152978	1	912	+	912	0	0
101_2	k141_152978	962	1315	-	354	0	0
102_1	k141_128818	229	1026	-	798	18	0.100026
102_2	k141_128818	1311	2654	+	1344	6	0.0197969
102_3	k141_128818	2663	3937	+	1275	16	0.0556486
102_4	k141_128818	4038	5069	-	1032	14	0.060158
102_5	k141_128818	5186	5962	-	777	7	0.0399505
102_6	k141_128818	6176	7312	+	1137	9	0.0351016
102_7	k141_128818	7447	8793	-	1347	4	0.0131685
102_8	k141_128818	9059	9964	+	906	0	0
102_9	k141_128818	9966	10844	+	879	5	0.0252247
102_10	k141_128818	10857	11816	+	960	1	0.00461927
102_11	k141_128818	11813	12070	+	258	0	0
102_12	k141_128818	12151	13077	+	927	1	0.00478371
102_13	k141_128818	13539	14402	+	864	11	0.0564578
102_14	k141_128818	14620	16734	+	2115	19	0.0398371
102_15	k141_128818	16858	18561	+	1704	4	0.0104096
102_16	k141_128818	18598	19200	+	603	5	0.0367703
102_17	k141_128818	19444	19584	+	141	0	0
103_1	k141_8086	1	435	-	435	0	0
103_2	k141_8086	551	1768	-	1218	0	0
103_3	k141_8086	1782	2843	-	1062	0	0
104_1	k141_24188	2	379	+	378	0	0
104_2	k141_24188	460	711	+	252	0	0
104_3	k141_24188	749	1828	+	1080	3	0.0123181
104_4	k141_24188	2005	4161	-	2157	0	0
105_1	k141_104700	1	675	+	675	6	0.0394178
105_2	k141_104700	864	1742	+	879	12	0.0605393
105_3	k141_104700	1723	2799	+	1077	13	0.0535269
105_4	k141_104700	2839	3693	+	855	5	0.0259328
105_5	k141_104700	3834	4613	+	780	4	0.022741
105_6	k141_104700	4635	5345	+	711	6	0.0374219
105_7	k141_104700	5409	6371	+	963	7	0.0322342
105_8	k141_104700	6408	7439	+	1032	2	0.00859399
105_9	k141_104700	7538	8149	+	612	1	0.00724592
105_10	k141_104700	8173	8346	+	174	0	0
105_11	k141_104700	8370	8915	+	546	9	0.0730962
105_12	k141_104700	9000	9200	+	201	5	0.110311
106_1	k141_16150	1	354	-	354	0	0
106_2	k141_16150	347	1423	-	1077	0	0
106_3	k141_16150	1413	1685	-	273	0	0
106_4	k141_16150	1713	3692	-	1980	0	0
106_5	k141_16150	3689	3796	-	108	0	0
107_1	k141_32252	104	547	-	444	0	0
107_2	k141_32252	674	1276	+	603	0	0
108_1	k141_136887	3	857	+	855	17	0.0881714
108_2	k141_136887	917	1864	+	948	11	0.0514552
108_3	k141_136887	2025	3047	+	1023	20	0.086696
108_4	k141_136887	3152	3532	-	381	0	0
108_5	k141_136887	3686	4594	+	909	12	0.0585413
108_6	k141_136887	4668	5108	+	441	4	0.0402222
108_7	k141_136887	5398	6684	+	1287	11	0.0379017
108_8	k141_136887	6856	7434	+	579	1	0.0076589
109_1	k141_152980	1	1056	+	1056	7	0.0293954
110_1	k141_88598	3	569	+	567	3	0.023463
111_1	k141_144927	2	370	+	369	2	0.0240352
111_2	k141_144927	317	1186	-	870	37	0.188594
111_3	k141_144927	1366	1800	-	435	20	0.203885
111_4	k141_144927	1932	2129	+	198	4	0.0895859
111_5	k141_144927	2547	2750	+	204	23	0.499968
112_1	k141_120805	252	1493	-	1242	141	0.503434
112_2	k141_120805	1793	3016	-	1224	68	0.246361
113_1	k141_104703	3	1118	-	1116	0	0
114_1	k141_8095	3	1175	-	1173	0	0
115_1	k141_32255	41	319	-	279	0	0
115_2	k141_32255	673	1905	+	1233	0	0
115_3	k141_32255	2433	2510	+	78	0	0
116_1	k141_24198	1	1218	+	1218	0	0
117_1	k141_55	2	253	+	252	36	0.6335
117_2	k141_55	423	734	+	312	44	0.625378
117_3	k141_55	1052	1804	+	753	171	1.00704
118_1	k141_64446	3	2036	-	2034	42	0.0915679
118_2	k141_64446	2155	4278	-	2124	41	0.0856001
118_3	k141_64446	4293	4964	-	672	10	0.0659896
118_4	k141_64446	5153	6778	-	1626	14	0.0381814
119_1	k141_152985	1	633	-	633	0	0
119_2	k141_152985	692	1912	-	1221	0	0
119_3	k141_152985	2018	2551	+	534	2	0.0166086
119_4	k141_152985	2556	2804	+	249	0	0
120_1	k141_88606	1	1635	-	1635	3	0.0081367
121_1	k141_8101	1	348	+	348	1	0.0127428
121_2	k141_8101	516	1148	+	633	5	0.0350277
122_1	k141_24202	108	1100	+	993	8	0.0357261
123_1	k141_104705	1	681	-	681	0	0
123_2	k141_104705	725	1405	-	681	0	0
123_3	k141_104705	1455	2165	-	711	0	0
123_4	k141_104705	2277	3509	-	1233	0	0
123_5	k141_104705	3510	3860	-	351	0	0
124_1	k141_58	2	823	+	822	2	0.0107895
124_2	k141_58	820	1092	+	273	0	0
125_1	k141_112729	30	1193	-	1164	88	0.335254
125_2	k141_112729	2273	2557	+	285	15	0.233395
125_3	k141_112729	2434	2874	-	441	19	0.191056
125_4	k141_112729	2941	3537	-	597	32	0.237695
125_5	k141_112729	3530	4543	-	1014	29	0.126825
125_6	k141_112729	4557	4871	-	315	9	0.1267
125_7	k141_112729	4928	5854	-	927	40	0.191348
125_8	k141_112729	6050	6433	+	384	19	0.219415
125_9	k141_112729	6613	7209	+	597	12	0.0891357
125_10	k141_112729	7234	7797	+	564	14	0.110076
125_11	k141_112729	7797	8225	+	429	22	0.22741
126_1	k141_48329	4	219	-	216	0	0
126_2	k141_48329	232	723	-	492	0	0
126_3	k141_48329	836	1342	-	507	3	0.0262396
126_4	k141_48329	1564	2823	+	1260	0	0
126_5	k141_48329	2834	4192	-	1359	2	0.00652612
126_6	k141_48329	4196	4525	-	330	2	0.0268758
126_7	k141_48329	4766	6130	-	1365	8	0.0259897
126_8	k141_48329	6161	6433	-	273	0	0
126_9	k141_48329	6460	7257	-	798	4	0.0222281
126_10	k141_48329	7244	7846	-	603	4	0.0294163
126_11	k141_48329	7870	10515	-	2646	16	0.0268148
126_12	k141_48329	10535	11365	-	831	7	0.0373544
126_13	k141_48329	11366	11833	-	468	0	0
126_14	k141_48329	11953	13443	-	1491	3	0.00892254
126_15	k141_48329	13461	14630	-	1170	7	0.0265312
126_16	k141_48329	14742	15662	-	921	11	0.0529636
126_17	k141_48329	15778	17832	-	2055	14	0.0302107
126_18	k141_48329	17807	18709	-	903	3	0.0147326
126_19	k141_48329	18706	19077	-	372	3	0.0357621
126_20	k141_48329	19224	20540	-	1317	6	0.0202027
126_21	k141_48329	20708	21145	-	438	5	0.0506222
126_22	k141_48329	21139	22065	-	927	7	0.033486
126_23	k141_48329	22142	22585	-	444	2	0.0199752
126_24	k141_48329	22709	23839	+	1131	2	0.00784173
126_25	k141_48329	23860	25161	+	1302	7	0.0238414
127_1	k141_64452	2	313	-	312	0	0
127_2	k141_64452	310	1320	-	1011	0	0
128_1	k141_104707	2	607	+	606	135	0.987884
128_2	k141_104707	805	1500	+	696	201	1.28065
129_1	k141_60	3	1346	+	1344	0	0
130_1	k141_8103	221	1321	+	1101	0	0
130_2	k141_8103	1322	2428	+	1107	0	0
130_3	k141_8103	2685	2828	+	144	0	0
131_1	k141_152989	1	174	+	174	0	0
131_2	k141_152989	440	943	-	504	0	0
131_3	k141_152989	1110	1451	+	342	0	0
131_4	k141_152989	1586	2593	-	1008	0	0
132_1	k141_32261	2	715	+	714	0	0
132_2	k141_32261	729	3812	+	3084	0	0
133_1	k141_64453	2	262	-	261	0	0
133_2	k141_64453	291	1310	-	1020	1	0.00434755
134_1	k141_144928	185	4063	+	3879	43	0.0491579
134_2	k141_144928	4713	5387	+	675	2	0.0131393
134_3	k141_144928	6270	7874	+	1605	17	0.0469698
135_1	k141_8105	3	965	-	963	0	0
135_2	k141_8105	982	1434	-	453	0	0
136_1	k141_152991	1	1248	-	1248	0	0
137_1	k141_112734	143	1465	-	1323	0	0
138_1	k141_88607	63	1427	+	1365	7	0.022741
138_2	k141_88607	1678	1857	+	180	0	0
138_3	k141_88607	1859	3178	+	1320	18	0.0604705
138_4	k141_88607	3171	3338	+	168	0	0
138_5	k141_88607	3358	3525	+	168	5	0.131979
138_6	k141_88607	3767	3925	+	159	9	0.251009
138_7	k141_88607	4080	4352	+	273	15	0.243654
138_8	k141_88607	4312	4689	+	378	6	0.0703889
138_9	k141_88607	4744	5268	+	525	0	0
139_1	k141_144929	3	1334	+	1332	0	0
140_1	k141_63	3	206	+	204	0	0
140_2	k141_63	353	667	+	315	1	0.0140778
140_3	k141_63	667	783	+	117	0	0
140_4	k141_63	997	2214	+	1218	20	0.0728161
141_1	k141_16155	3	641	+	639	6	0.0416385
141_2	k141_16155	722	1966	+	1245	2	0.0071237
141_3	k141_16155	2006	2971	+	966	1	0.00459058
141_4	k141_16155	3071	9235	-	6165	63	0.0453161
142_1	k141_88608	2	970	+	969	10	0.0457637
142_2	k141_88608	1098	1268	+	171	0	0
143_1	k141_8107	1	906	-	906	0	0
143_2	k141_8107	910	1374	-	465	0	0
144_1	k141_32262	3	356	-	354	0	0
144_2	k141_32262	353	739	-	387	0	0
144_3	k141_32262	875	1378	-	504	0	0
144_4	k141_32262	1382	1813	-	432	0	0
144_5	k141_32262	1806	2216	-	411	0	0
144_6	k141_32262	2218	2574	-	357	0	0
144_7	k141_32262	2571	2870	-	300	0	0
145_1	k141_56392	2	70	-	69	0	0
145_2	k141_56392	389	1435	-	1047	11	0.0465898
146_1	k141_152995	2	631	+	630	0	0
146_2	k141_152995	784	1188	+	405	0	0
147_1	k141_104715	2	133	-	132	0	0
147_2	k141_104715	242	796	+	555	4	0.0319604
147_3	k141_104715	858	1610	+	753	0	0
148_1	k141_8108	1	1137	+	1137	0	0
148_2	k141_8108	1134	1328	+	195	0	0
149_1	k141_144930	2	1087	+	1086	8	0.0326667
149_2	k141_144930	1176	2081	+	906	5	0.024473
150_1	k141_64456	3	3686	+	3684	0	0
151_1	k141_16159	1	372	+	372	0	0
151_2	k141_16159	667	1170	+	504	0	0
152_1	k141_32263	2	457	-	456	0	0
152_2	k141_32263	441	680	-	240	0	0
152_3	k141_32263	667	1887	-	1221	0	0
152_4	k141_32263	1884	2303	-	420	0	0
153_1	k141_88610	3	749	+	747	0	0
153_2	k141_88610	961	1917	+	957	0	0
153_3	k141_88610	2135	2983	+	849	0	0
154_1	k141_8113	3	461	-	459	6	0.0579673
154_2	k141_8113	999	1184	-	186	0	0
154_3	k141_8113	1194	1286	-	93	0	0
155_1	k141_69	1	105	+	105	0	0
155_2	k141_69	98	1018	+	921	0	0
155_3	k141_69	1021	1263	+	243	0	0
156_1	k141_144932	3	227	+	225	0	0
156_2	k141_144932	323	1063	+	741	0	0
156_3	k141_144932	1060	1536	+	477	0	0
156_4	k141_144932	1593	1847	+	255	0	0
156_5	k141_144932	1844	2968	+	1125	0	0
157_1	k141_56399	34	1611	-	1578	0	0
157_2	k141_56399	1625	2290	-	666	1	0.00665841
